Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
300,Erik Gudbranson\gudbrer01,25,VAN,D,30,440,484,47.6,-2,324,374,46.4,-3.2,6.1,88.8,94.9,50.4,49.6,20:20,17:26,4,23,-3.8,88,45.5
301,Jake Guentzel\guentja01,22,PIT,C,40,620,586,51.4,2.9,464,429,52,1.7,11.3,90.6,101.9,60.3,39.7,15:53,14:30,16,9,4.2,136,59.6
302,Brendan Guhle\guhlebr01,19,BUF,D,3,38,53,41.8,-9.3,27,35,43.5,-8.8,8.3,96.7,105,48.8,51.2,16:21,16:19,0,0,0,9,44.4
303,Carl Gunnarsson\gunnaca01,30,STL,D,56,545,566,49.1,-1.2,406,406,50,-0.5,5.2,92.7,97.9,52.9,47.1,13:36,12:47,2,8,3.1,72,44.4
304,Denis Gurianov\guriade01,19,DAL,RW,1,6,16,27.3,-34.3,3,9,25,-40.8,0,85.7,85.7,40,60,13:06,13:06,0,0,-0.4,3,0
305,Carl Hagelin\hagelca01,28,PIT,LW,61,813,719,53.1,3.7,632,528,54.5,3.9,8.1,92.7,100.8,57.4,42.6,15:29,13:08,19,21,8,199,63.8
306,Robert Hagg\haggro01,21,PHI,D,1,22,16,57.9,-2.3,14,14,50,-15,10,90.9,100.9,45.5,54.5,21:19,19:45,0,0,-0.3,9,55.6
307,Ron Hainsey\hainsro01,35,TOT,D,72,1290,1300,49.8,-2,955,996,48.9,-2.3,7.5,91.5,99,52.1,47.9,22:02,18:45,25,47,-0.4,186,38.2
308,Micheal Haley\haleymi01,30,SJS,C,58,459,487,48.5,-4,334,330,50.3,-3,9.1,93.2,102.3,54,46,9:04,9:01,18,19,1.9,86,44.2
309,Taylor Hall\hallta02,25,NJD,LW,72,1105,1011,52.2,7.6,861,782,52.4,7.3,7.2,91.5,98.8,50,50,19:19,16:17,43,44,6.7,391,60.6
310,Dan Hamhuis\hamhuda01,34,DAL,D,79,1298,1177,52.4,3.4,942,856,52.4,2.6,7.6,91.1,98.7,49,51,19:22,15:46,19,37,-1,201,41.3
311,Dougie Hamilton\hamildo01,23,CGY,D,81,1412,1154,55,6.9,1045,860,54.9,7.4,8,91.6,99.6,47.7,52.3,19:41,16:26,17,52,11.5,423,52.5
312,Freddie Hamilton\hamilfr01,25,CGY,C,26,187,207,47.5,-4.9,124,160,43.7,-7.4,5.6,93,98.5,32.5,67.5,9:47,9:26,3,2,-1.5,51,58.8
313,Travis Hamonic\hamontr01,26,NYI,D,49,711,942,43,-5.7,523,686,43.3,-5.6,7.7,89.6,97.3,43.9,56.1,20:27,17:39,14,39,-6.8,157,47.1
314,Noah Hanifin\hanifno01,20,CAR,D,81,1222,1188,50.7,-0.7,892,908,49.6,-1.1,7.4,90.3,97.6,60.9,39.1,17:55,15:44,42,53,-3.3,270,40
315,Joel Hanley\hanlejo01,25,MTL,D,7,57,57,50,-9,39,38,50.6,-7.6,3.4,85.2,88.6,39.5,60.5,10:09,10:08,1,3,0.2,5,100
316,Markus Hannikainen\hannima01,23,CBJ,LW,10,72,62,53.7,1.7,61,46,57,3.7,9.8,88.2,98,39.5,60.5,9:08,8:26,0,0,1.4,14,57.1
317,Jannik Hansen\hanseja01,30,TOT,RW,43,569,585,49.3,-0.7,426,406,51.2,2.5,10.4,89.6,100,56,44,16:03,14:23,21,14,5.1,132,55.3
318,Martin Hanzal\hanzama01,29,TOT,C,71,937,918,50.5,3.2,692,717,49.1,2.1,8.1,89.1,97.2,42.5,57.5,17:43,13:48,31,30,-6.2,272,62.1
319,Shane Harper\harpesh01,27,FLA,RW,14,112,115,49.3,-4,89,97,47.8,-6.1,5,94,99,50,50,10:18,10:16,4,3,-1.9,23,56.5
320,Ben Harpur\harpube01,22,OTT,D,6,86,82,51.2,-3.6,62,65,48.8,-7.9,9.3,87.8,97.1,37.7,62.3,17:48,17:06,2,5,-0.6,11,27.3
321,Scott Harrington\harrisc01,23,CBJ,D,22,231,264,46.7,-5.4,173,196,46.9,-5.2,9.9,92.2,102.1,47.8,52.2,13:00,12:41,4,5,-1.4,35,45.7
322,Ryan Hartman\hartmry01,22,CHI,LW,76,912,815,52.8,2.6,675,595,53.1,3.6,8.3,93.4,101.7,51.5,48.5,12:46,12:09,36,31,7.1,261,65.1
323,Scott Hartnell\hartnsc01,34,CBJ,LW,78,803,716,52.9,3.2,587,531,52.5,2.7,9.7,92.3,102.1,49.5,50.5,12:04,10:38,17,30,6.5,172,60.5
324,Garnet Hathaway\hathaga01,25,CGY,RW,26,175,218,44.5,-5.8,120,158,43.2,-6.9,10.4,92.4,102.8,31.7,68.3,9:08,8:52,8,3,-1.5,40,55
325,Erik Haula\haulaer01,25,MIN,C,72,851,806,51.4,2.1,652,604,51.9,2.1,8.1,91.7,99.9,54.8,45.2,13:49,12:28,24,18,5.8,210,63.8
326,John Hayden\haydejo01,21,CHI,LW,12,117,105,52.7,1.4,79,74,51.6,-2.5,9.5,95,104.5,61.9,38.1,11:41,11:25,5,2,2.4,33,66.7
327,Jimmy Hayes\hayesji01,27,BOS,RW,58,494,461,51.7,-3.4,357,352,50.4,-5.8,6.4,92.2,98.5,62.5,37.5,9:14,8:49,14,12,1.4,134,55.2
328,Kevin Hayes\hayeske01,24,NYR,RW,76,820,1047,43.9,-5.5,621,764,44.8,-5.5,11.9,91.8,103.7,40.7,59.3,16:34,13:35,54,66,-12.3,246,58.1
329,Victor Hedman\hedmavi01,26,TBL,D,79,1501,1308,53.4,3.7,1100,1009,52.2,2.7,10.1,90.9,101.1,57.4,42.6,24:30:00,19:27,39,73,-1.4,397,41.8
330,Tim Heed\heedti01,26,SJS,D,1,14,10,58.3,13.7,9,7,56.3,5.3,0,100,100,66.7,33.3,16:29,15:38,1,0,0.2,4,25
331,Danton Heinen\heineda01,21,BOS,C,8,87,74,54,0.7,60,58,50.8,-4.3,0,92.9,92.9,62.1,37.9,13:14,11:23,5,2,-0.7,12,58.3
332,Seth Helgeson\helgese01,26,NJD,D,9,89,99,47.3,1.9,73,72,50.3,2.7,8.5,96.3,104.8,45.8,54.2,13:28,12:27,0,0,0.3,11,27.3
333,Darren Helm\helmda01,30,DET,C,50,551,596,48,0,406,465,46.6,-1.6,8.4,90.9,99.3,49.9,50.1,15:21,12:52,17,20,-1.9,166,59
334,Ales Hemsky\hemskal01,33,DAL,RW,15,173,175,49.7,-0.3,122,133,47.8,-2.7,5.7,94.4,100.1,45.3,54.7,14:25,12:47,9,6,3.5,52,57.7
335,Matt Hendricks\hendrma01,35,EDM,LW,42,293,364,44.6,-6.7,213,240,47,-4.8,7.4,91.7,99.1,39.5,60.5,10:45,9:08,10,9,-0.4,61,68.9
336,Samuel Henley\henlesa01,23,COL,C,1,4,6,40,-1.3,4,6,40,7.3,25,100,125,0,100,5:18,5:06,0,0,-0.3,1,100
337,Adam Henrique\henriad01,26,NJD,C,82,932,1064,46.7,-0.9,705,819,46.3,-1.8,8.3,90.1,98.4,48.4,51.6,18:07,13:24,45,27,-5.4,242,58.7
338,Tomas Hertl\hertlto01,23,SJS,C,49,752,601,55.6,4.8,527,407,56.4,5,7.8,88.4,96.1,54.4,45.6,17:13,14:10,30,18,6.8,183,54.6
339,Thomas Hickey\hicketh01,27,NYI,D,76,1095,1195,47.8,0.5,807,878,47.9,0.3,9.1,90.5,99.6,49.6,50.4,17:31,15:00,16,43,-3.4,199,43.7
340,Vinnie Hinostroza\hinosvi01,22,CHI,LW,49,502,564,47.1,-3.6,365,429,46,-3.6,6.6,94,100.6,50.7,49.3,11:59,11:37,27,15,-5.4,132,57.6
341,Niklas Hjalmarsson\hjalmni01,29,CHI,D,73,1171,1193,49.5,-1.4,846,866,49.4,-1,10,92.4,102.4,43.8,56.2,21:30,18:34,23,70,-5.6,135,45.2
342,Joshua Ho-Sang\hosanjo01,21,NYI,RW,21,299,275,52.1,4.9,207,212,49.4,2.6,9.6,91.6,101.1,60.3,39.7,16:27,14:03,9,20,0.6,44,50
343,Mike Hoffman\hoffmmi02,27,OTT,LW,74,1020,972,51.2,4,754,723,51,3.5,10.6,92.7,103.3,55.6,44.4,17:36,14:23,45,54,-1.1,415,54
344,Nick Holden\holdeni01,29,NYR,D,80,1245,1384,47.4,-1.2,946,1038,47.7,-2.2,10.6,91.9,102.4,41.6,58.4,20:37,18:14,23,61,-5.6,225,37.3
345,Peter Holland\hollape01,26,TOT,C,48,494,587,45.7,-0.1,379,448,45.8,0.2,6.4,90,96.4,48.4,51.6,12:45,11:28,21,16,-5.5,127,62.2
346,Korbinian Holzer\holzeko01,28,ANA,D,32,271,400,40.4,-11,208,293,41.5,-10.5,10.1,93,103.1,45.9,54.1,13:31,12:37,3,11,-2.2,36,38.9
347,Julius Honka\honkaju01,21,DAL,D,16,264,204,56.4,7.3,201,143,58.4,8.7,7.1,86.1,93.2,53.5,46.5,16:52,15:28,6,9,-0.8,61,55.7
348,Patric Hornqvist\hornqpa01,30,PIT,RW,70,960,827,53.7,6.1,733,576,56,7.8,9.5,91.8,101.3,56.3,43.7,15:57,12:56,30,11,14.6,326,68.4
349,Bo Horvat\horvabo01,21,VAN,C,81,1026,1104,48.2,-0.1,765,832,47.9,1.3,9.2,90.5,99.8,47.4,52.6,18:02,14:16,37,27,0.8,286,55.2
350,Marian Hossa\hossama01,38,CHI,RW,73,885,912,49.2,-1.4,642,663,49.2,-0.9,9.2,92.7,101.9,53,47,16:52,13:33,47,29,-0.5,303,55.1
351,Quinton Howden\howdequ01,25,WPG,C,5,35,35,50,3.7,23,22,51.1,3.9,5.6,100,105.6,30.4,69.6,8:39,8:28,1,0,0.8,6,83.3
352,Marek Hrivik\hrivima01,25,NYR,LW,16,171,136,55.7,7,132,105,55.7,6.2,3.2,91.7,94.8,49.4,50.6,10:25,10:03,5,2,0.6,28,53.6
353,Jonathan Huberdeau\huberjo01,23,FLA,LW,31,482,391,55.2,7.4,381,321,54.3,6.7,8.6,89.7,98.3,61.1,38.9,17:55,15:17,15,24,4.6,136,63.2
354,Jiri Hudler\hudleji01,33,DAL,RW,32,305,325,48.4,-3.7,217,238,47.7,-4.7,9.2,92.3,101.6,58.7,41.3,11:51,9:47,12,7,-3.7,55,49.1
355,Charles Hudon\hudonch01,22,MTL,LW,3,28,35,44.4,-3.8,24,24,50,-1.6,11.1,94.7,105.8,56.3,43.8,11:56,11:31,3,2,0.2,3,100
356,Brad Hunt\huntbr01,28,TOT,D,12,141,159,47,-0.7,106,130,44.9,-0.5,12.5,89.9,102.4,49.5,50.5,14:30,13:38,4,3,-1.2,27,51.9
357,Matt Hunwick\hunwima01,31,TOR,D,72,1014,1050,49.1,-2.1,763,775,49.6,-0.9,8.4,92.8,101.2,45.8,54.2,17:53,15:10,26,44,2.4,174,42
358,Ben Hutton\huttobe01,23,VAN,D,71,1073,1142,48.4,0.9,788,855,48,1.7,6.1,91,97.2,54.4,45.6,20:30,17:54,31,50,-10.9,267,48.3
359,Zach Hyman\hymanza01,24,TOR,C,82,1194,1119,51.6,1.5,886,855,50.9,1.4,7.5,91.8,99.3,61.2,38.8,16:37,13:39,42,25,5.3,232,67.2
360,Jarome Iginla\iginlja01,39,TOT,RW,80,943,951,49.8,0.2,688,744,48,-1.7,5.6,89.9,95.5,51.6,48.4,15:08,12:46,24,26,-6.5,263,58.6
361,Matt Irwin\irwinma01,29,NSH,D,74,1043,1007,50.9,-0.7,740,732,50.3,-1.2,8.2,93.7,101.9,52.5,47.5,16:16,14:58,18,39,3.7,217,45.2
362,Jaromir Jagr\jagrja01,44,FLA,RW,82,1171,944,55.4,6.7,916,776,54.1,5.7,8.1,91.7,99.8,56.8,43.2,0.708333333,14:13,40,44,6.4,295,61.4
363,Mark Jankowski\jankoma01,22,CGY,C,1,8,9,47.1,-6.3,6,7,46.2,-6.5,0,100,100,50,50,10:18,10:18,1,0,0.1,0,
364,Calle Jarnkrok\jarnkca01,25,NSH,C,81,966,936,50.8,-0.5,696,686,50.4,-0.7,8.1,90.3,98.3,45.3,54.7,15:43,13:03,23,22,7.5,233,57.5
365,Dmitrij Jaskin\jaskidm01,23,STL,RW,51,484,438,52.5,3.1,364,321,53.1,3.6,7.7,93.6,101.3,49,51,11:33,11:09,13,7,3,104,52.9
366,Boone Jenner\jennebo01,23,CBJ,C,82,1123,1204,48.3,-2.8,821,858,48.9,-2,8.4,93.7,102.1,41.8,58.2,16:04,14:04,42,20,-4.7,372,56.7
367,Nick Jensen\jenseni02,26,DET,D,49,702,690,50.4,1.6,544,521,51.1,2.6,8,89.6,97.7,53.8,46.2,17:45,16:09,10,37,2.5,121,48.8
368,Nicklas Jensen\jenseni01,23,NYR,RW,7,64,42,60.4,8.9,46,30,60.5,5.4,0,92.3,92.3,70.4,29.6,9:13,8:11,2,1,-1.2,18,44.4
369,Ryan Johansen\johanry01,24,NSH,C,82,1378,1086,55.9,7,1038,843,55.2,6.5,8.2,90.2,98.4,54.7,45.3,18:50,15:05,38,51,9.8,276,55.8
370,Marcus Johansson\johanma03,26,WSH,LW,82,1057,943,52.9,2.1,785,705,52.7,2.4,11.2,92.4,103.6,57.5,42.5,0.708333333,14:09,40,48,8.3,220,58.6
371,Stephen Johns\johnsst03,24,DAL,D,61,955,904,51.4,1.2,695,615,53.1,3.3,7.1,89.5,96.6,45.8,54.2,18:15,15:57,20,45,3.7,201,45.3
372,Erik Johnson\johnser01,28,COL,D,46,777,742,51.2,2.1,569,554,50.7,2.2,7.7,90.7,98.4,46.5,53.5,22:04,17:02,18,23,-1.5,204,47.1
373,Jack Johnson\johnsja02,30,CBJ,D,82,1464,1544,48.7,-2.5,1118,1152,49.3,-1.7,8.4,93.7,102,39.7,60.3,21:49,19:09,20,27,2.9,224,51.8
374,Tyler Johnson\johnsty01,26,TBL,C,66,842,836,50.2,-1.6,636,646,49.6,-1.6,8.8,91.5,100.3,51.2,48.8,18:49,13:56,26,32,-2.3,250,52
375,Ryan Johnston\johnsry02,24,MTL,D,7,62,65,48.8,-1.2,46,50,47.9,-2.5,0,92.1,92.1,64.9,35.1,9:52,9:52,1,3,-2.3,8,37.5
376,Jussi Jokinen\jokinju01,33,FLA,LW,69,948,828,53.4,3.8,709,658,51.9,2.3,6.4,91,97.4,46.8,53.2,17:25,13:36,27,59,-6.6,199,59.3
377,Jyrki Jokipakka\jokipjy01,25,TOT,D,41,469,561,45.5,-7.5,349,425,45.1,-7.8,6.9,92.6,99.6,47,53,14:25,13:54,6,25,-6.3,60,48.3
378,Connor Jones\jonesco01,26,NYI,C,4,39,35,52.7,5.6,26,27,49.1,1.9,5.9,100,105.9,50,50,11:51,11:24,2,1,-0.3,9,22.2
379,Seth Jones\jonesse01,22,CBJ,D,75,1438,1308,52.4,3,1048,961,52.2,2.5,8,91,99,53.9,46.1,23:24,19:36,32,44,3.2,297,51.2
380,Josh Jooris\joorijo01,26,TOT,RW,54,457,609,42.9,-2.9,348,444,43.9,-1.7,6.9,93.5,100.3,36.7,63.3,12:12,10:41,10,5,-6.2,119,63
381,Jacob Josefson\josefja01,25,NJD,C,38,332,369,47.4,-1,267,283,48.5,-0.1,8.3,91.7,100,41.2,58.8,12:08,10:38,7,9,-2.9,84,52.4
382,Roman Josi\josiro01,26,NSH,D,72,1496,1329,53,2.8,1091,995,52.3,2.2,9,90.8,99.8,50.1,49.9,25:04:00,19:39,16,41,7.3,410,53.2
383,Tyson Jost\jostty01,18,COL,C,6,75,84,47.2,-9.3,54,68,44.3,-11.1,5.3,84.8,90,40.9,59.1,15:41,12:06,3,1,-1.6,15,60
384,Tomas Jurco\jurcoto01,24,TOT,LW/RW,29,263,263,50,0.2,194,188,50.8,-0.2,1.4,90,91.4,52.3,47.7,10:38,10:18,3,7,0.4,66,53
385,Nazem Kadri\kadrina01,26,TOR,C,82,1229,1156,51.5,1.4,909,876,50.9,1.4,9.4,90.3,99.7,37.4,62.6,16:26,14:13,58,59,5.5,431,55
386,Sergey Kalinin\kalinse01,25,NJD,C,43,304,392,43.7,-3.3,234,298,44,-3.4,3,92.1,95.1,28.9,71.1,12:38,10:16,7,10,-4.5,54,68.5
387,Vladislav Kamenev\kamenvl01,20,NSH,LW,2,12,17,41.4,-9.6,8,13,38.1,-11.5,0,90.9,90.9,57.1,42.9,10:04,9:09,0,0,-0.8,3,33.3
388,Steven Kampfer\kampfst01,28,TOT,D,11,133,119,52.8,3.3,105,102,50.7,-1.2,5.1,92.5,97.6,67.3,32.7,13:15,13:05,2,3,-2.3,23,43.5
389,Evander Kane\kaneev01,25,BUF,LW,70,1053,1146,47.9,0.9,806,883,47.7,0.5,6.9,90.5,97.4,53.7,46.3,19:12,16:06,34,33,0,440,59.1
390,Patrick Kane\kanepa01,28,CHI,RW,82,1465,1339,52.2,2.8,1057,1023,50.8,1.1,11.3,91.4,102.7,64.4,35.6,21:24,17:53,49,42,-6.1,491,59.5
391,Kasperi Kapanen\kapanka01,20,TOR,RW,8,62,57,52.1,-1.3,45,44,50.6,0.3,3.3,89.3,92.6,48.6,51.4,10:42,9:15,2,4,0.2,18,61.1
392,Michael Kapla\kaplami01,22,NJD,D,5,76,63,54.7,-4.8,53,47,53,-4,4.7,92.9,97.5,67.2,32.8,17:26,16:09,2,3,-0.5,10,40
393,Erik Karlsson\karlser01,26,OTT,D,77,1581,1573,50.1,3,1178,1132,51,4,8.7,92.1,100.8,52.9,47.1,26:50:00,20:58,59,106,2.9,464,47
394,Melker Karlsson\karlsme01,26,SJS,C,67,684,675,50.3,-1,486,452,51.8,-0.5,8.5,93,101.5,52.7,47.3,12:48,11:06,17,23,1.9,132,54.5
395,William Karlsson\karlswi01,24,CBJ,C,81,789,878,47.3,-3.7,603,682,46.9,-4.3,8.1,93.6,101.7,45.2,54.8,13:23,11:32,33,20,-0.1,169,56.8
396,Ondrej Kase\kaseon01,21,ANA,RW,53,584,525,52.7,3.5,447,392,53.3,3.6,6.5,92.2,98.8,57.9,42.1,11:47,11:29,23,33,6.6,145,53.1
397,Zack Kassian\kassiza01,26,EDM,RW,79,728,808,47.4,-3.3,542,588,48,-3.9,9,92.4,101.4,50.7,49.3,12:18,11:03,21,39,-0.8,164,67.7
398,Bracken Kearns\kearnbr01,35,NYI,C,2,10,30,25,-19.5,10,20,33.3,-11.9,0,93.3,93.3,50,50,11:12,11:08,0,0,-0.6,5,60
399,Duncan Keith\keithdu01,33,CHI,D,80,1521,1479,50.7,0.3,1096,1084,50.3,0.3,10.1,92.8,102.9,52.8,47.2,25:37:00,0.833333333,32,73,-2.6,370,49.5
400,Clayton Keller\kellecl01,18,ARI,LW,3,20,40,33.3,-11,11,34,24.4,-19.7,16.7,81.8,98.5,54.5,45.5,12:40,10:57,1,0,-1.5,0,
401,Chris Kelly\kellych01,36,OTT,C,82,578,822,41.3,-8.7,432,578,42.8,-7.4,4.2,92.2,96.4,50.4,49.6,11:56,9:47,18,24,-6,129,66.7
402,Adrian Kempe\kempead01,20,LAK,LW,25,267,201,57.1,2.5,191,151,55.8,1.6,3.8,91.2,95,55.1,44.9,12:14,10:48,5,10,2.6,61,52.5
403,Michal Kempny\kempnmi01,26,CHI,D,50,767,595,56.3,6.9,555,428,56.5,8.2,7.5,91.3,98.8,53.5,46.5,14:58,14:11,6,26,2.8,173,38.7
404,Nicolas Kerdiles\kerdini01,23,ANA,LW,1,9,16,36,-8.1,8,10,44.4,-2.1,40,85.7,125.7,37.5,62.5,11:08,11:08,0,2,0.1,1,0
405,Tanner Kero\kerota01,24,CHI,RW,47,501,565,47,-4.6,376,384,49.5,-2.4,11,94.2,105.2,40.3,59.7,13:29,11:57,14,11,1.5,100,60
406,Ryan Kesler\keslery01,32,ANA,C,82,1266,1220,50.9,2,963,894,51.9,2.9,8.3,92,100.3,33.4,66.6,21:18,15:43,22,39,10.7,352,52.8
407,Phil Kessel\kesseph01,29,PIT,RW,82,1090,1211,47.4,-3.5,813,890,47.7,-4.5,9,92.6,101.6,63.8,36.2,17:56,14:22,15,51,-1.6,406,56.2
408,Jujhar Khaira\khairju01,22,EDM,LW,10,75,70,51.7,0.2,57,40,58.8,4.4,4.8,96.6,101.3,34.5,65.5,9:15,9:00,1,2,1.3,18,55.6
409,Alex Killorn\killoal01,27,TBL,LW,81,1067,1007,51.4,0.1,798,773,50.8,0.1,7.6,91.3,98.9,52.9,47.1,18:00,14:10,33,43,-7.5,297,59.6
410,Jakub Kindl\kindlja01,29,FLA,D,39,466,515,47.5,-3,362,398,47.6,-1.7,6.6,90.5,97,48.3,51.7,14:41,14:13,9,13,-8.7,77,53.2
411,Dwight King\kingdw01,27,TOT,LW,80,910,899,50.3,-5.5,664,656,50.3,-5.3,6.7,92.6,99.3,53.8,46.2,14:24,12:49,15,18,-6.1,176,62.5
412,Oscar Klefbom\klefbos01,23,EDM,D,82,1418,1387,50.6,0.6,1093,1009,52,1.3,9.6,90.9,100.5,50.7,49.3,22:22,18:04,29,67,6.2,398,50.5
413,Kevin Klein\kleinke01,32,NYR,D,60,891,936,48.8,1.8,672,670,50.1,1.9,10,90.5,100.5,53.5,46.5,17:38,16:18,12,35,-4,115,47
414,John Klingberg\klingjo01,24,DAL,D,80,1551,1582,49.5,-0.9,1122,1159,49.2,-2.2,10,91.2,101.2,48.6,51.4,23:21,19:58,40,99,-1.5,313,39.6
415,Slater Koekkoek\koekksl01,22,TBL,D,29,308,339,47.6,-2.6,227,252,47.4,-3.5,7.1,91.4,98.5,49.1,50.9,12:59,12:33,1,7,-0.7,68,39.7
416,Mikko Koivu\koivumi01,33,MIN,C,80,1105,1102,50.1,0.8,839,810,50.9,1.2,11.6,92.6,104.2,36.2,63.8,19:07,14:56,39,28,11.3,260,53.8
417,Leo Komarov\komarle01,30,TOR,C,82,1019,1063,48.9,-2.2,754,808,48.3,-2.2,10.7,91.2,101.9,36.4,63.6,16:58,12:43,46,25,-1.7,178,64
418,Travis Konecny\konectr01,19,PHI,C,70,861,855,50.2,-1.1,637,614,50.9,-0.9,8.1,91.6,99.7,55.6,44.4,14:05,12:23,26,28,-1.3,235,57
419,Anze Kopitar\kopitan01,29,LAK,C,76,1237,1017,54.9,-0.3,910,771,54.1,-1.1,7.7,90,97.7,52.6,47.4,20:46,15:52,29,37,6.8,290,51.7
420,Lauri Korpikoski\korpila01,30,TOT,LW,69,673,802,45.6,-5.5,495,575,46.3,-5.3,8.5,93.5,102,47,53,12:24,10:47,12,21,-4.5,178,60.7
421,Kalle Kossila\kossika01,23,ANA,LW,1,7,2,77.8,20,4,2,66.7,5.3,0,100,100,100,0,6:54,6:54,0,0,0,2,50
422,Chris Kreider\kreidch01,25,NYR,LW,75,1101,919,54.5,8.5,826,683,54.7,7.7,9.2,90.5,99.7,55.3,44.7,17:00,14:19,17,33,7,318,58.5
423,David Krejci\krejcda01,30,BOS,C,82,1297,1096,54.2,-0.9,975,807,54.7,-0.9,8,89,97,53.6,46.4,18:10,15:01,60,51,6.2,310,51
424,Niklas Kronwall\kronwni01,36,DET,D,57,819,824,49.8,0.4,627,630,49.9,0.6,7.6,91.5,99,58.4,41.6,19:27,15:59,6,23,2.9,137,48.9
425,Torey Krug\krugto01,25,BOS,D,81,1591,1153,58,4.9,1186,848,58.3,4.6,6.7,89.7,96.4,60.1,39.9,21:28,17:44,22,60,11.5,425,49.2
426,Marcus Kruger\krugema01,26,CHI,C,70,728,718,50.3,-0.2,542,478,53.1,3.7,8.1,92.7,100.8,29,71,14:01,11:42,24,10,6.6,124,66.1
427,Nikita Kucherov\kucheni01,23,TBL,RW,74,1228,975,55.7,6.7,912,766,54.4,5.9,10.8,91.2,101.9,59.7,40.3,19:26,16:05,54,64,4.8,464,53
428,Tom Kuhnhackl\kuhnhto01,25,PIT,RW,57,393,463,45.9,-4.8,298,313,48.8,-2.3,10.1,93.2,103.3,29.9,70.1,10:39,8:50,6,5,0,99,49.5
429,Brett Kulak\kulakbr01,23,CGY,D,21,263,257,50.6,1.7,181,201,47.4,-1.9,6.1,92.6,98.7,45.7,54.3,14:15,13:51,4,10,-1.5,53,35.8
430,Nikolai Kulemin\kulemni01,30,NYI,LW,72,719,819,46.7,-1,544,602,47.5,-0.5,10.4,90.5,100.9,35.1,64.9,13:49,11:50,30,17,0.8,146,50.7
431,Dmitry Kulikov\kulikdm01,26,BUF,D,47,766,927,45.2,-3.8,575,714,44.6,-4.4,3.7,92.1,95.8,51.1,48.9,21:54,19:25,18,32,-7.3,114,36.8
432,Chris Kunitz\kunitch01,37,PIT,LW,71,920,916,50.1,0,671,666,50.2,-1.5,7.3,92.8,100.1,57,43,15:31,13:12,25,28,3.4,220,60.9
433,Sean Kuraly\kuralse01,24,BOS,C,8,66,49,57.4,5.5,48,40,54.5,0.7,2.6,93.3,96,57.8,42.2,9:12,9:03,2,0,0.6,21,52.4
434,Evgeny Kuznetsov\kuzneev01,24,WSH,C,82,1173,1076,52.2,1.2,865,816,51.5,0.7,10.2,92.3,102.4,59.6,40.4,16:57,14:56,43,59,5.6,325,52.3
435,Kevin Labanc\labanke01,21,SJS,RW,55,643,651,49.7,-0.7,481,436,52.5,1.3,9.7,92.8,102.5,52.6,47.4,13:41,12:21,16,27,-0.5,149,47
436,Joseph Labate\labatjo01,23,VAN,C,13,68,89,43.3,-4.9,47,66,41.6,-5.7,6.3,90.9,97.2,55.6,44.4,6:46,6:45,3,1,-1.3,13,38.5
437,Andrew Ladd\laddan01,31,NYI,LW,78,966,1079,47.2,-0.5,686,769,47.1,-1.1,8,90.7,98.7,52.2,47.8,16:11,13:17,37,43,-1.4,277,51.3
438,Paul Ladue\laduepa01,24,LAK,D,22,307,232,57,2.3,223,177,55.8,2,6.5,87.7,94.2,62.6,37.4,15:24,13:45,3,12,-0.5,55,49.1
439,Patrik Laine\lainepa01,18,WPG,RW,73,973,1026,48.7,-0.7,748,772,49.2,-0.4,13.8,89.6,103.5,55.2,44.8,17:55,15:08,43,55,-3.3,360,56.7
440,Anton Lander\landean01,25,EDM,C,22,131,136,49.1,-5.6,103,102,50.2,-4.2,8.2,90.3,98.5,33.8,66.2,9:46,7:47,8,4,0.5,21,57.1
441,Gabriel Landeskog\landega01,24,COL,LW,72,1022,914,52.8,4.8,752,713,51.3,3.9,6.7,88.4,95.1,50.6,49.4,18:47,14:28,65,36,0.8,265,63.4
442,Nick Lappin\lappini01,24,NJD,RW,43,365,415,46.8,-0.1,285,336,45.9,-0.9,6.9,87.5,94.4,40.4,59.6,11:47,11:05,13,6,-4.5,87,65.5
443,Dylan Larkin\larkidy01,20,DET,C,80,975,1000,49.4,0.9,744,775,49,0.4,6.7,89.2,95.9,52.6,47.4,16:09,13:57,49,51,-3.1,310,57.4
444,Philip Larsen\larseph01,27,VAN,D,26,322,352,47.8,-0.3,230,271,45.9,-0.8,5.9,91.8,97.7,54.8,45.2,16:28,14:11,4,14,-4,87,36.8
445,Adam Larsson\larssad01,24,EDM,D,79,1361,1364,49.9,-0.4,1038,994,51.1,-0.1,10.1,92.3,102.4,47.5,52.5,20:07,18:18,28,71,5.9,202,41.6
446,Jacob Larsson\larssja01,19,ANA,D,4,43,51,45.7,-4.7,30,40,42.9,-7.7,0,96.4,96.4,60.7,39.3,16:26,13:18,0,1,-0.5,11,18.2
447,Johan Larsson\larssjo02,24,BUF,C,36,453,526,46.3,-2.9,349,413,45.8,-2.7,7.8,90.8,98.6,35.3,64.7,16:51,15:09,13,16,-1.2,93,52.7
448,Brian Lashoff\lashobr01,26,DET,D,5,52,38,57.8,4.3,38,28,57.6,4.1,3.7,81,84.7,63.6,36.4,12:31,12:11,0,1,0.8,5,20
