Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
1,Justin Abdelkader\abdelju01,27,DET,LW,71,909,704,56.4,4.0,668,540,55.3,4.1,9.7,90.5,100.2,63.6,36.4,17:55,14:10,16,29,9.7,237,65.0
2,Will Acton\actonwi01,27,EDM,C,3,21,26,44.7,-9.8,16,14,53.3,1.9,11.1,70.0,81.1,10.5,89.5,10:43,9:21,2,0,-0.2,3,66.7
3,Luke Adam\adamlu01,24,CBJ,C,3,11,9,55.0,8.7,5,8,38.5,-8.0,0.0,100.0,100.0,30.0,70.0,6:27,6:21,0,0,-0.7,1,0.0
4,Craig Adams\adamscr01,37,PIT,RW,70,363,396,47.8,-6.3,268,292,47.9,-6.6,5.6,93.7,99.2,50.0,50.0,9:45,7:10,6,7,-3.4,76,67.1
5,Andrew Agozzino\agozzan01,24,COL,LW,1,8,14,36.4,-11.8,7,9,43.8,-4.4,20.0,100.0,120.0,50.0,50.0,9:45,9:45,1,0,0.0,2,50.0
6,Jason Akeson\akesoja01,24,PHI,RW,13,71,114,38.4,-9.5,53,82,39.3,-9.1,2.6,96.9,99.4,50.0,50.0,8:03,7:49,1,3,-2.1,20,45.0
7,Bryan Allen\allenbr01,34,TOT,D,11,157,137,53.4,-2.2,109,103,51.4,-2.5,7.7,90.3,98.0,45.2,54.8,15:43,13:46,0,8,0.8,30,20.0
8,Conor Allen\allenco01,25,NYR,D,4,49,36,57.6,11.1,31,27,53.4,5.8,4.3,90.5,94.8,67.7,32.3,12:12,11:57,0,3,0.6,4,50.0
9,Mark Alt\altma01,23,PHI,D,1,12,5,70.6,40.5,7,4,63.6,40.0,0.0,75.0,75.0,50.0,50.0,9:25,9:25,0,0,-0.4,6,0.0
10,Karl Alzner\alzneka01,26,WSH,D,82,1239,1204,50.7,-0.9,883,862,50.6,-1.4,8.7,93.2,101.9,49.5,50.5,19:26,17:06,15,35,4.7,171,42.7
11,Josh Anderson\anderjo05,20,CBJ,RW,6,74,71,51.0,2.2,50,58,46.3,-2.2,7.1,90.5,97.6,46.5,53.5,13:27,13:26,3,3,-1.2,19,52.6
12,Joakim Andersson\anderjo03,25,DET,C,68,434,556,43.8,-11.8,325,411,44.2,-9.8,6.0,93.5,99.5,38.8,61.2,11:38,9:21,8,13,-8.6,103,71.8
13,Andy Andreoff\andrean01,23,LAK,C,18,124,139,47.1,-7.1,90,109,45.2,-7.7,4.8,97.3,102.1,59.4,40.6,8:33,8:28,7,4,-1.6,28,50.0
14,Sven Andrighetto\andrisv01,21,MTL,RW,12,67,81,45.3,1.2,52,63,45.2,0.3,12.5,92.9,105.4,60.4,39.6,9:25,7:52,1,2,-0.8,21,57.1
15,Mike Angelidis\angelmi01,29,TBL,LW,3,16,14,53.3,3.8,10,12,45.5,-1.4,0.0,100.0,100.0,75.0,25.0,7:21,7:18,0,0,-0.2,0,
16,Artem Anisimov\anisiar01,26,CBJ,C,52,608,586,50.9,3.2,459,449,50.6,3.0,9.0,89.3,98.3,44.7,55.3,16:22,12:45,24,21,-1.8,175,50.3
17,Mark Arcobello\arcobma01,26,TOT,C,77,988,907,52.1,2.6,730,693,51.3,2.1,7.1,91.2,98.3,60.2,39.8,14:48,13:16,39,43,-6.0,243,53.1
18,Joel Armia\armiajo01,21,BUF,RW,1,4,11,26.7,-0.9,4,9,30.8,0.8,0.0,100.0,100.0,40.0,60.0,14:47,14:47,0,0,-0.4,0,
19,Viktor Arvidsson\arvidvi01,21,NSH,LW,6,50,55,47.6,-4.1,38,36,51.4,-0.5,4.0,96.3,100.3,54.0,46.0,10:15,10:15,3,3,-1.0,18,50.0
20,Carter Ashton\ashtoca01,23,TOR,RW,7,28,43,39.4,-1.8,22,31,41.5,0.9,0.0,88.0,88.0,41.7,58.3,6:13,6:09,2,1,-0.3,7,57.1
21,Cam Atkinson\atkinca01,25,CBJ,RW,78,1009,1062,48.7,1.7,758,815,48.2,1.4,7.3,93.0,100.3,50.1,49.9,16:59,13:38,40,22,-5.4,337,62.9
22,Keith Aulie\aulieke01,25,EDM,D,31,345,447,43.6,-5.3,252,327,43.5,-4.8,10.1,90.2,100.3,44.4,55.6,14:18,13:35,4,12,-4.6,59,42.4
23,David Backes\backeda01,30,STL,C,80,1085,1078,50.2,-2.7,836,747,52.8,-0.6,10.3,90.4,100.8,42.3,57.7,18:38,14:25,38,29,6.6,301,60.5
24,Mikael Backlund\backlmi01,25,CGY,C,52,654,767,46.0,2.3,474,511,48.1,3.4,10.5,91.3,101.8,39.1,60.9,17:45,14:24,58,42,0.1,194,53.6
25,Nicklas Backstrom\backsni02,27,WSH,C,82,1417,1235,53.4,3.2,1044,890,54.0,3.8,8.9,90.8,99.6,55.7,44.3,20:32,16:20,55,35,4.6,282,53.9
26,Sven Baertschi\baertsv01,22,TOT,LW,18,130,166,43.9,-1.2,89,114,43.8,-3.9,10.8,87.3,98.1,48.9,51.1,9:41,9:25,7,5,-2.8,24,62.5
27,Casey Bailey\baileca01,23,TOR,C,6,42,40,51.2,7.1,35,30,53.8,8.4,7.1,95.0,102.1,57.1,42.9,9:02,8:55,1,1,0.9,11,81.8
28,Josh Bailey\bailejo01,25,NYI,LW,70,1155,1019,53.1,0.2,836,711,54.0,-0.5,8.9,90.3,99.2,64.4,35.6,16:47,14:48,53,47,14.4,261,53.6
29,Keith Ballard\ballake01,32,MIN,D,14,126,160,44.1,-12.1,91,116,44.0,-13.0,12.3,87.4,99.7,48.4,51.6,12:03,11:18,2,5,-1.4,10,50.0
30,Mark Barberio\barbema01,24,TBL,D,52,777,697,52.7,1.2,571,527,52.0,0.9,6.7,91.5,98.2,54.4,45.6,16:47,15:56,13,20,4.6,122,43.4
31,Aleksander Barkov\barkoal01,19,FLA,C,71,954,851,52.9,2.7,705,647,52.1,2.2,7.5,91.4,98.9,49.0,51.0,17:30,14:49,42,27,3.7,199,61.8
32,Tyson Barrie\barrity01,23,COL,D,80,1257,1473,46.0,3.4,920,1057,46.5,2.9,11.2,90.3,101.4,50.8,49.2,21:22,18:02,40,47,-2.4,312,44.6
33,Matt Bartkowski\bartkma01,26,BOS,D,47,620,614,50.2,-3.1,478,488,49.5,-2.2,6.6,91.9,98.5,49.6,50.4,16:56,15:33,6,25,1.7,143,46.9
34,Victor Bartley\bartlvi01,26,NSH,D,37,435,449,49.2,-3.2,335,330,50.4,-1.8,8.8,91.6,100.5,58.5,41.5,13:26,12:50,2,9,-2.1,65,43.1
35,Kyle Baun\baunky01,22,CHI,RW,3,29,26,52.7,-1.0,19,17,52.8,4.9,0.0,92.3,92.3,71.4,28.6,12:32,12:32,1,0,-0.4,8,50.0
36,Jay Beagle\beaglja01,29,WSH,RW,62,574,597,49.0,-2.6,417,419,49.9,-1.7,9.8,92.1,101.9,44.4,55.6,12:49,10:47,30,6,2.7,126,66.7
37,Francois Beauchemin\beaucfr01,34,ANA,D,64,1112,1112,50.0,-1.5,835,835,50.0,-2.3,9.9,93.8,103.6,48.4,51.6,22:44,18:46,18,40,-0.8,213,51.6
38,Nathan Beaulieu\beaulna01,22,MTL,D,64,843,902,48.3,0.2,622,635,49.5,1.0,6.3,94.9,101.2,49.6,50.4,15:42,14:42,8,47,1.9,147,42.2
39,Taylor Beck\beckta01,23,NSH,LW,62,521,601,46.4,-7.5,384,451,46.0,-8.5,6.5,93.2,99.7,29.4,70.6,11:56,10:49,15,10,-3.6,143,54.5
40,Matt Beleskey\belesma01,26,ANA,LW,65,814,707,53.5,4.0,600,528,53.2,3.1,11.0,92.2,103.3,52.1,47.9,14:29,12:31,9,32,6.4,313,46.3
41,Pierre-Edouard Bellemare\bellepi01,29,PHI,LW,81,705,819,46.3,-4.1,525,573,47.8,-1.7,6.9,92.7,99.6,48.5,51.5,12:50,10:41,32,19,0.0,204,55.4
42,Brett Bellemore\bellebr01,26,CAR,D,49,602,649,48.1,-3.8,463,472,49.5,-2.5,7.9,92.8,100.7,44.9,55.1,16:23,15:08,9,28,-4.2,62,41.9
43,Jamie Benn\bennja01,25,DAL,LW,82,1375,1160,54.2,3.2,1001,882,53.2,1.4,10.9,88.3,99.2,54.6,45.4,19:57,14:54,76,50,3.6,466,54.3
44,Jordie Benn\bennjo01,27,DAL,D,73,1148,985,53.8,2.8,837,707,54.2,3.3,8.2,89.4,97.7,49.2,50.8,18:03,15:33,16,44,8.8,185,37.8
45,Beau Bennett\bennebe01,23,PIT,RW,49,527,466,53.1,-0.9,392,325,54.7,1.3,6.8,91.4,98.2,50.3,49.7,12:29,11:43,9,17,1.5,145,55.9
46,Sam Bennett\bennesa01,18,CGY,C,1,9,6,60.0,,7,4,63.6,,16.7,50.0,66.7,71.4,28.6,16:00,15:06,2,0,0.0,6,33.3
47,Andre Benoit\benoian01,31,BUF,D,59,639,1097,36.8,-0.7,475,802,37.2,-2.2,7.4,92.1,99.6,40.9,59.1,18:04,15:27,10,20,-15.9,106,42.5
48,Sean Bergenheim\bergese01,30,TOT,LW,56,641,565,53.2,2.0,506,439,53.5,2.3,7.0,91.6,98.6,49.2,50.8,13:07,12:29,34,10,4.0,187,57.8
49,Patrice Bergeron\bergepa01,29,BOS,C,81,1275,890,58.9,9.6,927,673,57.9,9.8,7.1,89.5,96.6,43.8,56.2,18:08,13:57,48,29,21.5,428,54.7
50,Patrik Berglund\berglpa01,26,STL,C,77,931,778,54.5,3.3,716,577,55.4,2.9,7.3,91.0,98.2,46.2,53.8,14:34,12:56,36,13,6.8,230,62.2
51,Steve Bernier\bernist01,29,NJD,RW,67,623,692,47.4,1.1,458,509,47.4,1.7,9.8,92.6,102.4,51.2,48.8,12:56,11:36,17,14,-6.1,165,67.3
52,Stu Bickel\bickest01,28,MIN,D,9,29,50,36.7,-8.6,23,32,41.8,-4.9,10.5,94.7,105.3,48.3,51.7,5:26,5:26,1,2,0.1,5,60.0
53,Bryan Bickell\bickebr01,28,CHI,LW,80,922,775,54.3,0.5,659,588,52.8,-0.2,6.8,93.8,100.6,70.2,29.8,12:05,11:19,26,20,6.4,195,57.9
54,Alex Biega\biegaal01,26,VAN,D,7,73,99,42.4,-6.9,58,78,42.6,-7.8,12.2,88.1,100.3,50.7,49.3,15:48,15:19,1,3,-3.4,19,36.8
55,Danny Biega\biegada01,23,CAR,D,10,160,124,56.3,-0.1,123,97,55.9,1.3,5.7,85.9,91.6,57.8,42.2,16:09,16:03,1,7,0.4,25,28.0
56,Kevin Bieksa\biekske01,33,VAN,D,60,978,1057,48.1,-1.9,734,777,48.6,-3.0,9.4,91.1,100.5,49.7,50.3,20:50,17:20,19,64,-3.1,206,48.1
57,Anthony Bitetto\bitetan01,24,NSH,D,7,71,79,47.3,-5.7,54,61,47.0,-5.3,2.6,94.9,97.4,60.9,39.1,11:47,11:43,1,3,0.2,7,28.6
58,Nick Bjugstad\bjugsni01,22,FLA,C,72,917,877,51.1,0.0,701,661,51.5,0.8,7.4,91.4,98.8,52.8,47.2,16:35,13:40,23,28,8.0,325,63.7
59,Jesse Blacker\blackje01,23,ANA,D,1,2,11,15.4,-29.9,2,9,18.2,-26.5,0.0,71.4,71.4,50.0,50.0,6:03,6:03,0,0,-0.8,0,
60,Jonathon Blum\blumjo02,26,MIN,D,4,31,29,51.7,-7.7,24,23,51.1,-9.4,5.6,81.0,86.5,50.0,50.0,9:52,9:33,0,1,-0.5,4,75.0
61,Mike Blunden\blundmi01,28,TBL,RW,2,12,15,44.4,-13.7,9,12,42.9,-11.4,0.0,87.5,87.5,50.0,50.0,9:47,9:47,0,0,-0.6,1,0.0
62,Troy Bodie\bodietr01,30,TOR,RW,5,24,24,50.0,2.2,16,20,44.4,-2.0,0.0,100.0,100.0,57.1,42.9,4:37,4:37,0,0,0.2,2,50.0
63,Mikkel Boedker\boedkmi01,25,ARI,LW,45,585,634,48.0,-1.7,415,486,46.1,-3.4,7.9,90.4,98.3,59.4,40.6,17:29,14:33,24,14,-8.9,150,52.7
64,Zach Bogosian\bogosza01,24,TOT,D,62,1026,1145,47.3,-1.1,765,864,47.0,-1.5,7.6,92.0,99.6,47.6,52.4,23:39,19:32,14,38,-0.3,247,50.6
65,Alexandre Bolduc\boldual01,29,ARI,C,3,24,39,38.1,-11.2,15,28,34.9,-13.2,0.0,95.2,95.2,37.5,62.5,10:40,10:40,0,0,-0.5,3,100.0
66,Jared Boll\bollja01,28,CBJ,RW,72,303,514,37.1,-11.8,223,394,36.1,-12.5,6.6,91.8,98.4,47.5,52.5,7:16,7:14,5,7,-13.0,55,50.9
67,Dave Bolland\bollada01,28,FLA,C,53,598,622,49.0,-3.5,465,486,48.9,-3.0,9.2,92.0,101.2,43.2,56.8,16:20,13:08,26,10,-2.1,128,59.4
68,Brandon Bollig\bollibr01,28,CGY,LW,62,386,539,41.7,-3.4,280,354,44.2,-2.2,5.3,91.9,97.2,39.8,60.2,8:36,8:23,15,16,-3.2,114,59.6
69,Nick Bonino\boninni01,26,VAN,C,75,955,927,50.7,1.8,711,666,51.6,1.8,8.7,91.7,100.4,46.5,53.5,16:55,12:57,52,24,-0.8,243,60.9
70,David Booth\boothda01,30,TOR,LW,59,510,577,46.9,1.0,380,437,46.5,1.1,5.2,92.3,97.5,43.5,56.5,11:56,10:33,27,12,-4.2,181,59.1
71,Patrick Bordeleau\bordepa02,28,COL,LW,1,3,8,27.3,-25.0,2,6,25.0,-26.1,0.0,100.0,100.0,60.0,40.0,6:46,6:46,0,0,-0.5,0,
72,Mark Borowiecki\borowma01,25,OTT,D,63,717,843,46.0,-5.5,518,647,44.5,-5.3,10.8,94.6,105.4,42.9,57.1,15:55,13:41,9,21,-5.1,77,39.0
73,Robert Bortuzzo\borturo01,25,TOT,D,51,644,576,52.8,-2.5,467,403,53.7,-1.2,5.9,89.9,95.8,52.8,47.2,15:07,13:59,3,9,3.0,124,45.2
74,Reid Boucher\bouchre01,21,NJD,LW,11,113,100,53.1,5.4,83,81,50.6,4.1,5.9,89.6,95.4,60.9,39.1,11:08,11:03,7,1,-1.2,37,54.1
75,Eric Boulton\boulter01,38,NYI,LW,10,58,76,43.3,-11.1,48,61,44.0,-10.6,6.7,92.3,99.0,80.0,20.0,7:12,7:10,1,1,0.4,13,69.2
76,Lance Bouma\boumala01,24,CGY,C,78,753,1046,41.9,-4.5,562,698,44.6,-2.5,10.9,92.2,103.1,34.6,65.4,14:01,12:05,22,25,-1.5,178,58.4
77,Michael Bournival\bournmi01,22,MTL,LW,29,191,205,48.2,1.2,130,142,47.8,-0.3,10.7,91.8,102.5,41.2,58.8,7:53,7:40,6,7,1.1,46,58.7
78,Gabriel Bourque\bourqga01,24,NSH,LW,69,580,635,47.7,-5.8,434,461,48.5,-5.0,4.8,91.4,96.2,28.3,71.7,12:01,10:34,27,14,-1.3,126,60.3
79,Rene Bourque\bourqre01,33,TOT,RW,51,548,602,47.7,-3.6,403,452,47.1,-3.8,7.1,90.1,97.2,48.8,51.2,12:38,11:40,6,13,-9.5,166,51.2
80,Ryan Bourque\bourqry01,24,NYR,C,1,13,4,76.5,25.1,7,4,63.6,18.0,0.0,50.0,50.0,50.0,50.0,11:49,11:25,1,0,-0.1,3,33.3
81,Jay Bouwmeester\bouwmja01,31,STL,D,72,1208,1208,50.0,-4.1,937,893,51.2,-3.9,8.6,92.4,101.0,47.8,52.2,22:40,18:36,14,18,0.4,199,46.2
82,Drayson Bowman\bowmadr01,25,MTL,LW,3,11,22,33.3,-16.7,9,17,34.6,-14.3,20.0,90.0,110.0,46.2,53.8,6:31,6:31,0,0,-0.3,1,0.0
83,Johnny Boychuk\boychjo01,31,NYI,D,72,1359,1105,55.2,2.7,1003,763,56.8,3.7,8.3,91.5,99.8,54.5,45.5,21:41,16:46,24,48,13.6,388,49.5
84,Zach Boychuk\boychza01,25,CAR,LW,31,292,306,48.8,-1.9,220,221,49.9,-0.5,7.1,92.8,99.9,50.5,49.5,10:38,10:09,9,3,-3.7,57,61.4
85,Brad Boyes\boyesbr01,32,FLA,RW,78,931,871,51.7,0.7,710,647,52.3,1.9,8.9,92.2,101.1,50.4,49.6,15:39,13:32,41,31,-1.2,261,57.9
86,Brian Boyle\boylebr01,30,TBL,C,82,680,707,49.0,-4.5,505,491,50.7,-2.5,8.3,91.1,99.4,37.3,62.7,12:60,10:16,32,13,1.5,219,60.7
87,Dan Boyle\boyleda01,38,NYR,D,65,1052,949,52.6,4.9,807,709,53.2,5.7,7.6,95.2,102.8,61.8,38.2,20:15,16:40,20,33,6.9,244,47.5
88,Tyler Bozak\bozakty01,28,TOR,C,82,1168,1353,46.3,-0.1,883,1039,45.9,-0.3,7.2,89.9,97.1,49.2,50.8,19:09,14:56,68,23,-20.0,248,62.5
89,Derick Brassard\brassde01,27,NYR,C,80,1126,1011,52.7,3.8,839,762,52.4,3.6,9.4,90.9,100.3,54.9,45.1,17:24,14:24,41,37,7.4,280,59.6
90,Justin Braun\braunju01,27,SJS,D,70,1208,1199,50.2,-1.8,864,869,49.9,-1.9,8.7,92.2,100.8,43.5,56.5,21:02,18:11,19,36,4.1,211,44.5
91,T.J. Brennan\brenntj01,25,TOR,D,6,86,76,53.1,5.7,59,60,49.6,3.6,2.8,85.4,88.2,64.6,35.4,16:49,12:45,1,5,-1.6,23,47.8
92,Eric Brewer\breweer01,35,TOT,D,44,583,714,44.9,-5.9,432,540,44.4,-6.7,11.1,89.0,100.1,45.5,54.5,18:41,16:25,8,16,-4.3,90,36.7
93,Daniel Briere\brierda01,37,COL,C,57,454,632,41.8,-2.7,352,468,42.9,-2.0,5.9,93.1,98.9,50.7,49.3,12:07,10:46,23,9,-4.1,113,61.1
94,T.J. Brodie\broditj01,24,CGY,D,81,1446,1680,46.3,2.6,1038,1178,46.8,1.3,10.2,92.4,102.6,40.5,59.5,25:13,20:44,71,88,-2.6,283,47.0
95,Jonas Brodin\brodijo01,21,MIN,D,71,1307,1294,50.2,-0.2,992,935,51.5,0.4,8.9,93.1,102.1,50.4,49.6,24:08,20:47,33,33,16.3,186,51.1
96,Kyle Brodziak\brodzky01,30,MIN,C,73,594,761,43.8,-8.8,449,531,45.8,-7.8,9.6,90.0,99.6,34.6,65.4,13:02,10:31,28,10,-3.0,142,60.6
97,Julien Brouillette\brouiju01,28,WPG,D,1,2,10,16.7,-32.6,1,6,14.3,-31.7,0.0,100.0,100.0,0.0,100.0,9:33,9:33,0,0,-0.2,0,
98,Troy Brouwer\brouwtr01,29,WSH,RW,82,930,900,50.8,-0.8,665,652,50.5,-1.5,9.7,92.4,102.1,56.1,43.9,17:31,12:19,44,41,1.0,270,54.1
99,Chris Brown\brownch01,23,WSH,C,5,18,36,33.3,-23.2,13,25,34.2,-22.5,10.0,100.0,110.0,73.9,26.1,6:28,6:27,0,2,-0.7,4,100.0
100,Dustin Brown\browndu01,30,LAK,RW,82,1071,922,53.7,-1.0,791,692,53.3,-0.5,5.6,90.4,96.0,52.3,47.7,16:31,13:39,27,44,0.2,333,55.0
101,J.T. Brown\brownjt01,24,TBL,RW,52,400,402,49.9,-1.8,294,298,49.7,-2.0,7.5,91.7,99.2,43.9,56.1,10:36,9:21,7,18,-0.9,128,60.2
102,Mike Brown\brownmi02,29,SJS,RW,12,73,89,45.1,-5.8,50,53,48.5,-4.1,3.3,97.1,100.5,45.5,54.5,8:12,8:12,1,0,1.5,24,45.8
103,Patrick Brown\brownpa02,22,CAR,C,7,43,51,45.7,-4.1,29,34,46.0,-3.3,6.3,79.2,85.4,51.9,48.1,8:53,7:20,1,0,-0.8,10,40.0
104,Damien Brunner\brunnda01,28,NJD,C,17,174,155,52.9,1.5,125,120,51.0,1.4,4.5,95.7,100.2,58.7,41.3,15:09,12:21,6,6,-1.7,59,49.2
105,Andre Burakovsky\burakan01,19,WSH,LW,53,669,545,55.1,5.2,487,376,56.4,6.5,10.4,91.9,102.2,63.5,36.5,12:55,11:45,18,17,8.2,142,45.8
106,Adam Burish\burisad01,32,SJS,RW,20,124,224,35.6,-19.0,83,166,33.3,-19.6,5.2,92.0,97.2,30.3,69.7,11:09,9:27,4,2,-6.3,37,56.8
107,Brent Burns\burnsbr01,29,SJS,D,82,1707,1487,53.4,3.6,1208,1051,53.5,4.0,8.3,89.9,98.2,51.2,48.8,23:57,18:32,46,101,6.8,512,47.9
108,Alexandre Burrows\burroal01,33,VAN,RW,70,809,735,52.4,4.7,614,535,53.4,4.9,8.2,89.7,97.9,51.6,48.4,15:29,12:03,33,24,1.4,236,61.4
109,Chris Butler\butlech01,28,STL,D,33,487,472,50.8,-0.4,364,349,51.1,-2.0,12.8,89.0,101.9,50.8,49.2,17:11,16:27,5,9,1.4,91,59.3
110,Dustin Byfuglien\byfugdu01,29,WPG,D,69,1161,1029,53.0,0.3,880,782,52.9,1.3,8.7,91.8,100.5,52.4,47.6,22:39,17:30,47,57,7.0,428,49.5
111,Paul Byron\byronpa01,25,CGY,C,57,613,695,46.9,2.1,431,465,48.1,2.4,8.7,90.4,99.1,41.7,58.3,14:28,12:33,46,23,-0.4,114,54.4
112,Ryan Callahan\callary01,29,TBL,RW,77,1076,957,52.9,0.2,778,704,52.5,-0.8,9.6,91.4,101.0,58.9,41.1,17:44,14:25,43,24,10.9,305,63.0
113,Matt Calvert\calvema01,25,CBJ,LW,56,609,671,47.6,-0.1,471,526,47.2,-0.2,8.5,92.1,100.6,42.2,57.8,15:60,13:05,26,19,-5.7,156,59.6
114,Mike Cammalleri\cammami01,32,NJD,LW,68,755,882,46.1,-0.4,568,699,44.8,-1.7,9.5,93.2,102.6,49.2,50.8,18:20,14:46,30,34,-3.3,262,59.9
115,Andrew Campbell\campban01,26,ARI,D,33,446,516,46.4,-2.3,324,385,45.7,-2.6,3.5,92.3,95.8,39.3,60.7,17:32,14:17,2,6,-6.4,62,45.2
116,Brian Campbell\campbbr02,35,FLA,D,82,1468,1221,54.6,5.2,1107,948,53.9,4.5,7.1,92.3,99.4,61.4,38.6,23:12,19:07,16,34,8.1,219,53.9
117,Gregory Campbell\campbgr01,31,BOS,C,70,509,724,41.3,-12.4,375,533,41.3,-11.0,6.8,94.9,101.7,39.2,60.8,12:08,10:29,13,12,-2.0,106,60.4
118,Daniel Carcillo\carcida01,30,CHI,LW,39,292,299,49.4,-4.6,213,212,50.1,-2.9,6.8,95.0,101.9,41.8,58.2,8:11,8:09,6,5,0.4,72,58.3
119,Paul Carey\careypa01,26,COL,C,10,62,63,49.6,3.0,49,51,49.0,1.4,8.1,97.6,105.7,52.3,47.7,7:53,7:52,3,0,-1.4,14,35.7
120,Matt Carle\carlema01,30,TBL,D,59,970,871,52.7,-0.5,722,634,53.2,-0.7,8.4,92.9,101.3,50.8,49.2,20:29,17:35,13,41,3.9,149,49.7
121,John Carlson\carlsjo01,25,WSH,D,82,1499,1453,50.8,-1.0,1087,1023,51.5,0.0,9.5,91.4,100.9,49.7,50.3,23:04,18:11,41,88,7.0,394,49.0
122,Jordan Caron\caronjo01,24,TOT,RW,30,144,240,37.5,-10.1,105,165,38.9,-9.6,5.0,94.8,99.8,46.6,53.4,8:02,7:49,1,3,-2.1,27,44.4
123,Sam Carrick\carrisa01,22,TOR,C,16,86,90,48.9,1.2,64,75,46.0,-1.7,6.5,96.0,102.5,47.5,52.5,6:29,6:19,7,1,-0.4,24,70.8
124,Jeff Carter\carteje01,30,LAK,C,82,1201,967,55.4,1.5,905,745,54.8,1.9,8.9,90.4,99.2,55.0,45.0,17:58,13:44,29,42,10.8,410,51.5
125,Ryan Carter\cartery01,31,MIN,C,53,351,398,46.9,-5.6,265,288,47.9,-5.5,7.6,94.0,101.5,31.8,68.2,10:04,8:18,14,2,-1.6,88,53.4
126,Cody Ceci\cecico01,21,OTT,D,81,1188,1217,49.4,-1.3,876,912,49.0,0.2,7.4,92.2,99.6,49.9,50.1,19:17,15:55,14,41,-0.3,245,53.1
127,Michael Chaput\chapumi01,22,CBJ,C,33,185,314,37.1,-10.9,147,228,39.2,-8.2,4.7,92.4,97.1,41.7,58.3,10:12,9:03,4,3,-8.4,40,57.5
128,Zdeno Chara\charazd01,37,BOS,D,63,1173,1007,53.8,2.6,853,782,52.2,1.4,6.9,91.8,98.7,45.9,54.1,23:21,18:02,14,55,8.2,254,54.3
129,Ben Chiarot\chiarbe01,23,WPG,D,40,618,543,53.2,-0.6,463,399,53.7,1.5,7.7,93.1,100.8,48.8,51.2,16:60,15:44,9,26,6.2,90,42.2
130,Alex Chiasson\chiasal01,24,OTT,RW,76,753,708,51.5,1.7,537,541,49.8,1.5,6.4,92.3,98.7,53.3,46.7,13:23,10:37,22,9,-1.7,175,60.0
131,Jason Chimera\chimeja01,35,WSH,LW,77,710,801,47.0,-5.9,509,585,46.5,-6.5,8.1,92.6,100.7,45.6,54.4,12:56,11:15,27,15,-0.7,179,53.6
132,Kyle Chipchura\chipcky01,28,ARI,C,70,815,825,49.7,1.8,590,622,48.7,1.5,3.6,91.3,94.9,35.3,64.7,13:24,12:10,41,22,-4.1,128,63.3
133,Taylor Chorney\chornta01,27,PIT,D,7,78,73,51.7,-3.1,68,53,56.2,5.1,0.0,97.5,97.5,67.9,32.1,12:10,11:19,0,4,1.9,13,30.8
134,Casey Cizikas\cizikca01,23,NYI,C,70,643,649,49.8,-4.9,474,460,50.7,-4.9,6.9,91.7,98.6,46.3,53.7,12:31,10:50,42,22,-2.1,159,56.6
135,Mat Clark\clarkma01,24,ANA,D,7,75,90,45.5,-4.7,58,70,45.3,-4.6,10.8,95.5,106.3,52.5,47.5,12:46,10:53,1,2,0.0,7,28.6
136,David Clarkson\clarkda03,30,TOT,RW,61,613,726,45.8,-0.9,464,535,46.4,0.0,8.0,91.1,99.0,43.2,56.8,13:48,11:53,11,12,-1.2,169,56.2
137,Dan Cleary\clearda01,36,DET,RW,17,129,110,54.0,2.9,96,83,53.6,2.9,3.2,90.2,93.3,61.0,39.0,9:08,8:40,2,1,-1.5,28,60.7
138,Adam Clendening\clendad01,22,TOT,D,21,281,278,50.3,1.7,215,208,50.8,2.3,10.1,91.6,101.7,54.9,45.1,16:38,14:31,2,14,-1.8,49,34.7
139,Marc-Andre Cliche\clichma01,27,COL,C,74,399,631,38.7,-5.4,318,461,40.8,-3.9,6.5,94.2,100.6,45.5,54.5,10:36,8:23,31,16,-8.3,101,67.3
140,Kyle Clifford\cliffky01,24,LAK,LW,80,774,660,54.0,-0.3,567,501,53.1,-0.5,7.5,92.6,100.1,55.3,44.7,10:44,10:34,17,20,2.3,191,60.7
141,Grant Clitsome\clitsgr01,29,WPG,D,24,339,298,53.2,3.4,230,217,51.5,1.4,5.1,95.8,100.9,50.2,49.8,16:22,14:11,5,23,3.5,56,39.3
142,Ryane Clowe\clowery01,32,NJD,LW,13,127,146,46.5,-6.1,94,126,42.7,-9.3,8.5,93.1,101.6,48.9,51.1,15:40,12:54,3,3,-2.5,26,57.7
143,Rich Clune\cluneri01,27,NSH,LW,1,1,6,14.3,-52.4,1,5,16.7,-51.0,0.0,100.0,100.0,0.0,100.0,5:30,5:30,0,0,-0.2,0,
144,Cal Clutterbuck\cluttca01,27,NYI,RW,76,760,729,51.0,-2.3,573,507,53.1,-1.4,5.8,92.2,98.1,40.3,59.7,12:44,11:04,25,24,0.2,219,56.6
145,Braydon Coburn\coburbr01,29,TOT,D,43,633,631,50.1,-2.0,478,454,51.3,0.2,7.4,92.2,99.5,44.8,55.2,19:56,16:56,10,22,5.0,117,39.3
146,Andrew Cogliano\coglian01,27,ANA,C,82,953,911,51.1,0.2,720,684,51.3,-0.1,8.2,91.6,99.8,49.9,50.1,14:34,12:42,30,33,-0.4,244,54.5
