Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
147,Carlo Colaiacovo\colaica01,32,PHI,D,33,519,423,55.1,9.0,370,311,54.3,9.0,5.2,93.8,99.0,55.4,44.6,16:29,15:43,10,18,2.0,108,38.9
148,Joe Colborne\colbojo01,25,CGY,C,64,655,863,43.1,-1.7,454,583,43.8,-2.6,9.1,94.0,103.0,47.8,52.2,15:25,13:04,26,33,-8.0,129,51.9
149,Erik Cole\coleer01,36,TOT,LW,68,802,778,50.8,-0.4,603,572,51.3,0.0,9.9,91.7,101.7,58.1,41.9,14:32,12:20,24,28,7.3,213,57.3
150,Ian Cole\coleia01,25,TOT,D,74,1069,890,54.6,2.9,812,659,55.2,2.1,7.2,94.0,101.2,50.2,49.8,15:58,15:08,12,23,13.4,185,44.9
151,Sean Collins\collise02,26,CBJ,C,8,58,70,45.3,-1.6,44,57,43.6,-3.4,12.0,92.9,104.9,52.9,47.1,10:20,10:17,0,0,-1.6,7,57.1
152,Blake Comeau\comeabl01,28,PIT,LW,61,878,761,53.6,1.9,637,585,52.1,-0.7,8.0,93.0,101.0,55.4,44.6,15:16,14:02,16,19,2.1,269,54.6
153,Cory Conacher\conacco01,25,NYI,C,15,178,183,49.3,-2.6,135,126,51.7,-1.5,8.3,88.2,96.5,66.4,33.6,13:29,12:06,6,3,1.0,32,71.9
154,Erik Condra\condrer01,28,OTT,RW,68,767,746,50.7,-0.4,554,562,49.6,-0.1,8.0,94.3,102.3,40.8,59.2,14:27,12:07,37,19,4.7,193,54.9
155,Kevin Connauton\connake01,24,TOT,D,62,852,905,48.5,2.5,629,703,47.2,0.8,10.0,91.5,101.5,52.9,47.1,16:13,14:33,11,33,-5.7,199,48.2
156,Chris Conner\connech01,31,WSH,RW,2,24,15,61.5,7.0,18,11,62.1,6.8,9.1,100.0,109.1,75.0,25.0,8:49,8:49,1,0,0.3,7,42.9
157,Brett Connolly\connobr01,22,TOT,RW,55,525,420,55.6,1.5,379,308,55.2,0.9,7.2,92.7,99.9,54.2,45.8,12:09,10:00,9,6,0.8,143,58.0
158,Matt Cooke\cookema01,36,MIN,LW,29,227,301,43.0,-9.9,170,209,44.9,-8.9,8.9,91.5,100.5,41.2,58.8,12:36,10:21,11,7,-0.8,48,50.0
159,Andrew Copp\coppan01,20,WPG,C,1,9,9,50.0,8.6,9,6,60.0,25.8,25.0,100.0,125.0,40.0,60.0,13:16,12:21,0,0,0.5,8,100.0
160,Patrice Cormier\cormipa01,24,WPG,C,1,4,3,57.1,4.6,2,2,50.0,-0.8,0.0,100.0,100.0,0.0,100.0,4:54,4:54,0,0,-0.1,0,
161,Frank Corrado\corrafr01,21,VAN,D,10,115,122,48.5,-6.5,92,93,49.7,-5.0,3.2,86.2,89.3,47.9,52.1,15:40,15:01,1,5,-2.4,16,50.0
162,Nick Cousins\cousini01,21,PHI,C,11,79,91,46.5,-0.9,63,67,48.5,2.5,7.0,96.0,103.0,56.5,43.5,8:49,8:39,5,2,-0.4,9,66.7
163,Logan Couture\coutulo01,25,SJS,C,82,1230,1200,50.6,-0.6,886,887,50.0,-1.3,9.4,90.0,99.4,50.5,49.5,19:02,14:19,54,68,-3.3,478,52.9
164,Sean Couturier\coutuse01,22,PHI,C,82,1019,1095,48.2,-1.8,730,812,47.3,-2.5,9.3,93.0,102.3,40.1,59.9,18:23,14:30,40,30,-5.0,271,54.6
165,Jared Cowen\cowenja01,24,OTT,D,54,775,815,48.7,-2.6,554,639,46.4,-3.0,8.7,90.1,98.8,45.3,54.7,18:09,15:54,13,33,-6.2,104,45.2
166,Charlie Coyle\coylech01,22,MIN,C,82,997,980,50.4,-0.5,746,690,51.9,0.1,10.2,92.1,102.3,44.3,55.7,14:33,13:07,24,20,8.8,215,56.3
167,Adam Cracknell\crackad01,29,CBJ,RW,17,114,165,40.9,-5.1,84,130,39.3,-7.1,1.6,90.6,92.3,47.3,52.7,9:57,9:19,5,3,-5.3,29,58.6
168,Ryan Craig\craigry01,33,CBJ,C,2,12,21,36.4,-5.3,9,18,33.3,-4.8,12.5,93.3,105.8,55.6,44.4,7:17,7:17,0,0,-0.6,3,66.7
169,B.J. Crombeen\crombbj01,29,ARI,RW,58,364,483,43.0,-6.4,259,362,41.7,-6.8,5.3,93.9,99.2,43.3,56.7,8:06,8:01,7,5,-6.5,83,51.8
170,Sidney Crosby\crosbsi01,27,PIT,C,77,1316,1023,56.3,4.9,987,767,56.3,5.0,8.7,91.5,100.2,59.2,40.8,19:58,15:59,37,53,15.6,379,62.3
171,Matt Cullen\cullema01,38,NSH,C,62,704,625,53.0,-0.5,537,458,54.0,0.6,8.4,92.9,101.4,54.4,45.6,13:01,11:39,26,22,6.6,162,55.6
172,Kyle Cumiskey\cumisky01,28,CHI,D,7,88,79,52.7,0.6,64,63,50.4,-2.0,4.5,93.5,98.0,58.6,41.4,13:18,12:24,1,2,-1.3,12,41.7
173,Craig Cunningham\cunnicr01,24,TOT,RW,51,353,467,43.0,-8.4,278,353,44.1,-6.5,4.5,93.5,98.1,34.6,65.4,10:28,9:25,8,2,-4.1,76,71.1
174,Jerry D'Amigo\damigje01,23,BUF,RW,9,58,88,39.7,0.8,46,61,43.0,2.8,3.3,89.1,92.5,25.0,75.0,9:44,8:25,3,0,-1.6,9,77.8
175,Klas Dahlbeck\dahlbkl01,23,TOT,D,23,304,402,43.1,-6.1,221,299,42.5,-5.0,8.2,90.9,99.1,39.1,60.9,17:40,14:53,9,4,-9.0,54,37.0
176,Trevor Daley\daleytr01,31,DAL,D,68,1131,1297,46.6,-8.4,849,955,47.1,-8.2,9.6,89.4,99.0,53.4,46.6,22:53,17:12,29,32,-6.4,244,46.3
177,Zac Dalpe\dalpeza01,25,BUF,C,21,144,211,40.6,1.4,112,155,41.9,0.8,4.5,86.8,91.4,36.3,63.7,9:17,9:15,5,3,-0.3,43,67.4
178,Phillip Danault\danauph01,21,CHI,C,2,18,14,56.3,12.5,14,8,63.6,22.0,0.0,100.0,100.0,84.6,15.4,9:30,8:19,0,0,0.1,4,50.0
179,Marko Dano\danoma01,20,CBJ,C,35,432,363,54.3,6.5,326,286,53.3,5.7,10.3,93.5,103.8,44.4,55.6,13:15,12:59,18,7,7.4,129,65.1
180,Pavel Datsyuk\datsypa01,36,DET,C,63,1067,693,60.6,9.7,771,557,58.1,8.1,9.8,90.0,99.9,58.9,41.1,19:03,16:04,59,29,15.5,292,56.8
181,Brandon Davidson\davidbr01,23,EDM,D,12,134,166,44.7,-2.9,101,109,48.1,1.9,9.8,86.4,96.3,47.0,53.0,15:08,13:44,0,4,-1.9,20,35.0
182,Calvin de Haan\dehaaca01,23,NYI,D,65,1121,988,53.2,0.5,812,682,54.4,0.7,7.3,91.1,98.4,54.6,45.4,19:01,17:01,19,44,4.9,209,44.0
183,Jacob de La Rose\delarja01,19,MTL,LW,33,302,389,43.7,-6.1,228,268,46.0,-4.1,5.1,92.6,97.6,35.3,64.7,13:48,12:27,6,13,-0.9,67,56.7
184,Brandon DeFazio\defazbr01,26,VAN,LW,2,11,12,47.8,-3.8,10,6,62.5,8.0,0.0,100.0,100.0,60.0,40.0,5:57,5:57,1,0,0.3,4,50.0
185,Danny DeKeyser\dekeyda01,24,DET,D,80,1231,1042,54.2,0.8,912,796,53.4,1.4,9.4,91.3,100.7,52.2,47.8,20:56,17:18,14,38,7.3,217,41.0
186,Michael Del Zotto\delzomi01,24,PHI,D,64,1120,1175,48.8,-0.6,809,841,49.0,0.4,8.0,91.6,99.6,50.8,49.2,21:55,18:15,14,36,-5.2,224,53.1
187,Jason Demers\demerja01,26,TOT,D,81,1317,1124,54.0,2.2,951,822,53.6,2.3,7.2,91.4,98.5,48.8,51.2,19:08,15:45,37,49,4.8,251,39.4
188,David Desharnais\deshada01,28,MTL,C,82,1209,1167,50.9,3.7,842,826,50.5,2.6,10.6,93.9,104.5,60.0,40.0,17:15,14:50,27,20,4.8,172,52.3
189,Andrew Desjardins\desjaan01,28,TOT,C,69,532,629,45.8,-6.2,359,456,44.0,-7.5,5.8,94.2,100.0,35.6,64.4,10:44,9:30,13,17,-4.6,95,57.9
190,Nicolas Deslauriers\deslani01,23,BUF,LW,82,527,1033,33.8,-4.9,401,752,34.8,-5.3,6.1,92.3,98.3,36.5,63.5,11:52,11:03,9,8,-22.9,143,53.1
191,Simon Despres\desprsi01,23,TOT,D,75,1044,933,52.8,0.0,791,688,53.5,0.9,9.0,91.2,100.3,50.2,49.8,16:52,15:33,11,30,2.7,215,47.9
192,Raphael Diaz\diazra01,29,CGY,D,56,491,582,45.8,1.9,348,374,48.2,3.3,7.8,91.5,99.2,48.4,51.6,12:01,10:59,12,17,-1.9,132,39.4
193,Brenden Dillon\dillobr01,24,TOT,D,80,1444,1374,51.2,0.7,1054,966,52.2,1.5,6.5,90.4,96.9,47.1,52.9,19:34,17:58,15,51,1.1,266,34.2
194,Shane Doan\doansh01,38,ARI,RW,79,1192,1214,49.5,1.5,877,936,48.4,0.6,6.3,90.2,96.5,53.1,46.9,18:53,15:31,43,42,-13.4,315,60.0
195,Matt Donovan\donovma01,24,NYI,D,12,177,177,50.0,-4.8,133,123,52.0,-3.0,9.4,94.3,103.7,51.4,48.6,17:34,16:13,3,11,0.7,38,31.6
196,Derek Dorsett\dorsede01,28,VAN,RW,79,675,898,42.9,-7.6,524,650,44.6,-6.5,10.4,92.3,102.7,50.0,50.0,12:03,11:09,18,12,-8.7,166,53.6
197,Drew Doughty\doughdr01,25,LAK,D,82,1901,1532,55.4,1.6,1427,1173,54.9,2.1,7.4,90.9,98.3,52.9,47.1,28:60,22:47,12,80,12.3,450,48.7
198,Steve Downie\downist01,27,PIT,RW,72,672,679,49.7,-4.6,503,482,51.1,-3.2,8.1,92.3,100.4,52.9,47.1,12:26,10:59,16,24,-2.2,158,65.8
199,Leon Draisaitl\draisle01,19,EDM,C,37,405,366,52.5,3.2,320,280,53.3,5.3,5.0,87.7,92.7,79.0,21.0,12:42,10:51,14,16,-1.0,77,63.6
200,Jonathan Drouin\drouijo01,19,TBL,LW,70,752,647,53.8,1.5,573,484,54.2,2.2,8.1,91.1,99.2,59.2,40.8,13:14,11:19,36,26,5.2,153,48.4
201,Brandon Dubinsky\dubinbr01,28,CBJ,C,47,607,561,52.0,4.3,449,423,51.5,4.0,11.6,90.8,102.4,46.9,53.1,18:04,13:41,19,19,1.6,169,58.6
202,Matt Duchene\duchema01,24,COL,C,82,1106,1420,43.8,-0.2,840,1058,44.3,-0.7,10.1,92.1,102.2,47.5,52.5,18:34,15:52,49,34,-7.0,344,60.2
203,Anthony Duclair\duclaan01,19,NYR,LW,18,171,159,51.8,1.2,110,112,49.5,0.1,9.9,96.3,106.2,61.8,38.2,12:09,10:45,5,6,-0.8,36,50.0
204,Mathew Dumba\dumbama01,20,MIN,D,58,721,656,52.4,2.2,535,457,53.9,2.3,11.5,90.8,102.3,59.1,40.9,15:00,13:04,9,28,6.8,188,45.7
205,Gabriel Dumont\dumonga01,24,MTL,C,3,19,22,46.3,-15.9,15,18,45.5,-16.0,0.0,92.9,92.9,18.8,81.3,9:07,8:57,0,0,-0.5,5,80.0
206,Brian Dumoulin\dumoubr01,23,PIT,D,8,87,104,45.5,-4.7,63,79,44.4,-6.2,12.5,90.9,103.4,43.5,56.5,15:40,14:40,0,3,-2.0,5,80.0
207,Pascal Dupuis\dupuipa01,35,PIT,RW,16,197,165,54.4,0.6,152,132,53.5,-1.9,8.5,92.1,100.6,57.6,42.4,16:39,12:43,6,5,0.9,66,68.2
208,Patrick Dwyer\dwyerpa01,31,CAR,RW,71,575,726,44.2,-10.0,433,525,45.2,-8.4,6.0,90.7,96.7,45.4,54.6,12:46,10:26,26,14,-8.2,138,55.8
209,Cody Eakin\eakinco01,23,DAL,C,78,1096,1079,50.4,-2.6,800,769,51.0,-1.8,10.0,89.2,99.3,44.8,55.2,17:12,13:53,68,41,-2.6,267,52.8
210,Patrick Eaves\eavespa01,30,DAL,RW,47,607,515,54.1,1.9,464,365,56.0,3.9,11.0,90.6,101.6,56.7,43.3,13:44,11:33,18,10,7.5,182,50.0
211,Andrew Ebbett\ebbetan01,32,PIT,C,24,150,153,49.5,-4.4,102,111,47.9,-5.8,9.2,92.2,101.4,50.6,49.4,9:00,8:06,6,3,-1.4,37,56.8
212,Jordan Eberle\eberljo01,24,EDM,RW,81,1262,1212,51.0,4.1,887,909,49.4,2.5,9.2,89.0,98.2,63.7,36.3,19:03,16:21,37,73,-1.7,302,60.3
213,Alexander Edler\edleral01,28,VAN,D,74,1249,1180,51.4,3.4,938,830,53.1,4.6,8.5,91.9,100.4,48.6,51.4,23:59,18:16,24,72,5.6,364,48.1
214,Christian Ehrhoff\ehrhoch01,32,PIT,D,49,840,788,51.6,-1.9,603,606,49.9,-5.2,9.0,92.2,101.2,52.7,47.3,21:46,17:56,12,21,0.9,226,48.7
215,Aaron Ekblad\ekblaaa01,18,FLA,D,81,1416,1194,54.3,4.4,1080,932,53.7,4.0,8.0,92.8,100.7,61.2,38.8,21:48,18:31,26,41,9.7,351,48.4
216,Mattias Ekholm\ekholma01,24,NSH,D,80,1319,1027,56.2,4.9,973,766,56.0,4.1,8.3,91.3,99.6,55.2,44.8,18:60,16:46,30,45,8.5,197,43.7
217,Oliver Ekman-Larsson\ekmanol01,23,ARI,D,82,1462,1369,51.6,4.7,1067,1039,50.7,4.1,6.8,90.9,97.7,46.3,53.7,25:13,18:36,30,46,-7.5,518,51.0
218,Patrik Elias\eliaspa01,38,NJD,C,69,713,763,48.3,1.0,542,597,47.6,1.0,6.8,90.7,97.5,41.9,58.1,17:37,13:41,19,40,-10.5,201,58.2
219,Lars Eller\ellerla01,25,MTL,C,77,899,986,47.7,-1.0,664,689,49.1,0.5,7.6,91.1,98.7,37.5,62.5,15:30,13:41,29,30,-7.3,242,61.6
220,Keaton Ellerby\ellerke01,26,WPG,D,1,9,12,42.9,-0.8,2,8,20.0,-26.5,0.0,80.0,80.0,40.0,60.0,16:58,16:58,0,2,-0.4,2,0.0
221,Stefan Elliott\elliost01,24,COL,D,5,50,54,48.1,6.4,37,40,48.1,8.4,3.7,88.9,92.6,50.0,50.0,13:56,11:36,1,2,-0.5,19,52.6
222,Matt Ellis\ellisma01,33,BUF,LW,39,192,324,37.2,-0.9,151,236,39.0,-1.2,4.3,90.1,94.4,31.1,68.9,8:19,7:09,12,2,-5.5,40,72.5
223,Ryan Ellis\ellisry01,24,NSH,D,58,938,747,55.7,4.5,684,543,55.7,3.6,9.2,90.8,100.0,55.8,44.2,18:58,16:04,21,27,11.0,212,55.7
224,Alexei Emelin\emelial01,28,MTL,D,68,948,1143,45.3,-4.9,662,814,44.9,-5.9,9.2,93.4,102.6,44.4,55.6,19:48,17:22,16,56,-8.5,120,35.8
225,Deryk Engelland\engelde01,32,CGY,D,76,752,1120,40.2,-6.4,559,768,42.1,-5.5,6.9,91.0,97.9,39.1,60.9,14:23,13:21,21,39,-7.3,118,44.1
226,Tyler Ennis\ennisty01,25,BUF,C,78,886,1442,38.1,1.1,698,1046,40.0,2.0,7.1,92.3,99.4,45.5,54.5,19:06,15:41,30,21,-14.5,298,62.1
227,Toby Enstrom\enstrto01,30,WPG,D,60,982,921,51.6,-0.6,735,690,51.6,0.2,10.9,91.7,102.7,53.7,46.3,23:34,18:39,12,37,9.9,133,43.6
228,Martin Erat\eratma01,33,ARI,RW,79,1078,960,52.9,5.7,772,714,52.0,5.2,7.6,89.6,97.2,50.1,49.9,15:52,13:38,27,26,-3.1,179,50.3
229,Jonathan Ericsson\ericsjo01,30,DET,D,82,1138,1142,49.9,-5.4,851,897,48.7,-5.5,7.7,91.7,99.3,48.1,51.9,19:35,16:45,13,58,-1.8,179,45.8
230,Loui Eriksson\erikslo01,29,BOS,RW,81,1128,978,53.6,2.2,825,739,52.7,2.6,8.3,91.0,99.4,50.1,49.9,18:27,14:21,45,24,4.5,265,63.8
231,Tim Erixon\erixoti01,23,TOT,D,42,493,508,49.3,0.3,375,396,48.6,-0.1,5.3,92.7,98.0,61.6,38.4,15:13,12:16,8,10,-0.7,89,40.4
232,Emerson Etem\etemem01,22,ANA,LW,45,522,451,53.6,2.8,399,338,54.1,2.8,4.7,92.1,96.8,53.8,46.3,12:15,11:15,12,11,2.7,135,57.0
233,Dennis Everberg\everbde01,23,COL,RW,55,456,652,41.2,-3.2,318,442,41.8,-3.4,8.1,91.2,99.3,44.7,55.3,11:48,10:55,20,11,-4.4,109,56.9
234,Justin Falk\falkju01,26,TOT,D,18,148,186,44.3,-10.0,113,134,45.7,-9.0,7.9,83.5,91.4,56.4,43.6,10:48,9:43,1,7,-0.4,32,56.3
235,Bobby Farnham\farnhbo01,26,PIT,RW,11,59,69,46.1,-5.5,43,43,50.0,-1.0,3.2,97.1,100.4,55.8,44.2,7:11,7:05,0,1,-0.8,14,42.9
236,Jesper Fast\fastje01,23,NYR,RW,58,539,549,49.5,0.9,416,409,50.4,1.4,6.7,92.7,99.3,41.8,58.2,11:48,10:40,13,5,0.4,88,58.0
237,Justin Faulk\faulkju01,22,CAR,D,82,1761,1478,54.4,3.8,1285,1128,53.3,2.7,6.5,89.9,96.4,51.2,48.8,24:26,19:27,70,50,-3.4,452,52.7
238,Mark Fayne\faynema01,27,EDM,D,74,899,1076,45.5,-4.2,627,767,45.0,-4.0,6.5,89.6,96.2,42.1,57.9,17:56,15:14,21,49,-10.1,185,42.2
239,Taylor Fedun\fedunta01,26,SJS,D,7,107,94,53.2,-4.6,75,70,51.7,-6.7,5.9,94.1,100.0,47.2,52.8,16:59,14:55,3,2,1.1,26,46.2
240,Eric Fehr\fehrer01,29,WSH,RW,75,915,909,50.2,-1.7,659,652,50.3,-1.7,9.5,92.2,101.7,43.7,56.3,14:51,13:09,48,21,7.2,245,58.0
241,Andrew Ference\ferenan01,35,EDM,D,70,992,1192,45.4,-4.2,722,925,43.8,-5.6,8.5,91.3,99.8,42.1,57.9,18:53,16:55,12,38,-22.4,165,35.2
242,Micheal Ferland\ferlami01,22,CGY,LW,26,216,258,45.6,1.1,162,173,48.4,1.8,6.1,95.1,101.3,44.9,55.1,10:31,10:05,19,11,-1.7,67,53.7
243,Brian Ferlin\ferlibr01,22,BOS,RW,7,38,45,45.8,-11.0,28,35,44.4,-9.7,4.3,95.2,99.6,39.3,60.7,8:48,8:08,1,0,0.0,15,40.0
244,Landon Ferraro\ferrala01,23,DET,C,3,22,32,40.7,-7.8,15,20,42.9,-2.0,8.3,100.0,108.3,40.9,59.1,11:59,11:58,3,0,-1.1,6,66.7
245,Kevin Fiala\fialake01,18,NSH,LW,1,13,13,50.0,3.4,9,10,47.4,-3.7,0.0,85.7,85.7,63.6,36.4,11:25,11:25,2,0,-0.3,3,100.0
246,Vernon Fiddler\fiddlve01,34,DAL,C,80,783,805,49.3,-3.5,588,576,50.5,-2.2,8.6,89.1,97.7,45.0,55.0,13:08,10:29,32,21,0.2,227,58.1
247,Valtteri Filppula\filppva01,30,TBL,C,82,1063,1056,50.2,-3.5,781,790,49.7,-4.4,8.1,90.3,98.4,52.4,47.6,19:01,14:19,46,27,-0.1,151,57.6
248,Mike Fisher\fishemi01,34,NSH,C,59,851,792,51.8,-0.6,633,567,52.8,0.4,8.7,90.8,99.5,52.8,47.2,18:25,13:55,27,16,1.7,191,58.1
249,Mark Fistric\fistrma01,28,ANA,D,9,108,124,46.6,-5.4,78,89,46.7,-6.0,8.9,86.7,95.6,47.4,52.6,14:47,13:45,4,2,-2.4,10,10.0
250,Tomas Fleischmann\fleisto01,30,TOT,LW,66,758,709,51.7,-0.5,583,557,51.1,-1.1,9.3,93.0,102.3,51.3,48.7,14:42,12:36,30,15,9.7,233,56.2
251,Brian Flynn\flynnbr01,26,TOT,C,63,510,863,37.1,-1.7,395,599,39.7,0.1,8.8,92.8,101.7,36.3,63.7,14:54,12:10,12,17,-12.7,132,62.1
252,Marcus Foligno\foligma01,23,BUF,LW,57,548,895,38.0,-0.6,418,640,39.5,-0.7,8.2,93.1,101.3,43.0,57.0,16:13,13:51,28,25,-13.8,108,61.1
253,Nick Foligno\foligni01,27,CBJ,LW,79,1098,1036,51.5,5.3,839,793,51.4,5.9,11.2,91.4,102.6,49.9,50.1,18:50,14:55,51,23,10.2,273,66.7
254,Christian Folin\folinch01,23,MIN,D,40,508,507,50.0,-2.1,383,363,51.3,-1.8,9.5,91.4,101.0,49.5,50.5,15:12,14:28,9,16,-0.6,86,45.3
255,Justin Fontaine\fontaju01,27,MIN,RW,71,674,650,50.9,0.0,509,463,52.4,0.4,10.7,92.3,103.0,46.3,53.7,11:57,10:59,22,13,5.7,183,57.4
256,Filip Forsberg\forsbfi01,20,NSH,C,82,1350,1012,57.2,6.6,994,748,57.1,6.0,9.0,91.1,100.1,69.9,30.1,17:18,14:22,50,57,12.0,471,50.3
257,Cam Fowler\fowleca01,23,ANA,D,80,1242,1233,50.2,-1.0,943,901,51.1,-0.3,9.3,90.5,99.8,48.0,52.0,21:08,16:48,23,52,2.0,188,46.3
258,Cody Franson\fransco01,27,TOT,D,78,1150,1153,49.9,2.4,885,863,50.6,3.3,9.0,89.9,98.8,46.0,54.0,19:38,15:27,46,69,3.9,252,50.4
259,Johan Franzen\franzjo01,35,DET,C,33,388,335,53.7,-0.5,292,270,52.0,-1.7,5.9,89.4,95.4,63.3,36.7,16:04,12:48,4,17,-1.5,126,58.7
260,Colin Fraser\fraseco01,30,STL,C,1,2,8,20.0,-34.8,2,6,25.0,-32.9,0.0,80.0,80.0,0.0,100.0,4:42,4:42,0,0,-0.3,1,100.0
261,Mark Fraser\frasema01,28,NJD,D,34,319,455,41.2,-4.5,240,338,41.5,-4.0,7.8,93.9,101.7,41.1,58.9,16:16,14:20,1,13,-8.0,52,36.5
262,Matt Fraser\frasema02,24,TOT,RW,60,511,597,46.1,-3.2,377,444,45.9,-2.6,6.5,89.9,96.4,49.9,50.1,11:13,10:45,13,16,-11.5,141,65.2
263,Matt Frattin\frattma01,27,TOR,RW,9,54,59,47.8,-4.8,36,45,44.4,-8.2,0.0,100.0,100.0,38.9,61.1,7:03,7:01,0,1,-1.3,11,54.5
264,Max Friberg\fribema01,22,ANA,LW,1,7,14,33.3,-30.9,5,12,29.4,-37.3,0.0,100.0,100.0,71.4,28.6,8:47,8:47,0,0,-0.1,1,0.0
265,Michael Frolik\frolimi01,26,WPG,RW,82,1131,946,54.5,2.8,792,690,53.4,2.2,8.0,91.0,98.9,53.6,46.4,17:29,14:07,58,35,7.8,375,55.2
266,Marian Gaborik\gaborma01,32,LAK,RW,69,1024,735,58.2,4.8,759,555,57.8,4.9,9.3,89.6,98.9,55.3,44.7,16:55,14:02,18,43,14.8,288,60.4
267,Simon Gagne\gagnesi01,34,BOS,LW,23,205,226,47.6,-6.9,144,177,44.9,-8.4,8.0,94.2,102.2,60.4,39.6,11:18,10:52,3,7,0.0,46,58.7
268,Sam Gagner\gagnesa01,25,ARI,C,81,1237,1121,52.5,5.7,895,874,50.6,3.9,7.1,89.8,96.8,65.8,34.2,17:15,14:52,36,34,-9.1,323,56.7
269,Alex Galchenyuk\galchal01,20,MTL,C,80,1143,1105,50.8,3.5,806,793,50.4,2.4,8.7,92.7,101.4,57.3,42.7,16:26,14:08,24,28,5.8,300,54.3
270,T.J. Galiardi\galiatj01,26,WPG,LW,38,250,290,46.3,-7.4,183,212,46.3,-6.7,4.2,90.9,95.1,48.3,51.7,10:28,8:12,11,7,-2.6,57,63.2
271,Stanislav Galiev\galiest01,23,WSH,RW,2,25,12,67.6,20.3,21,9,70.0,24.2,8.3,100.0,108.3,63.6,36.4,9:23,9:14,2,1,0.7,4,50.0
272,Brendan Gallagher\gallabr01,22,MTL,RW,82,1277,1089,54.0,7.9,913,796,53.4,6.7,8.6,93.4,102.1,55.2,44.8,16:35,14:07,43,18,13.8,460,55.2
273,Ryan Garbutt\garbury01,29,DAL,LW,67,794,811,49.5,-2.9,598,566,51.4,-1.1,9.0,88.8,97.8,41.3,58.7,13:34,11:54,27,21,0.2,264,54.2
274,Jake Gardiner\gardija01,24,TOR,D,79,1293,1295,50.0,5.7,949,1006,48.5,3.9,6.1,91.9,97.9,48.8,51.2,20:58,18:15,39,66,2.7,253,39.5
275,Jason Garrison\garrija01,30,TBL,D,70,1037,966,51.8,-1.5,772,710,52.1,-1.0,10.7,93.2,103.9,52.2,47.8,20:01,15:59,21,29,9.0,236,47.0
276,Tyler Gaudet\gaudety01,21,ARI,C,2,8,28,22.2,-25.9,7,18,28.0,-15.7,0.0,90.0,90.0,28.6,71.4,9:35,9:24,1,0,-0.5,1,100.0
277,Johnny Gaudreau\gaudrjo01,21,CGY,LW,80,1095,1220,47.3,3.7,783,847,48.0,2.9,12.2,90.8,102.9,56.0,44.0,17:43,14:44,67,78,1.3,282,59.2
278,Paul Gaustad\gaustpa01,32,NSH,C,73,488,695,41.3,-13.5,362,493,42.3,-12.6,8.8,95.1,103.8,11.7,88.3,12:26,10:03,19,10,-3.4,102,52.9
279,Luke Gazdic\gazdilu01,25,EDM,LW,40,210,286,42.3,-5.6,149,197,43.1,-4.2,5.8,92.0,97.8,55.1,44.9,7:23,7:23,1,7,-5.2,46,56.5
280,Eric Gelinas\geliner01,23,NJD,D,61,717,738,49.3,2.4,534,578,48.0,1.2,7.8,93.2,101.1,61.4,38.6,16:28,14:09,13,28,-6.0,244,45.9
281,Nathan Gerbe\gerbena01,27,CAR,LW,78,1082,936,53.6,2.0,810,688,54.1,3.0,5.5,90.7,96.2,52.4,47.6,16:26,13:41,51,38,2.3,382,61.5
282,Ryan Getzlaf\getzlry01,29,ANA,C,77,1140,1054,52.0,0.7,875,743,54.1,3.0,11.6,90.3,101.8,50.7,49.3,20:05,15:08,55,71,12.6,357,53.5
283,Brian Gibbons\gibbobr02,26,CBJ,C,25,216,255,45.9,0.9,168,182,48.0,3.4,5.1,97.7,102.8,49.4,50.6,13:49,11:16,7,5,0.2,38,55.3
284,Tom Gilbert\gilbeto01,32,MTL,D,72,1007,1208,45.5,-3.4,730,822,47.0,-1.5,8.5,93.5,102.0,41.6,58.4,19:20,16:37,11,53,0.9,154,45.5
285,Brian Gionta\giontbr01,36,BUF,RW,69,790,1139,41.0,4.5,592,821,41.9,4.0,7.8,92.4,100.2,43.4,56.6,18:03,14:36,31,20,-11.9,253,60.5
286,Stephen Gionta\giontst01,31,NJD,RW,61,473,538,46.8,-1.6,356,404,46.8,-0.6,7.7,94.1,101.8,38.2,61.8,13:11,10:53,19,11,-2.9,129,65.1
287,Mark Giordano\giordma01,31,CGY,D,61,1108,1119,49.8,6.9,782,778,50.1,5.9,10.7,91.6,102.3,43.6,56.4,25:11,19:42,35,51,0.0,357,44.0
288,Dan Girardi\girarda01,30,NYR,D,82,1306,1517,46.3,-5.5,962,1105,46.5,-5.0,9.6,92.3,101.8,42.4,57.6,22:41,18:25,33,60,-1.6,225,49.3
289,Zemgus Girgensons\girgeze01,21,BUF,C,61,598,1036,36.6,-0.6,451,738,37.9,-0.3,8.1,91.3,99.3,40.4,59.6,19:03,14:50,19,12,-16.2,183,62.8
290,Claude Giroux\giroucl01,27,PHI,C,81,1418,1223,53.7,6.5,1004,891,53.0,5.9,7.3,91.3,98.6,54.0,46.0,20:34,16:30,40,36,12.7,487,57.3
291,Tanner Glass\glassta01,31,NYR,LW,66,453,598,43.1,-8.7,338,462,42.3,-9.2,5.8,91.5,97.3,32.9,67.1,10:15,9:10,8,15,-7.1,90,58.9
