Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
531,Jeremy Morin\morinje01,19,CHI,LW,9,74,83,47.1,-9.4,54,65,45.4,-9.6,14.6,91.7,106.3,76.0,24.0,12:06,9:59,3,3,23,56.5
532,Travis Morin\morintr01,27,DAL,C,3,18,17,51.4,4.3,10,10,50.0,1.7,0.0,100.0,100.0,36.8,63.2,8:52,8:50,0,0,3,66.7
533,Derek Morris\morride01,32,PHX,D,77,1255,1406,47.2,-6.0,957,1093,46.7,-6.1,7.3,93.7,101.0,49.3,50.7,21:03,17:44,14,31,186,44.6
534,Brendan Morrison\morribr01,35,CGY,C,66,710,748,48.7,-4.0,536,538,49.9,-3.2,10.1,92.7,102.8,49.3,50.7,16:42,12:21,43,37,149,59.7
535,Shaone Morrisonn\morrish01,28,BUF,D,62,733,842,46.5,-5.2,567,618,47.8,-4.0,7.9,91.9,99.7,50.4,49.6,16:10,14:11,14,15,86,51.2
536,Brenden Morrow\morrobr01,32,DAL,LW,82,1076,1155,48.2,-0.7,798,881,47.5,-1.9,11.2,90.1,101.3,52.8,47.2,19:13,14:36,41,60,362,57.7
537,Dave Moss\mossda01,29,CGY,LW,58,607,531,53.3,2.7,469,377,55.4,4.6,9.0,92.3,101.2,54.4,45.6,13:41,10:32,32,27,202,63.4
538,Mike Mottau\mottami01,32,NYI,D,20,302,339,47.1,-3.4,217,255,46.0,-3.3,3.2,90.3,93.5,49.0,51.0,20:20,16:10,4,10,48,43.8
539,Matt Moulson\moulsma01,27,NYI,LW,82,1225,1271,49.1,2.6,897,916,49.5,2.9,8.3,90.7,98.9,54.3,45.7,18:37,14:45,46,21,397,59.2
540,Chris Mueller\muellch01,24,NSH,C,15,93,130,41.7,-14.2,70,110,38.9,-14.6,7.8,95.1,103.0,36.5,63.5,8:38,8:29,6,1,12,58.3
541,Marcel Mueller\muellma01,22,TOR,C,3,26,23,53.1,5.0,18,19,48.6,0.9,0.0,100.0,100.0,31.3,68.8,10:07,10:01,0,0,7,71.4
542,Andrew Murray\murraan01,29,CBJ,C,29,256,236,52.0,1.5,192,178,51.9,2.3,4.8,95.1,99.8,39.0,61.0,11:23,10:01,10,1,73,65.8
543,Douglas Murray\murrado01,30,SJS,D,73,1217,1152,51.4,-4.3,898,834,51.8,-4.2,7.5,92.9,100.4,51.8,48.2,19:37,17:09,21,27,244,41.8
544,Jan Mursak\mursaja01,23,DET,LW,19,172,102,62.8,7.4,119,75,61.3,5.5,1.2,91.8,93.0,61.4,38.6,8:12,8:08,5,4,34,58.8
545,Jake Muzzin\muzzija01,21,LAK,D,11,105,110,48.8,-0.5,73,90,44.8,-4.3,3.9,93.9,97.9,53.2,46.8,13:43,12:19,2,7,20,40.0
546,Tyler Myers\myersty01,20,BUF,D,80,1342,1157,53.7,5.2,1016,896,53.1,3.6,8.7,90.1,98.8,52.8,47.2,22:27,16:56,41,67,270,45.2
547,Brendon Nash\nashbr01,23,MTL,D,2,19,19,50.0,4.4,10,9,52.6,6.9,0.0,87.5,87.5,41.7,58.3,10:12,10:12,0,1,4,50.0
548,Rick Nash\nashri01,26,CBJ,LW,75,1126,1048,51.8,1.1,851,814,51.1,-0.5,9.8,91.1,100.9,58.0,42.0,18:56,14:59,47,24,547,55.8
549,James Neal\nealja01,23,TOT,LW,79,1152,1024,52.9,4.8,862,777,52.6,4.7,9.0,93.1,102.1,57.8,42.2,17:30,14:48,59,34,380,55.5
550,Chris Neil\neilch01,31,OTT,RW,80,869,882,49.6,-0.9,632,643,49.6,-0.3,6.7,90.3,97.0,50.5,49.5,12:46,12:16,35,20,191,55.0
551,Greg Nemisz\nemisgr01,20,CGY,C,6,31,32,49.2,-17.7,23,23,50.0,-16.3,5.9,89.5,95.4,76.5,23.5,5:06,5:06,1,1,9,55.6
552,Kris Newbury\newbukr01,28,NYR,C,11,67,72,48.2,-10.9,50,56,47.2,-12.0,3.1,95.5,98.6,51.9,48.1,7:38,7:19,0,0,14,42.9
553,Scott Nichol\nichosc01,36,SJS,C,56,320,411,43.8,-10.8,250,316,44.2,-10.2,7.2,92.7,99.9,38.5,61.5,9:45,7:57,17,8,86,70.9
554,Rob Niedermayer\niedero01,36,BUF,C,71,682,805,45.9,-6.2,535,606,46.9,-5.4,7.3,91.4,98.7,48.4,51.6,12:46,11:49,14,23,121,66.1
555,Nino Niederreiter\niedeni01,18,NYI,RW,9,78,117,40.0,-8.9,61,92,39.9,-10.5,4.2,95.6,99.8,65.2,34.8,13:36,12:39,5,5,19,63.2
556,Frans Nielsen\nielsfr01,26,NYI,C,71,834,813,50.6,3.9,620,586,51.4,4.6,9.9,90.7,100.6,42.2,57.8,17:30,12:06,65,33,251,61.4
557,Nikita Nikitin\nikitni01,24,STL,D,41,482,469,50.7,-1.9,354,339,51.1,-2.4,8.9,90.8,99.8,54.8,45.2,16:24,13:30,4,12,109,42.2
558,Matt Niskanen\niskama01,24,TOT,D,63,792,750,51.4,2.7,575,561,50.6,1.6,6.7,93.9,100.6,55.1,44.9,16:32,14:16,7,16,190,40.5
559,Andreas Nodl\nodlan01,23,PHI,RW,67,787,807,49.4,-3.2,599,596,50.1,-2.7,8.1,94.6,102.7,44.6,55.4,13:16,12:25,21,29,151,66.2
560,Maxim Noreau\noreama01,23,MIN,D,5,55,55,50.0,-6.7,47,43,52.2,-1.3,9.7,88.6,98.2,51.9,48.1,14:17,11:02,3,2,15,53.3
561,Eric Nystrom\nystrer01,27,MIN,LW,82,603,902,40.1,-7.3,440,675,39.5,-7.3,6.6,92.2,98.8,35.5,64.5,13:19,11:31,19,17,163,50.9
562,Jim O'Brien\obrieji01,22,OTT,C,6,56,52,51.9,6.3,42,39,51.9,3.0,0.0,88.0,88.0,58.8,41.2,9:40,9:11,2,4,15,73.3
563,Shane O'Brien\obriesh01,27,NSH,D,80,959,1043,47.9,-1.8,730,828,46.9,-2.7,6.5,94.0,100.5,46.6,53.4,17:07,14:12,30,50,105,47.6
564,Ryan O'Byrne\obyrnry01,26,TOT,D,67,986,1154,46.1,-3.4,722,850,45.9,-2.9,7.6,92.1,99.7,41.9,58.1,20:09,17:23,21,25,125,36.0
565,Sean O'Donnell\odonnse01,39,PHI,D,81,956,1129,45.9,-7.4,706,840,45.7,-8.5,8.5,93.2,101.7,44.1,55.9,15:32,13:54,15,54,92,37.0
566,Ryan O'Marra\omarrry01,23,EDM,C,21,138,219,38.7,-10.2,101,153,39.8,-6.6,7.6,93.6,101.2,59.6,40.4,11:01,10:22,8,17,19,68.4
567,Cal O'Reilly\oreilca01,24,NSH,C,38,487,478,50.5,0.3,373,363,50.7,2.6,8.6,92.1,100.7,48.7,51.3,16:54,14:18,29,14,77,57.1
568,Ryan O'Reilly\oreilry01,19,COL,C,74,888,845,51.2,3.6,663,643,50.8,3.6,6.7,91.2,97.8,40.4,59.6,16:03,13:01,72,23,181,65.7
569,Patrick O'Sullivan\osullpa01,25,TOT,C,31,275,329,45.5,0.8,207,266,43.8,-0.6,7.2,93.9,101.1,47.0,53.0,12:11,10:22,15,7,88,56.8
570,Evan Oberg\obergev01,22,VAN,D,2,28,17,62.2,12.2,21,12,63.6,10.9,5.3,91.7,96.9,62.5,37.5,9:50,9:50,0,0,4,25.0
571,Johnny Oduya\oduyajo01,29,ATL,D,82,1167,1342,46.5,-5.7,873,973,47.3,-6.3,5.8,92.4,98.2,45.6,54.4,20:27,16:39,43,46,206,42.2
572,Mattias Ohlund\ohlunma01,34,TBL,D,72,925,1092,45.9,-8.9,683,779,46.7,-9.1,9.3,90.1,99.4,38.8,61.2,18:43,15:44,17,34,102,38.2
573,Kyle Okposo\okposky01,22,NYI,RW,38,539,467,53.6,5.7,401,331,54.8,6.2,9.4,89.4,98.8,45.8,54.2,16:35,13:33,26,22,163,44.2
574,Rostislav Olesz\oleszro01,25,FLA,C,44,515,478,51.9,0.3,384,363,51.4,0.4,8.2,90.9,99.1,49.2,50.8,13:53,11:48,19,9,121,58.7
575,Mark Olver\olverma01,23,COL,C,18,145,177,45.0,-6.2,103,141,42.2,-8.8,11.7,89.8,101.5,53.5,46.5,11:53,10:47,9,4,41,61.0
576,Linus Omark\omarkli01,23,EDM,LW,51,583,585,49.9,4.8,422,440,49.0,5.0,6.7,88.8,95.5,52.8,47.2,15:21,12:43,33,35,141,53.9
577,Victor Oreskovich\oreskvi01,24,VAN,D,16,106,110,49.1,-7.3,81,80,50.3,-5.9,4.5,96.6,101.1,31.7,68.3,7:54,7:51,3,3,24,79.2
578,Brooks Orpik\orpikbr01,30,PIT,D,63,994,993,50.0,-4.7,718,748,49.0,-6.6,8.3,93.5,101.8,48.0,52.0,20:53,17:03,17,20,129,43.4
579,Colton Orr\orrco01,28,TOR,RW,46,149,228,39.5,-11.8,95,161,37.1,-14.1,7.7,94.4,102.1,45.4,54.6,5:04,5:01,1,5,27,51.9
580,Jed Ortmeyer\ortmeje01,32,MIN,RW,4,37,24,60.7,,27,20,57.4,,0.0,94.7,94.7,33.3,66.7,9:24,9:15,1,1,9,55.6
581,T.J. Oshie\oshietj01,24,STL,C,49,732,597,55.1,2.9,565,446,55.9,2.8,9.3,91.4,100.7,55.2,44.8,19:11,14:42,47,17,195,52.8
582,Steve Ott\ottst01,28,DAL,C,82,879,1050,45.6,-3.8,653,751,46.5,-2.8,8.1,92.4,100.5,30.5,69.5,17:08,12:45,25,43,214,56.1
583,Alex Ovechkin\ovechal01,25,WSH,LW,79,1456,1212,54.6,3.4,1054,899,54.0,3.0,9.2,92.8,102.0,52.6,47.4,21:09,16:40,48,58,645,56.0
584,Nathan Oystrick\oystrna01,28,STL,D,9,112,57,66.3,21.6,85,41,67.5,19.8,8.9,85.2,94.1,75.5,24.5,12:10,10:53,0,1,21,52.4
585,Magnus Paajarvi\paajama01,19,EDM,LW,80,913,1001,47.7,1.9,677,766,46.9,2.2,8.1,90.6,98.7,51.3,48.7,15:23,13:29,25,35,316,56.6
586,Max Pacioretty\pacioma01,22,MTL,LW,37,605,414,59.4,10.7,453,312,59.2,9.0,7.4,90.0,97.4,58.3,41.7,15:54,13:26,20,10,188,59.6
587,Samuel Pahlsson\pahlssa01,33,CBJ,C,82,758,868,46.6,-5.7,586,644,47.6,-5.3,6.1,91.4,97.5,33.6,66.4,15:20,12:24,28,8,181,59.7
588,Daniel Paille\paillda01,26,BOS,LW,43,378,415,47.7,-5.9,288,303,48.7,-4.2,7.8,93.6,101.4,43.1,56.9,11:18,10:01,10,4,73,65.8
589,Kyle Palmieri\palmiky01,19,ANA,C,10,56,88,38.9,-13.6,47,72,39.5,-11.5,6.3,93.0,99.3,61.8,38.2,8:41,8:41,0,1,14,71.4
590,Nick Palmieri\palmini01,21,NJD,RW,43,469,432,52.1,-1.2,350,341,50.7,-4.0,10.3,93.2,103.5,57.6,42.4,14:20,13:31,16,16,126,52.4
591,Aaron Palushaj\palusaa01,21,MTL,RW,3,29,30,49.2,11.9,16,20,44.4,3.2,11.1,100.0,111.1,61.5,38.5,8:31,7:59,0,2,6,50.0
592,Adam Pardy\pardyad01,26,CGY,D,30,429,341,55.7,3.8,308,234,56.8,2.8,9.5,89.3,98.7,58.8,41.2,14:41,13:51,8,16,81,44.4
593,Ryan Parent\parenry01,23,VAN,D,4,52,51,50.5,-2.9,40,41,49.4,-5.3,0.0,89.7,89.7,44.7,55.3,13:54,13:09,0,2,8,37.5
594,P.A. Parenteau\parenpi01,27,NYI,LW,81,1165,1199,49.3,3.2,836,858,49.4,3.0,8.5,90.7,99.2,56.8,43.2,17:59,14:31,44,53,261,61.7
595,Zach Parise\parisza01,26,NJD,C,13,211,187,53.0,3.9,168,149,53.0,3.9,7.0,90.7,97.7,53.8,46.2,19:51,15:29,6,4,65,75.4
596,Mark Parrish\parrima01,33,BUF,RW,2,27,24,52.9,,17,16,51.5,,8.3,70.0,78.3,53.8,46.2,11:47,11:41,0,1,2,0.0
597,George Parros\parroge01,31,ANA,RW,78,352,453,43.7,-2.5,274,337,44.8,-1.6,2.5,96.1,98.6,64.3,35.7,6:25,6:24,7,13,64,51.6
598,Scott Parse\parsesc01,26,LAK,C,5,64,60,51.6,4.9,52,35,59.8,11.8,16.2,95.0,111.2,42.9,57.1,13:47,11:59,2,5,12,50.0
599,Joe Pavelski\paveljo01,26,SJS,C,74,1165,884,56.9,4.7,877,645,57.6,5.4,7.6,92.4,100.0,43.7,56.3,19:39,14:21,51,49,453,62.3
600,Theo Peckham\peckhth01,23,EDM,D,71,909,1133,44.5,-3.0,639,851,42.9,-3.3,8.8,91.8,100.6,46.9,53.1,18:36,15:58,30,67,111,36.9
601,Rod Pelley\pellero02,26,NJD,C,74,560,652,46.2,-8.2,440,473,48.2,-5.8,4.4,93.3,97.7,48.9,51.1,11:48,10:10,20,12,149,59.1
602,Dustin Penner\pennedu01,28,TOT,RW,81,1018,1087,48.4,1.4,746,826,47.5,1.9,8.8,90.1,98.9,50.1,49.9,18:07,13:52,45,69,307,56.4
603,Joel Perrault\perrajo01,27,VAN,C,7,29,45,39.2,-13.8,24,32,42.9,-7.3,16.7,82.6,99.3,33.3,66.7,7:12,6:52,1,2,7,42.9
604,Mathieu Perreault\perrema01,23,WSH,C,35,355,293,54.8,4.0,254,219,53.7,4.7,7.3,91.0,98.2,55.6,44.4,11:33,10:02,20,11,77,53.2
605,David Perron\perroda01,22,STL,LW,10,133,110,54.7,0.7,111,79,58.4,1.6,9.5,96.7,106.2,47.4,52.6,18:25,13:28,9,3,37,78.4
606,Corey Perry\perryco01,25,ANA,RW,82,1223,1366,47.2,3.1,958,1049,47.7,3.3,11.5,90.6,102.1,46.9,53.1,22:19,17:09,55,54,482,60.0
607,Warren Peters\peterwa01,28,MIN,LW,11,72,94,43.4,-1.3,59,78,43.1,-3.4,4.9,93.1,98.0,28.8,71.2,8:43,8:37,1,1,19,57.9
608,Toby Petersen\peterto01,32,DAL,C,60,359,429,45.6,-4.4,272,310,46.7,-2.9,4.2,92.6,96.8,46.2,53.8,10:02,8:13,22,18,89,65.2
609,Richard Petiot\petiori01,28,EDM,D,2,18,30,37.5,-7.9,12,17,41.4,-3.1,11.1,100.0,111.1,38.5,61.5,13:05,12:12,2,1,2,50.0
610,Jeff Petry\petryje01,23,EDM,D,35,516,517,50.0,0.2,372,386,49.1,0.5,7.1,88.7,95.7,49.1,50.9,20:22,16:55,16,32,118,34.7
611,Rich Peverley\peverri01,28,TOT,C,82,1153,1188,49.3,0.4,843,857,49.6,0.1,6.2,91.6,97.9,46.9,53.1,18:00,13:53,60,22,325,61.2
612,Dion Phaneuf\phanedi01,25,TOR,D,66,1229,1359,47.5,-3.1,876,990,46.9,-2.6,8.4,92.2,100.6,49.7,50.3,25:18,19:24,31,53,411,46.2
613,Chris Phillips\phillch02,32,OTT,D,82,1206,1403,46.2,-5.7,875,1056,45.3,-6.7,6.6,89.9,96.4,48.0,52.0,21:31,17:48,26,54,170,47.6
614,Alexandre Picard\picaral01,25,MTL,D,43,693,513,57.5,8.6,503,362,58.2,7.5,6.9,91.1,98.0,52.9,47.1,16:26,14:49,9,28,116,42.2
615,Alex Pietrangelo\pietral01,21,STL,D,79,1345,1105,54.9,4.2,996,815,55.0,4.1,10.3,89.9,100.1,56.6,43.4,22:00,17:01,40,36,352,45.7
616,Brandon Pirri\pirribr01,19,CHI,C,1,8,12,40.0,-18.5,6,7,46.2,-13.4,0.0,80.0,80.0,40.0,60.0,8:56,8:56,0,0,1,100.0
617,Fernando Pisani\pisanfe01,34,CHI,RW,60,533,642,45.4,-11.0,400,462,46.4,-10.3,6.9,93.9,100.8,36.0,64.0,12:34,10:55,32,13,123,58.5
618,Joni Pitkanen\pitkajo01,27,CAR,D,72,1460,1453,50.1,1.4,1042,1102,48.6,0.7,8.8,91.4,100.2,52.6,47.4,24:39,19:22,32,32,311,46.3
619,Alex Plante\plantal01,21,EDM,D,3,45,37,54.9,,32,30,51.6,,4.0,85.0,89.0,35.7,64.3,15:03,14:10,0,1,6,83.3
620,Tomas Plekanec\plekato01,28,MTL,C,77,1127,1068,51.3,0.2,845,794,51.6,-0.7,8.7,92.6,101.3,50.2,49.8,20:15,14:30,43,37,397,56.9
621,Roman Polak\polakro01,24,STL,D,55,859,904,48.7,-4.5,651,691,48.5,-5.6,8.6,91.0,99.6,43.3,56.7,19:57,17:39,11,12,111,48.6
622,Jason Pominville\pominja01,28,BUF,RW,73,1054,916,53.5,4.3,798,686,53.8,3.4,8.1,91.4,99.5,58.9,41.1,18:08,13:15,43,27,353,60.9
623,Alexei Ponikarovsky\ponikal01,30,LAK,LW,61,588,548,51.8,-0.9,425,402,51.4,0.3,6.6,94.1,100.6,51.7,48.3,12:36,10:42,12,27,162,58.0
624,Chris Porter\portech01,26,STL,C,45,380,362,51.2,0.6,282,274,50.7,-0.5,6.6,90.6,97.2,52.9,47.1,10:23,9:56,10,5,88,62.5
625,Kevin Porter\porteke01,24,COL,RW,74,756,838,47.4,-2.0,567,612,48.1,-1.1,11.1,88.1,99.1,44.8,55.2,13:49,11:53,22,27,201,50.2
626,Paul Postma\postmpa01,21,ATL,D,1,8,14,36.4,,6,8,42.9,,0.0,100.0,100.0,100.0,0.0,9:55,9:12,0,0,1,100.0
627,Tom Poti\potito01,33,WSH,D,21,289,294,49.6,-5.5,211,215,49.5,-6.1,8.0,88.8,96.8,52.1,47.9,18:22,14:27,3,12,40,50.0
628,Corey Potter\potteco01,27,PIT,D,1,12,14,46.2,,10,12,45.5,,0.0,100.0,100.0,75.0,25.0,16:43,16:05,0,0,1,100.0
629,Ryan Potulny\potulry01,26,TOT,C,10,48,57,45.7,-13.1,36,41,46.8,-12.1,8.0,90.3,98.3,59.0,41.0,7:54,7:26,3,0,12,58.3
630,Benoit Pouliot\poulibe01,24,MTL,LW,79,913,759,54.6,4.6,663,537,55.3,4.3,7.6,91.6,99.2,51.3,48.7,11:32,10:43,26,14,212,60.4
631,Marc Pouliot\poulima01,25,TBL,C,3,24,24,50.0,,18,16,52.9,,9.1,72.7,81.8,82.4,17.6,10:46,8:49,0,2,4,50.0
632,Darroll Powe\poweda01,25,PHI,C,81,594,709,45.6,-6.6,429,501,46.1,-6.8,8.1,90.2,98.3,36.7,63.3,12:17,9:02,20,12,160,53.8
633,Chris Pronger*\prongch01,36,PHI,D,50,806,781,50.8,-2.7,598,546,52.3,-1.7,8.9,91.7,100.6,50.6,49.4,22:30,15:43,19,26,242,46.3
634,Vinny Prospal\prospva01,35,NYR,C,29,302,336,47.3,-7.6,221,241,47.8,-9.3,9.4,93.6,103.0,67.5,32.5,15:20,11:60,5,7,90,67.8
635,Nate Prosser\prossna01,24,MIN,D,2,25,18,58.1,4.4,20,16,55.6,4.9,0.0,100.0,100.0,58.8,41.2,14:48,14:44,0,0,3,33.3
636,Petr Prucha\pruchpe01,28,PHX,C,11,93,103,47.4,-3.0,71,88,44.7,-2.4,3.8,95.2,99.0,50.0,50.0,11:28,10:56,4,1,19,52.6
637,Brandon Prust\prustbr01,26,NYR,LW,82,852,931,47.8,-3.5,646,659,49.5,-3.8,6.3,93.0,99.3,41.5,58.5,13:49,11:43,26,29,140,62.1
638,Teddy Purcell\purcete01,25,TBL,RW,81,950,818,53.7,2.3,703,621,53.1,-0.4,8.2,92.4,100.7,46.6,53.4,14:06,11:20,35,19,316,62.0
639,Taylor Pyatt\pyattta01,29,PHX,LW,76,912,1037,46.8,-5.1,699,787,47.0,-3.8,8.8,93.8,102.7,39.3,60.7,15:30,13:15,21,14,215,58.6
640,Tom Pyatt\pyattto01,23,MTL,C,61,446,461,49.2,-1.6,332,330,50.2,-1.6,4.3,94.7,99.0,50.2,49.8,10:38,8:24,17,6,119,54.6
641,Kyle Quincey\quincky01,25,COL,D,21,283,285,49.8,-1.9,227,216,51.2,-0.5,7.2,89.0,96.1,56.7,43.3,19:35,15:16,6,7,73,53.4
642,Brian Rafalski\rafalbr01,37,DET,D,63,1099,815,57.4,4.4,856,679,55.8,2.6,10.0,89.7,99.8,55.4,44.6,20:25,16:38,12,57,218,48.6
643,Rhett Rakhshani\rakhsrh01,22,NYI,RW,2,19,24,44.2,-4.9,14,20,41.2,-5.9,0.0,93.3,93.3,53.3,46.7,11:43,11:04,2,1,3,66.7
644,Mason Raymond\raymoma01,25,VAN,LW,70,1072,777,58.0,6.0,781,578,57.5,5.6,7.4,91.9,99.4,55.6,44.4,15:48,13:15,35,14,329,59.9
645,Marty Reasoner\reasoma01,33,FLA,C,82,1022,1046,49.4,-1.2,765,793,49.1,-1.3,7.6,93.1,100.7,41.3,58.7,17:10,13:50,52,17,232,53.4
646,Ryan Reaves\reavery01,24,STL,RW,28,133,179,42.6,-11.7,106,128,45.3,-9.8,7.9,92.0,99.8,59.3,40.7,6:48,6:43,2,3,23,69.6
647,Mark Recchi*\recchma01,42,BOS,RW,81,1021,1002,50.5,-1.2,746,751,49.8,-1.4,9.8,92.7,102.5,47.4,52.6,16:06,12:42,16,32,211,62.6
648,Liam Reddox\reddoli01,25,EDM,LW,44,408,485,45.7,-4.0,297,353,45.7,-2.2,5.7,90.6,96.4,52.5,47.5,14:60,11:40,23,12,142,59.9
649,Dylan Reese\reesedy01,26,NYI,D,27,312,334,48.3,-0.2,225,256,46.8,-1.3,6.5,87.3,93.8,50.0,50.0,14:49,13:13,11,15,47,48.9
650,Robyn Regehr\regehro01,30,CGY,D,79,1193,1268,48.5,-4.8,904,947,48.8,-5.3,9.0,91.1,100.1,49.7,50.3,21:29,17:53,12,41,174,41.4
651,Peter Regin\reginpe01,24,OTT,C,55,657,569,53.6,3.0,492,440,52.8,3.6,6.8,91.1,97.9,54.1,45.9,13:23,12:18,40,15,158,55.1
652,Steve Reinprecht\reinpst01,34,FLA,C,29,298,290,50.7,0.0,217,210,50.8,-0.3,7.4,90.6,98.0,54.1,45.9,11:46,10:48,10,4,49,63.3
653,Michal Repik\repikmi01,22,FLA,RW,31,367,319,53.5,3.6,271,231,54.0,5.3,4.6,91.5,96.0,41.8,58.2,12:47,11:51,3,8,94,57.4
654,Mike Ribeiro\ribeimi01,30,DAL,C,82,1123,1168,49.0,0.3,837,887,48.5,-0.5,10.6,90.5,101.1,53.3,46.7,19:56,15:06,72,71,286,56.3
655,Brad Richards\richabr01,30,DAL,C,72,1041,1121,48.1,-0.8,798,847,48.5,0.5,10.7,92.8,103.5,53.9,46.1,21:43,15:54,47,73,521,52.2
656,Mike Richards\richami02,25,PHI,C,81,1088,1104,49.6,-2.0,812,783,50.9,-1.1,8.7,91.6,100.3,47.1,52.9,18:51,13:43,62,46,373,49.3
657,Brad Richardson\richabr02,25,LAK,RW,68,702,623,53.0,-0.7,508,476,51.6,-1.3,7.0,88.8,95.8,53.1,46.9,11:46,10:45,28,18,190,54.2
658,Patrick Rissmiller\rissmpa01,32,TOT,C,10,95,73,56.5,1.1,72,56,56.3,2.5,4.2,93.2,97.3,48.2,51.8,10:22,10:06,2,0,24,58.3
659,Mattias Ritola\ritolma01,23,TBL,C,31,252,220,53.4,2.0,187,162,53.6,-1.0,6.9,88.7,95.6,45.1,54.9,10:04,8:47,6,8,69,60.9
660,Craig Rivet\rivetcr01,36,TOT,D,37,421,432,49.4,-3.7,306,317,49.1,-3.0,7.5,87.6,95.1,56.5,43.5,14:41,12:27,5,18,74,44.6
661,Stephane Robidas\robidst01,33,DAL,D,81,1278,1329,49.0,2.1,966,989,49.4,3.0,9.2,90.4,99.7,43.7,56.3,24:31,18:15,28,35,255,41.6
662,Bryan Rodney\rodnebr01,26,CAR,D,3,21,23,47.7,,14,16,46.7,,0.0,100.0,100.0,62.5,37.5,8:44,7:57,0,1,3,100.0
663,Brian Rolston\rolstbr01,37,NJD,C,65,720,562,56.2,5.5,564,438,56.3,5.5,7.2,90.8,98.1,50.3,49.7,17:36,13:28,27,23,291,57.7
664,Aaron Rome\romeaa01,27,VAN,D,56,754,762,49.7,-5.4,548,578,48.7,-6.7,8.2,93.1,101.2,43.8,56.3,17:25,15:04,13,21,109,45.9
665,Jay Rosehill\rosehja01,25,TOR,D,26,95,150,38.8,-10.7,71,108,39.7,-10.2,5.2,87.3,92.5,50.0,50.0,5:12,5:11,3,4,16,75.0
666,Derek Roy\royde01,27,BUF,C,35,488,482,50.3,-2.0,371,369,50.1,-2.7,9.4,90.4,99.7,60.5,39.5,19:31,14:16,37,25,151,58.9
667,Mathieu Roy\royma01,27,TBL,D,4,20,18,52.6,4.4,16,12,57.1,5.7,0.0,66.7,66.7,62.5,37.5,4:43,4:29,0,3,2,50.0
668,Michal Rozsival\rozsimi01,32,TOT,D,65,1063,978,52.1,3.3,811,720,53.0,3.7,8.7,91.7,100.4,47.7,52.3,21:00,17:06,24,24,136,40.4
669,Mike Rupp\ruppmi01,31,PIT,C,81,623,620,50.1,-3.9,445,471,48.6,-5.7,6.6,92.8,99.4,56.0,44.0,10:03,9:03,9,12,144,56.3
670,Kris Russell\russekr01,23,CBJ,D,73,1017,939,52.0,0.6,742,680,52.2,1.0,8.4,90.4,98.8,59.4,40.6,17:31,14:23,25,19,197,44.7
671,Jarkko Ruutu\ruutuja01,35,TOT,LW,73,556,551,50.2,1.5,418,402,51.0,2.8,6.3,92.2,98.5,54.3,45.7,11:22,9:28,17,23,122,54.1
672,Tuomo Ruutu\ruututu01,27,CAR,C,82,1116,1125,49.8,0.0,781,837,48.3,-0.5,10.3,91.7,102.0,50.3,49.7,16:37,13:26,42,38,301,48.8
673,Bobby Ryan\ryanbo01,23,ANA,RW,82,1246,1298,49.0,5.4,968,984,49.6,5.9,11.9,91.2,103.1,53.7,46.3,20:11,16:38,62,42,421,63.7
674,Michael Ryder\rydermi01,30,BOS,RW,79,918,981,48.3,-4.2,668,732,47.7,-4.4,8.0,92.8,100.8,51.0,49.0,14:29,12:21,35,28,294,55.8
675,Rick Rypien\rypieri01,26,VAN,C,9,20,56,26.3,-26.8,17,43,28.3,-33.9,10.0,82.4,92.4,46.7,53.3,5:07,5:02,2,1,8,75.0
676,Ruslan Salei\saleiru01,36,DET,D,75,1175,1040,53.0,-2.2,888,808,52.4,-2.6,6.6,92.5,99.0,56.6,43.4,17:58,15:43,19,35,161,46.6
677,Anssi Salmela\salmean01,26,NJD,D,48,600,645,48.2,-7.3,464,503,48.0,-8.5,6.8,90.8,97.6,56.4,43.6,17:24,16:36,14,16,98,58.2
678,Sami Salo\salosa01,36,VAN,D,27,395,409,49.1,-9.9,298,319,48.3,-10.9,6.4,93.0,99.4,53.9,46.1,20:21,15:36,3,18,81,48.1
679,Jerome Samson\samsoje01,23,CAR,RW,23,161,149,51.9,3.0,115,110,51.1,3.4,3.8,95.7,99.4,51.5,48.5,6:51,6:46,9,1,61,45.9
680,Sergei Samsonov\samsose01,32,TOT,LW,78,959,954,50.1,0.6,699,725,49.1,0.1,7.9,92.5,100.4,52.4,47.6,15:14,12:29,43,28,206,58.7
681,Mikael Samuelsson\samuemi01,34,VAN,RW,75,1100,902,54.9,3.1,826,684,54.7,3.0,7.9,92.6,100.5,49.5,50.5,16:38,14:02,25,36,382,56.3
682,Mike Santorelli\santomi01,25,FLA,C,82,1021,1029,49.8,-1.8,757,795,48.8,-2.4,7.8,90.2,98.0,53.0,47.0,16:41,12:36,32,16,320,60.3
683,Cory Sarich\saricco01,32,CGY,D,76,1134,1050,51.9,0.4,846,757,52.8,1.6,8.6,92.2,100.8,48.9,51.1,17:53,15:52,15,51,162,46.3
684,Michael Sauer\sauermi01,23,NYR,D,76,1109,1070,50.9,0.1,834,770,52.0,-1.3,8.4,94.3,102.7,51.2,48.8,17:29,15:44,25,13,125,43.2
