Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
378,Patrick Kaleta\kaletpa01,24,BUF,RW,51,414,430,49.1,-3.8,309,299,50.8,-1.4,6.3,90.9,97.2,50.4,49.6,10:11,9:26,11,9,93,69.9
379,Steven Kampfer\kampfst01,22,BOS,D,38,664,535,55.4,3.0,494,410,54.6,2.6,8.4,93.4,101.8,49.0,51.0,17:44,15:42,5,10,130,43.8
380,Evander Kane\kaneev01,19,ATL,C,73,999,1003,49.9,-2.4,766,743,50.8,-3.1,8.1,89.6,97.8,54.4,45.6,17:36,14:33,53,39,369,61.8
381,Patrick Kane\kanepa01,22,CHI,RW,73,1213,927,56.7,2.5,913,714,56.1,2.0,9.5,89.8,99.3,68.8,31.3,19:17,15:53,55,40,378,57.1
382,Erik Karlsson\karlser01,20,OTT,D,75,1357,1283,51.4,0.3,984,987,49.9,-1.0,6.4,90.2,96.6,57.3,42.7,23:31,18:23,56,79,375,48.5
383,Matt Kassian\kassima01,24,MIN,LW,4,13,25,34.2,-9.1,9,17,34.6,-10.5,0.0,92.9,92.9,70.0,30.0,5:29,5:29,0,1,2,50.0
384,Mark Katic\katicma01,21,NYI,D,11,126,148,46.0,-3.9,94,106,47.0,-5.6,4.2,85.3,89.6,52.2,47.8,16:26,14:05,13,4,14,57.1
385,Duncan Keith\keithdu01,27,CHI,D,82,1799,1472,55.0,2.5,1337,1117,54.5,0.2,7.8,90.2,98.0,55.8,44.2,26:53,21:12,56,83,401,43.1
386,Chris Kelly\kellych01,30,TOT,C,81,906,887,50.5,-0.1,660,647,50.5,1.0,7.1,88.8,95.9,45.5,54.5,15:25,12:42,40,25,215,52.6
387,Tim Kennedy\kenneti01,24,FLA,LW,6,40,59,40.4,-5.6,33,48,40.7,-4.7,4.5,96.7,101.2,43.8,56.3,10:23,10:12,4,0,3,66.7
388,Tyler Kennedy\kennety01,24,PIT,C,80,1075,847,55.9,4.9,796,637,55.5,4.3,6.7,92.5,99.2,52.7,47.3,14:32,12:37,25,20,402,58.2
389,Ryan Kesler\keslery01,26,VAN,C,82,1343,992,57.5,5.7,981,722,57.6,6.3,8.6,93.0,101.6,49.6,50.4,20:29,14:14,65,21,496,52.4
390,Phil Kessel\kesseph01,23,TOR,RW,82,1279,1424,47.3,-3.0,924,1044,47.0,-2.9,7.8,90.7,98.5,52.3,47.7,19:39,15:46,45,45,561,57.9
391,Jakub Kindl\kindlja01,23,DET,D,48,603,559,51.9,-4.9,437,439,49.9,-6.6,7.2,91.0,98.2,57.8,42.2,13:37,12:44,11,20,123,50.4
392,D.J. King\kingdj01,26,WSH,LW,16,64,81,44.1,-7.3,48,53,47.5,-4.4,9.1,85.4,94.5,58.5,41.5,5:41,5:38,4,2,7,85.7
393,Dwight King\kingdw01,21,LAK,LW,6,50,60,45.5,-8.7,39,44,47.0,-7.0,6.9,86.7,93.6,48.6,51.4,11:43,11:39,1,1,4,75.0
394,Linus Klasen\klaseli01,24,NSH,LW,4,47,28,62.7,1.5,33,23,58.9,1.5,0.0,82.4,82.4,66.7,33.3,12:53,11:42,0,1,6,66.7
395,Kevin Klein\kleinke01,26,NSH,D,81,1090,1334,45.0,-7.1,808,992,44.9,-6.6,9.8,92.8,102.7,44.1,55.9,20:48,17:23,31,61,194,51.0
396,Rostislav Klesla\kleslro01,28,TOT,D,61,802,974,45.2,-5.6,619,716,46.4,-5.1,9.8,91.8,101.5,45.4,54.6,19:04,15:52,18,9,139,48.2
397,Carl Klingberg\klingca01,20,ATL,LW,1,6,5,54.5,-8.4,5,0,100.0,35.5,0.0,,,75.0,25.0,10:22,10:22,0,0,1,0.0
398,Rob Klinkhammer\klinkro01,24,CHI,LW,1,7,11,38.9,-18.0,5,8,38.5,-17.4,25.0,100.0,125.0,0.0,100.0,11:36,11:18,0,0,3,33.3
399,Mike Knuble\knublmi01,38,WSH,RW,79,1149,1074,51.7,-0.3,826,780,51.4,-0.4,7.2,93.8,100.9,54.5,45.5,17:41,13:60,45,18,306,65.4
400,Chuck Kobasew\kobasch01,28,MIN,RW,63,507,686,42.5,-3.3,369,522,41.4,-4.2,7.2,93.0,100.3,37.5,62.5,11:50,11:07,17,13,124,59.7
401,David Koci\kocida01,29,COL,D,35,106,154,40.8,-9.9,77,132,36.8,-13.0,5.5,91.3,96.8,46.2,53.8,4:05,4:04,1,1,15,60.0
402,Mikko Koivu\koivumi01,27,MIN,C,71,872,913,48.9,3.6,647,694,48.2,3.9,9.5,92.1,101.7,50.2,49.8,19:29,14:25,64,51,340,55.9
403,Saku Koivu\koivusa01,36,ANA,C,75,904,1188,43.2,-2.5,681,902,43.0,-3.5,9.6,91.4,101.1,42.2,57.8,19:08,14:53,29,32,189,55.0
404,Chad Kolarik\kolarch01,25,NYR,RW,4,33,26,55.9,-13.9,25,16,61.0,-9.4,10.5,75.0,85.5,60.7,39.3,9:08,8:23,1,0,7,57.1
405,Mike Komisarek\komismi01,29,TOR,D,75,786,935,45.7,-5.2,552,684,44.7,-5.9,8.8,90.9,99.8,41.7,58.3,13:38,12:02,14,51,149,32.2
406,Zenon Konopka\konopze01,30,NYI,C,82,473,790,37.5,-12.4,345,566,37.9,-12.0,8.1,91.0,99.1,29.5,70.5,10:03,8:23,18,12,75,73.3
407,Tomas Kopecky\kopecto01,28,CHI,RW,81,972,821,54.2,-0.1,721,607,54.3,-0.2,7.8,88.7,96.4,58.4,41.6,15:19,12:20,50,25,295,60.3
408,Anze Kopitar\kopitan01,23,LAK,C,75,1229,1040,54.2,1.9,901,776,53.7,1.9,10.8,92.6,103.5,52.5,47.5,21:35,15:53,62,40,410,56.8
409,Lauri Korpikoski\korpila01,24,PHX,LW,79,800,975,45.1,-7.2,607,738,45.1,-5.6,11.5,92.9,104.4,44.1,55.9,15:32,11:50,25,26,192,53.6
410,Andrei Kostitsyn\kostian01,25,MTL,LW,81,1090,1098,49.8,-1.8,785,810,49.2,-3.9,7.8,93.2,101.0,52.4,47.6,15:53,13:36,23,38,363,54.0
411,Sergei Kostitsyn\kostise01,23,NSH,LW,77,871,911,48.9,-1.1,653,709,47.9,-1.1,10.7,92.2,102.9,49.5,50.5,15:11,12:57,28,44,185,50.3
412,Tom Kostopoulos\kostoto01,32,TOT,RW,76,752,704,51.6,0.4,545,494,52.5,1.2,7.0,91.3,98.4,51.5,48.5,12:11,10:07,28,18,147,53.7
413,Ales Kotalik\kotalal01,32,CGY,RW,26,289,257,52.9,-6.1,214,186,53.5,-7.0,4.7,89.9,94.6,54.5,45.5,12:22,10:55,7,10,103,60.2
414,Ilya Kovalchuk\kovalil01,27,NJD,LW,81,1235,1188,51.0,-2.9,932,944,49.7,-4.8,7.6,89.8,97.5,57.4,42.6,22:34,18:04,43,104,461,53.1
415,Alex Kovalev\kovalal01,37,TOT,RW,74,957,929,50.7,-1.8,688,722,48.8,-3.2,7.2,92.2,99.4,54.1,45.9,16:31,13:39,38,66,304,49.7
416,David Krejci\krejcda01,24,BOS,C,75,1157,1056,52.3,-0.9,846,789,51.7,-1.2,9.7,94.1,103.8,51.7,48.3,18:51,14:56,33,28,266,59.0
417,Niklas Kronwall\kronwni01,30,DET,D,77,1368,1140,54.5,0.4,1074,877,55.0,1.8,7.5,92.1,99.7,50.6,49.4,22:52,17:21,26,49,263,49.8
418,Marcus Kruger\krugema01,20,CHI,C,7,71,64,52.6,-7.9,49,50,49.5,-8.6,0.0,89.5,89.5,50.0,50.0,11:58,11:00,3,3,13,53.8
419,Filip Kuba\kubafi01,34,OTT,D,64,965,986,49.5,-1.4,731,734,49.9,-0.1,6.8,87.9,94.7,55.3,44.7,20:44,16:06,22,41,176,43.2
420,Tomas Kubalik\kubalto01,20,CBJ,RW,4,38,47,44.7,-3.0,23,37,38.3,-9.1,13.3,79.2,92.5,59.3,40.7,14:45,12:25,2,1,6,83.3
421,Pavel Kubina\kubinpa01,33,TBL,D,79,1250,1099,53.2,1.7,937,808,53.7,0.7,7.4,92.1,99.6,49.8,50.2,19:14,15:53,19,35,196,39.8
422,Arturs Kulda\kuldaar01,22,ATL,D,2,29,25,53.7,,25,18,58.1,,5.3,72.7,78.0,69.2,30.8,11:07,11:00,0,1,4,75.0
423,Nikolai Kulemin\kulemni01,24,TOR,LW,82,1196,1101,52.1,3.2,837,821,50.5,1.8,9.9,91.6,101.5,51.2,48.8,17:19,13:44,37,28,314,55.1
424,Dmitry Kulikov\kulikdm01,20,FLA,D,72,1145,1093,51.2,-0.3,848,836,50.4,-1.0,7.5,91.8,99.3,52.9,47.1,19:57,16:28,18,38,213,39.0
425,Chris Kunitz\kunitch01,31,PIT,LW,66,937,796,54.1,1.0,694,609,53.3,-0.8,10.0,92.7,102.7,50.5,49.5,18:17,13:35,18,22,263,50.6
426,Teemu Laakso\laakste01,23,NSH,D,1,3,2,60.0,,1,2,33.3,,0.0,100.0,100.0,,,2:43,2:43,0,0,1,0.0
427,Andrew Ladd\laddan01,25,ATL,LW,81,1301,1211,51.8,2.4,986,874,53.0,2.4,7.9,90.4,98.2,50.3,49.7,19:48,14:59,61,43,328,57.9
428,Brooks Laich\laichbr01,27,WSH,C,82,1057,943,52.9,2.1,743,686,52.0,1.0,7.9,94.2,102.1,52.9,47.1,18:13,12:57,38,32,349,58.2
429,Jamie Langenbrunner\langeja01,35,TOT,RW,70,870,786,52.5,1.5,643,614,51.2,-0.3,8.0,89.1,97.1,51.3,48.7,17:26,13:22,28,36,272,56.3
430,Daymond Langkow\langkda01,34,CGY,C,4,49,42,53.8,0.8,40,33,54.8,-2.0,10.7,100.0,110.7,51.7,48.3,14:46,13:11,5,4,13,46.2
431,Maxim Lapierre\lapiema01,25,TOT,C,78,675,798,45.8,-7.1,507,577,46.8,-6.8,5.5,92.2,97.7,46.0,54.0,11:38,10:46,20,8,197,65.5
432,Chad Larose\larosch01,28,CAR,RW,82,1156,1129,50.6,1.1,839,840,50.0,1.8,6.1,90.5,96.6,48.7,51.3,15:47,13:50,38,18,322,52.8
433,Philip Larsen\larseph01,21,DAL,D,6,55,50,52.4,4.0,42,36,53.8,5.0,22.2,85.7,107.9,54.1,45.9,13:26,10:15,1,1,18,61.1
434,Matt Lashoff\lashoma01,24,TOR,D,11,105,140,42.9,-1.6,79,108,42.2,-2.5,7.8,97.4,105.2,43.1,56.9,13:50,11:30,6,4,22,36.4
435,Guillaume Latendresse\latengu01,23,MIN,RW,11,98,116,45.8,-1.4,74,92,44.6,-1.8,12.0,95.1,107.1,50.0,50.0,12:43,10:60,2,4,28,64.3
436,Jay Leach\leachja02,31,NJD,D,7,47,64,42.3,-7.7,41,49,45.6,-3.4,6.7,92.1,98.8,61.5,38.5,14:15,13:33,1,1,6,33.3
437,Brett Lebda\lebdabr01,29,TOR,D,41,469,481,49.4,0.2,318,362,46.8,-1.6,6.5,89.2,95.7,57.1,42.9,13:20,11:12,3,17,107,31.8
438,Vincent Lecavalier\lecavvi01,30,TBL,C,65,927,909,50.5,-1.0,691,668,50.8,-2.1,8.5,91.7,100.3,45.3,54.7,18:27,14:14,35,26,345,60.0
439,Nick Leddy\leddyni01,19,CHI,D,46,559,552,50.3,-5.3,436,409,51.6,-3.7,8.4,89.6,98.1,62.2,37.8,14:19,13:48,10,15,68,54.4
440,Brian Lee\leebr01,23,OTT,D,50,626,680,47.9,-3.8,488,501,49.3,-2.3,6.6,90.1,96.8,48.4,51.6,17:17,15:05,5,20,90,38.9
441,David Legwand\legwada01,30,NSH,C,64,878,867,50.3,2.2,665,668,49.9,2.0,9.5,92.8,102.3,42.3,57.7,18:48,15:09,55,44,215,60.5
442,Ville Leino\leinovi01,27,PHI,LW,81,1057,1086,49.3,-2.9,803,777,50.8,-1.6,10.0,91.9,101.9,62.8,37.2,16:01,13:40,39,37,196,59.7
443,Jordan Leopold\leopojo01,30,BUF,D,71,1215,1251,49.3,-4.3,940,911,50.8,-2.5,6.9,91.6,98.6,54.4,45.6,23:20,17:59,15,50,273,49.1
444,Sami Lepisto\lepissa01,26,TOT,D,70,999,949,51.3,1.0,755,724,51.0,1.9,8.5,92.8,101.3,49.8,50.2,17:33,15:24,20,24,134,41.8
445,Francis Lessard\lessafr01,31,OTT,D,24,70,64,52.2,3.6,52,44,54.2,4.7,2.6,96.7,99.2,67.6,32.4,3:51,3:51,1,2,12,50.0
446,Kris Letang\letankr01,23,PIT,D,82,1501,1204,55.5,3.7,1100,920,54.5,2.2,8.7,91.6,100.2,54.9,45.1,24:02,17:28,39,52,463,50.8
447,Mark Letestu\letesma01,25,PIT,C,64,801,611,56.7,4.1,584,449,56.5,3.7,7.3,91.8,99.1,56.6,43.4,14:15,12:02,26,14,232,55.2
448,Pierre-Luc Letourneau-Leblond\letoupi01,25,NJD,RW,2,2,5,28.6,-21.4,2,5,28.6,-21.4,0.0,50.0,50.0,75.0,25.0,3:28,3:28,0,0,0,
449,Trevor Lewis\lewistr01,24,LAK,C,72,547,572,48.9,-6.0,409,429,48.8,-4.6,6.1,91.7,97.8,53.9,46.1,11:29,9:40,27,16,182,57.7
450,Nicklas Lidstrom*\lidstni01,40,DET,D,82,1355,1275,51.5,-4.3,1067,999,51.6,-2.9,9.0,91.0,100.0,49.0,51.0,23:28,16:44,33,33,357,49.0
451,David Liffiton\liffida01,26,COL,D,4,37,29,56.1,11.9,29,22,56.9,13.6,13.6,100.0,113.6,57.1,42.9,7:28,7:28,1,0,5,40.0
452,John-Michael Liles\lilesjo01,30,COL,D,76,1245,1307,48.8,0.9,938,936,50.1,2.5,8.8,89.9,98.7,56.1,43.9,22:01,17:40,32,36,357,45.7
453,Andreas Lilja\liljaan01,35,ANA,D,52,497,731,40.5,-7.6,397,553,41.8,-6.1,5.6,91.9,97.4,50.3,49.7,17:26,13:53,6,20,60,51.7
454,Bryan Little\littlbr01,23,ATL,C,76,1094,997,52.3,1.9,822,743,52.5,0.0,9.9,92.1,102.0,54.1,45.9,18:13,14:09,79,21,281,55.5
455,Corey Locke\lockeco01,26,OTT,C,5,26,42,38.2,-16.7,18,35,34.0,-24.4,6.7,92.6,99.3,85.7,14.3,9:10,8:13,0,1,11,54.5
456,Andrei Loktionov\loktian01,20,LAK,C,19,202,192,51.3,-2.8,145,143,50.3,-4.2,8.4,95.4,103.8,52.9,47.1,14:46,12:11,10,9,54,48.1
457,Matthew Lombardi\lombama01,28,NSH,C,2,16,32,33.3,-26.0,13,28,31.7,-28.7,0.0,94.4,94.4,38.9,61.1,14:50,12:24,2,1,8,75.0
458,Ben Lovejoy\lovejbe01,26,PIT,D,47,658,583,53.0,-2.7,486,433,52.9,-2.9,8.5,93.1,101.6,53.4,46.6,15:00,14:02,7,8,138,43.5
459,Milan Lucic\lucicmi01,22,BOS,LW,79,1197,1005,54.4,3.0,867,767,53.1,1.9,10.4,93.8,104.2,52.5,47.5,16:35,14:02,27,43,340,50.9
460,Brad Lukowich\lukowbr01,34,DAL,D,5,65,48,57.5,9.0,47,34,58.0,11.0,7.7,95.8,103.5,64.5,35.5,10:16,10:15,1,0,6,50.0
461,Mike Lundin\lundimi01,26,TBL,D,69,994,1150,46.4,-9.7,755,855,46.9,-10.4,9.3,91.0,100.3,41.0,59.0,20:24,17:19,17,18,159,34.6
462,Joffrey Lupul\lupuljo01,27,TOT,C,54,580,840,40.8,-5.1,428,616,41.0,-4.3,9.0,91.4,100.5,48.4,51.6,15:37,12:45,18,17,221,58.4
463,Toni Lydman\lydmato01,33,ANA,D,78,1177,1323,47.1,4.4,911,991,47.9,4.4,12.1,92.9,105.0,42.8,57.2,22:10,17:49,11,38,195,50.8
464,Clarke MacArthur\macarcl01,25,TOR,LW,82,1254,1108,53.1,5.1,855,824,50.9,2.9,9.5,90.6,100.0,49.4,50.6,17:07,14:10,24,49,292,52.7
465,Andrew MacDonald\macdoan01,24,NYI,D,60,937,1114,45.7,-2.0,684,787,46.5,-1.5,10.0,92.2,102.2,44.6,55.4,22:55,17:39,48,34,187,37.4
466,Spencer Machacek\machasp01,22,ATL,RW,10,72,72,50.0,-12.1,50,50,50.0,-13.8,0.0,94.1,94.1,61.0,39.0,7:41,7:39,0,0,11,63.6
467,Ray Macias\maciara01,24,COL,D,2,22,24,47.8,-5.2,16,20,44.4,2.2,14.3,84.6,98.9,31.6,68.4,15:06,13:44,1,0,4,0.0
468,Steve MacIntyre\macinst01,30,EDM,LW,34,65,126,34.0,-17.5,45,83,35.2,-14.1,6.3,94.9,101.2,52.3,47.7,3:32,3:30,1,7,10,60.0
469,Derek MacKenzie\mackede01,29,CBJ,C,63,520,452,53.5,3.3,393,326,54.7,4.6,10.7,92.7,103.4,61.3,38.7,10:51,8:48,33,13,144,52.8
470,Brett Maclean\maclebr02,22,PHX,LW,13,81,78,50.9,1.9,54,62,46.6,-2.9,11.9,90.9,102.8,60.4,39.6,8:46,7:02,1,1,30,53.3
471,John Madden\maddejo01,37,MIN,C,76,638,910,41.2,-5.6,468,685,40.6,-5.5,8.9,91.9,100.8,33.2,66.8,15:20,12:33,44,21,185,57.8
472,Olivier Magnan\magnaol01,24,NJD,D,18,223,197,53.1,1.2,170,141,54.7,1.9,3.2,92.5,95.7,55.9,44.1,15:43,13:30,4,7,20,40.0
473,Adam Mair\mairad01,31,NJD,C,65,394,448,46.8,-6.7,305,332,47.9,-5.6,2.7,90.8,93.4,51.1,48.9,9:06,8:32,13,10,90,64.4
474,Manny Malhotra\malhoma01,30,VAN,C,72,766,900,46.0,-9.1,564,641,46.8,-7.4,8.4,94.1,102.4,24.3,75.7,16:10,12:34,40,18,196,56.6
475,Evgeni Malkin\malkiev01,24,PIT,C,43,696,526,57.0,6.2,508,399,56.0,4.8,8.2,88.5,96.6,56.1,43.9,19:49,14:27,29,40,320,56.6
476,Ryan Malone\malonry01,31,TBL,LW,54,670,554,54.7,2.4,510,395,56.4,2.4,8.8,89.4,98.3,53.7,46.3,16:02,11:59,28,16,205,73.2
477,Mark Mancari\mancama01,25,BUF,RW,20,203,198,50.6,4.0,177,151,54.0,4.3,6.4,90.3,96.7,51.6,48.4,12:19,10:59,9,5,64,67.2
478,Paul Mara\marapa01,31,TOT,D,53,605,868,41.1,-7.7,482,673,41.7,-7.1,8.0,94.1,102.1,49.8,50.2,18:17,15:01,4,12,95,52.6
479,Brad Marchand\marchbr03,22,BOS,C,77,940,902,51.0,-0.3,713,684,51.0,0.6,8.9,94.2,103.0,50.0,50.0,13:59,11:52,36,39,226,65.5
480,Todd Marchant\marchto01,37,ANA,C,79,495,773,39.0,-8.3,396,584,40.4,-6.8,3.5,92.6,96.0,39.1,60.9,13:17,9:38,22,15,114,55.3
481,Andrei Markov\markoan01,32,MTL,D,7,124,111,52.8,5.3,98,90,52.1,3.4,7.5,95.9,103.4,57.7,42.3,22:55,17:18,3,9,37,54.1
482,Patrick Marleau\marlepa01,31,SJS,C,82,1279,1134,53.0,-1.2,920,834,52.5,-2.0,9.3,90.2,99.5,47.0,53.0,20:47,15:27,35,66,470,59.4
483,Matt Martin\martima02,21,NYI,LW,68,506,746,40.4,-10.3,353,550,39.1,-11.7,7.6,91.6,99.2,45.4,54.6,10:49,9:48,25,11,130,44.6
484,Paul Martin\martipa01,29,PIT,D,77,1352,1101,55.1,3.7,1004,825,54.9,3.3,7.7,91.8,99.5,51.3,48.7,23:22,17:35,36,27,206,50.5
485,Radek Martinek\martira01,34,NYI,D,64,998,1174,45.9,-4.8,744,832,47.2,-2.6,8.0,91.1,99.1,44.0,56.0,20:51,17:40,34,39,210,46.2
486,Alec Martinez\martial01,23,LAK,D,60,777,624,55.5,2.1,578,458,55.8,4.1,8.1,93.2,101.3,52.7,47.3,15:17,13:27,4,22,190,38.9
487,Brandon Mashinter\mashibr01,22,SJS,LW,13,68,71,48.9,-6.8,52,61,46.0,-8.7,6.9,91.5,98.4,60.0,40.0,6:23,6:11,2,2,14,35.7
488,Jon Matsumoto\matsujo01,24,CAR,C,13,82,90,47.7,-5.3,59,61,49.2,-3.4,4.3,86.4,90.6,39.2,60.8,7:04,6:52,4,3,21,52.4
489,Shawn Matthias\matthsh01,22,FLA,C,51,534,539,49.8,-0.9,410,410,50.0,-0.7,7.5,92.5,100.0,54.9,45.1,11:50,11:02,22,7,135,66.7
490,Greg Mauldin\mauldgr01,28,COL,C,29,237,210,53.0,6.0,181,149,54.8,8.6,9.4,91.7,101.0,46.2,53.8,10:33,9:15,20,4,74,62.2
491,Ben Maxwell\maxwebe01,22,ATL,C,12,127,105,54.7,-2.0,101,73,58.0,-0.5,2.8,85.0,87.8,63.0,37.0,11:60,11:04,5,3,20,65.0
492,Jamal Mayers\mayerja01,36,SJS,RW,78,490,568,46.3,-9.3,378,435,46.5,-9.4,6.6,94.8,101.4,54.8,45.2,8:53,7:45,24,18,107,57.9
493,Maksim Mayorov\mayorma01,21,CBJ,LW,5,44,31,58.7,4.9,31,22,58.5,5.6,5.0,93.8,98.8,69.6,30.4,8:42,8:36,0,0,8,37.5
494,Kenndal McArdle\mcardke01,24,FLA,LW,11,92,98,48.4,-4.0,67,80,45.6,-8.1,0.0,94.2,94.2,34.5,65.5,9:57,9:55,1,1,12,50.0
495,Jamie McBain\mcbaija02,22,CAR,D,76,1146,1219,48.5,-0.9,827,926,47.2,-1.4,9.3,90.7,100.0,48.9,51.1,18:50,15:26,22,36,220,42.7
496,Bryan McCabe\mccabbr01,35,TOT,D,67,931,936,49.9,-2.5,686,724,48.7,-4.4,8.3,92.8,101.1,55.4,44.6,19:34,14:59,8,31,250,48.8
497,John McCarthy\mccarjo01,24,SJS,LW,37,265,267,49.8,-5.7,202,201,50.1,-5.9,3.4,91.1,94.5,60.5,39.5,8:45,8:16,7,5,71,57.7
498,Jay McClement\mccleja01,27,TOT,C,80,905,1017,47.1,-6.0,689,759,47.6,-4.7,6.7,90.1,96.8,37.9,62.1,16:42,13:35,37,21,216,58.8
499,Cody McCormick\mccorco01,27,BUF,C,81,729,781,48.3,-3.7,554,570,49.3,-2.6,6.9,92.9,99.8,52.1,47.9,10:57,10:40,20,19,185,56.2
500,Ryan McDonagh\mcdonry01,21,NYR,D,40,650,628,50.9,-1.8,500,442,53.1,-0.9,9.7,93.0,102.7,50.4,49.6,18:41,16:48,18,11,70,38.6
501,Andy McDonald\mcdonan01,33,STL,C,58,963,775,55.4,2.4,724,559,56.4,2.8,9.6,92.1,101.6,53.5,46.5,20:02,15:46,23,15,280,64.3
502,Jamie McGinn\mcginja01,22,SJS,LW,49,472,508,48.2,-7.0,354,382,48.1,-6.7,4.3,94.0,98.3,44.5,55.5,11:35,11:17,18,6,121,52.1
503,Frazer McLaren\mclarfr01,23,SJS,LW,9,20,32,38.5,-17.6,11,26,29.7,-25.9,11.1,86.7,97.8,46.7,53.3,4:15,4:15,0,2,2,50.0
504,Cody McLeod\mcleoco01,26,COL,LW,71,559,581,49.0,0.1,430,440,49.4,0.6,6.1,92.0,98.0,48.1,51.9,9:47,9:05,7,3,118,61.9
505,Brandon McMillan\mcmilbr01,20,ANA,LW,60,473,748,38.7,-7.9,361,529,40.6,-6.1,8.4,91.0,99.3,52.5,47.5,14:04,11:38,11,19,133,57.9
506,Carson McMillan\mcmilca01,22,MIN,RW,4,33,28,54.1,-2.8,24,19,55.8,2.6,16.7,85.7,102.4,31.3,68.8,9:20,9:16,0,1,9,55.6
507,Adam McQuaid\mcquaad01,24,BOS,D,67,828,880,48.5,-4.0,576,642,47.3,-4.7,11.9,94.5,106.4,46.7,53.3,14:52,13:21,5,15,123,37.4
508,Philip McRae\mcraeph01,20,STL,C,15,99,147,40.2,-16.3,74,103,41.8,-14.8,3.8,84.0,87.8,65.1,34.9,9:02,8:49,0,3,25,52.0
509,Andrej Meszaros\meszaan01,25,PHI,D,81,1332,1332,50.0,-1.9,974,991,49.6,-3.8,10.1,93.6,103.7,45.2,54.8,21:07,16:34,34,40,314,45.9
510,Marc Methot\methoma01,25,CBJ,D,74,1038,1088,48.8,-3.7,787,825,48.8,-4.1,8.5,91.7,100.3,48.8,51.2,19:53,16:35,21,27,132,43.9
511,Freddy Meyer\meyerfr01,30,ATL,D,15,157,237,39.8,-8.3,120,168,41.7,-5.8,4.7,91.8,96.5,43.4,56.6,15:16,14:10,2,1,29,37.9
512,Stefan Meyer\meyerst01,25,CGY,LW,16,102,90,53.1,-2.0,79,54,59.4,4.5,9.4,86.8,96.3,62.1,37.9,7:45,7:11,2,0,27,44.4
513,Milan Michalek\michami01,26,OTT,RW,66,774,876,46.9,-4.7,595,667,47.1,-3.9,8.5,89.7,98.3,53.1,46.9,18:04,13:48,40,22,270,61.9
514,Zbynek Michalek\michazb01,28,PIT,D,73,1193,1098,52.1,-1.6,869,810,51.8,-2.0,6.8,91.4,98.2,48.3,51.7,21:50,16:53,13,38,229,45.4
515,Antti Miettinen\miettan01,30,MIN,RW,73,803,842,48.8,3.9,599,638,48.4,3.5,7.5,93.1,100.6,52.5,47.5,17:02,12:59,23,20,282,59.6
516,Brendan Mikkelson\mikkebr01,23,TOT,D,24,259,316,45.0,-3.5,194,237,45.0,-3.6,5.8,91.8,97.6,50.3,49.7,14:14,12:43,2,9,36,38.9
517,Drew Miller\milledr01,26,DET,LW,67,598,547,52.2,-2.5,459,411,52.8,-1.3,7.2,90.2,97.4,56.9,43.1,11:45,9:27,12,7,154,55.2
518,Brad Mills\millsbr01,27,NJD,C,4,22,29,43.1,-20.0,19,22,46.3,-18.9,7.1,100.0,107.1,29.4,70.6,8:17,7:32,0,0,6,100.0
519,John Mitchell\mitchjo01,26,TOR,C,23,240,266,47.4,-2.7,163,186,46.7,-4.4,3.4,91.4,94.8,57.5,42.5,12:31,11:13,8,5,53,52.8
520,Torrey Mitchell\mitchto01,26,SJS,C,66,851,614,58.1,4.6,643,443,59.2,5.9,6.5,93.8,100.4,48.0,52.0,13:21,12:08,32,25,194,59.8
521,Willie Mitchell\mitchwi01,33,LAK,D,57,961,919,51.1,-3.4,684,707,49.2,-4.6,9.3,91.5,100.7,45.4,54.6,21:49,18:18,12,47,152,38.8
522,Mike Modano*\modanmi01,40,DET,C,40,405,359,53.0,-2.4,307,276,52.7,-1.6,6.5,92.9,99.4,55.5,44.5,12:27,9:54,14,13,138,57.2
523,Fredrik Modin\modinfr01,36,TOT,LW,40,357,430,45.4,-2.7,262,326,44.6,-4.9,7.1,88.8,95.9,49.5,50.5,11:23,9:50,14,11,84,61.9
524,Travis Moen\moentr01,28,MTL,LW,79,700,837,45.5,-7.3,528,593,47.1,-6.6,6.5,93.0,99.6,51.8,48.2,13:11,10:48,15,7,137,72.3
525,Oscar Moller\molleos01,22,LAK,C,13,133,140,48.7,-7.7,98,112,46.7,-7.9,7.0,92.5,99.5,51.1,48.9,14:36,12:12,3,5,54,50.0
526,Steve Montador\montast01,31,BUF,D,73,1245,1263,49.6,-3.5,953,920,50.9,-1.9,8.8,92.8,101.6,55.9,44.1,19:43,17:14,21,61,222,53.2
527,Dominic Moore\mooredo01,30,TBL,C,77,962,814,54.2,2.6,705,606,53.8,0.5,7.1,88.8,96.0,47.2,52.8,15:36,12:35,32,25,268,65.3
528,John Moore\moorejo01,20,CBJ,D,2,17,20,45.9,-7.9,14,15,48.3,-9.4,7.7,90.9,98.6,30.0,70.0,11:29,10:53,0,0,1,0.0
529,Mike Moore\mooremi01,26,SJS,D,6,56,56,50.0,2.0,47,46,50.5,5.1,10.3,85.7,96.0,52.5,47.5,10:07,9:52,0,3,8,62.5
530,Ethan Moreau\moreaet01,35,CBJ,LW,37,274,393,41.1,-10.1,204,278,42.3,-8.6,4.5,92.0,96.6,39.1,60.9,12:29,10:41,7,3,99,56.6
