15Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
61,Mike Blunden\blundmi01,28,TBL,RW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,20,9:47,0,7,0,0,
62,Troy Bodie\bodietr01,30,TOR,RW,5,0,0,0,0,5,0.0,0,0,0,0,0,0,0,1,0.0,23,4:37,0,4,0,0,
63,Mikkel Boedker\boedkmi01,25,ARI,LW,45,14,14,28,-10,6,3.2,11,3,0,2,5,9,0,79,17.7,787,17:29,9,66,0,2,0.0
64,Zach Bogosian\bogosza01,24,TOT,D,62,3,17,20,-6,78,3.5,3,0,0,0,15,2,0,125,2.4,1469,23:41,90,189,0,0,
64,Zach Bogosian\bogosza01,24,WPG,D,41,3,10,13,1,40,2.6,3,0,0,0,9,1,0,74,4.1,909,22:10,47,106,0,0,
64,Zach Bogosian\bogosza01,24,BUF,D,21,0,7,7,-7,38,1.0,0,0,0,0,6,1,0,51,0.0,560,26:39,43,83,0,0,
65,Alexandre Bolduc\boldual01,29,ARI,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,32,10:40,1,17,10,9,52.6
66,Jared Boll\bollja01,28,CBJ,RW,72,1,4,5,-13,109,-0.8,1,0,0,0,4,0,0,28,3.6,524,7:16,17,131,0,2,0.0
67,Dave Bolland\bollada01,28,FLA,C,53,6,17,23,4,48,2.0,5,0,1,0,12,5,0,76,7.9,867,16:21,21,89,414,517,44.5
68,Brandon Bollig\bollibr01,28,CGY,LW,62,1,4,5,-9,88,-0.6,1,0,0,0,4,0,0,67,1.5,533,8:36,24,139,3,2,60.0
69,Nick Bonino\boninni01,26,VAN,C,75,15,24,39,7,22,4.2,14,1,0,6,20,4,0,149,10.1,1269,16:55,89,31,585,649,47.4
70,David Booth\boothda01,30,TOR,LW,59,7,6,13,-8,25,0.8,7,0,0,2,5,0,1,107,6.5,705,11:56,8,87,6,7,46.2
71,Patrick Bordeleau\bordepa02,28,COL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,6:46,0,2,0,0,
72,Mark Borowiecki\borowma01,25,OTT,D,63,1,10,11,15,107,3.3,1,0,0,0,10,0,0,30,3.3,1002,15:55,102,233,0,0,
73,Robert Bortuzzo\borturo01,25,TOT,D,51,3,5,8,-9,93,1.2,3,0,0,0,5,0,0,56,5.4,771,15:07,61,157,1,0,100.0
73,Robert Bortuzzo\borturo01,25,PIT,D,38,2,4,6,-6,68,1.0,2,0,0,0,4,0,0,37,5.4,587,15:28,44,116,1,0,100.0
73,Robert Bortuzzo\borturo01,25,STL,D,13,1,1,2,-3,25,0.2,1,0,0,0,1,0,0,19,5.3,183,14:06,17,41,0,0,
74,Reid Boucher\bouchre01,21,NJD,LW,11,1,0,1,-4,0,-0.1,1,0,0,0,0,0,0,20,5.0,123,11:08,5,9,0,0,
75,Eric Boulton\boulter01,38,NYI,LW,10,2,0,2,-1,30,0.3,2,0,0,0,0,0,0,9,22.2,72,7:12,4,10,0,0,
76,Lance Bouma\boumala01,24,CGY,C,78,16,18,34,10,54,4.1,16,0,0,4,16,1,1,104,15.4,1093,14:01,82,264,29,45,39.2
77,Michael Bournival\bournmi01,22,MTL,LW,29,3,2,5,3,4,0.7,3,0,0,1,2,0,0,27,11.1,229,7:53,10,26,4,1,80.0
78,Gabriel Bourque\bourqga01,24,NSH,LW,69,3,10,13,-13,10,-0.2,3,0,0,0,10,0,0,76,3.9,829,12:01,44,141,3,3,50.0
79,Rene Bourque\bourqre01,33,TOT,RW,51,6,8,14,-15,22,0.5,4,2,0,1,7,1,0,85,7.1,644,12:38,11,71,4,6,40.0
79,Rene Bourque\bourqre01,33,ANA,RW,30,2,6,8,-4,12,0.3,1,1,0,0,5,1,0,44,4.5,364,12:08,5,36,1,4,20.0
79,Rene Bourque\bourqre01,33,MTL,RW,13,0,2,2,-9,6,-0.4,0,0,0,0,2,0,0,18,0.0,160,12:21,3,18,3,2,60.0
79,Rene Bourque\bourqre01,33,CBJ,RW,8,4,0,4,-2,4,0.6,3,1,0,1,0,0,0,23,17.4,120,15:00,3,17,0,0,
80,Ryan Bourque\bourqry01,24,NYR,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:49,0,0,0,0,
81,Jay Bouwmeester\bouwmja01,31,STL,D,72,2,11,13,7,24,3.7,2,0,0,0,7,4,0,92,2.2,1632,22:40,99,42,0,0,
82,Drayson Bowman\bowmadr01,25,MTL,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,6:31,0,3,0,0,
83,Johnny Boychuk\boychjo01,31,NYI,D,72,9,26,35,15,14,7.1,4,5,0,1,15,10,1,192,4.7,1561,21:41,149,171,2,1,66.7
84,Zach Boychuk\boychza01,25,CAR,LW,31,3,3,6,0,4,0.6,3,0,0,0,3,0,0,35,8.6,329,10:38,9,40,0,0,
85,Brad Boyes\boyesbr01,32,FLA,RW,78,14,24,38,11,20,4.3,9,5,0,4,20,4,0,151,9.3,1221,15:39,38,60,97,76,56.1
86,Brian Boyle\boylebr01,30,TBL,C,82,15,9,24,3,54,2.5,12,0,3,5,9,0,0,140,10.7,1065,13:00,63,128,438,456,49.0
87,Dan Boyle\boyleda01,38,NYR,D,65,9,11,20,18,20,5.4,6,3,0,3,6,5,0,116,7.8,1316,20:15,79,49,0,0,
88,Tyler Bozak\bozakty01,28,TOR,C,82,23,26,49,-34,44,4.2,9,12,2,3,20,6,0,154,14.9,1570,19:09,46,83,944,831,53.2
89,Derick Brassard\brassde01,27,NYR,C,80,19,41,60,9,34,6.9,13,6,0,3,29,12,0,168,11.3,1392,17:24,13,104,669,699,48.9
90,Justin Braun\braunju01,27,SJS,D,70,1,22,23,8,48,4.6,1,0,0,0,20,2,0,94,1.1,1472,21:02,130,79,0,0,
91,T.J. Brennan\brenntj01,25,TOR,D,6,0,1,1,-7,9,-0.4,0,0,0,0,0,1,0,11,0.0,101,16:49,5,2,0,0,
92,Eric Brewer\breweer01,35,TOT,D,44,3,8,11,-5,36,1.7,3,0,0,1,7,0,1,33,9.1,822,18:41,72,87,0,0,
92,Eric Brewer\breweer01,35,TOR,D,18,2,3,5,-4,12,0.8,2,0,0,1,3,0,0,12,16.7,363,20:12,39,40,0,0,
92,Eric Brewer\breweer01,35,TBL,D,17,0,4,4,5,18,1.0,0,0,0,0,3,0,1,14,0.0,303,17:50,22,35,0,0,
92,Eric Brewer\breweer01,35,ANA,D,9,1,1,2,-6,6,-0.1,1,0,0,0,1,0,0,7,14.3,155,17:16,11,12,0,0,
93,Daniel Briere\brierda01,37,COL,C,57,8,4,12,-7,18,0.8,8,0,0,3,4,0,0,69,11.6,691,12:07,9,19,13,11,54.2
94,T.J. Brodie\broditj01,24,CGY,D,81,11,30,41,15,30,8.8,7,3,1,3,22,6,2,133,8.3,2042,25:12,178,27,0,0,
95,Jonas Brodin\brodijo01,21,MIN,D,71,3,14,17,21,8,5.8,3,0,0,1,11,2,1,95,3.2,1716,24:10,128,31,0,0,
96,Kyle Brodziak\brodzky01,30,MIN,C,73,9,11,20,-6,47,1.5,8,0,1,0,11,0,0,86,10.5,952,13:03,63,56,338,340,49.9
97,Julien Brouillette\brouiju01,28,WPG,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,9:33,1,1,0,0,
98,Troy Brouwer\brouwtr01,29,WSH,RW,82,21,22,43,11,53,5.2,11,8,2,3,16,6,0,145,14.5,1437,17:31,39,206,251,190,56.9
99,Chris Brown\brownch01,23,WSH,C,5,1,0,1,1,2,0.2,1,0,0,0,0,0,0,4,25.0,32,6:28,1,6,1,2,33.3
100,Dustin Brown\browndu01,30,LAK,RW,82,11,16,27,-17,26,1.3,10,1,0,3,11,5,0,189,5.8,1354,16:31,23,234,13,21,38.2
101,J.T. Brown\brownjt01,24,TBL,RW,52,3,6,9,-2,30,0.2,3,0,0,0,6,0,0,74,4.1,552,10:36,21,44,6,7,46.2
102,Mike Brown\brownmi02,29,SJS,RW,12,0,0,0,0,22,-0.2,0,0,0,0,0,0,0,11,0.0,98,8:12,7,42,4,3,57.1
103,Patrick Brown\brownpa02,22,CAR,C,7,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,4,0.0,62,8:53,2,11,0,2,0.0
104,Damien Brunner\brunnda01,28,NJD,C,17,2,5,7,-1,8,0.6,2,0,0,0,1,4,0,29,6.9,258,15:09,3,7,2,2,50.0
105,Andre Burakovsky\burakan01,19,WSH,LW,53,9,13,22,12,10,2.8,7,2,0,2,12,1,0,65,13.8,685,12:55,18,22,74,93,44.3
106,Adam Burish\burisad01,32,SJS,RW,20,1,2,3,-6,33,-0.2,1,0,0,0,2,0,0,22,4.5,223,11:09,19,11,57,50,53.3
107,Brent Burns\burnsbr01,29,SJS,D,82,17,43,60,-9,65,9.5,10,7,0,2,26,17,0,245,6.9,1964,23:57,124,148,0,0,
108,Alexandre Burrows\burroal01,33,VAN,RW,70,18,15,33,0,68,3.9,13,4,1,3,11,4,0,145,12.4,1083,15:29,33,73,6,8,42.9
109,Chris Butler\butlech01,28,STL,D,33,3,6,9,8,23,2.5,2,0,1,0,6,0,0,54,5.6,567,17:11,38,31,0,0,
110,Dustin Byfuglien\byfugdu01,29,WPG,D,69,18,27,45,5,124,8.8,13,5,0,3,14,12,1,209,8.6,1565,22:41,60,204,0,3,0.0
111,Paul Byron\byronpa01,25,CGY,C,57,6,13,19,-2,8,1.3,5,1,0,0,11,0,2,62,9.7,825,14:28,24,101,34,62,35.4
112,Ryan Callahan\callary01,29,TBL,RW,77,24,30,54,9,41,6.6,14,10,0,4,24,6,0,191,12.6,1366,17:44,48,181,12,19,38.7
113,Matt Calvert\calvema01,25,CBJ,LW,56,13,10,23,1,28,2.5,13,0,0,3,9,0,1,93,14.0,896,16:00,20,92,6,4,60.0
114,Mike Cammalleri\cammami01,32,NJD,LW,68,27,15,42,2,28,6.0,16,9,2,8,13,2,0,156,17.3,1247,18:20,19,29,114,157,42.1
115,Andrew Campbell\campban01,26,ARI,D,33,0,1,1,-13,10,-0.2,0,0,0,0,1,0,0,28,0.0,579,17:32,58,67,0,0,
116,Brian Campbell\campbbr02,35,FLA,D,82,3,24,27,4,22,5.6,2,1,0,0,13,11,0,118,2.5,1903,23:13,85,44,0,0,
117,Gregory Campbell\campbgr01,31,BOS,C,70,6,6,12,1,45,0.6,5,0,1,2,6,0,0,64,9.4,849,12:08,41,119,339,287,54.2
118,Daniel Carcillo\carcida01,30,CHI,LW,39,4,4,8,3,54,1.0,4,0,0,0,4,0,0,42,9.5,319,8:11,7,36,0,1,0.0
119,Paul Carey\careypa01,26,COL,C,10,0,1,1,2,0,0.1,0,0,0,0,1,0,0,5,0.0,79,7:53,2,12,0,3,0.0
120,Matt Carle\carlema01,30,TBL,D,59,4,14,18,12,26,4.0,3,1,0,0,14,0,0,73,5.5,1209,20:29,109,27,0,0,
121,John Carlson\carlsjo01,25,WSH,D,82,12,43,55,11,28,10.0,8,3,1,3,30,13,0,193,6.2,1892,23:04,200,74,0,0,
122,Jordan Caron\caronjo01,24,TOT,RW,30,0,0,0,-2,18,-0.5,0,0,0,0,0,0,0,12,0.0,241,8:02,8,41,0,1,0.0
122,Jordan Caron\caronjo01,24,COL,RW,19,0,0,0,-1,2,-0.3,0,0,0,0,0,0,0,8,0.0,154,8:06,4,21,0,0,
122,Jordan Caron\caronjo01,24,BOS,RW,11,0,0,0,-1,16,-0.2,0,0,0,0,0,0,0,4,0.0,87,7:56,4,20,0,1,0.0
123,Sam Carrick\carrisa01,22,TOR,C,16,1,1,2,1,9,0.2,1,0,0,0,1,0,0,17,5.9,104,6:29,1,30,38,53,41.8
124,Jeff Carter\carteje01,30,LAK,C,82,28,34,62,7,28,8.0,17,10,1,5,28,5,1,218,12.8,1474,17:58,32,74,602,577,51.1
125,Ryan Carter\cartery01,31,MIN,C,53,3,10,13,3,55,1.1,2,0,1,0,10,0,0,47,6.4,535,10:05,30,77,29,40,42.0
126,Cody Ceci\cecico01,21,OTT,D,81,5,16,21,-4,6,3.6,4,1,0,0,13,3,0,130,3.8,1562,19:17,113,89,0,0,
127,Michael Chaput\chapumi01,22,CBJ,C,33,1,4,5,-8,21,-0.3,1,0,0,0,4,0,0,23,4.3,337,10:12,20,59,143,151,48.6
128,Zdeno Chara\charazd01,37,BOS,D,63,8,12,20,0,42,4.5,4,4,0,0,8,1,3,138,5.8,1471,23:21,99,125,1,0,100.0
129,Ben Chiarot\chiarbe01,23,WPG,D,40,2,6,8,5,22,2.1,2,0,0,0,6,0,0,37,5.4,681,17:01,52,71,0,0,
130,Alex Chiasson\chiasal01,24,OTT,RW,76,11,15,26,-5,67,2.1,8,3,0,1,11,3,1,105,10.5,1017,13:23,20,93,3,18,14.3
131,Jason Chimera\chimeja01,35,WSH,LW,77,7,12,19,-1,51,1.1,7,0,0,2,12,0,0,96,7.3,996,12:56,18,132,43,33,56.6
132,Kyle Chipchura\chipcky01,28,ARI,C,70,4,10,14,-23,82,-0.3,3,1,0,0,10,0,0,81,4.9,938,13:24,29,130,473,439,51.9
133,Taylor Chorney\chornta01,27,PIT,D,7,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,85,12:10,3,5,0,0,
134,Casey Cizikas\cizikca01,23,NYI,C,70,9,9,18,-2,24,1.3,7,0,2,2,8,1,0,90,10.0,876,12:31,50,144,446,409,52.2
135,Mat Clark\clarkma01,24,ANA,D,7,0,1,1,2,6,0.3,0,0,0,0,1,0,0,2,0.0,89,12:46,5,10,0,0,
136,David Clarkson\clarkda03,30,TOT,RW,61,10,5,15,-12,106,1.0,9,1,0,1,5,0,0,95,10.5,842,13:48,19,133,25,48,34.2
136,David Clarkson\clarkda03,30,TOR,RW,58,10,5,15,-11,92,1.1,9,1,0,1,5,0,0,93,10.8,805,13:53,18,124,20,43,31.7
136,David Clarkson\clarkda03,30,CBJ,RW,3,0,0,0,-1,14,-0.1,0,0,0,0,0,0,0,2,0.0,37,12:18,1,9,5,5,50.0
137,Dan Cleary\clearda01,36,DET,RW,17,1,1,2,-4,6,-0.1,1,0,0,0,1,0,0,17,5.9,155,9:08,9,21,2,2,50.0
138,Adam Clendening\clendad01,22,TOT,D,21,1,3,4,2,10,1.0,0,1,0,0,1,2,0,17,5.9,349,16:38,22,9,0,0,
138,Adam Clendening\clendad01,22,VAN,D,17,0,2,2,1,8,0.5,0,0,0,0,1,1,0,15,0.0,297,17:27,17,8,0,0,
138,Adam Clendening\clendad01,22,CHI,D,4,1,1,2,1,2,0.5,0,1,0,0,0,1,0,2,50.0,53,13:10,5,1,0,0,
139,Marc-Andre Cliche\clichma01,27,COL,C,74,2,5,7,-2,17,-0.4,2,0,0,0,5,0,0,68,2.9,785,10:36,28,27,377,358,51.3
140,Kyle Clifford\cliffky01,24,LAK,LW,80,6,9,15,5,87,1.2,6,0,0,1,9,0,0,117,5.1,859,10:44,14,200,2,4,33.3
141,Grant Clitsome\clitsgr01,29,WPG,D,24,0,4,4,4,8,1.1,0,0,0,0,4,0,0,22,0.0,393,16:22,20,46,0,0,
142,Ryane Clowe\clowery01,32,NJD,LW,13,1,3,4,-1,4,0.2,1,0,0,0,3,0,0,15,6.7,204,15:40,1,21,0,1,0.0
143,Rich Clune\cluneri01,27,NSH,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:30,0,3,0,0,
144,Cal Clutterbuck\cluttca01,27,NYI,RW,76,7,9,16,1,60,0.8,5,0,2,4,7,1,1,124,5.6,967,12:44,31,343,6,3,66.7
145,Braydon Coburn\coburbr01,29,TOT,D,43,1,10,11,2,25,2.2,1,0,0,0,10,0,0,46,2.2,857,19:56,66,62,0,0,
145,Braydon Coburn\coburbr01,29,PHI,D,39,1,8,9,-1,16,1.6,1,0,0,0,8,0,0,45,2.2,789,20:14,56,56,0,0,
145,Braydon Coburn\coburbr01,29,TBL,D,4,0,2,2,3,9,0.5,0,0,0,0,2,0,0,1,0.0,68,17:02,10,6,0,0,
146,Andrew Cogliano\coglian01,27,ANA,C,82,15,14,29,5,14,3.0,12,0,3,2,14,0,0,134,11.2,1197,14:36,30,139,16,33,32.7
147,Carlo Colaiacovo\colaica01,32,PHI,D,33,2,6,8,0,10,1.5,2,0,0,0,4,2,0,42,4.8,544,16:29,33,46,0,0,
148,Joe Colborne\colbojo01,25,CGY,C,64,8,20,28,7,43,2.6,6,1,1,1,16,4,0,67,11.9,987,15:25,36,163,176,152,53.7
