14Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
167,Jared Cowen\cowenja01,23,OTT,D,68,6,9,15,0,45,3.0,6,0,0,2,8,1,0,68,8.8,1395,20:31,99,214,0,0,
168,Charlie Coyle\coylech01,21,MIN,C,70,12,18,30,-7,33,2.4,10,2,0,2,17,1,0,135,8.9,1196,17:05,37,108,192,266,41.9
169,Joey Crabb\crabbjo01,30,FLA,RW,9,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,5,0.0,129,14:23,5,23,10,10,50.0
170,Adam Cracknell\crackad01,28,STL,RW,19,0,2,2,0,0,0.0,0,0,0,0,2,0,0,16,0.0,155,8:11,8,33,10,17,37.0
171,Ryan Craig\craigry01,32,CBJ,C,6,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,42,7:01,1,8,0,0,
172,B.J. Crombeen\crombbj01,28,TBL,RW,55,3,7,10,-2,79,0.3,3,0,0,1,6,0,1,60,5.0,559,10:10,15,57,3,5,37.5
173,Sidney Crosby\crosbsi01,26,PIT,C,80,36,68,104,18,46,13.5,25,11,0,5,41,27,0,259,13.9,1758,21:58,28,47,991,896,52.5
174,Matt Cullen\cullema01,37,NSH,C,77,10,29,39,4,32,3.6,9,1,0,2,21,8,0,134,7.5,1193,15:30,22,18,438,334,56.7
175,Mark Cundari\cundama01,23,CGY,D,4,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,6,0.0,43,10:47,4,10,0,0,
176,Craig Cunningham\cunnicr01,23,BOS,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,19,9:29,0,1,3,4,42.9
177,Kevin Czuczman\czuczke01,23,NYI,D,13,0,2,2,-5,14,0.0,0,0,0,0,2,0,0,24,0.0,254,19:33,13,15,1,0,100.0
178,Matt D'Agostini\dagosma01,27,TOT,RW,57,5,7,12,-15,26,0.2,3,2,0,2,7,0,0,110,4.5,847,14:51,40,55,5,10,33.3
178,Matt D'Agostini\dagosma01,27,BUF,RW,49,5,6,11,-14,22,0.3,3,2,0,2,6,0,0,99,5.1,756,15:26,39,48,5,10,33.3
178,Matt D'Agostini\dagosma01,27,PIT,RW,8,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,11,0.0,91,11:20,1,7,0,0,
179,Jerry D'Amigo\damigje01,22,TOR,RW,22,1,2,3,-1,0,0.1,1,0,0,0,2,0,0,12,8.3,177,8:03,4,23,1,3,25.0
180,Stephane Da Costa\dacosst01,24,OTT,C,12,3,1,4,2,2,0.6,2,1,0,0,1,0,0,20,15.0,125,10:25,3,14,32,47,40.5
181,Trevor Daley\daleytr01,30,DAL,D,67,9,16,25,10,38,5.6,8,1,0,3,13,3,0,107,8.4,1417,21:09,94,42,0,0,
182,Zac Dalpe\dalpeza01,24,VAN,C,55,4,3,7,-7,6,0.4,3,1,0,0,3,0,0,52,7.7,392,7:08,9,36,106,125,45.9
183,Pavel Datsyuk\datsypa01,35,DET,C,45,17,20,37,1,6,4.6,11,6,0,2,14,6,0,126,13.5,912,20:16,22,30,446,389,53.4
184,Calvin de Haan\dehaaca01,22,NYI,D,51,3,13,16,-7,30,2.4,2,1,0,1,11,2,0,71,4.2,1072,21:01,104,114,0,0,
185,Danny DeKeyser\dekeyda01,23,DET,D,65,4,19,23,10,30,5.1,2,1,1,0,16,3,0,84,4.8,1407,21:38,116,64,0,0,
186,Michael Del Zotto\delzomi01,23,TOT,D,67,3,13,16,-9,18,2.7,2,1,0,0,9,4,0,90,3.3,1153,17:12,75,78,0,1,0.0
186,Michael Del Zotto\delzomi01,23,NYR,D,42,2,9,11,-5,10,2.0,1,1,0,0,5,4,0,64,3.1,745,17:45,47,50,0,0,
186,Michael Del Zotto\delzomi01,23,NSH,D,25,1,4,5,-4,8,0.7,1,0,0,0,4,0,0,26,3.8,407,16:18,28,28,0,1,0.0
187,Jason Demers\demerja01,25,SJS,D,75,5,29,34,14,30,6.7,4,1,0,0,20,8,1,105,4.8,1462,19:29,107,69,0,0,
188,Nicolas Deschamps\deschni01,24,WSH,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,20,6:49,0,1,0,0,
189,David Desharnais\deshada01,27,MTL,C,79,16,36,52,11,24,6.1,13,3,0,2,24,12,0,96,16.7,1359,17:12,35,23,611,591,50.8
190,Andrew Desjardins\desjaan01,27,SJS,C,81,3,14,17,-8,86,0.3,3,0,0,1,14,0,0,95,3.2,903,11:09,43,103,371,304,55.0
191,Nicolas Deslauriers\deslani01,22,BUF,LW,17,1,0,1,-10,18,-0.5,1,0,0,0,0,0,0,30,3.3,223,13:09,3,51,0,1,0.0
192,Simon Despres\desprsi01,22,PIT,D,34,0,5,5,4,26,1.6,0,0,0,0,4,1,0,41,0.0,569,16:45,46,72,0,0,
193,Jamie Devane\devanja01,22,TOR,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,5:52,0,2,0,0,
194,Raphael Diaz\diazra01,28,TOT,D,63,2,13,15,-2,16,3.1,2,0,0,0,8,4,1,68,2.9,1133,17:59,127,36,0,1,0.0
194,Raphael Diaz\diazra01,28,MTL,D,46,0,11,11,-4,12,2.0,0,0,0,0,8,2,1,41,0.0,869,18:54,100,20,0,1,0.0
194,Raphael Diaz\diazra01,28,NYR,D,11,1,1,2,5,4,1.0,1,0,0,0,0,1,0,18,5.6,168,15:19,20,6,0,0,
194,Raphael Diaz\diazra01,28,VAN,D,6,1,1,2,-3,0,0.2,1,0,0,0,0,1,0,9,11.1,96,15:58,7,10,0,0,
195,Brenden Dillon\dillobr01,23,DAL,D,80,6,11,17,9,86,4.4,4,0,2,1,11,0,0,97,6.2,1687,21:06,148,165,0,0,
196,Shane Doan\doansh01,37,PHX,RW,69,23,24,47,-7,34,5.3,13,10,0,4,15,9,0,167,13.8,1307,18:56,22,135,6,6,50.0
197,Matt Donovan\donovma01,23,NYI,D,52,2,14,16,-9,26,2.0,1,1,0,0,9,5,0,86,2.3,940,18:04,72,68,0,0,
198,Derek Dorsett\dorsede01,27,NYR,RW,51,4,4,8,-1,128,0.4,4,0,0,0,4,0,0,67,6.0,562,11:02,27,102,0,3,0.0
199,Drew Doughty\doughdr01,24,LAK,D,78,10,27,37,17,64,9.4,4,6,0,2,16,10,1,177,5.6,2006,25:43,91,180,0,0,
200,Jake Dowell\dowelja01,28,MIN,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,7,7:09,0,3,2,2,50.0
201,Steve Downie\downist01,26,TOT,RW,62,4,20,24,1,106,1.6,1,3,0,1,17,3,0,88,4.5,874,14:06,18,70,4,3,57.1
201,Steve Downie\downist01,26,PHI,RW,51,3,14,17,-3,70,0.9,1,2,0,0,12,2,0,62,4.8,690,13:32,12,57,4,3,57.1
201,Steve Downie\downist01,26,COL,RW,11,1,6,7,4,36,0.7,0,1,0,1,5,1,0,26,3.8,184,16:43,6,13,0,0,
202,Nick Drazenovic\drazeni01,27,PIT,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,10,10:18,0,1,3,1,75.0
203,Brandon Dubinsky\dubinbr01,27,CBJ,C,76,16,34,50,5,98,5.3,10,4,2,2,26,6,2,189,8.5,1427,18:47,37,234,578,512,53.0
204,Matt Duchene\duchema01,23,COL,C,71,23,47,70,8,19,8.1,18,5,0,6,35,12,0,217,10.6,1313,18:30,44,53,532,526,50.3
205,Mathew Dumba\dumbama01,19,MIN,D,13,1,1,2,-5,2,0.1,0,1,0,0,0,1,0,12,8.3,162,12:27,3,9,0,0,
206,Gabriel Dumont\dumonga01,23,MTL,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,6:50,0,3,3,5,37.5
207,Brian Dumoulin\dumoubr01,22,PIT,D,6,0,1,1,1,4,0.3,0,0,0,0,1,0,0,3,0.0,115,19:14,8,1,0,0,
208,Pascal Dupuis\dupuipa01,34,PIT,LW,39,7,13,20,6,8,2.1,7,0,0,0,13,0,0,97,7.2,690,17:42,29,68,2,4,33.3
209,Radek Dvorak\dvorara01,36,CAR,RW,60,4,5,9,3,41,0.6,4,0,0,2,5,0,0,52,7.7,638,10:38,25,17,6,6,50.0
210,Patrick Dwyer\dwyerpa01,30,CAR,RW,75,8,14,22,-2,14,1.7,6,0,2,2,14,0,0,134,6.0,1099,14:39,48,107,9,15,37.5
211,Ben Eager\eagerbe01,30,EDM,LW,7,0,1,1,1,2,0.1,0,0,0,0,1,0,0,4,0.0,51,7:13,2,9,1,1,50.0
212,Cody Eakin\eakinco01,22,DAL,C,81,16,19,35,-9,36,2.8,12,3,1,2,16,3,0,161,9.9,1404,17:20,58,90,581,632,47.9
213,Patrick Eaves\eavespa01,29,TOT,RW,30,2,3,5,-7,2,-0.1,1,1,0,0,1,2,0,53,3.8,338,11:16,5,43,7,8,46.7
213,Patrick Eaves\eavespa01,29,DET,RW,25,2,3,5,-4,2,0.1,1,1,0,0,1,2,0,51,3.9,289,11:33,4,38,7,8,46.7
213,Patrick Eaves\eavespa01,29,NSH,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,49,9:46,1,5,0,0,
214,Andrew Ebbett\ebbetan01,31,PIT,C,9,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,9,0.0,99,11:03,7,10,15,20,42.9
215,Jordan Eberle\eberljo01,23,EDM,RW,80,28,37,65,-11,18,7.5,20,7,1,4,24,13,0,200,14.0,1564,19:33,40,51,8,13,38.1
216,Alexander Edler\edleral01,27,VAN,D,63,7,15,22,-39,50,1.8,3,4,0,0,7,8,0,178,3.9,1467,23:17,136,112,2,1,66.7
217,Christian Ehrhoff\ehrhoch01,31,BUF,D,79,6,27,33,-27,38,5.4,4,1,1,2,14,11,2,161,3.7,1889,23:55,119,49,0,0,
218,Mattias Ekholm\ekholma01,23,NSH,D,62,1,8,9,-8,10,1.4,1,0,0,0,7,0,1,58,1.7,1043,16:49,55,42,0,0,
219,Oliver Ekman-Larsson\ekmanol01,22,PHX,D,80,15,29,44,-4,50,8.3,7,8,0,6,15,14,0,199,7.5,2072,25:54,80,134,0,1,0.0
220,Patrik Elias\eliaspa01,37,NJD,LW,65,18,35,53,-4,30,6.1,12,4,2,1,18,13,4,116,15.5,1162,17:53,19,26,276,401,40.8
221,Lars Eller\ellerla01,24,MTL,C,77,12,14,26,-15,68,1.8,9,2,1,3,12,1,1,137,8.8,1229,15:58,58,130,521,458,53.2
222,Keaton Ellerby\ellerke01,25,WPG,D,51,2,4,6,4,2,1.8,1,1,0,1,4,0,0,33,6.1,709,13:55,46,76,0,0,
223,Stefan Elliott\elliost01,23,COL,D,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100.0,17,16:51,0,2,0,0,
224,Matt Ellis\ellisma01,32,BUF,LW,50,4,2,6,-6,4,0.3,4,0,0,0,2,0,0,70,5.7,474,9:28,24,37,69,97,41.6
225,Ryan Ellis\ellisry01,23,NSH,D,80,6,21,27,9,24,5.7,6,0,0,2,15,6,0,123,4.9,1285,16:04,97,57,0,0,
226,Alexei Emelin\emelial01,27,MTL,D,59,3,14,17,-1,59,3.6,2,1,0,0,12,2,0,58,5.2,1136,19:15,127,189,0,0,
227,Cory Emmerton\emmerco01,25,DET,C,18,0,2,2,-2,4,-0.1,0,0,0,0,2,0,0,22,0.0,161,8:57,5,7,58,49,54.2
228,Deryk Engelland\engelde01,31,PIT,D,56,6,6,12,-6,58,2.3,6,0,0,1,5,1,0,59,10.2,730,13:03,52,117,0,0,
229,Tyler Ennis\ennisty01,24,BUF,C,80,21,22,43,-25,42,4.3,15,6,0,0,12,10,0,210,10.0,1508,18:51,53,89,242,383,38.7
230,Toby Enstrom\enstrto01,29,WPG,D,82,10,20,30,-9,56,5.2,6,4,0,3,11,9,0,106,9.4,1960,23:54,142,37,1,0,100.0
231,Martin Erat\eratma01,32,TOT,RW,70,3,26,29,5,28,2.0,3,0,0,0,22,4,0,53,5.7,1027,14:40,25,75,97,116,45.5
231,Martin Erat\eratma01,32,WSH,RW,53,1,23,24,1,22,1.5,1,0,0,0,19,4,0,46,2.2,781,14:44,20,47,96,114,45.7
231,Martin Erat\eratma01,32,PHX,RW,17,2,3,5,4,6,0.5,2,0,0,0,3,0,0,7,28.6,246,14:28,5,28,1,2,33.3
232,Jonathan Ericsson\ericsjo01,29,DET,D,48,1,10,11,2,34,2.4,1,0,0,0,9,0,1,66,1.5,1020,21:15,46,91,0,0,
233,Loui Eriksson\erikslo01,28,BOS,RW,61,10,27,37,14,6,3.9,8,2,0,2,17,9,1,115,8.7,1008,16:32,13,12,0,0,
234,Tim Erixon\erixoti01,22,CBJ,D,2,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0.0,29,14:21,1,1,0,0,
235,John Erskine\erskijo01,33,WSH,D,37,1,3,4,-5,56,0.6,1,0,0,0,3,0,0,38,2.6,577,15:36,66,64,0,0,
236,Emerson Etem\etemem01,21,ANA,LW,29,7,4,11,3,4,1.4,5,1,1,2,4,0,0,44,15.9,371,12:47,13,50,0,1,0.0
237,Justin Falk\falkju01,25,NYR,D,21,0,2,2,-5,20,0.1,0,0,0,0,2,0,0,10,0.0,252,11:59,28,39,0,0,
238,Jesper Fast\fastje01,22,NYR,RW,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,7,0.0,124,11:17,7,20,0,0,
239,Justin Faulk\faulkju01,21,CAR,D,76,5,27,32,-9,37,5.4,3,2,0,1,20,6,1,152,3.3,1779,23:25,102,94,0,0,
240,Mark Fayne\faynema01,26,NJD,D,72,4,7,11,-5,30,3.2,3,0,1,0,7,0,0,88,4.5,1318,18:19,83,77,0,0,
241,Taylor Fedun\fedunta01,25,EDM,D,4,2,0,2,-1,0,0.4,2,0,0,0,0,0,0,6,33.3,49,12:13,3,1,0,0,
242,Eric Fehr\fehrer01,28,WSH,RW,73,13,18,31,0,32,3.1,13,0,0,2,16,1,1,137,9.5,1077,14:45,33,81,196,230,46.0
243,Andrew Ference\ferenan01,34,EDM,D,71,3,15,18,-18,63,2.4,3,0,0,1,13,2,0,77,3.9,1495,21:04,108,135,2,1,66.7
244,Landon Ferraro\ferrala01,22,DET,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,36,8:59,2,7,0,0,
245,Benn Ferriero\ferribe01,26,VAN,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,4:22,0,1,0,0,
246,Vernon Fiddler\fiddlve01,33,DAL,C,76,6,17,23,3,37,1.6,6,0,0,1,14,1,2,109,5.5,1010,13:17,52,44,504,463,52.1
247,Valtteri Filppula\filppva01,29,TBL,C,75,25,33,58,5,20,6.8,19,6,0,2,19,14,0,131,19.1,1499,19:59,33,33,693,633,52.3
248,Mike Fisher\fishemi01,33,NSH,C,75,20,29,49,-4,60,5.0,16,4,0,4,22,7,0,177,11.3,1482,19:45,73,144,596,550,52.0
249,Mark Fistric\fistrma01,27,ANA,D,34,0,5,5,9,28,1.4,0,0,0,0,4,1,0,21,0.0,524,15:24,46,145,0,0,
250,Tomas Fleischmann\fleisto01,29,FLA,LW,80,8,20,28,-18,22,1.0,6,2,0,1,14,5,1,188,4.3,1370,17:07,11,59,5,13,27.8
251,Justin Florek\floreju01,23,BOS,LW,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,20.0,47,11:51,0,4,0,1,0.0
252,Brian Flynn\flynnbr01,25,BUF,C,79,6,7,13,-10,14,0.3,5,0,1,0,7,0,0,102,5.9,1139,14:25,55,51,184,205,47.3
253,Marcus Foligno\foligma01,22,BUF,LW,74,7,12,19,-17,82,0.8,6,0,1,3,11,1,0,79,8.9,1115,15:04,43,206,146,155,48.5
254,Nick Foligno\foligni01,26,CBJ,LW,70,18,21,39,5,96,4.8,15,3,0,5,18,3,0,111,16.2,1124,16:04,42,210,6,7,46.2
255,Christian Folin\folinch01,22,MIN,D,1,0,1,1,3,0,0.4,0,0,0,0,1,0,0,0,,19,19:26,0,1,0,0,
256,Justin Fontaine\fontaju01,26,MIN,RW,66,13,8,21,6,26,2.7,12,1,0,1,7,1,0,79,16.5,809,12:15,23,9,2,0,100.0
257,Filip Forsberg\forsbfi01,19,NSH,C,13,1,4,5,-8,4,0.1,0,1,0,0,1,3,0,20,5.0,148,11:24,2,6,0,0,
258,Maxime Fortunus\fortuma01,30,DAL,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,16,16:17,1,0,0,0,
259,Cam Fowler\fowleca01,22,ANA,D,70,6,30,36,15,14,6.1,1,4,1,2,19,11,0,100,6.0,1670,23:52,122,46,0,0,
260,Cody Franson\fransco01,26,TOR,D,79,5,28,33,-20,30,3.7,4,1,0,0,11,17,0,115,4.3,1635,20:42,111,282,0,0,
261,Johan Franzen\franzjo01,34,DET,RW,54,16,25,41,6,40,5.1,9,7,0,4,15,10,0,149,10.7,954,17:39,23,66,119,106,52.9
262,Colin Fraser\fraseco01,29,LAK,C,33,0,2,2,-4,30,-0.4,0,0,0,0,2,0,0,22,0.0,297,8:59,20,58,87,86,50.3
263,Mark Fraser\frasema01,27,TOT,D,42,1,1,2,-15,76,-0.4,1,0,0,0,1,0,0,11,9.1,646,15:22,95,118,0,0,
263,Mark Fraser\frasema01,27,EDM,D,23,1,0,1,-7,43,0.0,1,0,0,0,0,0,0,5,20.0,356,15:30,44,52,0,0,
263,Mark Fraser\frasema01,27,TOR,D,19,0,1,1,-8,33,-0.4,0,0,0,0,1,0,0,6,0.0,289,15:13,51,66,0,0,
264,Matt Fraser\frasema02,23,BOS,RW,14,2,0,2,0,10,0.2,2,0,0,0,0,0,0,13,15.4,135,9:39,5,10,1,1,50.0
265,Matt Frattin\frattma01,26,TOT,RW,44,2,5,7,-4,11,0.0,1,1,0,0,4,1,0,61,3.3,529,12:01,11,85,2,2,50.0
265,Matt Frattin\frattma01,26,LAK,RW,40,2,4,6,-6,11,-0.1,1,1,0,0,3,1,0,60,3.3,479,11:59,10,78,2,2,50.0
265,Matt Frattin\frattma01,26,CBJ,RW,4,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0.0,49,12:22,1,7,0,0,
266,Michael Frolik\frolimi01,25,WPG,RW,81,15,27,42,8,12,4.3,14,1,0,2,25,1,1,189,7.9,1351,16:40,51,41,43,25,63.2
267,Marian Gaborik\gaborma01,31,TOT,RW,41,11,19,30,7,10,3.8,10,1,0,0,13,6,0,103,10.7,697,17:00,10,15,0,2,0.0
267,Marian Gaborik\gaborma01,31,CBJ,RW,22,6,8,14,0,6,1.7,6,0,0,0,6,2,0,47,12.8,361,16:25,5,5,0,0,
267,Marian Gaborik\gaborma01,31,LAK,RW,19,5,11,16,7,4,2.2,4,1,0,0,7,4,0,56,8.9,336,17:42,5,10,0,2,0.0
268,Sam Gagner\gagnesa01,24,EDM,C,67,10,27,37,-29,41,2.1,9,1,0,1,20,6,1,143,7.0,1231,18:23,34,33,451,512,46.8
269,Alex Galchenyuk\galchal01,19,MTL,C,65,13,18,31,-12,26,3.0,10,3,0,2,11,7,0,110,11.8,936,14:24,25,49,5,10,33.3
270,T.J. Galiardi\galiatj01,25,CGY,LW,62,4,13,17,-13,21,0.4,3,0,1,0,12,0,1,100,4.0,906,14:37,43,77,62,93,40.0
271,Brendan Gallagher\gallabr01,21,MTL,RW,81,19,22,41,4,73,5.0,11,8,0,0,21,1,0,211,9.0,1293,15:58,36,38,47,81,36.7
272,Brett Gallant\gallabr02,25,NYI,LW,4,0,0,0,0,17,0.0,0,0,0,0,0,0,0,3,0.0,28,6:53,0,9,0,0,
273,Ryan Garbutt\garbury01,28,DAL,LW,75,17,15,32,10,106,4.2,15,0,2,1,15,0,0,165,10.3,980,13:04,47,141,4,6,40.0
274,Jake Gardiner\gardija01,23,TOR,D,80,10,21,31,-3,19,5.6,7,2,1,1,12,9,0,136,7.4,1686,21:05,87,108,0,0,
275,Jason Garrison\garrija01,29,VAN,D,81,7,26,33,-5,57,6.3,2,4,1,1,13,11,2,181,3.9,1693,20:54,128,58,0,0,
276,Johnny Gaudreau\gaudrjo01,20,CGY,LW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,15,15:11,0,0,0,0,
277,Cameron Gaunce\gauncca01,23,DAL,D,9,0,0,0,1,7,0.2,0,0,0,0,0,0,0,9,0.0,125,13:50,4,11,0,0,
278,Paul Gaustad\gaustpa01,31,NSH,C,75,10,11,21,-6,61,1.4,10,0,0,0,11,0,0,74,13.5,1036,13:48,55,122,696,504,58.0
279,Luke Gazdic\gazdilu01,24,EDM,LW,67,2,2,4,-8,127,-0.3,2,0,0,0,2,0,0,30,6.7,389,5:48,22,103,3,0,100.0
280,Eric Gelinas\geliner01,22,NJD,D,60,7,22,29,-3,22,5.3,2,5,0,2,10,12,0,124,5.6,1015,16:55,20,99,0,0,
281,Nathan Gerbe\gerbena01,26,CAR,C,81,16,15,31,-6,36,3.1,11,3,2,1,11,4,0,221,7.2,1329,16:24,15,53,2,4,33.3
282,Ryan Getzlaf\getzlry01,28,ANA,C,77,31,56,87,28,31,11.2,26,5,0,7,38,18,0,204,15.2,1639,21:17,87,110,692,719,49.0
283,Brian Gibbons\gibbobr02,25,PIT,C,41,5,12,17,5,6,1.9,4,1,0,0,11,0,1,29,17.2,490,11:57,19,24,9,13,40.9
284,Tom Gilbert\gilbeto01,31,FLA,D,73,3,25,28,-5,18,4.4,1,2,0,1,21,4,0,93,3.2,1558,21:20,95,59,0,0,
285,Hal Gill\gillha01,38,PHI,D,6,0,0,0,0,2,0.1,0,0,0,0,0,0,0,1,0.0,89,14:51,6,7,0,0,
286,Matt Gilroy\gilroma01,29,FLA,D,16,1,1,2,-2,6,0.4,1,0,0,0,1,0,0,27,3.7,260,16:15,18,5,0,0,
287,Brian Gionta\giontbr01,35,MTL,RW,81,18,22,40,1,22,4.4,16,2,0,3,16,5,1,184,9.8,1446,17:51,52,46,23,37,38.3
288,Stephen Gionta\giontst01,30,NJD,RW,66,4,7,11,-8,18,0.2,3,0,1,1,7,0,0,89,4.5,822,12:28,25,113,238,343,41.0
289,Mark Giordano\giordma01,30,CGY,D,64,14,33,47,12,63,9.8,7,7,0,2,17,13,3,180,7.8,1615,25:14,103,73,0,0,
290,Dan Girardi\girarda01,29,NYR,D,81,5,19,24,6,16,6.1,4,1,0,0,15,2,2,100,5.0,1873,23:07,174,191,0,0,
291,Zemgus Girgensons\girgeze01,20,BUF,C,70,8,14,22,-6,14,1.8,7,0,1,1,13,0,1,115,7.0,1072,15:19,43,161,100,140,41.7
292,Claude Giroux\giroucl01,26,PHI,C,82,28,58,86,7,46,10.2,21,7,0,7,28,30,0,223,12.6,1676,20:26,46,90,931,829,52.9
293,Tanner Glass\glassta01,30,PIT,LW,67,4,9,13,-8,90,0.2,4,0,0,0,9,0,0,56,7.1,790,11:47,57,247,9,10,47.4
294,Tim Gleason\gleasti01,31,TOT,D,56,1,5,6,-21,65,-0.3,1,0,0,0,5,0,0,43,2.3,931,16:38,88,156,0,0,
294,Tim Gleason\gleasti01,31,TOR,D,39,1,4,5,-14,55,-0.1,1,0,0,0,4,0,0,28,3.6,661,16:57,69,108,0,0,
294,Tim Gleason\gleasti01,31,CAR,D,17,0,1,1,-7,10,-0.2,0,0,0,0,1,0,0,15,0.0,270,15:54,19,48,0,0,
295,Curtis Glencross\glenccu01,31,CGY,LW,38,12,12,24,-11,12,2.5,9,3,0,2,7,5,0,77,15.6,669,17:37,27,59,14,27,34.1
296,Luke Glendening\glendlu01,24,DET,C,56,1,6,7,-8,22,-0.8,1,0,0,0,6,0,0,54,1.9,779,13:55,38,92,329,349,48.5
297,Marcel Goc\gocma01,30,TOT,C,74,11,14,25,-7,35,1.7,11,0,0,1,12,2,0,117,9.4,1208,16:20,43,119,658,575,53.4
297,Marcel Goc\gocma01,30,FLA,C,62,11,12,23,-7,31,1.8,11,0,0,1,10,2,0,105,10.5,1053,16:59,41,103,576,514,52.8
297,Marcel Goc\gocma01,30,PIT,C,12,0,2,2,0,4,0.0,0,0,0,0,2,0,0,12,0.0,155,12:55,2,16,82,61,57.3
298,Alex Goligoski\goligal01,28,DAL,D,81,6,36,42,9,28,7.4,3,3,0,0,24,12,0,141,4.3,1969,24:19,153,92,0,1,0.0
299,Cody Goloubef\golouco01,24,CBJ,D,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,49,9:49,7,3,0,0,
300,Scott Gomez\gomezsc01,34,FLA,C,46,2,10,12,-11,24,0.1,2,0,0,0,8,2,0,56,3.6,604,13:08,16,16,239,276,46.4
301,Sergei Gonchar\gonchse01,39,DAL,D,76,2,20,22,-12,20,2.5,1,1,0,1,7,13,0,89,2.2,1338,17:37,80,70,0,0,
302,Boyd Gordon\gordobo01,30,EDM,C,74,8,13,21,-15,20,0.9,6,1,1,1,9,3,1,80,10.0,1092,14:45,89,27,843,649,56.5
303,Josh Gorges\gorgejo01,29,MTL,D,66,1,13,14,6,12,3.9,1,0,0,0,11,1,1,35,2.9,1402,21:15,177,97,0,1,0.0
304,Brandon Gormley\gormlbr01,21,PHX,D,5,0,0,0,4,2,0.4,0,0,0,0,0,0,0,4,0.0,73,14:33,8,5,0,0,
305,Michael Grabner\grabnmi01,26,NYI,RW,64,12,14,26,-10,12,2.3,9,0,3,2,14,0,0,137,8.8,908,14:12,25,68,7,8,46.7
306,Mikhail Grabovski\grabomi01,30,WSH,C,58,13,22,35,6,26,4.0,10,3,0,1,17,5,0,81,16.0,914,15:45,22,19,346,295,54.0
307,Petter Granberg\granbpe01,21,TOR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,11:46,1,3,0,0,
308,Markus Granlund\granlma01,20,CGY,C,7,2,1,3,2,0,0.5,1,0,1,0,1,0,0,9,22.2,85,12:05,1,3,28,26,51.9
309,Mikael Granlund\granlmi01,21,MIN,C,63,8,33,41,-3,22,3.5,6,2,0,2,23,10,0,104,7.7,1091,17:19,46,38,415,374,52.6
310,Alex Grant\grantal01,25,ANA,D,2,2,0,2,3,2,0.7,2,0,0,0,0,0,0,2,100.0,24,12:11,0,1,0,0,
311,Derek Grant\grantde01,23,OTT,C,20,0,2,2,-3,4,-0.3,0,0,0,0,2,0,0,31,0.0,191,9:34,11,32,79,71,52.7
312,Denis Grebeshkov\grebede01,30,EDM,D,7,0,1,1,0,2,0.2,0,0,0,0,1,0,0,3,0.0,96,13:41,9,3,0,0,
313,Mike Green\greenmi03,28,WSH,D,70,9,29,38,-16,64,5.2,6,3,0,2,17,12,0,172,5.2,1591,22:44,107,62,0,0,
314,Andy Greene\greenan01,31,NJD,D,82,8,24,32,3,32,7.7,5,3,0,3,12,10,2,134,6.0,2015,24:35,129,87,0,0,
315,Matt Greene\greenma01,30,LAK,D,38,2,4,6,6,47,2.2,2,0,0,0,4,0,0,38,5.3,604,15:53,59,118,0,1,0.0
316,Colin Greening\greenco01,27,OTT,C,76,6,11,17,-15,41,-0.1,4,2,0,1,10,1,0,108,5.6,1045,13:45,30,225,22,37,37.3
317,Mikhail Grigorenko\grigomi01,19,BUF,C,18,2,1,3,-3,2,0.2,2,0,0,0,0,1,0,20,10.0,206,11:26,5,6,53,50,51.5
318,Nicklas Grossmann\grossni01,29,PHI,D,78,1,13,14,-6,55,2.2,1,0,0,0,12,0,1,71,1.4,1491,19:07,174,189,0,0,
319,Eric Gryba\grybaer01,25,OTT,D,57,2,9,11,9,64,2.7,2,0,0,0,8,0,1,57,3.5,999,17:31,60,161,0,0,
