08Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
719,Steve Staios\staiost01,34,EDM,D,82,7,9,16,-14,121,3.2,6,1,0,0,9,0,0,73,9.6,1806,22:01,187,81,1,0,100.0
720,Matt Stajan\stajama01,24,TOR,C,82,16,17,33,-11,47,1.8,13,2,1,3,11,6,0,127,12.6,1550,18:54,47,89,614,678,47.5
721,Paul Stastny\stastpa01,22,COL,C,66,24,47,71,22,24,8.5,21,3,0,4,28,18,1,138,17.4,1391,21:05,31,16,561,540,51.0
722,Yan Stastny\stastya01,25,STL,C,12,1,1,2,0,9,0.1,1,0,0,0,1,0,0,10,10.0,132,10:59,6,16,27,34,44.3
723,David Steckel\steckda01,25,WSH,C,67,5,7,12,1,34,0.2,5,0,0,1,6,0,1,66,7.6,909,13:34,42,91,507,393,56.3
724,Alex Steen\steenal01,23,TOR,LW,76,15,27,42,0,32,3.5,12,2,1,2,20,7,0,169,8.9,1375,18:05,36,62,59,120,33.0
725,Lee Stempniak\stemple01,24,STL,RW,80,13,25,38,0,40,3.4,10,3,0,2,18,7,0,162,8.0,1271,15:53,13,103,4,7,36.4
726,Brett Sterling\sterlbr01,23,ATL,LW,13,1,2,3,-2,14,0.1,1,0,0,0,2,0,0,14,7.1,161,12:24,1,6,2,1,66.7
727,Anthony Stewart\stewaan01,23,FLA,C,26,0,1,1,-1,0,-0.2,0,0,0,0,1,0,0,21,0.0,160,6:08,5,14,0,0,
728,Greg Stewart\stewagr01,21,MTL,LW,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,11,11:26,0,2,0,0,
729,Karl Stewart\stewaka01,24,TBL,LW,9,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,37,4:06,1,6,0,0,
730,Cory Stillman\stillco01,34,TOT,LW,79,24,41,65,-15,24,6.0,13,11,0,6,23,18,0,166,14.5,1500,18:59,22,69,7,10,41.2
730,Cory Stillman\stillco01,34,CAR,LW,55,21,25,46,-7,14,4.8,11,10,0,6,17,8,0,124,16.9,1094,19:53,20,43,6,5,54.5
730,Cory Stillman\stillco01,34,OTT,LW,24,3,16,19,-8,10,1.2,2,1,0,0,6,10,0,42,7.1,406,16:54,2,26,1,5,16.7
731,Jarret Stoll\stollja01,25,EDM,C,81,14,22,36,-23,74,2.0,3,8,3,1,8,13,1,187,7.5,1453,17:56,61,122,677,552,55.1
732,Ryan Stone\stonery01,22,PIT,C,6,0,1,1,-1,5,0.0,0,0,0,0,1,0,0,3,0.0,39,6:25,3,7,3,2,60.0
733,Zack Stortini\stortza01,22,EDM,RW,66,3,9,12,3,201,0.8,3,0,0,0,9,0,0,38,7.9,539,8:10,17,99,3,4,42.9
734,Martin Straka\strakma01,35,NYR,LW,65,14,27,41,5,22,4.2,10,3,1,2,21,6,0,116,12.1,1210,18:37,32,24,7,12,36.8
735,Anton Stralman\stralan01,21,TOR,D,50,3,6,9,-10,18,0.9,3,0,0,0,4,2,0,40,7.5,641,12:49,23,32,0,0,
736,Mark Streit\streima01,30,MTL,D,81,13,49,62,-6,28,8.9,6,7,0,3,22,27,0,165,7.9,1419,17:31,62,59,0,1,0.0
737,Jason Strudwick\strudja01,32,NYR,D,52,1,1,2,0,40,1.3,1,0,0,1,1,0,0,21,4.8,673,12:57,42,65,0,0,
738,Brad Stuart\stuarbr02,28,TOT,D,72,6,17,23,-10,69,3.8,4,2,0,1,9,8,0,132,4.5,1523,21:10,95,118,0,4,0.0
738,Brad Stuart\stuarbr02,28,LAK,D,63,5,16,21,-16,67,2.7,3,2,0,1,8,8,0,111,4.5,1337,21:13,82,88,0,4,0.0
738,Brad Stuart\stuarbr02,28,DET,D,9,1,1,2,6,2,1.0,1,0,0,0,1,0,0,21,4.8,187,20:46,13,30,0,0,
739,Colin Stuart\stuarco01,25,ATL,LW,18,3,2,5,2,6,0.6,2,0,1,1,2,0,0,19,15.8,222,12:20,9,25,4,3,57.1
740,Mark Stuart\stuarma01,23,BOS,D,82,4,4,8,2,81,2.6,4,0,0,1,3,1,0,60,6.7,1261,15:22,74,99,0,0,
741,Jozef Stumpel\stumpjo01,35,FLA,RW,52,7,13,20,-11,10,0.9,4,3,0,1,10,3,0,64,10.9,903,17:22,22,39,329,313,51.2
742,Marco Sturm\sturmma01,29,BOS,LW,80,27,29,56,11,40,6.9,16,10,1,5,16,13,0,229,11.8,1440,18:00,25,50,7,24,22.6
743,Mats Sundin*\sundima01,36,TOR,C,74,32,46,78,17,76,9.8,21,10,1,4,27,19,0,259,12.4,1485,20:04,34,33,945,768,55.2
744,Ryan Suter\suterry01,23,NSH,D,76,7,24,31,3,71,5.8,6,1,0,1,14,10,0,138,5.1,1564,20:35,75,57,0,0,
745,Brian Sutherby\suthebr01,25,TOT,C,50,1,1,2,-4,64,-0.5,1,0,0,0,1,0,0,49,2.0,429,8:35,17,67,128,150,46.0
745,Brian Sutherby\suthebr01,25,ANA,C,45,0,1,1,-2,57,-0.6,0,0,0,0,1,0,0,46,0.0,395,8:47,16,58,116,139,45.5
745,Brian Sutherby\suthebr01,25,WSH,C,5,1,0,1,-2,7,0.1,1,0,0,0,0,0,0,3,33.3,34,6:49,1,9,12,11,52.2
746,Andy Sutton\suttoan01,32,NYI,D,58,1,7,8,-6,86,1.8,1,0,0,1,6,1,0,57,1.8,1053,18:10,99,86,0,0,
747,Marek Svatos\svatoma01,25,COL,RW,62,26,11,37,13,32,5.7,23,3,0,6,8,3,0,140,18.6,847,13:39,7,36,1,2,33.3
748,Darryl Sydor\sydorda01,35,PIT,D,74,1,12,13,1,26,2.7,0,1,0,0,9,3,0,59,1.7,1299,17:33,102,36,0,0,
749,Petr Sykora\sykorpe01,31,PIT,RW,81,28,35,63,1,41,7.3,13,15,0,4,23,12,0,201,13.9,1365,16:51,19,26,9,6,60.0
750,Jeff Taffe\taffeje01,26,PIT,LW,45,5,7,12,2,8,1.1,4,1,0,1,5,2,0,56,8.9,431,9:35,10,52,74,78,48.7
751,Maxime Talbot\talboma01,23,PIT,C,63,12,14,26,8,53,2.6,10,0,2,1,13,1,0,80,15.0,974,15:28,37,66,231,282,45.0
752,Barry Tallackson\tallaba01,24,NJD,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,7:03,0,2,0,0,
753,Henrik Tallinder\tallihe01,29,BUF,D,71,1,17,18,5,48,3.3,1,0,0,0,14,1,2,70,1.4,1494,21:02,117,33,0,0,
754,Jeff Tambellini\tambeje01,23,NYI,LW,31,1,3,4,-9,8,-0.4,1,0,0,0,3,0,0,43,2.3,323,10:25,11,19,0,0,
755,David Tanabe\tanabda01,27,CAR,D,18,1,2,3,2,8,0.7,1,0,0,0,2,0,0,12,8.3,216,11:59,13,8,0,0,
756,Alex Tanguay\tangual01,28,CGY,LW,78,18,40,58,11,48,6.1,13,3,2,3,27,12,1,121,14.9,1463,18:46,24,42,7,13,35.0
757,Nick Tarnasky\tarnani01,23,TBL,C,80,6,4,10,-15,78,0.0,5,1,0,1,4,0,0,91,6.6,660,8:15,45,118,4,5,44.4
758,Dick Tarnstrom\tarnsdi01,33,TOT,D,48,3,11,14,-11,52,2.0,2,1,0,0,6,5,0,44,6.8,930,19:23,71,22,0,0,
758,Dick Tarnstrom\tarnsdi01,33,EDM,D,29,1,4,5,-6,40,0.7,1,0,0,0,4,0,0,22,4.5,568,19:35,54,12,0,0,
758,Dick Tarnstrom\tarnsdi01,33,CBJ,D,19,2,7,9,-5,12,1.3,1,1,0,0,2,5,0,22,9.1,362,19:03,17,10,0,0,
759,Bill Thomas\thomabi01,24,PHX,RW,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,9,0.0,92,13:08,2,10,0,0,
760,Chris Thorburn\thorbch01,24,ATL,RW,73,5,13,18,-4,92,1.2,5,0,0,1,13,0,0,72,6.9,652,8:56,19,89,12,8,60.0
761,Patrick Thoresen\thorepa01,24,TOT,LW,38,2,6,8,-10,14,-0.1,2,0,0,0,6,0,0,39,5.1,447,11:45,5,42,41,59,41.0
761,Patrick Thoresen\thorepa01,24,PHI,LW,21,0,5,5,-6,8,-0.2,0,0,0,0,5,0,0,21,0.0,264,12:36,3,22,31,50,38.3
761,Patrick Thoresen\thorepa01,24,EDM,LW,17,2,1,3,-4,6,0.1,2,0,0,0,1,0,0,18,11.1,182,10:43,2,20,10,9,52.6
762,Joe Thornton\thornjo01,28,SJS,C,82,29,67,96,18,59,11.9,18,11,0,5,41,26,0,178,16.3,1754,21:24,31,60,784,700,52.8
763,Scott Thornton\thornsc01,37,LAK,LW,47,5,3,8,1,39,0.7,5,0,0,1,3,0,0,35,14.3,413,8:48,14,49,18,22,45.0
764,Shawn Thornton\thornsh01,30,BOS,LW,58,4,3,7,-1,74,0.4,4,0,0,1,3,0,0,65,6.2,429,7:24,10,67,2,5,28.6
765,Kimmo Timonen\timonki01,32,PHI,D,80,8,36,44,0,50,7.4,4,3,1,1,9,26,1,125,6.4,1886,23:35,129,64,0,0,
766,Mathias Tjarnqvist\tjarnma01,28,PHX,LW,78,4,7,11,-1,34,-0.2,4,0,0,0,7,0,0,90,4.4,1064,13:39,78,86,15,31,32.6
767,Keith Tkachuk\tkachke01,35,STL,C,79,27,31,58,-2,69,6.9,14,12,1,1,24,7,0,177,15.3,1331,16:51,17,92,552,566,49.4
768,Jiri Tlusty\tlustji01,19,TOR,C,58,10,6,16,-12,14,1.1,8,2,0,2,6,0,0,69,14.5,634,10:55,16,39,1,1,50.0
769,Jonathan Toews\toewsjo01,19,CHI,C,64,24,30,54,11,44,6.8,17,7,0,4,13,15,2,144,16.7,1195,18:40,13,27,509,447,53.2
770,Ole-Kristian Tollefsen\tolleol01,23,CBJ,D,51,2,2,4,-3,111,1.2,1,0,1,0,2,0,0,21,9.5,628,12:18,20,91,0,0,
771,Denis Tolpeko\tolpede01,23,PHI,C,26,1,5,6,-4,24,0.2,1,0,0,0,4,1,0,24,4.2,215,8:17,1,15,0,0,
772,Jordin Tootoo\tootojo01,24,NSH,RW,63,11,7,18,-8,100,1.7,11,0,0,1,7,0,0,98,11.2,624,9:54,5,64,2,2,50.0
773,Raffi Torres\torrera01,26,EDM,LW,32,5,6,11,-4,36,0.6,4,1,0,2,5,1,0,87,5.7,544,17:01,10,55,13,7,65.0
774,Darcy Tucker\tuckeda01,32,TOR,RW,74,18,16,34,-8,100,2.9,11,7,0,3,13,3,0,152,11.8,1216,16:26,52,126,13,12,52.0
775,Lauri Tukonen\tukonla01,21,LAK,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,10,9:48,0,1,0,0,
776,Kyle Turris\turriky01,18,PHX,C,3,0,1,1,-5,2,-0.2,0,0,0,0,0,1,0,11,0.0,59,19:45,3,0,17,25,40.5
777,Fedor Tyutin\tyutife01,24,NYR,D,82,5,15,20,5,43,5.6,4,1,0,0,9,5,1,131,3.8,1676,20:27,112,218,0,0,
778,R.J. Umberger\umberrj01,25,PHI,C,74,13,37,50,0,19,4.6,9,4,0,3,24,8,5,173,7.5,1322,17:52,59,64,45,72,38.5
779,Scottie Upshall\upshasc01,24,PHI,RW,61,14,16,30,2,74,3.5,11,3,0,1,13,3,0,128,10.9,814,13:20,14,86,2,5,28.6
780,Boris Valabik\valabbo01,21,ATL,D,7,0,0,0,-2,42,-0.1,0,0,0,0,0,0,0,5,0.0,117,16:42,11,10,0,0,
781,Mike Van Ryn\vanrymi01,28,FLA,D,20,0,2,2,-2,14,0.4,0,0,0,0,2,0,0,16,0.0,356,17:49,19,21,0,0,
782,Jim Vandermeer\vandeji01,27,TOT,D,75,3,14,17,6,110,3.8,1,2,0,0,10,1,3,72,4.2,1473,19:38,67,124,0,0,
782,Jim Vandermeer\vandeji01,27,PHI,D,28,1,5,6,-1,27,1.2,0,1,0,0,4,0,1,26,3.8,548,19:34,32,42,0,0,
782,Jim Vandermeer\vandeji01,27,CHI,D,26,2,7,9,3,44,1.8,1,1,0,0,4,1,2,23,8.7,510,19:37,19,48,0,0,
782,Jim Vandermeer\vandeji01,27,CGY,D,21,0,2,2,4,39,0.9,0,0,0,0,2,0,0,23,0.0,414,19:44,16,34,0,0,
783,Peter Vandermeer\vandepe01,32,PHX,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,7:33,1,2,0,0,
784,Thomas Vanek\vanekth01,24,BUF,LW,82,36,28,64,-5,64,7.8,17,19,0,9,23,5,0,240,15.0,1382,16:51,24,45,6,7,46.2
785,Josef Vasicek\vasicjo01,27,NYI,C,81,16,19,35,1,53,3.6,14,0,2,2,14,5,0,126,12.7,1284,15:51,31,75,615,489,55.7
786,Stephane Veilleux\veillst01,26,MIN,LW,77,11,7,18,-13,61,0.7,11,0,0,0,6,0,1,136,8.1,1119,14:32,25,113,17,28,37.8
787,Antoine Vermette\vermean01,25,OTT,LW,81,24,29,53,3,51,5.5,17,4,3,3,20,6,3,175,13.7,1424,17:35,25,49,687,524,56.7
788,Kris Versteeg\verstkr01,21,CHI,RW,13,2,2,4,-1,6,0.2,2,0,0,0,2,0,0,21,9.5,206,15:52,6,15,2,1,66.7
789,Vitaly Vishnevski\vishnvi01,27,NJD,D,69,2,5,7,-12,50,1.5,2,0,0,0,4,0,1,48,4.2,1072,15:32,82,140,0,0,
790,Lubomir Visnovsky\visnolu01,31,LAK,D,82,8,33,41,-18,34,5.6,5,3,0,1,13,19,1,153,5.2,1886,23:00,118,60,1,7,12.5
791,Marc-Edouard Vlasic\vlasima01,20,SJS,D,82,2,12,14,-12,24,3.9,1,1,0,0,8,4,0,72,2.8,1772,21:37,85,24,0,0,
792,Anton Volchenkov\volchan01,25,OTT,D,67,1,14,15,14,55,3.2,1,0,0,1,11,0,3,71,1.4,1374,20:31,209,153,0,0,
793,Aaron Voros\vorosaa01,26,MIN,LW,55,7,7,14,-7,141,1.1,7,0,0,1,6,1,0,52,13.5,505,9:11,5,96,3,12,20.0
794,Radim Vrbata\vrbatra01,26,PHX,RW,76,27,29,56,6,14,7.0,17,7,3,5,18,9,2,246,11.0,1383,18:12,19,13,7,12,36.8
795,David Vyborny\vyborda01,33,CBJ,RW,66,7,19,26,-8,34,1.7,5,2,0,0,9,10,0,106,6.6,1022,15:29,23,36,21,36,36.8
796,Steve Wagner\wagnest01,23,STL,D,24,2,6,8,-4,8,1.3,1,1,0,0,4,2,0,25,8.0,443,18:29,24,36,0,0,
797,Matt Walker\walkema01,27,STL,D,43,1,1,2,-3,61,0.9,1,0,0,0,1,0,0,47,2.1,684,15:54,41,45,0,0,
798,Scott Walker\walkesc01,34,CAR,RW,58,14,18,32,-3,115,2.9,8,4,2,4,12,6,0,122,11.5,964,16:37,33,98,21,27,43.8
799,Niclas Wallin\wallini01,32,CAR,D,66,2,6,8,-18,54,0.3,2,0,0,0,6,0,0,60,3.3,1197,18:08,91,134,0,1,0.0
800,Ben Walter\waltebe01,23,NYI,C,8,1,0,1,-1,0,0.1,0,1,0,0,0,0,0,6,16.7,49,6:05,2,2,10,23,30.3
801,Wes Walz\walzwe01,37,MIN,C,11,1,3,4,-5,6,0.1,1,0,0,0,3,0,0,9,11.1,152,13:48,8,1,62,73,45.9
802,Kyle Wanvig\wanviky01,27,TBL,RW,7,1,0,1,-1,7,0.1,1,0,0,1,0,0,0,10,10.0,71,10:09,3,12,1,0,100.0
803,Aaron Ward\wardaa01,35,BOS,D,65,5,8,13,9,54,4.0,5,0,0,3,5,3,0,68,7.4,1348,20:45,117,141,0,0,
804,Jason Ward\wardja01,29,TBL,RW,79,8,6,14,-18,42,0.0,6,1,1,0,5,0,1,85,9.4,991,12:33,50,46,18,27,40.0
805,Rhett Warrener\warrerh01,32,CGY,D,31,1,3,4,-2,21,0.7,1,0,0,0,2,0,1,15,6.7,416,13:26,18,32,0,1,0.0
806,Mike Weaver\weavemi01,29,VAN,D,55,0,1,1,1,33,1.1,0,0,0,0,1,0,0,33,0.0,771,14:02,38,45,0,1,0.0
807,Mike Weber\webermi01,20,BUF,D,16,0,3,3,12,14,1.5,0,0,0,0,3,0,0,12,0.0,267,16:41,10,43,0,0,
808,Shea Weber\webersh01,22,NSH,D,54,6,14,20,-6,49,3.3,1,5,0,2,9,5,0,152,3.9,1053,19:30,44,115,0,0,
809,Doug Weight\weighdo01,37,TOT,C,67,10,15,25,4,32,2.4,8,2,0,1,7,8,0,96,10.4,979,14:37,21,48,290,324,47.2
809,Doug Weight\weighdo01,37,ANA,C,38,6,8,14,0,20,1.4,4,2,0,1,3,5,0,49,12.2,510,13:25,13,28,147,178,45.2
809,Doug Weight\weighdo01,37,STL,C,29,4,7,11,4,12,1.0,4,0,0,0,4,3,0,47,8.5,469,16:11,8,20,143,146,49.5
810,Stephen Weiss\weissst01,24,FLA,C,74,13,29,42,14,40,4.3,9,4,0,4,20,9,0,132,9.8,1301,17:35,26,26,613,585,51.2
811,Noah Welch\welchno01,25,FLA,D,4,0,0,0,1,7,0.1,0,0,0,0,0,0,0,0,,32,8:04,2,6,0,0,
812,Craig Weller\wellecr01,27,PHX,RW,59,3,8,11,-7,80,0.2,3,0,0,1,8,0,0,72,4.2,613,10:23,10,123,0,2,0.0
813,Kyle Wellwood\wellwky01,24,TOR,C,59,8,13,21,-12,0,1.2,3,5,0,1,6,7,0,57,14.0,746,12:39,18,5,178,147,54.8
814,Glen Wesley\weslegl01,39,CAR,D,78,1,7,8,-3,52,1.4,1,0,0,1,6,0,1,63,1.6,1255,16:06,110,85,0,0,
815,Duvie Westcott\westcdu01,30,CBJ,D,23,1,3,4,-10,30,0.2,0,1,0,0,1,2,0,27,3.7,378,16:25,14,18,0,0,
816,Colin White\whiteco01,30,NJD,D,57,2,8,10,-5,26,2.4,2,0,0,1,8,0,0,27,7.4,1121,19:40,73,106,0,0,
817,Ian White\whiteia01,23,TOR,D,81,5,16,21,-9,44,3.1,5,0,0,2,15,1,0,116,4.3,1523,18:48,79,96,0,0,
818,Todd White\whiteto02,32,ATL,C,74,14,23,37,-12,36,2.7,7,6,1,4,18,5,0,111,12.6,1364,18:26,37,37,536,613,46.6
819,Ray Whitney\whitnra01,35,CAR,LW,66,25,36,61,-6,30,6.6,19,6,0,4,12,24,0,204,12.3,1250,18:56,23,13,3,2,60.0
820,Ryan Whitney\whitnry01,24,PIT,D,76,12,28,40,-2,45,6.9,4,7,1,1,13,15,0,119,10.1,1706,22:27,117,30,0,0,
821,Dennis Wideman\widemde01,24,BOS,D,81,13,23,36,11,70,8.2,4,9,0,1,12,11,0,171,7.6,2038,25:09,108,60,0,0,
822,Jason Williams\willija01,27,CHI,RW,43,13,23,36,-2,22,4.0,7,6,0,4,10,13,0,101,12.9,713,16:35,8,27,9,6,60.0
823,Jeremy Williams\willije01,24,TOR,RW,18,2,0,2,-3,4,0.1,2,0,0,0,0,0,0,16,12.5,132,7:20,6,11,0,4,0.0
824,Justin Williams\williju01,26,CAR,RW,37,9,21,30,2,43,2.9,7,2,0,0,15,6,0,106,8.5,714,19:18,23,43,5,8,38.5
825,Brian Willsie\willsbr01,29,LAK,RW,53,4,8,12,-8,30,0.4,4,0,0,0,8,0,0,62,6.5,563,10:38,13,42,14,10,58.3
826,Clay Wilson\wilsocl01,24,CBJ,D,7,1,1,2,3,2,0.7,1,0,0,0,0,1,0,12,8.3,118,16:55,2,2,0,0,
827,Brad Winchester\winchbr01,26,DAL,LW,41,1,2,3,-9,46,-0.5,1,0,0,0,2,0,0,36,2.8,310,7:34,4,57,0,2,0.0
828,Jesse Winchester\winchje01,24,OTT,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,14,14:00,0,1,0,0,
829,Daniel Winnik\winnida01,22,PHX,C,79,11,15,26,-3,25,2.1,11,0,0,1,12,1,2,122,9.0,1114,14:06,46,75,65,89,42.2
830,Petteri Wirtanen\wirtape01,21,ANA,C,3,1,0,1,1,2,0.2,1,0,0,1,0,0,0,1,100.0,13,4:11,0,0,5,6,45.5
831,James Wisniewski\wisnija01,23,CHI,D,68,7,19,26,12,103,5.4,5,1,1,0,15,4,0,82,8.5,1156,17:00,67,113,0,0,
832,Brendan Witt\wittbr01,32,NYI,D,59,2,5,7,-8,51,1.9,2,0,0,0,4,0,1,58,3.4,1285,21:46,133,135,0,0,
833,Wojtek Wolski\wolskwo01,21,COL,LW,77,18,30,48,10,14,5.2,14,4,0,6,29,1,0,158,11.4,1227,15:56,21,54,24,24,50.0
834,Jeff Woywitka\woywije01,24,STL,D,27,2,6,8,2,12,1.8,2,0,0,0,6,0,0,25,8.0,434,16:04,25,15,0,0,
835,Andy Wozniewski\woznian01,27,TOR,D,48,2,7,9,5,54,2.1,2,0,0,0,7,0,0,34,5.9,680,14:10,56,43,0,0,
836,Keith Yandle\yandlke01,21,PHX,D,43,5,7,12,-12,14,1.6,1,4,0,0,3,4,0,72,6.9,605,14:04,33,13,0,0,
837,Stephane Yelle\yellest01,33,CGY,C,74,3,9,12,-4,20,-0.2,2,0,1,0,9,0,0,62,4.8,884,11:57,30,93,190,191,49.9
838,Mike York\yorkmi01,30,PHX,LW,63,6,8,14,-8,4,0.6,2,4,0,1,6,2,0,85,7.1,755,11:59,17,24,104,101,50.7
839,Bryan Young\youngbr02,21,EDM,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,4,2:08,0,1,0,0,
840,Travis Zajac\zajactr01,22,NJD,C,82,14,20,34,-11,31,2.7,9,5,0,1,11,9,0,155,9.0,1372,16:44,15,57,528,504,51.2
841,Greg Zanon\zanongr01,27,NSH,D,78,0,5,5,-5,24,1.5,0,0,0,0,5,0,0,38,0.0,1440,18:28,176,160,0,0,
842,Richard Zednik\zedniri01,32,FLA,LW,54,15,11,26,-5,43,2.6,9,6,0,5,8,3,0,140,10.7,950,17:35,26,51,0,2,0.0
843,John Zeiler\zeilejo01,25,LAK,RW,36,0,1,1,-6,23,-0.7,0,0,0,0,1,0,0,18,0.0,305,8:29,14,102,12,19,38.7
844,Henrik Zetterberg\zettehe01,27,DET,LW,75,43,49,92,30,34,13.0,26,16,1,7,29,20,0,358,12.0,1655,22:04,16,31,666,543,55.1
845,Nikolai Zherdev\zherdni01,23,CBJ,RW,82,26,35,61,-9,34,6.8,19,7,0,3,19,15,1,254,10.2,1589,19:22,18,37,12,17,41.4
846,Alexei Zhitnik\zhitnal01,35,ATL,D,65,3,5,8,-8,58,1.5,3,0,0,1,2,2,1,79,3.8,1236,19:01,52,65,0,0,
847,Marek Zidlicky\zidlima01,30,NSH,D,79,5,38,43,-5,63,6.3,1,4,0,0,17,21,0,122,4.1,1645,20:50,84,83,0,0,
848,Mike Zigomanis\zigommi01,27,PHX,C,33,2,1,3,-7,6,-0.4,2,0,0,0,1,0,0,35,5.7,409,12:24,12,26,196,132,59.8
849,Ilya Zubov\zubovil01,20,OTT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,14:38,0,3,2,3,40.0
850,Sergei Zubov\zubovse01,37,DAL,D,46,4,31,35,6,12,6.0,2,2,0,0,15,14,2,84,4.8,1182,25:42,41,14,0,0,
851,Dainius Zubrus\zubruda01,29,NJD,C,82,13,25,38,2,38,3.7,9,4,0,2,21,4,0,128,10.2,1287,15:42,17,77,80,64,55.6
852,Andrei Zyuzin\zyuzian01,30,CHI,D,32,2,3,5,-11,38,0.2,1,1,0,0,2,1,0,34,5.9,479,14:58,35,29,0,0,
