16Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,TOI,ATOI,BLK,HIT,FOW,FOL
331,Erik Haula\haulaer01,24,MIN,C,76,14,20,34,21,24,4.8,12,0,2,2,17,1,2,99,967,12:44,55,57,416,365
332,Martin Havlat\havlama01,34,STL,RW,2,1,0,1,0,0,0.2,1,0,0,1,0,0,0,3,22,10:54,0,1,0,0
333,Jimmy Hayes\hayesji01,26,BOS,RW,75,13,16,29,-12,60,2.4,10,3,0,0,14,2,0,127,1037,13:50,15,128,42,70
334,Kevin Hayes\hayeske01,23,NYR,RW,79,14,22,36,4,30,3.9,11,3,0,3,19,3,0,133,1079,13:40,23,59,137,244
335,Victor Hedman\hedmavi01,25,TBL,D,78,10,37,47,21,46,10.1,9,1,0,0,26,10,1,180,1799,23:04,132,62,0,0
336,Seth Helgeson\helgese01,25,NJD,D,19,0,1,1,-5,17,0.1,0,0,0,0,1,0,0,9,265,13:57,23,46,0,0
337,Darren Helm\helmda01,29,DET,C,77,13,13,26,-2,32,2.4,13,0,0,3,13,0,0,165,1160,15:04,26,115,39,38
338,Ales Hemsky\hemskal01,32,DAL,RW,75,13,26,39,3,20,4.2,12,1,0,0,22,4,0,155,983,13:06,26,25,2,4
339,Matt Hendricks\hendrma01,34,EDM,LW,68,5,7,12,2,82,0.6,4,0,1,0,6,0,1,62,900,13:14,68,175,251,202
340,Adam Henrique\henriad01,25,NJD,C,80,30,20,50,10,23,7.6,21,7,2,8,14,5,1,149,1586,19:50,56,66,617,764
341,Tomas Hertl\hertlto01,22,SJS,C,81,21,25,46,16,26,6.1,18,3,0,3,21,4,0,202,1294,15:58,60,90,256,201
342,Thomas Hickey\hicketh01,26,NYI,D,62,6,12,18,9,30,4.4,6,0,0,2,11,0,0,55,1079,17:24,90,65,0,0
343,Chris Higgins\higgich01,32,VAN,LW,33,3,1,4,-14,4,-0.5,2,0,1,0,1,0,0,51,455,13:47,18,15,1,2
344,Vinnie Hinostroza\hinosvi01,21,CHI,C,7,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,6,61,8:41,2,2,13,19
345,Niklas Hjalmarsson\hjalmni01,28,CHI,D,81,2,22,24,13,32,5.6,2,0,0,0,17,2,3,77,1813,22:23,151,32,0,0
346,Cody Hodgson\hodgsco01,25,NSH,C,39,3,5,8,2,6,0.6,3,0,0,2,4,1,0,65,419,10:44,6,25,46,52
347,Mike Hoffman\hoffmmi02,26,OTT,LW,78,29,30,59,1,18,7.6,20,9,0,3,26,4,0,242,1368,17:33,29,22,8,10
348,Nick Holden\holdeni01,28,COL,D,82,6,16,22,-1,24,4.7,6,0,0,0,15,1,0,98,1794,21:53,118,217,0,0
349,Peter Holland\hollape01,25,TOR,C,65,9,18,27,-16,28,1.8,4,5,0,1,12,6,0,138,953,14:40,19,78,216,249
350,Bud Holloway\hollobu01,27,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7:19,0,0,0,1
351,Korbinian Holzer\holzeko01,27,ANA,D,29,0,3,3,-3,10,0.7,0,0,0,0,3,0,0,17,428,14:45,32,57,0,0
352,Shawn Horcoff\horcosh01,37,ANA,C,59,6,9,15,1,34,1.3,5,0,1,2,8,0,1,73,784,13:17,24,58,320,306
353,Patric Hornqvist\hornqpa01,29,PIT,RW,82,22,29,51,15,36,6.4,13,9,0,3,23,6,0,257,1382,16:51,54,160,5,3
354,Bo Horvat\horvabo01,20,VAN,C,82,16,24,40,-30,18,2.9,12,4,0,4,16,8,0,155,1405,17:08,53,69,760,733
355,Marian Hossa\hossama01,37,CHI,RW,64,13,20,33,10,24,3.7,8,2,3,2,12,7,1,191,1105,17:16,33,37,0,2
356,Quinton Howden\howdequ01,24,FLA,C,58,6,5,11,-1,18,0.8,6,0,0,0,5,0,0,54,602,10:22,10,116,3,3
357,Marek Hrivik\hrivima01,24,NYR,LW,5,0,1,1,3,0,0.1,0,0,0,0,1,0,0,3,54,10:43,1,6,3,2
358,Jonathan Huberdeau\huberjo01,22,FLA,LW,76,20,39,59,17,43,7.3,15,4,1,2,30,9,0,174,1379,18:09,36,53,7,11
359,Jiri Hudler\hudleji01,32,TOT,C,72,16,30,46,-1,27,4.8,13,3,0,1,23,7,0,109,1135,15:46,7,28,11,15
359,Jiri Hudler\hudleji01,32,CGY,C,53,10,25,35,-1,17,3.3,9,1,0,0,18,7,0,80,882,16:39,4,14,9,11
359,Jiri Hudler\hudleji01,32,FLA,C,19,6,5,11,0,10,1.5,4,2,0,1,5,0,0,29,253,13:18,3,14,2,4
360,Charles Hudon\hudonch01,21,MTL,LW,3,0,2,2,2,0,0.3,0,0,0,0,2,0,0,3,32,10:42,1,7,0,1
361,Brad Hunt\huntbr01,27,EDM,D,7,0,0,0,-1,2,0,0,0,0,0,0,0,0,12,99,14:11,7,7,0,0
362,Matt Hunwick\hunwima01,30,TOR,D,60,2,8,10,-17,32,1.3,2,0,0,1,6,2,0,74,1354,22:34,98,126,0,0
363,Ben Hutton\huttobe01,22,VAN,D,75,1,24,25,-21,14,3,1,0,0,0,17,7,0,104,1491,19:52,100,42,0,0
364,Zach Hyman\hymanza01,23,TOR,C,16,4,2,6,0,18,0.7,4,0,0,0,2,0,0,37,251,15:41,8,31,1,2
365,Jarome Iginla\iginlja01,38,COL,RW,82,22,25,47,-22,41,4.6,9,13,0,3,19,6,0,182,1301,15:52,45,70,61,54
366,Matt Irwin\irwinma01,28,BOS,D,2,0,0,0,-5,0,-0.4,0,0,0,0,0,0,0,3,30,14:56,0,1,0,0
367,Barret Jackman\jackmba01,34,NSH,D,73,1,4,5,1,76,1.8,1,0,0,1,4,0,0,64,1012,13:51,86,100,0,0
368,Tim Jackman\jackmti01,34,ANA,RW,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,11,5:44,0,2,0,0
369,Jaromir Jagr\jagrja01,43,FLA,RW,79,27,39,66,23,48,9.2,22,5,0,4,33,6,0,143,1349,17:05,16,31,0,1
370,Mattias Janmark\janmama02,23,DAL,C,73,15,14,29,12,16,3.6,14,0,1,3,13,1,0,108,1035,14:10,21,4,94,166
371,Calle Jarnkrok\jarnkca01,24,NSH,C,81,16,14,30,1,14,3.1,12,3,1,4,13,1,0,125,1307,16:08,24,35,366,433
372,Dmitrij Jaskin\jaskidm01,22,STL,RW,65,4,9,13,3,26,0.8,4,0,0,1,9,0,0,92,771,11:52,16,126,8,20
373,Dustin Jeffrey\jeffrdu01,27,ARI,C,7,1,1,2,2,2,0.3,1,0,0,0,1,0,0,5,80,11:24,1,2,35,23
374,Boone Jenner\jennebo01,22,CBJ,C,82,30,19,49,-15,77,6,20,9,1,3,14,5,0,225,1346,16:25,71,213,156,138
375,Ryan Johansen\johanry01,23,TOT,C,80,14,46,60,6,61,6.3,10,4,0,2,28,18,0,185,1405,17:34,30,115,652,594
375,Ryan Johansen\johanry01,23,NSH,C,42,8,26,34,10,36,4,5,3,0,2,18,8,0,97,746,17:46,18,57,330,300
375,Ryan Johansen\johanry01,23,CBJ,C,38,6,20,26,-4,25,2.3,5,1,0,0,10,10,0,88,659,17:21,12,58,322,294
376,Marcus Johansson\johanma03,25,WSH,LW,74,17,29,46,12,16,5.4,11,6,0,7,21,8,0,132,1231,16:38,24,38,128,150
377,Stephen Johns\johnsst03,23,DAL,D,14,1,2,3,-6,6,0,1,0,0,0,2,0,0,13,250,17:50,21,55,0,0
378,Erik Johnson\johnser01,27,COL,D,73,11,16,27,-19,50,4.2,6,3,2,0,12,3,1,175,1711,23:27,197,126,0,1
379,Jack Johnson\johnsja02,29,CBJ,D,60,6,8,14,-16,25,2,3,3,0,2,5,3,0,86,1451,24:11:00,102,98,0,1
380,Tyler Johnson\johnsty01,25,TBL,C,69,14,24,38,4,20,4.2,11,3,0,7,14,10,0,167,1183,17:08,25,46,479,507
381,Ross Johnston\johnsro02,21,NYI,LW,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,16:17,0,6,0,0
382,Ryan Johnston\johnsry02,23,MTL,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,49,16:17,2,2,0,0
383,Jussi Jokinen\jokinju01,32,FLA,LW,81,18,42,60,25,42,7.3,12,5,1,1,34,7,1,153,1482,18:17,50,43,135,127
384,Jyrki Jokipakka\jokipjy01,24,TOT,D,58,2,10,12,4,14,2.3,2,0,0,1,10,0,0,45,902,15:34,66,69,0,0
384,Jyrki Jokipakka\jokipjy01,24,DAL,D,40,2,4,6,1,6,1.2,2,0,0,1,4,0,0,26,580,14:30,43,47,0,0
384,Jyrki Jokipakka\jokipjy01,24,CGY,D,18,0,6,6,3,8,1.1,0,0,0,0,6,0,0,19,322,17:54,23,22,0,0
385,David Jones\jonesda01,31,TOT,RW,75,11,7,18,-7,10,1.3,10,1,0,2,7,0,0,84,933,12:26,33,147,17,17
385,David Jones\jonesda01,31,CGY,RW,59,9,6,15,-8,10,0.9,8,1,0,2,6,0,0,67,755,12:47,28,115,16,16
385,David Jones\jonesda01,31,MIN,RW,16,2,1,3,1,0,0.3,2,0,0,0,1,0,0,17,178,11:09,5,32,1,1
386,Seth Jones\jonesse01,21,TOT,D,81,3,28,31,-14,22,4.2,2,1,0,0,15,12,1,157,1788,22:05,118,86,0,0
386,Seth Jones\jonesse01,21,CBJ,D,41,2,18,20,-9,12,2.5,1,1,0,0,9,8,1,83,1003,24:27:00,76,53,0,0
386,Seth Jones\jonesse01,21,NSH,D,40,1,10,11,-5,10,1.7,1,0,0,0,6,4,0,74,786,19:39,42,33,0,0
387,Josh Jooris\joorijo01,25,CGY,C,59,4,9,13,-1,39,0.5,4,0,0,0,7,0,2,80,725,12:17,33,62,114,143
388,Michal Jordan\jordami01,25,CAR,D,36,1,0,1,-5,12,0.6,1,0,0,0,0,0,0,36,546,15:10,34,24,0,0
389,Jacob Josefson\josefja01,24,NJD,C,58,4,10,14,-21,20,0,1,3,0,1,1,8,1,86,900,15:31,40,67,323,344
390,Roman Josi\josiro01,25,NSH,D,81,14,47,61,-3,43,10.4,7,6,1,3,28,18,1,198,2064,25:29:00,185,59,0,0
391,Tomas Jurco\jurcoto01,23,DET,RW,44,4,2,6,-6,16,0.2,4,0,0,0,2,0,0,43,404,9:11,4,50,1,0
392,Nazem Kadri\kadrina01,25,TOR,C,76,17,28,45,-15,73,4,13,4,0,2,18,10,0,260,1389,18:16,43,148,641,663
393,Sergey Kalinin\kalinse01,24,NJD,C,78,8,7,15,-9,33,0.9,5,3,0,2,7,0,0,70,1039,13:20,30,146,134,188
394,Steven Kampfer\kampfst01,27,FLA,D,47,0,4,4,5,26,1.2,0,0,0,0,3,1,0,54,709,15:06,70,70,1,1
395,Evander Kane\kaneev01,24,BUF,LW,65,20,15,35,-14,91,3.8,17,2,1,3,11,4,0,271,1367,21:02,23,171,62,62
396,Patrick Kane\kanepa01,27,CHI,RW,82,46,60,106,17,30,15,29,17,0,9,40,20,0,287,1674,20:25,21,37,11,40
397,Kasperi Kapanen\kapanka01,19,TOR,RW,9,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,14,133,14:47,1,10,0,0
398,Erik Karlsson\karlser01,25,OTT,D,82,16,66,82,-2,50,11.7,15,1,0,3,41,25,0,248,2375,28:58:00,175,84,0,1
399,Melker Karlsson\karlsme01,25,SJS,C,65,10,9,19,5,16,2.1,10,0,0,1,9,0,0,96,879,13:31,48,76,11,12
400,William Karlsson\karlswi01,23,CBJ,C,81,9,11,20,-9,6,0.9,9,0,0,1,11,0,0,108,1172,14:28,48,40,416,495
401,Zack Kassian\kassiza01,25,EDM,RW,36,3,5,8,-7,114,0.2,3,0,0,0,5,0,0,42,448,12:27,6,95,1,3
402,Bracken Kearns\kearnbr01,34,NYI,C,2,0,1,1,1,4,0.1,0,0,0,0,0,0,1,0,32,15:54,2,5,8,4
403,Duncan Keith\keithdu01,32,CHI,D,67,9,34,43,13,26,8.4,5,4,0,4,19,14,1,130,1691,25:14:00,116,16,0,1
404,Chris Kelly\kellych01,35,BOS,C,11,2,0,2,3,0,0.3,1,0,1,0,0,0,0,8,144,13:05,13,13,22,30
405,Joonas Kemppainen\kemppjo01,27,BOS,C,44,2,3,5,-6,4,-0.4,1,0,1,0,3,0,0,35,552,12:32,18,36,227,232
406,Ronalds Kenins\keninro01,24,VAN,LW,8,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,6,91,11:25,2,19,1,2
407,Tyler Kennedy\kennety01,29,NJD,C,50,3,13,16,-14,14,0.7,2,1,0,0,8,5,0,72,671,13:26,9,35,23,35
408,Michael Keränen\keranmi01,26,MIN,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,6,6:09,0,1,0,0
409,Tanner Kero\kerota01,23,CHI,RW,17,1,2,3,-2,2,0,1,0,0,0,2,0,0,26,209,12:18,10,19,55,68
410,Ryan Kesler\keslery01,31,ANA,C,79,21,32,53,5,78,6.4,15,5,1,4,22,10,0,164,1543,19:32,92,168,980,695
411,Phil Kessel\kesseph01,28,PIT,RW,82,26,33,59,9,18,7.2,22,4,0,5,20,13,0,274,1507,18:23,13,9,2,3
412,Jujhar Khaira\khairju01,21,EDM,LW,15,0,2,2,-2,13,-0.1,0,0,0,0,2,0,0,14,155,10:21,6,29,0,1
413,Alexander Khokhlachev\khokhal01,22,BOS,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,51,10:15,1,2,0,2
414,Alex Killorn\killoal01,26,TBL,C,81,14,26,40,14,44,4.6,11,3,0,3,22,3,1,154,1360,16:48,23,76,31,49
415,Jakub Kindl\kindlja01,28,TOT,D,44,2,6,8,13,18,2.8,2,0,0,1,5,1,0,63,677,15:23,24,39,0,1
415,Jakub Kindl\kindlja01,28,DET,D,25,2,4,6,3,14,1.6,2,0,0,1,4,0,0,37,412,16:28,15,13,0,0
415,Jakub Kindl\kindlja01,28,FLA,D,19,0,2,2,10,4,1.2,0,0,0,0,1,1,0,26,266,13:59,9,26,0,1
416,Dwight King\kingdw01,26,LAK,LW,47,7,6,13,-6,24,0.8,7,0,0,2,6,0,0,48,679,14:26,6,73,2,5
417,Oscar Klefbom\klefbos01,22,EDM,D,30,4,8,12,-4,6,2.2,4,0,0,1,5,3,0,48,657,21:53,62,21,0,0
418,Kevin Klein\kleinke01,31,NYR,D,69,9,17,26,16,19,6,9,0,0,4,16,1,0,69,1407,20:23,155,117,0,0
419,John Klingberg\klingjo01,23,DAL,D,76,10,48,58,22,30,10.2,8,2,0,4,28,20,0,171,1724,22:41,68,44,0,0
420,Rob Klinkhammer\klinkro01,29,EDM,LW,14,1,0,1,-6,6,-0.2,1,0,0,0,0,0,0,10,132,9:25,4,47,1,0
421,Corban Knight\knighco01,25,FLA,C,20,2,5,7,3,4,0.8,2,0,0,0,5,0,0,11,193,9:38,2,18,54,52
422,Slater Koekkoek\koekksl01,21,TBL,D,9,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,11,93,10:19,5,6,0,0
423,Mikko Koivu\koivumi01,32,MIN,C,82,17,39,56,6,40,6,6,10,1,2,28,10,1,141,1634,19:56,57,38,988,771
424,Leo Komarov\komarle01,29,TOR,C,67,19,17,36,-12,40,3.7,14,4,1,2,14,3,0,130,1195,17:50,27,283,62,65
425,Anze Kopitar\kopitan01,28,LAK,C,81,25,49,74,34,16,9.7,19,5,1,8,34,13,2,177,1690,20:52,65,78,950,826
426,Lauri Korpikoski\korpila01,29,EDM,LW,71,10,12,22,-17,10,1.3,7,2,1,2,8,4,0,88,989,13:56,56,100,18,16
427,Scott Kosmachuk\kosmasc01,22,WPG,RW,8,0,3,3,1,2,0.2,0,0,0,0,3,0,0,9,92,11:32,2,7,0,0
428,Mike Kostka\kostkmi01,30,OTT,D,15,0,1,1,6,4,0.7,0,0,0,0,1,0,0,9,223,14:51,20,7,0,0
429,Chris Kreider\kreidch01,24,NYR,LW,79,21,22,43,10,58,5.4,16,5,0,3,19,3,0,158,1261,15:57,33,177,5,1
430,David Krejci\krejcda01,29,BOS,C,72,17,46,63,4,32,6.6,13,4,0,3,29,14,3,143,1462,20:18,57,43,560,557
431,Niklas Kronwall\kronwni01,35,DET,D,64,3,23,26,-21,30,3.1,3,0,0,2,9,14,0,61,1409,22:01,81,93,0,0
432,Torey Krug\krugto01,24,BOS,D,81,4,40,44,9,33,7.2,3,1,0,1,22,18,0,244,1751,21:37,94,61,2,0
433,Marcus Kruger\krugema01,25,CHI,C,41,0,4,4,-5,24,-0.7,0,0,0,0,4,0,0,50,554,13:31,31,25,233,241
434,Nikita Kucherov\kucheni01,22,TBL,RW,77,30,36,66,9,30,9.2,21,9,0,4,20,16,0,209,1402,18:13,28,61,0,1
435,Tom Kuhnhackl\kuhnhto01,24,PIT,RW,42,5,10,15,3,24,1.5,3,0,2,1,10,0,0,52,512,12:12,32,57,0,3
436,Dean Kukan\kukande01,22,CBJ,D,8,0,0,0,9,0,0.9,0,0,0,0,0,0,0,3,139,17:21,10,7,0,0
437,Brett Kulak\kulakbr01,22,CGY,D,8,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,9,99,12:21,3,2,0,0
438,Nikolai Kulemin\kulemni01,29,NYI,LW,81,9,13,22,13,22,2.1,9,0,0,3,13,0,0,92,1139,14:04,50,107,23,36
439,Dmitry Kulikov\kulikdm01,25,FLA,D,74,1,16,17,8,51,3.5,1,0,0,1,10,6,0,99,1557,21:02,121,122,0,0
440,Chris Kunitz\kunitch01,36,PIT,LW,80,17,23,40,29,41,5.2,15,2,0,1,19,4,0,150,1346,16:49,33,264,5,6
441,Evgeny Kuznetsov\kuzneev01,23,WSH,C,82,20,57,77,27,32,9.6,15,5,0,4,44,13,0,193,1428,17:25,29,73,543,594
442,Oliver Kylington\kylinol01,18,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17:22,1,0,0,0
443,Andrew Ladd\laddan01,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,1475,18:55,42,155,8,5
443,Andrew Ladd\laddan01,30,WPG,LW,59,17,17,34,-10,39,3.4,8,7,2,2,15,2,0,143,1148,19:27,27,126,7,3
443,Andrew Ladd\laddan01,30,CHI,LW,19,8,4,12,-3,6,1.6,5,3,0,1,2,2,0,38,327,17:14,15,29,1,2
444,Brooks Laich\laichbr01,32,TOT,C,81,2,12,14,-13,18,-0.3,2,0,0,1,11,0,1,101,926,11:26,34,126,98,145
444,Brooks Laich\laichbr01,32,WSH,C,60,1,6,7,-7,16,-0.5,1,0,0,1,6,0,0,66,633,10:33,25,83,38,71
444,Brooks Laich\laichbr01,32,TOR,C,21,1,6,7,-6,2,0.2,1,0,0,0,5,0,1,35,294,13:59,9,43,60,74
445,Anton Lander\landean01,24,EDM,C,61,1,2,3,-9,18,-1.1,1,0,0,0,2,0,0,54,737,12:05,19,58,378,315
446,Gabriel Landeskog\landega01,23,COL,LW,75,20,33,53,-5,69,5.6,15,4,1,2,21,10,2,169,1419,18:56,66,141,31,25
447,Dylan Larkin\larkidy01,19,DET,C,80,23,22,45,11,34,6,19,4,0,5,21,1,0,221,1324,16:33,25,65,41,59
448,Adam Larsson\larssad01,23,NJD,D,82,3,15,18,15,77,6.7,3,0,0,1,14,0,1,65,1846,22:31,148,163,0,0
449,Johan Larsson\larssjo02,23,BUF,LW,74,10,7,17,-4,27,1.4,9,1,0,5,4,3,0,95,1097,14:49,33,113,388,371
450,Michael Latta\lattami01,24,WSH,C,43,3,4,7,0,50,0.5,3,0,0,0,4,0,0,29,348,8:05,10,58,102,96
451,Scott Laughton\laughsc01,21,PHI,C,71,7,14,21,-2,34,1.8,7,0,0,0,14,0,0,85,741,10:26,29,86,170,218
452,Curtis Lazar\lazarcu01,20,OTT,RW,76,6,14,20,-1,18,0.9,4,1,1,0,10,1,3,78,1053,13:52,47,118,168,216
453,Vincent Lecavalier\lecavvi01,35,TOT,C,49,10,8,18,0,22,2.1,4,6,0,0,7,1,0,67,649,13:14,22,62,297,288
453,Vincent Lecavalier\lecavvi01,35,LAK,C,42,10,7,17,1,20,2.1,4,6,0,0,6,1,0,60,583,13:52,21,60,295,283
453,Vincent Lecavalier\lecavvi01,35,PHI,C,7,0,1,1,-1,2,0,0,0,0,0,1,0,0,7,66,9:28,1,2,2,5
454,Nick Leddy\leddyni01,24,NYI,D,81,5,35,40,-9,25,5.9,2,3,0,1,19,16,0,121,1832,22:37,87,83,0,0
455,Anders Lee\leean01,25,NYI,LW,80,15,21,36,-2,51,3.7,7,8,0,3,15,6,0,183,1166,14:35,31,164,1,5
456,David Legwand\legwada01,35,BUF,C,79,5,9,14,-4,14,0.9,4,0,1,0,7,1,1,61,767,9:42,18,28,196,231
457,Jori Lehtera\lehtejo01,28,STL,C,79,9,25,34,12,38,3.4,8,1,0,3,17,8,0,83,1271,16:05,26,43,485,484
458,Taylor Leier\leierta01,21,PHI,LW,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,46,7:43,3,2,0,0
459,Brendan Leipsic\leipsbr01,21,TOR,LW,6,1,2,3,-1,2,0.3,1,0,0,1,1,1,0,11,85,14:14,6,12,2,1
460,Josh Leivo\leivojo01,22,TOR,LW,12,5,0,5,2,6,1,4,1,0,1,0,0,0,20,148,12:19,3,7,1,1
461,Bryan Lerg\lergbr01,30,SJS,C,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,53,8:53,3,13,17,16
462,Brett Lernout\lernobr01,20,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6:30,0,1,0,0
463,Lucas Lessio\lessilu01,23,MTL,LW,12,1,1,2,1,2,0.2,1,0,0,1,1,0,0,14,126,10:29,5,24,0,2
464,Kris Letang\letankr01,28,PIT,D,71,16,51,67,9,66,11.3,11,5,0,2,26,22,3,218,1913,26:57:00,122,135,0,0
465,Mark Letestu\letesma01,30,EDM,C,82,10,15,25,-21,10,1,5,3,2,0,5,9,1,107,1294,15:47,33,68,596,566
466,Trevor Lewis\lewistr01,29,LAK,C,75,8,8,16,-10,20,0.4,7,0,1,1,7,1,0,167,1092,14:34,28,168,103,154
467,John-Michael Liles\lilesjo01,35,TOT,D,81,6,15,21,-10,18,4.3,4,1,1,1,13,2,0,111,1645,20:18,127,81,0,0
467,John-Michael Liles\lilesjo01,35,CAR,D,64,6,9,15,-3,16,4,4,1,1,1,7,2,0,92,1316,20:34,96,64,0,0
467,John-Michael Liles\lilesjo01,35,BOS,D,17,0,6,6,-7,2,0.3,0,0,0,0,6,0,0,19,329,19:19,31,17,0,0
468,Oscar Lindberg\lindbos02,24,NYR,C,68,13,15,28,12,43,3.6,12,1,0,2,13,2,0,114,828,12:11,36,132,134,143
469,Tobias Lindberg\lindbto01,20,TOR,RW,6,0,2,2,0,4,0.1,0,0,0,0,2,0,0,12,95,15:50,1,10,0,3
470,Petteri Lindbohm\lindbpe02,22,STL,D,10,0,0,0,-4,7,-0.2,0,0,0,0,0,0,0,9,138,13:47,11,14,0,0
471,Esa Lindell\lindees01,21,DAL,D,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,56,14:03,9,4,0,0
472,Elias Lindholm\lindhel01,21,CAR,C,82,11,28,39,-23,24,2.6,9,2,0,3,14,14,0,176,1485,18:07,45,112,213,221
473,Hampus Lindholm\lindhha01,22,ANA,D,80,10,18,28,7,40,7.3,5,4,1,1,7,11,0,149,1760,22:00,115,68,0,0
474,J.C. Lipon\liponj.01,22,WPG,RW,9,0,1,1,0,5,0,0,0,0,0,1,0,0,4,63,6:58,2,29,0,0
475,Bryan Little\littlbr01,28,WPG,C,57,17,25,42,-13,12,4.2,13,2,2,2,15,10,0,127,1117,19:36,22,48,674,640
476,Viktor Loov\loovvi01,23,TOR,D,4,0,2,2,4,0,0.6,0,0,0,0,2,0,0,1,42,10:28,1,8,0,0
477,Ben Lovejoy\lovejbe01,31,PIT,D,66,4,6,10,9,30,3.1,4,0,0,0,5,0,1,90,1245,18:52,104,154,0,0
478,Adam Lowry\lowryad01,22,WPG,C,74,7,10,17,-9,53,0.5,7,0,0,2,10,0,0,73,1037,14:01,48,187,391,454
479,Milan Lucic\lucicmi01,27,LAK,LW,81,20,35,55,26,79,7.2,18,2,0,5,29,6,0,124,1396,17:14,22,244,7,13
480,Joffrey Lupul\lupuljo01,32,TOR,LW,46,11,3,14,-10,12,1.3,9,2,0,2,1,2,0,102,673,14:37,14,58,0,4
481,Olli Maatta\maattol01,21,PIT,D,67,6,13,19,27,22,5.9,6,0,0,2,11,1,1,95,1337,19:58,87,81,0,0
482,Clarke MacArthur\macarcl01,30,OTT,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,43,10:52,1,3,0,1
483,Andrew MacDonald\macdoan01,29,PHI,D,28,1,7,8,10,6,2.4,1,0,0,0,5,2,0,20,563,20:07,72,14,0,0
484,Derek MacKenzie\mackede01,34,FLA,C,64,6,7,13,7,36,1,6,0,0,3,6,0,1,79,842,13:09,38,154,439,362
485,Nathan MacKinnon\mackina01,20,COL,C,72,21,31,52,-4,20,5.7,14,7,0,6,21,9,1,245,1358,18:52,53,46,507,540
486,Evgeni Malkin\malkiev01,29,PIT,C,57,27,31,58,1,65,7.6,16,11,0,6,15,16,0,162,1104,19:22,19,27,317,438
487,Brad Malone\malonbr01,26,CAR,C,57,2,4,6,-11,75,-0.3,2,0,0,0,4,0,0,31,544,9:33,15,124,40,22
488,Brandon Manning\mannibr01,25,PHI,D,56,1,6,7,2,66,1.9,1,0,0,1,6,0,0,67,926,16:32,57,94,0,1
489,Josh Manson\mansojo01,24,ANA,D,71,5,10,15,11,74,5,5,0,0,1,10,0,0,88,1334,18:47,67,158,0,0
490,Anthony Mantha\manthan01,21,DET,RW,10,2,1,3,-6,2,0.1,0,2,0,1,1,0,0,18,117,11:42,3,4,0,0
491,Brad Marchand\marchbr03,27,BOS,LW,77,37,24,61,21,90,9.4,27,6,4,6,20,2,2,250,1432,18:36,35,65,21,35
492,Alexey Marchenko\marchal01,24,DET,D,66,2,9,11,-5,10,2.3,2,0,0,0,8,0,1,40,1111,16:50,100,47,0,0
493,Jon Marchessault\audymjo01,25,TBL,C,45,7,11,18,-10,17,1.6,3,4,0,1,8,3,0,81,544,12:05,9,61,38,41
494,Martin Marincin\marinma01,23,TOR,D,65,1,6,7,-3,34,1.8,1,0,0,0,6,0,0,55,1090,16:46,63,37,0,0
495,Andrei Markov\markoan01,37,MTL,D,82,5,39,44,-6,38,6.7,1,4,0,0,26,13,0,117,1955,23:50,142,57,0,0
496,Patrick Marleau\marlepa01,36,SJS,LW,82,25,23,48,-22,10,4.7,13,11,1,5,9,14,0,216,1560,19:02,36,64,267,258
497,Pat Maroon\maroopa01,27,TOT,LW,72,12,15,27,-7,88,2.8,7,5,0,1,12,3,0,104,888,12:20,10,151,17,36
497,Pat Maroon\maroopa01,27,ANA,LW,56,4,9,13,-13,54,0.5,1,3,0,0,8,1,0,65,637,11:23,2,114,16,33
497,Pat Maroon\maroopa01,27,EDM,LW,16,8,6,14,6,34,2.3,6,2,0,1,4,2,0,39,251,15:41,8,37,1,3
498,Matt Martin\martima02,26,NYI,LW,80,10,9,19,2,119,1.9,10,0,0,1,9,0,0,86,845,10:33,24,365,1,3
499,Paul Martin\martipa01,34,SJS,D,78,3,17,20,13,22,5.1,2,1,0,0,16,1,0,49,1617,20:44,123,54,0,0
500,Alec Martinez\martial01,28,LAK,D,78,10,21,31,16,40,7.6,6,4,0,4,11,9,1,124,1650,21:09,182,164,0,0
501,Jordan Martinook\martijo01,23,ARI,LW,81,9,15,24,-9,18,1.3,8,0,1,2,13,1,1,109,1230,15:11,40,52,18,15
