09Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,TOI,ATOI,BLK,HIT,FOW,FOL
337,Jussi Jokinen\jokinju01,25,TOT,LW,71,7,20,27,-10,28,1.2,5,2,0,1,13,7,0,101,1087,15:19,43,31,361,312
337,Jussi Jokinen\jokinju01,25,TBL,LW,46,6,10,16,-8,16,0.6,4,2,0,0,6,4,0,64,719,15:38,32,17,266,244
337,Jussi Jokinen\jokinju01,25,CAR,LW,25,1,10,11,-2,12,0.6,1,0,0,1,7,3,0,37,368,14:43,11,14,95,68
338,Olli Jokinen\jokinol01,30,TOT,C,76,29,28,57,-12,67,6,18,9,2,3,17,11,0,236,1435,18:53,23,72,413,539
338,Olli Jokinen\jokinol01,30,PHX,C,57,21,21,42,-5,49,4.7,13,6,2,2,11,10,0,169,1035,18:10,14,48,311,426
338,Olli Jokinen\jokinol01,30,CGY,C,19,8,7,15,-7,18,1.4,5,3,0,1,6,1,0,67,400,21:03,9,24,102,113
339,David Jones\jonesda01,24,COL,RW,40,8,5,13,-8,8,1.1,7,1,0,1,4,1,0,47,509,12:44,13,54,4,4
340,Randy Jones\jonesra01,27,PHI,D,47,4,4,8,8,22,2.5,3,1,0,2,4,0,0,45,898,19:07,66,20,0,0
341,Ryan Jones\jonesry01,24,NSH,LW,46,7,10,17,1,22,1.7,5,2,0,1,6,4,0,63,526,11:26,16,63,1,9
342,Derek Joslin\joslide01,21,SJS,D,12,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,9,136,11:22,8,11,0,0
343,Ed Jovanovski\jovaned01,32,PHX,D,82,9,27,36,-15,106,5.6,3,6,0,3,15,12,0,194,1817,22:10,109,130,0,1
344,Jonas Junland\junlajo01,21,STL,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12:28,1,0,0,0
345,Milan Jurcina\jurcimi01,25,WSH,D,79,3,11,14,1,68,2.5,3,0,0,1,10,1,0,95,1276,16:09,131,157,0,0
346,Frantisek Kaberle\kaberfr01,35,CAR,D,30,1,7,8,-4,8,1.1,0,1,0,0,5,2,0,28,422,14:03,34,16,0,0
347,Tomas Kaberle\kaberto01,30,TOR,D,57,4,27,31,-8,8,3.6,1,3,0,1,11,16,0,93,1337,23:28,78,29,0,0
348,Patrick Kaleta\kaletpa01,22,BUF,RW,51,4,5,9,1,89,0.6,4,0,0,0,5,0,0,35,455,8:55,27,137,1,4
349,Dmitri Kalinin\kalindm01,28,TOT,D,73,2,15,17,-9,32,3.2,1,1,0,0,13,2,0,67,1290,17:40,73,79,0,0
349,Dmitri Kalinin\kalindm01,28,NYR,D,58,1,12,13,-7,26,2.5,1,0,0,0,12,0,0,51,987,17:01,59,61,0,0
349,Dmitri Kalinin\kalindm01,28,PHX,D,15,1,3,4,-2,6,0.7,0,1,0,0,1,2,0,16,303,20:12,14,18,0,0
350,Jon Kalinski\kalinjo01,21,PHI,C,12,1,2,3,-2,0,0.2,1,0,0,1,2,0,0,7,91,7:37,7,12,21,25
351,Boyd Kane\kanebo01,30,PHI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8:12,1,2,0,0
352,Patrick Kane\kanepa01,20,CHI,RW,80,25,45,70,-2,42,6.9,12,13,0,4,23,22,0,254,1493,18:40,9,19,13,18
353,Paul Kariya*\kariypa01,34,STL,LW,11,2,13,15,1,2,1.5,2,0,0,0,4,9,0,31,199,18:06,6,7,0,0
354,Martins Karsums\karsuma01,22,TOT,RW,24,1,5,6,-8,6,-0.1,1,0,0,0,4,1,0,28,269,11:11,11,47,2,1
354,Martins Karsums\karsuma01,22,TBL,RW,18,1,4,5,-5,6,0,1,0,0,0,3,1,0,22,210,11:40,10,36,2,0
354,Martins Karsums\karsuma01,22,BOS,RW,6,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,6,58,9:45,1,11,0,1
355,Lukas Kaspar\kaspalu01,23,SJS,LW,13,2,2,4,0,8,0.4,2,0,0,1,1,1,0,14,119,9:08,2,18,0,4
356,Duncan Keith\keithdu01,25,CHI,D,77,8,36,44,33,60,9.4,5,2,1,1,27,9,0,173,1969,25:34:00,92,40,0,0
357,Chris Kelly\kellych01,28,OTT,C,82,12,11,23,-10,38,1.3,11,0,1,1,9,0,2,118,1279,15:36,59,97,234,260
358,Tim Kennedy\kenneti01,22,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11:04,0,1,0,1
359,Tyler Kennedy\kennety01,22,PIT,C,67,15,20,35,15,30,4,15,0,0,3,18,2,0,171,923,13:46,10,47,42,36
360,Ryan Kesler\keslery01,24,VAN,C,82,26,33,59,8,61,6.2,14,10,2,2,23,8,2,179,1596,19:28,70,70,524,445
361,Phil Kessel\kesseph01,21,BOS,RW,70,36,24,60,23,16,8.8,28,8,0,6,17,7,0,232,1159,16:34,16,6,42,45
362,D.J. King\kingdj01,24,STL,LW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,8,8:20,0,3,0,0
363,Geoff Kinrade\kinrage01,23,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,18,17:32,2,1,0,0
364,Ken Klee\kleeke01,37,TOT,D,71,1,10,11,9,28,3.2,1,0,0,0,10,0,0,51,1096,15:26,104,102,0,0
364,Ken Klee\kleeke01,37,PHX,D,68,1,10,11,9,24,3.2,1,0,0,0,10,0,0,47,1045,15:22,98,97,0,0
364,Ken Klee\kleeke01,37,ANA,D,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,51,16:57,6,5,0,0
365,Kevin Klein\kleinke01,24,NSH,D,63,4,8,12,-2,19,2.5,3,1,0,0,8,0,0,41,798,12:40,47,57,0,0
366,Rostislav Klesla\kleslro01,26,CBJ,D,34,1,8,9,2,38,1.9,1,0,0,0,6,2,0,30,713,20:59,49,59,0,1
367,Mike Knuble\knublmi01,36,PHI,RW,82,27,20,47,5,62,5.3,16,11,0,6,10,9,1,173,1490,18:10,48,89,18,33
368,Chuck Kobasew\kobasch01,26,BOS,RW,68,21,21,42,5,56,4.9,15,6,0,3,18,3,0,129,999,14:41,27,100,5,20
369,David Koci\kocida01,27,TOT,LW,37,1,1,2,1,141,0,1,0,0,0,1,0,0,13,220,5:57,5,39,0,0
369,David Koci\kocida01,27,TBL,LW,33,1,1,2,3,132,0.1,1,0,0,0,1,0,0,8,206,6:14,5,30,0,0
369,David Koci\kocida01,27,STL,LW,4,0,0,0,-2,9,-0.1,0,0,0,0,0,0,0,5,14,3:37,0,9,0,0
370,Ville Koistinen\koistvi01,26,NSH,D,38,3,8,11,0,14,2.2,2,1,0,2,4,4,0,42,559,14:42,23,45,0,1
371,Mikko Koivu\koivumi01,25,MIN,C,79,20,47,67,2,66,6.9,11,5,4,3,24,21,2,236,1697,21:29,36,45,857,768
372,Saku Koivu\koivusa01,34,MTL,C,65,16,34,50,4,44,5.2,11,5,0,5,20,12,2,123,1108,17:03,21,43,607,515
373,Krys Kolanos\kolankr01,27,MIN,C,21,3,3,6,3,16,0.8,2,1,0,0,2,1,0,30,223,10:36,3,37,59,56
374,Mike Komisarek\komismi01,27,MTL,D,66,2,9,11,0,121,2.6,2,0,0,0,7,0,2,56,1361,20:37,207,191,0,0
375,Zenon Konopka\konopze01,28,TBL,C,7,0,1,1,-1,29,0,0,0,0,0,1,0,0,6,49,7:01,2,6,17,8
376,Tomas Kopecky\kopecto01,26,DET,RW,79,6,13,19,-7,46,0.6,4,1,1,2,11,2,0,110,823,10:25,13,107,36,43
377,Anze Kopitar\kopitan01,21,LAK,C,82,27,39,66,-17,32,6.9,19,7,1,3,23,16,0,234,1677,20:27,56,85,671,684
378,Lauri Korpikoski\korpila01,22,NYR,LW,68,6,8,14,-10,14,0.6,6,0,0,1,8,0,0,63,742,10:55,15,96,88,132
379,Andrei Kostitsyn\kostian01,23,MTL,LW,74,23,18,41,-7,50,4.5,17,6,0,2,9,9,0,169,1154,15:35,23,124,3,3
380,Sergei Kostitsyn\kostise01,21,MTL,LW,56,8,15,23,-3,64,1.8,3,5,0,1,10,5,0,74,792,14:08,21,49,3,6
381,Tom Kostopoulos\kostoto01,30,MTL,RW,78,8,14,22,-1,106,1.2,7,0,1,0,13,0,1,121,1103,14:09,42,167,5,11
382,Ales Kotalik\kotalal01,30,TOT,RW,75,20,23,43,-5,34,4.3,11,9,0,1,11,12,0,208,1159,15:27,22,121,36,49
382,Ales Kotalik\kotalal01,30,BUF,RW,56,13,19,32,-7,28,3,5,8,0,1,9,10,0,153,853,15:14,13,93,30,47
382,Ales Kotalik\kotalal01,30,EDM,RW,19,7,4,11,2,6,1.4,6,1,0,0,2,2,0,55,306,16:06,9,28,6,2
383,Ilya Kovalchuk\kovalil01,25,ATL,LW,79,43,48,91,-12,50,10.3,31,12,0,6,23,24,1,275,1723,21:48,15,43,5,9
384,Alex Kovalev\kovalal01,35,MTL,RW,78,26,39,65,-5,74,6.8,14,11,1,4,17,21,1,209,1515,19:26,20,56,16,34
385,Viktor Kozlov\kozlovi01,33,WSH,C,67,13,28,41,-9,16,3.3,11,2,0,0,15,13,0,153,1050,15:40,18,39,10,23
386,Vyacheslav Kozlov\kozlovy01,36,ATL,LW,82,26,50,76,-14,44,7.4,14,12,0,3,19,31,0,165,1413,17:14,17,37,3,5
387,Lukas Krajicek\krajilu01,25,TBL,D,71,2,17,19,-8,48,2.6,2,0,0,0,14,2,1,66,1393,19:37,90,54,0,0
388,David Krejci\krejcda01,22,BOS,C,82,22,51,73,37,26,8.8,15,5,2,6,35,14,2,146,1382,16:52,46,74,526,517
389,Kamil Kreps\krepska01,24,FLA,C,66,4,15,19,2,18,0.8,3,0,1,1,15,0,0,77,922,13:58,33,43,439,431
390,Jason Krog\krogja01,33,VAN,C,4,1,0,1,0,2,0.1,0,1,0,0,0,0,0,5,41,10:14,1,3,14,10
391,Niklas Kronwall\kronwni01,28,DET,D,80,6,45,51,2,50,7,2,4,0,1,26,18,1,121,1832,22:54,106,94,1,0
392,Staffan Kronwall\kronwst01,26,WSH,D,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,40,13:13,3,11,0,0
393,Filip Kuba\kubafi01,32,OTT,D,71,3,37,40,4,28,7.1,1,2,0,0,13,24,0,111,1653,23:17,111,44,0,0
394,Pavel Kubina\kubinpa01,31,TOR,D,82,14,26,40,-15,94,5.2,5,9,0,4,13,13,0,184,1808,22:03,133,89,0,0
395,Lasse Kukkonen\kukkola01,27,PHI,D,22,0,2,2,-2,10,0.2,0,0,0,0,2,0,0,10,236,10:43,24,15,0,1
396,Nikolai Kulemin\kulemni01,22,TOR,LW,73,15,16,31,-8,18,2.4,13,2,0,1,9,7,0,129,1008,13:48,42,71,35,31
397,Chris Kunitz\kunitch01,29,TOT,LW,82,23,30,53,12,71,5.9,17,6,0,3,23,6,1,178,1348,16:26,25,207,13,14
397,Chris Kunitz\kunitch01,29,ANA,LW,62,16,19,35,9,55,3.8,13,3,0,2,15,3,1,139,1022,16:29,15,148,10,12
397,Chris Kunitz\kunitch01,29,PIT,LW,20,7,11,18,3,16,2.1,4,3,0,1,8,3,0,39,326,16:17,10,59,3,2
398,Dan LaCouture\lacouda01,31,CAR,LW,11,2,0,2,-1,10,0.3,2,0,0,1,0,0,0,4,47,4:16,3,9,4,6
399,Andrew Ladd\laddan01,23,CHI,LW,82,15,34,49,26,28,5.4,15,0,0,2,32,1,1,195,1180,14:24,22,117,10,32
400,Brooks Laich\laichbr01,25,WSH,C,82,23,30,53,-1,31,5.3,13,9,1,3,14,15,1,185,1417,17:17,42,99,261,250
401,Quintin Laing\laingqu01,29,WSH,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,10:19,1,2,0,0
402,Robert Lang\langro01,38,MTL,C,50,18,21,39,6,36,4.8,9,8,1,3,11,9,1,101,844,16:53,24,17,375,393
403,Jamie Langenbrunner\langeja01,33,NJD,RW,81,29,40,69,25,56,8.5,20,6,3,7,29,11,0,229,1466,18:06,28,88,10,15
404,Daymond Langkow\langkda01,32,CGY,C,73,21,28,49,1,20,5,17,4,0,3,16,12,0,161,1255,17:11,30,41,344,385
405,Ian Laperriere\laperia01,35,COL,RW,74,7,12,19,0,163,1.2,7,0,0,0,11,0,1,61,1024,13:50,69,103,196,250
406,Maxim Lapierre\lapiema01,23,MTL,C,79,15,13,28,9,76,2.9,12,1,2,2,13,0,0,165,1169,14:48,52,130,525,462
407,Georges Laraque\laraqge01,32,MTL,RW,33,0,2,2,-6,61,-0.5,0,0,0,0,2,0,0,15,252,7:39,5,42,0,1
408,Chad Larose\larosch01,26,CAR,LW,81,19,12,31,6,35,3.4,17,0,2,4,9,1,2,171,1226,15:08,43,121,5,13
409,Matt Lashoff\lashoma01,22,TOT,D,28,0,8,8,-6,20,0.7,0,0,0,0,4,4,0,25,495,17:41,21,15,0,0
409,Matt Lashoff\lashoma01,22,BOS,D,16,0,1,1,1,10,0.3,0,0,0,0,0,1,0,6,210,13:07,6,7,0,0
409,Matt Lashoff\lashoma01,22,TBL,D,12,0,7,7,-7,10,0.4,0,0,0,0,4,3,0,19,285,23:46,15,8,0,0
410,Guillaume Latendresse\latengu01,21,MTL,RW,56,14,12,26,4,45,3.1,13,1,0,2,9,3,0,117,762,13:37,12,140,1,1
411,Jay Leach\leachja02,29,NJD,D,24,0,1,1,0,21,0.4,0,0,0,0,1,0,0,5,356,14:50,25,7,0,0
412,Brett Lebda\lebdabr01,27,DET,D,65,6,10,16,9,48,3.4,6,0,0,1,10,0,0,69,887,13:39,15,30,1,0
413,Vincent Lecavalier\lecavvi01,28,TBL,C,77,29,38,67,-9,54,6.7,18,10,1,6,23,14,1,291,1559,20:15,29,110,710,684
414,Per Ledin\ledinpe01,30,COL,LW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,30,9:56,0,3,0,0
415,Brian Lee\leebr01,21,OTT,D,53,2,11,13,-2,33,2.8,1,1,0,1,9,2,0,51,1001,18:53,67,58,0,0
416,David Legwand\legwada01,28,NSH,C,73,20,22,42,-3,32,4.1,16,1,3,1,15,6,1,175,1419,19:27,23,25,509,514
417,Scott Lehman\lehmasc01,23,ATL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3:03,0,0,0,0
418,Jere Lehtinen\lehtije01,35,DAL,RW,48,8,16,24,1,8,1.7,6,2,0,1,11,5,0,119,912,19:00,25,25,2,5
419,Mikko Lehtonen\lehtomi02,21,BOS,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16:14,0,0,0,0
420,Ville Leino\leinovi01,25,DET,LW,13,5,4,9,5,6,1.3,5,0,0,1,4,0,0,17,165,12:42,1,3,7,5
421,Claude Lemieux\lemiecl01,43,SJS,RW,18,0,1,1,-5,21,-0.3,0,0,0,0,1,0,0,17,138,7:40,3,34,3,11
422,Jordan Leopold\leopojo01,28,TOT,D,83,7,17,24,-15,24,4.1,6,1,0,1,13,3,1,107,1561,18:48,100,65,0,0
422,Jordan Leopold\leopojo01,28,COL,D,64,6,14,20,-10,18,3.6,5,1,0,1,10,3,1,82,1162,18:10,80,45,0,0
422,Jordan Leopold\leopojo01,28,CGY,D,19,1,3,4,-5,6,0.4,1,0,0,0,3,0,0,25,398,20:58,20,20,0,0
423,Sami Lepisto\lepissa01,24,WSH,D,7,0,4,4,-3,6,0.3,0,0,0,0,1,3,0,7,137,19:36,4,9,0,0
424,Kris Letang\letankr01,21,PIT,D,74,10,23,33,-7,24,4.8,5,4,1,3,16,7,0,138,1565,21:09,127,111,0,1
425,Pierre-Luc Letourneau-Leblond\letoupi01,23,NJD,RW,8,0,1,1,3,22,0.2,0,0,0,0,1,0,0,3,39,4:51,1,12,0,0
426,Grant Lewis\lewisgr01,24,ATL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15:29,0,0,0,0
427,Trevor Lewis\lewistr01,22,LAK,C,6,1,2,3,0,0,0.3,1,0,0,0,2,0,0,10,70,11:36,4,4,1,3
428,Nicklas Lidstrom*\lidstni01,38,DET,D,78,16,43,59,31,30,11.2,6,10,0,4,19,23,1,180,1936,24:49:00,66,43,0,0
429,John-Michael Liles\lilesjo01,28,COL,D,75,12,27,39,-19,31,6.2,6,6,0,1,12,15,0,146,1616,21:33,106,58,0,0
430,Andreas Lilja\liljaan01,33,DET,D,60,2,11,13,13,66,3.1,2,0,0,0,11,0,0,60,1020,17:00,90,93,0,1
431,Joakim Lindstrom\lindsjo01,25,PHX,C,44,9,11,20,-6,28,1.7,6,3,0,2,5,6,0,77,654,14:52,15,35,5,9
432,Enver Lisin\lisinen01,22,PHX,RW,48,13,8,21,-13,24,1.9,12,1,0,2,7,1,0,105,712,14:50,14,56,2,4
433,Bryan Little\littlbr01,21,ATL,RW,79,31,20,51,-5,24,5.8,19,12,0,4,12,8,0,172,1337,16:55,17,40,93,121
434,Matthew Lombardi\lombama01,26,TOT,C,69,14,32,46,13,44,4.6,12,1,1,2,25,7,0,177,1220,17:41,38,43,432,391
434,Matthew Lombardi\lombama01,26,CGY,C,50,9,21,30,11,30,3,8,0,1,2,16,5,0,119,823,16:27,24,19,244,211
434,Matthew Lombardi\lombama01,26,PHX,C,19,5,11,16,2,14,1.6,4,1,0,0,9,2,0,58,397,20:54,14,24,188,180
435,Ben Lovejoy\lovejbe01,24,PIT,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,11:53,1,1,0,0
436,Milan Lucic\lucicmi01,20,BOS,LW,72,17,25,42,17,136,4.8,15,2,0,3,19,6,0,97,1076,14:57,32,259,5,4
437,Brad Lukowich\lukowbr01,32,SJS,D,58,0,8,8,5,12,2.5,0,0,0,0,8,0,0,43,940,16:13,82,117,0,0
438,Mike Lundin\lundimi01,24,TBL,D,25,0,2,2,-4,4,0.2,0,0,0,0,2,0,0,8,416,16:39,43,6,0,1
439,Jamie Lundmark\lundmja01,28,CGY,C,27,8,8,16,2,17,1.9,8,0,0,0,5,3,0,50,378,13:59,7,14,62,58
440,Joel Lundqvist\lundqjo01,26,DAL,C,43,1,5,6,-9,20,-0.5,1,0,0,1,5,0,0,32,465,10:49,14,116,29,47
441,Joffrey Lupul\lupuljo01,25,PHI,RW,79,25,25,50,1,58,5.7,19,6,0,4,16,9,0,194,1239,15:41,38,79,10,11
442,Toni Lydman\lydmato01,31,BUF,D,80,3,20,23,0,70,4.5,3,0,0,0,14,5,1,99,1742,21:47,166,165,0,0
443,Clarke MacArthur\macarcl01,23,BUF,LW,71,17,14,31,-4,56,3.2,12,5,0,0,9,5,0,108,982,13:50,33,80,76,142
444,Andrew MacDonald\macdoan01,22,NYI,D,3,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,31,10:10,3,0,0,0
445,Craig MacDonald\macdocr01,31,CBJ,C,8,1,1,2,1,0,0.2,1,0,0,1,1,0,0,6,85,10:39,1,7,4,7
446,Spencer Machacek\machasp01,20,ATL,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,8:12,0,7,0,0
447,Ray Macias\maciara01,22,COL,D,6,0,1,1,0,0,0.3,0,0,0,0,0,1,0,4,108,17:59,8,2,0,0
448,Steve MacIntyre\macinst01,28,EDM,LW,22,2,0,2,-2,40,0.2,2,0,0,1,0,0,0,6,86,3:55,2,22,0,0
449,Aaron MacKenzie\mackeaa01,27,COL,D,5,0,0,0,1,0,0.2,0,0,0,0,0,0,0,3,73,14:38,8,6,0,0
450,Derek MacKenzie\mackede01,27,CBJ,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,7,7:15,0,1,2,2
451,John Madden\maddejo01,35,NJD,C,76,7,16,23,-7,26,0.6,6,0,1,2,14,0,2,132,1248,16:25,49,64,599,561
452,Adam Mair\mairad01,29,BUF,C,75,8,11,19,4,95,1.6,8,0,0,1,11,0,0,75,793,10:35,20,107,200,214
453,Manny Malhotra\malhoma01,28,CBJ,C,77,11,24,35,9,28,2.7,11,0,0,3,17,6,1,116,1387,18:01,52,74,801,578
454,Marek Malik\malikma01,33,TBL,D,42,0,5,5,-3,36,0.9,0,0,0,0,5,0,0,22,805,19:10,43,14,0,0
455,Evgeni Malkin\malkiev01,22,PIT,C,82,35,78,113,17,80,12.6,19,14,2,4,51,27,0,290,1846,22:31,39,80,283,385
456,Ryan Malone\malonry01,29,TBL,LW,70,26,19,45,4,98,5.2,19,7,0,3,15,4,0,124,1243,17:45,23,173,14,33
457,Kirk Maltby\maltbki01,36,DET,LW,78,5,6,11,-9,28,-0.2,5,0,0,1,6,0,0,58,713,9:08,23,64,4,6
458,Mark Mancari\mancama01,23,BUF,RW,7,1,1,2,-4,4,0,1,0,0,0,0,1,0,21,93,13:16,1,8,4,3
459,Paul Mara\marapa01,29,NYR,D,76,5,16,21,2,94,5.2,4,1,0,0,5,10,1,102,1441,18:58,86,123,1,1
460,Todd Marchant\marchto01,35,ANA,C,72,5,13,18,-2,34,0.4,3,0,2,0,11,1,1,101,1046,14:32,40,76,298,295
461,Andrei Markov\markoan01,30,MTL,D,78,12,52,64,-2,36,9.7,5,7,0,3,19,32,1,165,1921,24:38:00,111,61,0,0
462,Patrick Marleau\marlepa01,29,SJS,LW,76,38,33,71,16,18,9.2,22,11,5,10,24,7,2,251,1623,21:21,23,98,310,281
463,Paul Martin\martipa01,27,NJD,D,73,5,28,33,21,36,7,3,2,0,1,11,16,1,107,1779,24:22:00,79,40,0,0
464,Radek Martinek\martira01,32,NYI,D,51,6,4,10,-16,28,1.7,5,1,0,1,4,0,0,54,1099,21:34,108,83,0,0
465,Shawn Matthias\matthsh01,20,FLA,C,16,0,2,2,-3,2,-0.2,0,0,0,0,2,0,0,11,147,9:10,2,8,46,45
466,Ben Maxwell\maxwebe01,20,MTL,C,7,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,2,69,9:55,1,2,20,33
467,Brad May\maybr01,37,TOT,LW,58,1,6,7,0,89,0,1,0,0,0,6,0,0,32,421,7:16,6,53,1,3
467,Brad May\maybr01,37,TOR,LW,38,1,1,2,-5,61,-0.5,1,0,0,0,1,0,0,27,294,7:44,5,34,0,1
467,Brad May\maybr01,37,ANA,LW,20,0,5,5,5,28,0.5,0,0,0,0,5,0,0,5,127,6:22,1,19,1,2
468,Jamal Mayers\mayerja01,34,TOR,RW,71,7,9,16,-7,82,0.6,7,0,0,1,8,1,0,72,749,10:33,30,66,246,180
469,Maksim Mayorov\mayorma01,19,CBJ,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5:44,0,1,0,0
470,Dean McAmmond\mcammde01,35,TOT,LW,62,5,11,16,7,24,1.4,4,0,1,2,11,0,0,59,698,11:16,17,32,242,301
470,Dean McAmmond\mcammde01,35,OTT,LW,44,3,4,7,2,16,0.5,2,0,1,2,4,0,0,40,426,9:40,7,22,116,160
470,Dean McAmmond\mcammde01,35,NYI,LW,18,2,7,9,5,8,0.9,2,0,0,0,7,0,0,19,273,15:09,10,10,126,141
471,Kenndal McArdle\mcardke01,22,FLA,LW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,23,7:30,1,3,0,0
472,Bryan McCabe\mccabbr01,33,FLA,D,69,15,24,39,-1,41,7,7,8,0,3,13,11,0,153,1596,23:08,92,72,0,0
473,Darren McCarty\mccarda02,36,DET,RW,13,1,0,1,-2,25,0,1,0,0,0,0,0,0,6,69,5:17,2,4,2,3
474,Jay McClement\mccleja01,25,STL,C,82,12,14,26,-10,29,1.5,9,0,3,3,14,0,0,137,1361,16:36,57,38,756,695
475,Cody McCormick\mccorco01,25,COL,C,55,1,11,12,-5,92,0.4,1,0,0,0,10,0,1,66,528,9:36,20,115,38,69
476,Andy McDonald\mcdonan01,31,STL,C,46,15,29,44,-13,24,4.4,8,6,1,1,16,13,0,128,877,19:05,18,24,213,154
477,Jamie McGinn\mcginja01,20,SJS,LW,35,4,2,6,-6,2,0.3,3,1,0,1,2,0,0,27,312,8:55,7,50,6,1
478,Brian McGrattan\mcgrabr01,27,PHX,RW,5,0,0,0,-2,22,-0.1,0,0,0,0,0,0,0,2,28,5:31,0,2,0,0
479,Nathan McIver\mcivena01,24,ANA,D,18,0,1,1,2,36,0.4,0,0,0,0,1,0,0,5,169,9:24,7,37,0,0
480,Jay McKee\mckeeja01,31,STL,D,69,1,7,8,11,44,3.4,1,0,0,1,6,0,1,43,1195,17:19,185,68,0,2
481,Brett McLean\mcleabr01,30,FLA,C,80,7,12,19,-12,29,0.4,7,0,0,2,11,1,0,114,994,12:26,16,30,197,259
482,Kurtis McLean\mcleaku01,28,NYI,RW,4,1,0,1,1,0,0.2,1,0,0,1,0,0,0,5,42,10:34,0,7,0,1
483,Cody McLeod\mcleoco01,24,COL,LW,79,15,5,20,-11,162,1.9,15,0,0,3,5,0,0,118,915,11:35,32,194,2,3
484,Derek Meech\meechde01,24,DET,D,41,2,5,7,-12,12,0.2,2,0,0,0,4,1,0,44,412,10:03,19,36,0,2
485,Josef Melichar\melicjo01,30,TOT,D,39,0,9,9,0,37,1.4,0,0,0,0,9,0,0,19,537,13:46,54,39,0,0
485,Josef Melichar\melicjo01,30,TBL,D,24,0,5,5,1,29,0.9,0,0,0,0,5,0,0,16,407,16:58,34,27,0,0
485,Josef Melichar\melicjo01,30,CAR,D,15,0,4,4,-1,8,0.5,0,0,0,0,4,0,0,3,130,8:40,20,12,0,0
486,Andrej Meszaros\meszaan01,23,TBL,D,52,2,14,16,-4,36,2.5,1,1,0,1,10,4,0,87,1257,24:11:00,98,68,0,1
487,Marc Methot\methoma01,23,CBJ,D,66,4,13,17,7,55,3.9,4,0,0,0,13,0,0,58,1185,17:57,54,135,0,0
488,Glen Metropolit\metrogl01,34,TOT,C,76,6,11,17,-5,28,0.4,5,1,0,0,10,0,1,82,958,12:36,36,51,382,395
488,Glen Metropolit\metrogl01,34,PHI,C,55,4,10,14,-1,15,0.5,3,1,0,0,9,0,1,63,714,12:59,25,39,282,280
488,Glen Metropolit\metrogl01,34,MTL,C,21,2,1,3,-4,13,-0.1,2,0,0,0,1,0,0,19,244,11:37,11,12,100,115
489,Freddy Meyer\meyerfr01,28,NYI,D,27,4,5,9,-19,14,0.5,4,0,0,1,4,0,1,36,567,21:00,57,71,0,0
490,Milan Michalek\michami01,24,SJS,LW,77,23,34,57,11,52,6.4,17,6,0,6,19,13,2,179,1421,18:27,33,92,14,16
491,Zbynek Michalek\michazb01,26,PHX,D,82,6,21,27,-13,28,4.6,6,0,0,0,20,0,1,106,1863,22:43,268,67,0,0
492,Antti Miettinen\miettan01,28,MIN,RW,82,15,29,44,-1,32,4.1,9,4,2,3,19,9,1,186,1499,18:17,27,69,28,32
493,Vladimir Mihalik\mihalvl01,22,TBL,D,11,0,3,3,-3,6,0.2,0,0,0,0,3,0,0,7,147,13:24,17,8,0,0
494,Brendan Mikkelson\mikkebr01,21,ANA,D,34,0,2,2,0,17,0.6,0,0,0,0,2,0,0,19,474,13:56,22,19,0,0
495,Drew Miller\milledr01,24,ANA,LW,27,4,6,10,0,17,0.8,4,0,0,0,5,0,1,45,351,12:59,11,15,3,11
496,Chris Minard\minarch01,27,PIT,LW,20,1,2,3,0,4,0.1,1,0,0,1,2,0,0,33,188,9:25,5,32,2,0
497,Graham Mink\minkgr01,29,WSH,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8:03,0,0,0,0
498,John Mitchell\mitchjo01,24,TOR,C,76,12,17,29,-16,33,1.5,10,2,0,0,12,4,1,98,1049,13:48,48,88,326,342
499,Willie Mitchell\mitchwi01,31,VAN,D,82,3,20,23,29,59,6.6,3,0,0,1,20,0,0,88,1879,22:55,125,81,0,1
