10Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
28,Nolan Baumgartner\baumgno01,33,VAN,D,12,1,1,2,7,2,1.0,1,0,0,0,1,0,0,12,8.3,170,14:12,26,10,0,0,
29,Jay Beagle\beaglja01,24,WSH,C,7,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10.0,65,9:16,5,11,17,14,54.8
30,Francois Beauchemin\beaucfr01,29,TOR,D,82,5,21,26,-13,33,3.9,1,4,0,1,15,6,0,170,2.9,2088,25:28,155,88,3,1,75.0
31,Steve Begin\beginst01,31,BOS,C,77,5,9,14,-7,53,0.3,4,0,1,2,8,0,1,110,4.5,988,12:50,31,182,366,315,53.7
32,Wade Belak\belakwa01,33,NSH,D,39,0,2,2,0,58,0.4,0,0,0,0,2,0,0,8,0.0,170,4:21,4,30,0,0,
33,Eric Belanger\belaner01,32,TOT,C,77,15,26,41,2,32,4.1,12,3,0,3,20,6,0,151,9.9,1194,15:31,29,47,521,403,56.4
33,Eric Belanger\belaner01,32,MIN,C,60,13,22,35,-1,28,3.7,10,3,0,3,16,6,0,120,10.8,945,15:45,20,36,416,306,57.6
33,Eric Belanger\belaner01,32,WSH,C,17,2,4,6,3,4,0.4,2,0,0,0,4,0,0,31,6.5,249,14:40,9,11,105,97,52.0
34,Matt Beleskey\belesma01,21,ANA,LW,60,11,7,18,-10,35,1.2,11,0,0,3,7,0,0,123,8.9,839,13:59,23,94,8,12,40.0
35,Shawn Belle\bellesh01,25,MTL,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,21,10:38,0,2,0,0,
36,Jamie Benn\bennja01,20,DAL,LW,82,22,19,41,-1,45,4.6,20,2,0,3,14,5,0,182,12.1,1206,14:42,39,186,109,127,46.2
37,Sean Bergenheim\bergese01,25,NYI,LW,63,10,13,23,1,45,2.0,8,0,2,0,12,0,1,133,7.5,886,14:04,37,127,5,12,29.4
38,Marc-Andre Bergeron\bergema02,29,MTL,D,60,13,21,34,-7,16,5.7,6,7,0,4,6,15,0,123,10.6,904,15:04,47,57,0,0,
39,Patrice Bergeron\bergepa01,24,BOS,C,73,19,33,52,6,28,5.8,18,0,1,4,24,8,1,184,10.3,1380,18:54,45,49,768,557,58.0
40,Niclas Bergfors\bergfni01,22,TOT,RW,81,21,23,44,-10,10,4.5,12,9,0,6,17,6,0,217,9.7,1249,15:25,6,18,9,10,47.4
40,Niclas Bergfors\bergfni01,22,NJD,RW,54,13,14,27,-7,10,2.8,5,8,0,4,9,5,0,134,9.7,804,14:53,2,14,5,2,71.4
40,Niclas Bergfors\bergfni01,22,ATL,RW,27,8,9,17,-3,0,1.7,7,1,0,2,8,1,0,83,9.6,445,16:30,4,4,4,8,33.3
41,Patrik Berglund\berglpa01,21,STL,C,71,13,13,26,-5,16,2.5,7,6,0,4,10,3,0,129,10.1,959,13:30,11,70,220,284,43.7
42,Steve Bernier\bernist01,24,VAN,RW,59,11,11,22,0,21,1.9,8,3,0,0,10,1,0,95,11.6,836,14:10,32,105,7,27,20.6
43,Todd Bertuzzi\bertuto01,34,DET,RW,82,18,26,44,-7,80,4.2,14,4,0,4,19,7,0,216,8.3,1375,16:46,19,104,11,12,47.8
44,Blair Betts\bettsbl01,29,PHI,C,63,8,10,18,7,14,1.8,6,1,1,2,10,0,0,63,12.7,795,12:37,63,95,435,420,50.9
45,Bryan Bickell\bickebr01,23,CHI,LW,16,3,1,4,4,5,0.6,3,0,0,1,1,0,0,20,15.0,154,9:36,2,22,0,2,0.0
46,Kevin Bieksa\biekske01,28,VAN,D,55,3,19,22,-5,85,2.9,2,1,0,0,13,6,0,95,3.2,1200,21:49,59,70,0,0,
47,Paul Bissonnette\bissopa01,24,PHX,LW,41,3,2,5,-2,117,0.4,3,0,0,1,2,0,0,25,12.0,240,5:52,3,73,0,0,
48,Byron Bitz\bitzby01,25,TOT,RW,52,5,6,11,-8,33,0.5,5,0,0,2,6,0,0,58,8.6,574,11:02,20,83,7,11,38.9
48,Byron Bitz\bitzby01,25,BOS,RW,45,4,5,9,-9,31,0.3,4,0,0,2,5,0,0,51,7.8,493,10:57,18,64,7,10,41.2
48,Byron Bitz\bitzby01,25,FLA,RW,7,1,1,2,1,2,0.2,1,0,0,0,1,0,0,7,14.3,81,11:37,2,19,0,1,0.0
49,Jason Blake\blakeja01,36,TOT,C,82,16,25,41,-10,36,3.3,10,6,0,2,21,4,0,239,6.7,1304,15:54,26,70,31,50,38.3
49,Jason Blake\blakeja01,36,TOR,C,56,10,16,26,-4,26,2.0,8,2,0,2,13,3,0,170,5.9,887,15:50,22,36,19,34,35.8
49,Jason Blake\blakeja01,36,ANA,C,26,6,9,15,-6,10,1.3,2,4,0,0,8,1,0,69,8.7,417,16:02,4,34,12,16,42.9
50,Rob Blake*\blakero01,40,SJS,D,70,7,23,30,14,60,6.3,3,4,0,1,18,4,1,182,3.8,1495,21:21,114,68,0,0,
51,Mario Bliznak\bliznma01,22,VAN,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,17,8:31,1,0,9,5,64.3
52,Mike Blunden\blundmi01,23,CBJ,RW,40,2,2,4,3,59,0.2,2,0,0,0,2,0,0,40,5.0,324,8:07,7,83,29,61,32.2
53,Brandon Bochenski\bochebr01,27,TBL,RW,28,4,9,13,-1,2,1.2,3,1,0,0,6,3,0,43,9.3,344,12:16,10,18,2,3,40.0
54,Troy Bodie\bodietr01,25,ANA,RW,44,5,2,7,-8,80,0.0,4,0,1,1,2,0,0,58,8.6,495,11:15,8,62,0,1,0.0
55,Andrew Bodnarchuk\bodnaan01,21,BOS,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,37,7:19,3,2,0,0,
56,Mikkel Boedker\boedkmi01,20,PHX,LW,14,1,2,3,2,0,0.3,1,0,0,0,2,0,0,7,14.3,122,8:43,1,17,0,0,
57,Zach Bogosian\bogosza01,19,ATL,D,81,10,13,23,-18,61,3.2,6,3,1,0,9,3,1,155,6.5,1734,21:25,124,196,0,0,
58,Alexandre Bolduc\boldual01,24,VAN,C,15,0,0,0,-3,13,-0.4,0,0,0,0,0,0,0,14,0.0,150,9:58,13,20,47,40,54.0
59,Jared Boll\bollja01,23,CBJ,RW,68,4,3,7,-8,149,0.0,4,0,0,0,3,0,0,56,7.1,490,7:12,12,123,0,3,0.0
60,Dave Bolland\bollada01,23,CHI,C,39,6,10,16,5,28,1.3,5,1,0,0,9,1,0,52,11.5,677,17:22,19,33,274,281,49.4
61,Nick Bonino\boninni01,21,ANA,C,9,1,1,2,0,6,0.1,0,1,0,0,1,0,0,14,7.1,128,14:13,3,4,34,44,43.6
62,Derek Boogaard\boogade01,27,MIN,LW,57,0,4,4,-12,105,-0.6,0,0,0,0,4,0,0,26,0.0,351,6:09,8,83,0,0,
63,David Booth\boothda01,25,FLA,LW,28,8,8,16,-3,23,1.6,8,0,0,1,3,5,0,95,8.4,508,18:08,10,50,2,8,20.0
64,Casey Borer\borerca01,24,CAR,D,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,22,10:46,5,4,0,0,
65,Pierre-Marc Bouchard\bouchpi02,25,MIN,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,11,10:44,0,0,1,2,33.3
66,Francis Bouillon\bouilfr01,34,NSH,D,81,3,8,11,5,50,3.5,2,1,0,1,4,3,1,86,3.5,1564,19:18,96,162,0,0,
67,Eric Boulton\boulter01,33,ATL,LW,62,2,6,8,-1,113,0.2,1,1,0,0,6,0,0,39,5.1,425,6:51,10,96,2,2,50.0
68,Chris Bourque\bourqch01,24,TOT,LW,21,0,3,3,-6,10,-0.3,0,0,0,0,1,2,0,21,0.0,201,9:35,5,25,0,0,
68,Chris Bourque\bourqch01,24,PIT,LW,20,0,3,3,-4,10,-0.2,0,0,0,0,1,2,0,20,0.0,192,9:35,4,24,0,0,
68,Chris Bourque\bourqch01,24,WSH,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,10,9:37,1,1,0,0,
69,Rene Bourque\bourqre01,28,CGY,LW,73,27,31,58,7,88,7.4,17,6,4,5,24,7,0,215,12.6,1337,18:19,44,91,8,17,32.0
70,Jay Bouwmeester\bouwmja01,26,CGY,D,82,3,26,29,-4,48,5.8,2,1,0,0,13,11,2,130,2.3,2125,25:55,125,72,0,0,
71,Drayson Bowman\bowmadr01,20,CAR,C,9,2,0,2,-1,4,0.2,1,1,0,0,0,0,0,17,11.8,108,12:01,0,13,0,0,
72,Johnny Boychuk\boychjo01,26,BOS,D,51,5,10,15,10,43,4.4,5,0,0,0,6,3,1,96,5.2,901,17:39,56,91,0,0,
73,Zach Boychuk\boychza01,20,CAR,C,31,3,6,9,1,2,0.7,3,0,0,0,5,1,0,37,8.1,333,10:45,7,23,5,4,55.6
74,Dustin Boyd\boyddu01,23,TOT,C,78,11,13,24,6,19,2.5,11,0,0,3,10,2,1,112,9.8,954,12:14,42,80,244,228,51.7
74,Dustin Boyd\boyddu01,23,CGY,C,60,8,11,19,5,15,2.0,8,0,0,2,8,2,1,80,10.0,734,12:14,34,60,183,184,49.9
74,Dustin Boyd\boyddu01,23,NSH,C,18,3,2,5,1,4,0.5,3,0,0,1,2,0,0,32,9.4,219,12:11,8,20,61,44,58.1
75,Brad Boyes\boyesbr01,27,STL,C,82,14,28,42,1,26,3.9,12,2,0,3,20,8,0,197,7.1,1377,16:47,18,76,138,173,44.4
76,Brian Boyle\boylebr01,25,NYR,C,71,4,2,6,-6,47,-0.1,4,0,0,1,1,1,0,73,5.5,598,8:25,41,143,125,198,38.7
77,Dan Boyle\boyleda01,33,SJS,D,76,15,43,58,6,70,9.9,9,6,0,3,20,23,0,180,8.3,1992,26:13,130,51,0,3,0.0
78,Nick Boynton\boyntni01,31,TOT,D,49,1,7,8,5,71,2.0,0,1,0,0,6,1,0,50,2.0,815,16:38,59,64,0,0,
78,Nick Boynton\boyntni01,31,ANA,D,42,1,6,7,1,59,1.5,0,1,0,0,5,1,0,39,2.6,704,16:45,54,61,0,0,
78,Nick Boynton\boyntni01,31,CHI,D,7,0,1,1,4,12,0.5,0,0,0,0,1,0,0,11,0.0,112,15:56,5,3,0,0,
79,Tyler Bozak\bozakty01,23,TOR,C,37,8,19,27,-5,6,2.2,6,2,0,1,16,3,0,51,15.7,712,19:14,15,52,358,290,55.2
80,Matt Bradley\bradlma01,31,WSH,RW,77,10,14,24,6,47,1.9,9,0,1,5,14,0,0,98,10.2,849,11:02,19,112,11,17,39.3
81,Donald Brashear\brashdo01,38,NYR,LW,36,0,1,1,-9,73,-0.6,0,0,0,0,1,0,0,18,0.0,225,6:15,9,43,0,0,
82,Derick Brassard\brassde01,22,CBJ,C,79,9,27,36,-17,48,2.0,5,4,0,0,21,6,0,125,7.2,1180,14:57,11,97,210,293,41.7
83,Tim Brent\brentti01,25,TOR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,13,13:21,0,4,4,4,50.0
84,Eric Brewer\breweer01,30,STL,D,59,8,7,15,-17,46,2.6,8,0,0,0,4,3,0,84,9.5,1265,21:27,98,76,0,0,
85,Daniel Briere\brierda01,32,PHI,C,75,26,27,53,-2,71,6.5,18,8,0,1,18,9,0,193,13.5,1244,16:35,17,53,53,67,44.2
86,Rod Brind'Amour\brindro01,39,CAR,C,80,9,10,19,-29,36,0.0,7,2,0,2,7,3,0,95,9.5,1017,12:43,31,82,490,348,58.5
87,Kyle Brodziak\brodzky01,25,MIN,C,82,9,23,32,-3,22,2.3,9,0,0,3,20,3,0,140,6.4,1257,15:20,52,69,484,517,48.4
88,Sheldon Brookbank\brooksh01,29,ANA,D,66,0,9,9,10,114,2.5,0,0,0,0,9,0,0,60,0.0,987,14:58,59,89,0,0,
89,Troy Brouwer\brouwtr01,24,CHI,RW,78,22,18,40,9,66,4.6,14,7,1,7,12,6,0,116,19.0,1277,16:22,46,189,5,4,55.6
90,Dustin Brown\browndu01,25,LAK,RW,82,24,32,56,-6,41,5.6,17,7,0,3,22,10,0,248,9.7,1579,19:15,25,283,17,22,43.6
91,Mike Brown\brownmi02,24,ANA,RW,75,6,1,7,1,106,0.3,5,0,1,2,1,0,0,82,7.3,626,8:21,17,124,0,7,0.0
92,Gilbert Brule\brulegi01,23,EDM,C,65,17,20,37,-8,38,3.9,15,2,0,3,17,3,0,121,14.0,925,14:14,25,112,144,130,52.6
93,Andrew Brunette\brunean01,36,MIN,LW,82,25,36,61,-5,12,6.9,13,12,0,3,23,13,0,129,19.4,1396,17:02,20,33,5,5,50.0
94,Fabian Brunnstrom\brunnfa01,24,DAL,LW,44,2,9,11,-3,10,0.4,2,0,0,0,8,1,0,38,5.3,469,10:40,5,44,1,2,33.3
95,Adam Burish\burisad01,27,CHI,C,13,1,3,4,2,14,0.4,1,0,0,0,3,0,0,9,11.1,114,8:46,9,9,7,14,33.3
96,Brent Burns\burnsbr01,24,MIN,D,47,3,17,20,-15,32,2.5,1,2,0,0,8,9,0,104,2.9,1052,22:22,44,97,0,0,
97,Alexandre Burrows\burroal01,28,VAN,LW,82,35,32,67,34,121,9.5,26,4,5,3,28,2,2,209,16.7,1465,17:52,54,97,14,20,41.2
98,Bobby Butler\butlebo01,22,OTT,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,17,8:21,0,1,0,0,
99,Chris Butler\butlech01,23,BUF,D,59,1,20,21,-15,22,2.6,1,0,0,0,8,12,0,61,1.6,1181,20:01,66,48,0,0,
100,Dane Byers\byersda01,23,NYR,LW,5,1,0,1,1,31,0.2,1,0,0,0,0,0,0,3,33.3,32,6:21,0,4,0,0,
101,Dustin Byfuglien\byfugdu01,24,CHI,D,82,17,17,34,-7,94,6.1,11,6,0,3,12,5,0,211,8.1,1346,16:25,38,215,1,1,50.0
102,Kyle Calder\caldeky01,31,ANA,LW,14,0,2,2,-7,8,-0.4,0,0,0,0,1,1,0,20,0.0,198,14:07,4,17,1,3,25.0
103,Joe Callahan\callajo02,27,SJS,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,10,9:34,4,1,0,0,
104,Ryan Callahan\callary01,24,NYR,RW,77,19,18,37,-12,48,3.2,10,9,0,3,6,11,1,204,9.3,1494,19:24,81,285,17,18,48.6
105,Mike Cammalleri\cammami01,27,MTL,C,65,26,24,50,7,16,6.5,22,4,0,4,13,11,0,218,11.9,1269,19:31,27,18,26,25,51.0
106,Brian Campbell\campbbr02,30,CHI,D,68,7,31,38,18,18,7.7,4,3,0,2,22,8,1,131,5.3,1579,23:13,79,37,0,0,
107,Gregory Campbell\campbgr01,26,FLA,C,60,2,15,17,-5,53,0.2,2,0,0,1,15,0,0,84,2.4,924,15:24,72,158,158,183,46.3
108,Chris Campoli\campoch01,25,OTT,D,67,4,14,18,-3,16,3.5,3,1,0,1,12,2,0,71,5.6,1196,17:51,78,98,0,1,0.0
109,Luca Caputi\caputlu01,21,TOT,LW,23,2,6,8,-1,12,0.4,2,0,0,0,6,0,0,36,5.6,325,14:08,5,29,10,13,43.5
109,Luca Caputi\caputlu01,21,TOR,LW,19,1,5,6,0,10,0.2,1,0,0,0,5,0,0,32,3.1,278,14:38,4,20,10,13,43.5
109,Luca Caputi\caputlu01,21,PIT,LW,4,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,4,25.0,47,11:46,1,9,0,0,
110,Daniel Carcillo\carcida01,25,PHI,LW,76,12,10,22,5,207,2.5,11,1,0,1,9,1,0,105,11.4,855,11:15,17,194,1,2,33.3
111,Matt Carkner\carknma01,29,OTT,D,81,2,9,11,0,190,2.9,2,0,0,0,9,0,0,87,2.3,1370,16:55,125,125,0,0,
112,Mathieu Carle\carlema02,22,MTL,D,3,0,0,0,1,4,0.1,0,0,0,0,0,0,0,2,0.0,43,14:28,4,3,0,0,
113,Matt Carle\carlema01,25,PHI,D,80,6,29,35,19,16,8.2,4,2,0,1,17,12,0,137,4.4,1871,23:23,137,35,0,0,
114,John Carlson\carlsjo01,20,WSH,D,22,1,5,6,11,8,1.6,1,0,0,0,5,0,0,21,4.8,335,15:15,32,29,0,0,
115,Brett Carson\carsobr01,24,CAR,D,54,2,10,12,5,12,2.8,2,0,0,0,8,2,0,42,4.8,938,17:22,89,77,0,0,
116,Jeff Carter\carteje01,25,PHI,C,74,33,28,61,2,38,8.0,20,11,2,6,17,11,0,319,10.3,1428,19:18,34,60,688,626,52.4
117,Ryan Carter\cartery01,26,ANA,C,38,4,5,9,0,31,0.7,4,0,0,1,4,0,1,38,10.5,374,9:51,6,51,116,105,52.5
118,Zdeno Chara\charazd01,32,BOS,D,80,7,37,44,19,87,10.2,3,4,0,1,24,12,1,242,2.9,2030,25:22,102,149,1,1,50.0
119,Jonathan Cheechoo\cheecjo01,29,OTT,RW,61,5,9,14,-13,20,0.3,5,0,0,0,9,0,0,117,4.3,729,11:57,18,77,4,6,40.0
120,Chris Chelios*\chelich01,48,ATL,D,7,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,78,11:10,7,8,0,0,
121,Jason Chimera\chimeja01,30,TOT,LW,78,15,19,34,-1,98,3.0,14,1,0,1,19,0,0,160,9.4,1068,13:42,16,78,22,18,55.0
121,Jason Chimera\chimeja01,30,CBJ,LW,39,8,9,17,-7,47,1.4,7,1,0,1,9,0,0,92,8.7,576,14:47,6,28,15,8,65.2
121,Jason Chimera\chimeja01,30,WSH,LW,39,7,10,17,6,51,1.7,7,0,0,0,10,0,0,68,10.3,492,12:36,10,50,7,10,41.2
122,Kyle Chipchura\chipcky01,23,TOT,C,74,6,6,12,-12,72,-0.1,5,0,1,1,5,0,1,54,11.1,850,11:29,28,63,378,398,48.7
122,Kyle Chipchura\chipcky01,23,ANA,C,55,6,6,12,-2,56,0.6,5,0,1,1,5,0,1,43,14.0,686,12:29,25,55,321,349,47.9
122,Kyle Chipchura\chipcky01,23,MTL,C,19,0,0,0,-10,16,-0.7,0,0,0,0,0,0,0,11,0.0,164,8:38,3,8,57,49,53.8
123,Taylor Chorney\chornta01,22,EDM,D,42,0,3,3,-21,12,-0.7,0,0,0,0,2,1,0,35,0.0,730,17:24,72,36,0,0,
124,Erik Christensen\chriser01,26,TOT,C,58,8,18,26,11,26,2.8,7,1,0,1,15,3,0,86,9.3,861,14:51,16,52,329,345,48.8
124,Erik Christensen\chriser01,26,NYR,C,49,8,18,26,14,24,3.1,7,1,0,1,15,3,0,77,10.4,758,15:28,13,46,308,315,49.4
124,Erik Christensen\chriser01,26,ANA,C,9,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,9,0.0,103,11:27,3,6,21,30,41.2
125,Brett Clark\clarkbr01,33,COL,D,64,3,17,20,6,28,3.8,1,2,0,1,12,5,0,75,4.0,1225,19:08,162,55,0,0,
126,Chris Clark\clarkch01,33,TOT,RW,74,7,13,20,-12,48,0.6,7,0,0,1,9,4,0,105,6.7,878,11:52,17,90,7,13,35.0
126,Chris Clark\clarkch01,33,WSH,RW,38,4,11,15,-4,27,0.8,4,0,0,1,7,4,0,59,6.8,443,11:39,12,36,3,7,30.0
126,Chris Clark\clarkch01,33,CBJ,RW,36,3,2,5,-8,21,-0.3,3,0,0,0,2,0,0,46,6.5,436,12:06,5,54,4,6,40.0
127,David Clarkson\clarkda03,25,NJD,RW,46,11,13,24,3,85,2.9,8,3,0,2,10,3,0,106,10.4,664,14:27,13,99,6,14,30.0
128,Dan Cleary\clearda01,31,DET,LW,64,15,19,34,-3,29,3.4,13,2,0,2,14,5,0,140,10.7,1103,17:14,25,119,59,60,49.6
129,Marc-Andre Cliche\clichma01,22,LAK,RW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,7,7:23,1,1,4,2,66.7
130,Grant Clitsome\clitsgr01,24,CBJ,D,11,1,2,3,0,6,0.6,1,0,0,0,2,0,0,7,14.3,162,14:44,7,30,0,0,
131,Ryane Clowe\clowery01,27,SJS,LW,82,19,38,57,0,131,5.6,17,2,0,2,25,13,0,189,10.1,1408,17:10,33,157,35,38,47.9
132,Rich Clune\cluneri01,22,LAK,LW,14,0,2,2,1,26,0.1,0,0,0,0,2,0,0,7,0.0,102,7:17,1,23,2,3,40.0
133,Cal Clutterbuck\cluttca01,22,MIN,RW,74,13,8,21,-8,52,1.7,10,1,2,1,8,0,0,136,9.6,1057,14:17,29,318,3,7,30.0
134,Braydon Coburn\coburbr01,24,PHI,D,81,5,14,19,-6,54,4.1,4,1,0,0,12,2,0,122,4.1,1712,21:08,109,118,0,0,
135,Andrew Cogliano\coglian01,22,EDM,C,82,10,18,28,-5,31,1.9,9,1,0,1,16,2,0,139,7.2,1162,14:11,28,76,160,211,43.1
136,Carlo Colaiacovo\colaica01,27,STL,D,67,7,25,32,8,60,6.3,2,4,1,1,21,3,1,74,9.5,1159,17:18,52,52,1,0,100.0
137,Erik Cole\coleer01,31,CAR,LW,40,11,5,16,-9,29,1.4,9,2,0,1,5,0,0,81,13.6,656,16:23,20,94,4,11,26.7
138,Blake Comeau\comeabl01,23,NYI,RW,61,17,18,35,-2,40,3.8,16,0,1,2,12,3,3,133,12.8,940,15:25,31,111,10,11,47.6
139,Mike Commodore\commomi01,30,CBJ,D,57,2,9,11,-9,62,1.8,2,0,0,1,8,1,0,54,3.7,1083,19:00,87,128,0,0,
140,Mike Comrie\comrimi01,29,EDM,C,43,13,8,21,-9,30,2.3,8,5,0,0,3,5,0,97,13.4,612,14:14,28,18,25,22,53.2
141,Tim Conboy\conboti01,27,CAR,D,12,0,0,0,-5,24,-0.4,0,0,0,0,0,0,0,5,0.0,52,4:18,2,9,0,0,
142,Chris Conner\connech01,26,PIT,RW,8,2,1,3,-1,0,0.4,2,0,0,1,1,0,0,11,18.2,77,9:36,4,6,0,1,0.0
143,Tim Connolly\connoti01,28,BUF,C,73,17,48,65,10,28,6.9,9,7,1,5,27,20,1,206,8.3,1359,18:37,46,23,349,398,46.7
144,Craig Conroy\conrocr01,38,CGY,C,63,3,12,15,-6,25,0.3,3,0,0,1,12,0,0,52,5.8,855,13:34,41,43,453,426,51.5
145,Matt Cooke\cookema01,31,PIT,LW,79,15,15,30,17,106,3.4,13,2,0,1,13,1,1,105,14.3,1168,14:47,53,180,13,11,54.2
