Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
31,2010,Thomas Greiss\greisth01,24,SJS,16,10,7,4,1,35,399,364,0.912,2.68,0,2.4,782,7,0.7,0,99,0.4,0,0,0,2
32,2010,Jonas Gustavsson\gustajo01,25,TOR,42,39,16,15,9,112,1146,1034,0.902,2.87,1,5.7,2340,14,0.359,5,110,-10.31,0,2,2,2
33,2010,Jaroslav Halak\halakja01,24,MTL,45,43,26,13,5,105,1386,1281,0.924,2.4,5,10.4,2630,26,0.605,5,85,17.98,0,0,0,0
34,2010,Josh Harding\hardijo01,25,MIN,25,22,9,12,0,66,692,626,0.905,3.05,1,3.6,1300,9,0.409,4,107,-4.6,0,1,1,4
35,2010,Johan Hedberg\hedbejo01,36,ATL,47,42,21,16,6,115,1355,1240,0.915,2.62,3,8.7,2632,23,0.548,6,96,5.23,0,1,1,6
36,2010,Jonas Hiller\hillejo01,27,ANA,59,58,30,23,4,152,1860,1708,0.918,2.73,2,12.7,3338,32,0.552,7,92,13.04,0,2,2,0
37,2010,Jimmy Howard\howarja02,25,DET,63,60,37,15,10,141,1849,1708,0.924,2.26,3,13.8,3740,36,0.6,7,86,23.06,0,2,2,2
38,2010,Cristobal Huet\huetcr01,34,CHI,48,46,26,14,4,114,1083,969,0.895,2.5,4,4.4,2731,24,0.522,13,119,-17.9,0,0,0,4
39,2010,Brent Johnson\johnsbr02,32,PIT,23,15,10,6,1,51,541,490,0.906,2.76,0,2.9,1108,8,0.533,3,106,-3,0,1,1,0
40,2010,Chad Johnson\johnsch02,23,NYR,5,4,1,2,1,11,135,124,0.919,2.35,0,0.9,281,2,0.5,0,,,0,1,1,0
41,2010,Nikolai Khabibulin\khabini01,37,EDM,18,18,7,9,2,55,602,547,0.909,3.03,0,3.4,1089,9,0.5,1,103,-1.58,0,0,0,4
42,2010,Anton Khudobin\khudoan01,23,MIN,2,1,2,0,0,1,48,47,0.979,0.86,0,0.7,69,1,1,0,,,0,0,0,0
43,2010,Miikka Kiprusoff\kiprumi01,33,CGY,73,71,35,28,10,163,2035,1872,0.92,2.31,4,14.3,4235,44,0.62,9,90,17.57,0,0,0,4
44,2010,Jason LaBarbera\labarja01,30,PHX,17,13,8,5,1,33,459,426,0.928,2.13,0,3.7,928,10,0.769,2,81,7.73,0,0,0,0
45,2010,Patrick Lalime\lalimpa01,35,BUF,16,13,4,8,2,40,432,392,0.907,2.81,0,2.4,854,6,0.462,3,104,-1.67,0,0,0,2
46,2010,Pascal Leclaire\leclapa01,27,OTT,34,31,12,14,2,93,822,729,0.887,3.2,0,2.6,1745,14,0.452,9,128,-20.06,0,0,0,2
47,2010,Manny Legace\legacma01,36,CAR,28,24,10,7,5,69,745,676,0.907,2.81,1,4.1,1472,11,0.458,4,104,-2.9,0,1,1,0
48,2010,Kari Lehtonen\lehtoka01,26,DAL,12,10,6,4,0,31,350,319,0.911,2.81,0,2.1,663,5,0.5,1,100,0.06,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,TOT,34,31,17,9,2,85,899,814,0.905,2.83,1,4.8,1799,19,0.613,6,107,-5.23,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,PHI,27,26,16,5,2,60,735,675,0.918,2.48,1,5,1449,18,0.692,4,92,5.22,0,1,1,0
49,2010,Michael Leighton\leighmi01,28,CAR,7,5,1,4,0,25,164,139,0.848,4.28,0,-0.2,350,1,0.2,2,,,0,0,0,0
50,2010,Henrik Lundqvist\lundqhe01,27,NYR,73,72,35,27,10,167,2109,1942,0.921,2.38,4,15,4204,44,0.611,10,89,20.13,0,1,1,0
51,2010,Roberto Luongo\luongro01,30,VAN,68,67,40,22,4,167,1915,1748,0.913,2.57,4,11.8,3899,41,0.612,10,98,2.92,0,0,0,0
52,2010,Joey MacDonald\macdojo01,29,TOR,6,5,1,4,0,17,157,140,0.892,3.2,0,0.6,319,2,0.4,1,,,0,0,0,0
53,2010,Chris Mason\masonch02,33,STL,61,61,30,22,8,148,1699,1551,0.913,2.53,2,10.5,3512,36,0.59,10,98,2.75,0,0,0,0
54,2010,Steve Mason\masonst01,21,CBJ,58,54,20,26,9,163,1653,1490,0.901,3.05,5,8,3201,25,0.463,15,111,-16.33,0,2,2,2
55,2010,Curtis McElhinney\mcelhcu01,26,TOT,20,14,8,5,2,51,523,472,0.902,2.99,0,2.6,1023,6,0.429,1,110,-4.59,0,0,0,0
55,2010,Curtis McElhinney\mcelhcu01,26,ANA,10,7,5,1,2,24,288,264,0.917,2.76,0,1.9,521,4,0.571,0,,,0,0,0,0
55,2010,Curtis McElhinney\mcelhcu01,26,CGY,10,7,3,4,0,27,235,208,0.885,3.22,0,0.7,502,2,0.286,1,,,0,0,0,0
56,2010,Ryan Miller\millery01,29,BUF,69,67,41,18,8,150,2098,1948,0.929,2.22,5,16.8,4047,48,0.716,6,81,36.16,0,0,0,4
57,2010,Evgeni Nabokov\nabokev01,34,SJS,71,71,44,16,10,170,2168,1998,0.922,2.43,3,15.6,4194,45,0.634,11,88,22.37,0,0,0,6
58,2010,Michal Neuvirth\neuvimi01,21,WSH,17,16,9,4,0,40,464,424,0.914,2.75,0,2.9,872,10,0.625,4,97,1.17,0,0,0,0
59,2010,Antti Niemi\niemian02,26,CHI,39,35,26,7,4,82,936,854,0.912,2.25,7,5.7,2190,17,0.486,7,99,1.05,0,1,1,0
60,2010,Antero Niittymaki\niittan01,29,TBL,49,45,21,18,5,127,1388,1261,0.909,2.87,1,7.9,2657,21,0.467,11,103,-3.84,0,1,1,0
61,2010,Chris Osgood\osgooch01,37,DET,23,21,7,9,4,63,561,498,0.888,3.02,1,1.8,1252,9,0.429,7,127,-13.22,0,1,1,0
62,2010,Ondrej Pavelec\pavelon01,22,ATL,42,40,14,18,7,127,1353,1226,0.906,3.29,2,7.3,2317,17,0.425,6,106,-6.95,0,1,1,0
63,2010,Alexander Pechurski\pechual01,19,PIT,1,0,0,0,0,1,13,12,0.923,1.69,0,0.1,36,0,,0,,,0,0,0,0
64,2010,Justin Peters\peterju01,23,CAR,9,8,6,3,0,23,241,218,0.905,2.83,0,1.3,488,4,0.5,2,,,0,0,0,0
65,2010,Carey Price\priceca01,22,MTL,41,39,13,20,5,109,1244,1135,0.912,2.77,0,7.6,2358,21,0.538,4,99,1.38,0,1,1,8
66,2010,Jonathan Quick\quickjo01,24,LAK,72,71,39,24,7,180,1927,1747,0.907,2.54,4,10.5,4258,34,0.479,13,105,-9.02,0,1,1,2
67,2010,Tuukka Rask\rasktu01,22,BOS,45,39,22,12,5,84,1221,1137,0.931,1.97,5,10.2,2562,29,0.744,2,78,24.34,0,3,3,2
68,2010,Andrew Raycroft\raycran01,29,VAN,21,14,9,5,1,39,438,399,0.911,2.42,1,2.6,967,8,0.571,2,100,-0.14,0,0,0,4
69,2010,Pekka Rinne\rinnepe01,27,NSH,58,54,32,16,5,137,1541,1404,0.911,2.53,7,9.2,3246,25,0.463,7,100,-0.27,0,0,0,2
70,2010,Dwayne Roloson\rolosdw01,40,NYI,50,49,23,18,7,145,1555,1410,0.907,3,1,8.5,2897,27,0.551,10,105,-7.02,0,0,0,14
71,2010,Alexander Salak\salakal01,23,FLA,2,0,0,1,0,6,40,34,0.85,5.41,0,0,67,0,,0,,,0,0,0,0
72,2010,Cory Schneider\schneco01,23,VAN,2,1,0,1,0,5,59,54,0.915,3.81,0,0.4,79,1,1,0,,,0,0,0,0
73,2010,Mike Smith\smithmi01,27,TBL,42,36,13,18,7,117,1165,1048,0.9,3.09,2,5.4,2273,17,0.472,6,113,-13.63,0,0,0,14
74,2010,Jose Theodore\theodjo01,33,WSH,47,42,30,7,7,121,1352,1231,0.911,2.81,1,8,2586,25,0.595,7,101,-1.04,0,2,2,0
75,2010,Tim Thomas\thomati01,35,BOS,43,42,17,18,8,104,1221,1117,0.915,2.56,5,7.8,2442,26,0.619,9,96,4.34,0,0,0,8
76,2010,Dustin Tokarski\tokardu01,20,TBL,2,0,0,0,0,3,16,13,0.813,4.06,0,-0.1,44,0,,0,,,0,0,0,0
77,2010,Vesa Toskala\toskave01,32,TOT,32,26,9,12,3,93,773,680,0.88,3.48,1,1.8,1605,9,0.346,8,136,-24.41,0,0,0,4
77,2010,Vesa Toskala\toskave01,32,TOR,26,23,7,12,3,85,676,591,0.874,3.66,1,1.2,1393,7,0.304,7,142,-25.02,0,0,0,4
77,2010,Vesa Toskala\toskave01,32,CGY,6,3,2,0,0,8,97,89,0.918,2.27,0,0.7,212,2,0.667,1,,,0,0,0,0
78,2010,Marty Turco\turcoma01,34,DAL,53,51,22,20,11,140,1605,1465,0.913,2.72,4,9.9,3088,29,0.569,8,98,2.41,0,4,4,10
79,2010,Steve Valiquette\valiqst01,32,NYR,6,5,2,3,0,19,128,109,0.852,3.74,1,-0.1,305,2,0.4,2,,,0,0,0,0
80,2010,Semyon Varlamov\varlasi01,21,WSH,26,23,15,4,6,65,718,653,0.909,2.55,2,4.2,1527,11,0.478,3,102,-1.29,0,1,1,0
81,2010,Tomas Vokoun\vokouto01,33,FLA,63,62,23,28,11,157,2081,1924,0.925,2.55,7,15.7,3695,38,0.613,6,85,27.65,0,2,2,0
82,2010,Cam Ward\wardca01,25,CAR,47,44,18,23,5,119,1409,1290,0.916,2.69,0,9.2,2651,25,0.568,4,95,6.02,0,3,3,0
83,2010,Matt Zaba\zabama01,26,NYR,1,0,0,0,0,2,16,14,0.875,3.56,0,0,34,0,,0,,,0,0,0,0
