Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
27,2016,John Gibson\gibsojo02,22,ANA,40,38,21,13,4,79,992,913,0.92,2.07,4,6.5,2295,21,0.553,3,94,5.46,0,1,1,2
28,2016,Thomas Greiss\greisth01,30,NYI,41,38,23,11,4,90,1197,1107,0.925,2.36,1,8.5,2287,22,0.579,2,88,11.92,0,1,1,2
29,2016,Philipp Grubauer\grubaph01,24,WSH,22,16,8,9,1,43,523,480,0.918,2.32,0,3.3,1111,7,0.438,2,97,1.53,0,0,0,2
30,2016,Kristers Gudlevskis\gudlekr01,23,TBL,1,1,0,0,1,1,32,31,0.969,1,0,0.4,60,1,1,0,,,0,0,0,0
31,2016,Jonas Gustavsson\gustajo01,31,BOS,24,20,11,9,1,57,622,565,0.908,2.72,1,3.2,1258,9,0.45,2,108,-4.04,0,0,0,0
32,2016,Jaroslav Halak\halakja01,30,NYI,36,36,18,13,4,80,984,904,0.919,2.3,3,6.3,2091,21,0.583,6,95,3.78,0,1,1,0
33,2016,Andrew Hammond\hammoan01,27,OTT,24,21,7,11,4,61,712,651,0.914,2.65,1,4.2,1382,13,0.619,1,101,-0.38,0,0,0,2
34,2016,Magnus Hellberg\hellbma01,24,NYR,1,0,0,0,0,2,6,4,0.667,6,0,-0.1,20,0,,0,,,0,0,0,0
35,2016,Connor Hellebuyck\helleco01,22,WPG,26,26,13,11,1,56,683,627,0.918,2.34,2,4.3,1433,14,0.538,6,96,2.15,0,0,0,0
36,2016,Jonas Hiller\hillejo01,33,CGY,26,23,9,11,1,79,654,575,0.879,3.51,1,1.1,1351,7,0.304,8,142,-23.32,0,0,0,0
37,2016,Braden Holtby\holtbbr01,26,WSH,66,66,48,9,7,141,1802,1661,0.922,2.2,3,12.1,3841,42,0.636,6,92,12.43,0,1,1,6
38,2016,Jimmy Howard\howarja02,31,DET,37,33,14,14,5,92,979,887,0.906,2.8,2,4.8,1974,16,0.485,6,110,-8.65,0,1,1,2
39,2016,Michael Hutchinson\hutchmi01,25,WPG,30,25,9,15,3,75,805,730,0.907,2.84,0,4,1586,9,0.36,3,109,-6.46,0,0,0,0
40,2016,Carter Hutton\huttoca01,30,NSH,17,15,7,5,4,38,464,426,0.918,2.33,2,2.9,979,7,0.467,1,96,1.51,0,1,1,0
41,2016,Chad Johnson\johnsch02,29,BUF,45,40,22,16,4,102,1270,1168,0.92,2.36,1,8.2,2591,23,0.575,3,94,6.13,0,2,2,0
42,2016,Martin Jones\jonesma02,26,SJS,65,65,37,23,4,143,1734,1591,0.918,2.27,6,10.8,3786,36,0.554,9,97,4.64,0,0,0,0
43,2016,Jason Kasdorf\kasdoja01,23,BUF,1,1,0,1,0,4,30,26,0.867,4,0,0,60,0,0,0,,,0,0,0,0
44,2016,Anton Khudobin\khudoan01,29,ANA,9,7,3,3,0,16,175,159,0.909,2.69,1,0.9,356,3,0.429,3,,,0,0,0,0
45,2016,Keith Kinkaid\kinkake01,26,NJD,23,20,9,9,1,58,605,547,0.904,2.81,2,2.8,1240,10,0.5,5,113,-6.49,0,0,0,2
46,2016,Joonas Korpisalo\korpijo01,21,CBJ,31,30,16,11,4,78,969,891,0.92,2.6,0,6.3,1803,16,0.533,1,95,4.5,0,0,0,2
47,2016,Darcy Kuemper\kuempda01,25,MIN,21,16,6,7,5,43,507,464,0.915,2.43,2,3,1063,8,0.5,2,100,0.17,0,0,0,2
48,2016,Eddie Lack\lacked01,28,CAR,34,31,12,14,6,90,910,820,0.901,2.81,2,3.9,1920,14,0.452,7,116,-12.52,0,2,2,0
49,2016,Robin Lehner\lehnero01,24,BUF,21,21,5,9,5,48,634,586,0.924,2.47,1,4.5,1164,13,0.619,3,89,5.98,0,1,1,8
50,2016,Kari Lehtonen\lehtoka01,32,DAL,43,39,25,10,2,105,1121,1016,0.906,2.76,2,5.5,2279,20,0.513,5,110,-9.56,0,3,3,2
51,2016,Michael Leighton\leighmi01,34,CHI,1,0,0,0,0,1,17,16,0.941,1.52,0,0.2,39,0,,0,,,0,0,0,0
52,2016,Anders Lindback\lindban01,27,ARI,19,13,5,7,1,47,443,396,0.894,3.11,0,1.5,906,5,0.385,4,125,-9.28,0,1,1,0
53,2016,Charlie Lindgren\lindgch01,22,MTL,1,1,1,0,0,2,28,26,0.929,2,0,0.2,60,1,1,0,,,0,0,0,0
54,2016,Henrik Lundqvist\lundqhe01,33,NYR,65,64,35,21,7,156,1944,1788,0.92,2.48,4,12.6,3772,39,0.609,6,94,9.52,0,4,4,4
55,2016,Roberto Luongo\luongro01,36,FLA,62,60,35,19,6,141,1801,1660,0.922,2.35,4,12.1,3602,34,0.567,8,92,12.34,0,2,2,4
56,2016,Jacob Markstrom\marksja02,26,VAN,33,30,13,14,4,84,988,904,0.915,2.73,0,5.9,1847,17,0.567,4,100,0.12,0,2,2,4
57,2016,Steve Mason\masonst01,27,PHI,54,53,23,19,10,132,1602,1470,0.918,2.51,4,10,3150,28,0.528,5,97,4.4,0,0,0,2
58,2016,Curtis McElhinney\mcelhcu01,32,CBJ,18,12,2,7,3,46,417,371,0.89,3.3,0,1.2,835,3,0.25,3,130,-10.5,0,1,1,0
59,2016,Ryan Miller\millery01,35,VAN,51,51,17,24,9,137,1634,1497,0.916,2.7,1,9.9,3043,25,0.49,2,98,2.12,0,1,1,2
60,2016,Al Montoya\montoal01,30,FLA,25,22,12,7,3,49,608,559,0.919,2.18,0,3.9,1351,14,0.636,3,95,2.77,0,0,0,2
61,2016,Petr Mrazek\mrazepe01,23,DET,54,49,27,16,6,115,1448,1333,0.921,2.33,4,9.5,2961,31,0.633,5,93,8.29,0,2,2,2
62,2016,Matt Murray\murrama02,21,PIT,13,13,9,2,1,25,355,330,0.93,2,1,2.7,749,10,0.769,0,83,5.23,0,0,0,0
63,2016,Michal Neuvirth\neuvimi01,27,PHI,32,29,18,8,4,69,908,839,0.924,2.27,3,6.4,1825,17,0.586,3,89,8.31,0,1,1,2
64,2016,Antti Niemi\niemian02,32,DAL,48,43,25,13,7,118,1246,1128,0.905,2.67,3,5.9,2654,19,0.442,8,111,-11.91,0,2,2,2
65,2016,Anders Nilsson\nilssan01,25,TOT,29,24,10,13,2,78,789,711,0.901,3.12,0,3.4,1500,11,0.458,5,116,-10.82,0,1,1,4
65,2016,Anders Nilsson\nilssan01,25,EDM,26,24,10,12,2,74,745,671,0.901,3.14,0,3.1,1413,11,0.458,5,117,-10.57,0,1,1,4
65,2016,Anders Nilsson\nilssan01,25,STL,3,0,0,1,0,4,44,40,0.909,2.75,0,0.2,87,0,,0,,,0,0,0,0
66,2016,Matt O'Connor\oconnma01,23,OTT,1,1,0,1,0,3,34,31,0.912,3.1,0,0.2,58,0,0,0,,,0,0,0,0
67,2016,Joni Ortio\ortiojo01,24,CGY,22,19,7,9,5,55,564,509,0.902,2.76,1,2.5,1196,9,0.474,3,115,-6.98,0,0,0,2
68,2016,Ondrej Pavelec\pavelon01,28,WPG,33,31,13,13,4,88,918,830,0.904,2.78,1,4.3,1899,14,0.452,6,113,-9.84,0,0,0,0
69,2016,Calvin Pickard\pickaca01,23,COL,20,13,7,6,1,42,539,497,0.922,2.56,1,3.6,985,8,0.615,1,92,3.89,0,1,1,0
70,2016,Carey Price\priceca01,28,MTL,12,12,10,2,0,24,365,341,0.934,2.06,2,3,698,8,0.667,1,77,7.08,0,0,0,0
71,2016,Jonathan Quick\quickjo01,30,LAK,68,68,40,23,5,149,1820,1671,0.918,2.22,5,11.5,4034,38,0.559,9,96,5.96,0,3,3,10
72,2016,Antti Raanta\raantan01,26,NYR,25,18,11,6,2,43,530,487,0.919,2.24,1,3.4,1145,12,0.667,4,95,2.13,0,0,0,0
73,2016,Karri Ramo\ramoka01,29,CGY,37,37,17,18,1,94,1034,940,0.909,2.63,1,5.4,2145,20,0.541,4,107,-5.96,0,1,1,0
74,2016,Tuukka Rask\rasktu01,28,BOS,64,62,31,22,8,157,1854,1697,0.915,2.56,4,11.1,3678,34,0.548,10,99,0.85,0,1,1,0
75,2016,James Reimer\reimeja01,27,TOT,40,37,17,14,7,88,1128,1040,0.922,2.31,3,7.6,2290,22,0.595,6,92,8.04,0,0,0,0
75,2016,James Reimer\reimeja01,27,TOR,32,29,11,12,7,75,920,845,0.918,2.49,0,5.8,1809,17,0.586,5,96,3.33,0,0,0,0
75,2016,James Reimer\reimeja01,27,SJS,8,8,6,2,0,13,208,195,0.938,1.62,3,1.8,481,5,0.625,1,,,0,0,0,0
76,2016,Pekka Rinne\rinnepe01,33,NSH,66,66,34,21,10,161,1744,1583,0.908,2.48,4,8.8,3895,32,0.485,11,108,-12.51,0,2,2,6
77,2016,Juuse Saros\sarosju01,20,NSH,1,1,0,1,0,3,23,20,0.87,3.1,0,0,58,0,0,0,,,0,0,0,0
78,2016,Cory Schneider\schneco01,29,NJD,58,58,27,25,6,122,1597,1475,0.924,2.15,4,11.1,3412,40,0.69,7,90,13.97,0,0,0,0
79,2016,Ben Scrivens\scrivbe01,29,MTL,15,14,5,8,0,42,447,405,0.906,3.07,0,2.2,822,4,0.286,2,110,-3.94,0,0,0,0
80,2016,Mike Smith\smithmi01,33,ARI,32,32,15,13,2,77,921,844,0.916,2.64,3,5.6,1753,16,0.5,7,98,1.42,0,1,1,2
81,2016,Garret Sparks\sparkga01,22,TOR,17,17,6,9,1,49,456,407,0.893,3.02,1,1.5,975,6,0.353,4,126,-10.18,0,0,0,0
82,2016,Alex Stalock\staloal01,28,SJS,13,9,3,5,2,33,285,252,0.884,2.94,0,0.6,674,2,0.222,5,,,0,1,1,0
83,2016,Cam Talbot\talboca01,28,EDM,56,53,21,27,5,137,1648,1511,0.917,2.55,3,10.1,3223,26,0.491,4,98,3.31,0,1,1,0
84,2016,Dustin Tokarski\tokardu01,26,MTL,6,4,1,3,0,12,98,86,0.878,3.18,0,0.1,226,1,0.25,2,,,0,0,0,0
85,2016,Niklas Treutle\treutni01,24,ARI,2,1,0,1,0,5,20,15,0.75,6.04,0,-0.3,50,0,0,1,,,0,0,0,2
86,2016,Linus Ullmark\ullmali01,22,BUF,20,20,8,10,2,49,565,516,0.913,2.6,0,3.2,1131,12,0.6,4,102,-0.89,0,0,0,0
87,2016,Semyon Varlamov\varlasi01,27,COL,57,57,27,25,3,148,1714,1566,0.914,2.81,2,9.9,3159,25,0.439,10,101,-2.07,0,0,0,6
88,2016,Andrei Vasilevskiy\vasilan02,21,TBL,24,21,11,10,0,58,646,588,0.91,2.76,1,3.5,1259,7,0.333,3,105,-3,0,0,0,0
89,2016,Cam Ward\wardca01,31,CAR,52,51,23,17,10,122,1343,1221,0.909,2.41,1,7,3038,23,0.451,7,107,-7.65,0,0,0,0
90,2016,Scott Wedgewood\wedgesc01,23,NJD,4,4,2,1,1,5,116,111,0.957,1.25,1,1.3,241,3,0.75,0,,,0,0,0,0
91,2016,Roman Will\willro01,23,COL,1,0,0,0,0,1,3,2,0.667,3.25,0,-0.1,18,0,,0,,,0,0,0,0
92,2016,Jeff Zatkoff\zatkoje01,28,PIT,14,11,4,7,1,34,408,374,0.917,2.79,0,2.5,732,7,0.636,3,98,0.74,0,0,0,0
