Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,TOI,ATOI,BLK,HIT,FOW,FOL
Gustav Olofsson\olofsgu01,21,MIN,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,9:12,0,2,0,0
Dylan Olsen\olsendy01,25,FLA,D,8,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,9,110,13:45,7,6,0,0
Dmitry Orlov\orlovdm01,24,WSH,D,82,8,21,29,8,26,5.9,8,0,0,3,19,2,0,90,1314,16:02,61,121,0,0
Brooks Orpik\orpikbr01,35,WSH,D,41,3,7,10,11,24,3,3,0,0,1,7,0,0,31,812,19:49,102,125,0,0
T.J. Oshie\oshietj01,29,WSH,RW,80,26,25,51,16,34,6.7,15,11,0,5,19,6,0,185,1517,18:58,62,134,138,124
Steve Ott\ottst01,33,STL,C,21,0,2,2,-3,34,-0.3,0,0,0,0,2,0,0,21,229,10:55,5,34,39,31
Xavier Ouellet\ouellxa01,22,DET,D,5,0,1,1,-2,2,0,0,0,0,0,1,0,0,4,81,16:15,3,5,0,0
Alex Ovechkin\ovechal01,30,WSH,LW,79,50,21,71,21,53,11.7,31,19,0,8,16,5,0,398,1604,20:19,34,225,0,0
Magnus Paajarvi\paajama01,24,STL,LW,48,3,6,9,-9,8,0,3,0,0,1,6,0,0,88,617,12:51,16,44,0,2
Max Pacioretty\pacioma01,27,MTL,LW,82,30,34,64,-10,34,7.5,21,8,1,6,25,9,0,303,1519,18:32,37,102,6,7
Jean-Gabriel Pageau\pageaje01,23,OTT,C,82,19,24,43,17,26,5.3,11,1,7,2,21,1,2,133,1370,16:42,60,166,614,563
Daniel Paille\paillda01,31,NYR,LW,12,0,0,0,-2,0,-0.3,0,0,0,0,0,0,0,11,137,11:25,9,16,0,1
Iiro Pakarinen\pakarii01,24,EDM,RW,63,5,8,13,-10,8,0.5,5,0,0,0,6,2,0,76,677,10:45,21,152,5,8
Ondrej Palat\palaton01,24,TBL,LW,62,16,24,40,10,20,5.1,13,1,2,4,17,6,1,117,1111,17:55,39,108,2,6
Michael Paliotta\paliomi01,22,CBJ,D,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,8,7:32,1,0,0,0
Kyle Palmieri\palmiky01,24,NJD,RW,82,30,27,57,3,39,8.2,19,11,0,4,15,12,0,222,1460,17:48,51,129,10,17
Artemi Panarin\panarar01,24,CHI,LW,80,30,47,77,8,32,9.8,22,8,0,7,31,16,0,187,1482,18:31,14,46,0,0
Richard Panik\panikri01,24,CHI,RW,30,6,2,8,4,6,1.2,6,0,0,1,2,0,0,39,325,10:50,11,54,1,1
Cedric Paquette\paquece01,22,TBL,C,56,6,5,11,-2,51,0.7,5,0,1,1,5,0,0,50,713,12:44,31,137,141,142
Colton Parayko\parayco01,22,STL,D,79,9,24,33,28,29,8.8,6,3,0,3,20,4,0,165,1532,19:23,122,102,0,0
Adam Pardy\pardyad01,31,TOT,D,23,0,4,4,-7,14,0.2,0,0,0,0,3,0,1,22,365,15:53,32,32,0,0
P.A. Parenteau\parenpi01,32,TOR,RW,77,20,21,41,0,68,4.8,13,7,0,3,17,4,0,168,1252,16:16,26,48,4,14
Zach Parise\parisza01,31,MIN,LW,70,25,28,53,-3,36,6.6,18,7,0,7,17,11,0,234,1350,19:18,42,71,0,4
David Pastrnak\pastrda01,19,BOS,RW,51,15,11,26,3,20,3.5,15,0,0,2,10,1,0,108,711,13:57,15,52,0,3
Greg Pateryn\patergr01,25,MTL,D,38,1,6,7,-8,49,0.8,1,0,0,0,6,0,0,32,636,16:45,52,100,0,0
Nick Paul\paulni01,20,OTT,LW,24,2,3,5,-3,6,0.1,2,0,0,0,3,0,0,28,293,12:12,9,43,31,29
Joe Pavelski\paveljo01,31,SJS,C,82,38,40,78,25,30,11.5,26,12,0,11,24,16,0,224,1625,19:49,67,147,516,422
Tanner Pearson\pearsta01,23,LAK,LW,79,15,21,36,11,18,4.3,13,2,0,4,19,2,0,137,1142,14:28,34,104,8,17
Andrey Pedan\pedanan01,22,VAN,D,13,0,0,0,-3,18,-0.1,0,0,0,0,0,0,0,11,142,10:57,8,40,0,0
Adam Pelech\pelecad01,21,NYI,D,9,0,2,2,-1,0,0.3,0,0,0,0,2,0,0,8,158,17:35,16,16,0,0
Anthony Peluso\pelusan01,26,WPG,RW,35,1,4,5,4,44,0.5,1,0,0,0,4,0,0,16,223,6:23,4,81,0,0
Stuart Percy\percyst01,22,TOR,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,39,13:10,3,4,0,0
Mathieu Perreault\perrema01,28,WPG,C,71,9,32,41,-11,36,3.2,3,6,0,1,23,9,0,133,1175,16:33,33,83,94,109
David Perron\perroda01,27,TOT,LW,71,12,24,36,-1,62,3.6,8,4,0,1,16,8,0,147,1080,15:13,23,142,2,8
Corey Perry\perryco01,30,ANA,RW,82,34,28,62,2,68,8.9,22,12,0,6,16,12,0,215,1452,17:42,36,104,2,8
Brett Pesce\pescebr01,21,CAR,D,69,4,12,16,-7,16,3.6,3,1,0,1,8,4,0,85,1295,18:46,83,30,0,1
Nic Petan\petanni01,20,WPG,LW,26,2,4,6,2,10,0.5,2,0,0,0,3,1,0,25,305,11:45,4,7,12,9
Alexander Petrovic\petroal01,23,FLA,D,66,2,15,17,17,90,4.2,2,0,0,0,14,0,1,53,1119,16:57,76,157,0,0
Jeff Petry\petryje01,28,MTL,D,51,5,11,16,-6,16,2.8,4,1,0,2,4,4,3,98,1089,21:21,73,86,1,0
Dion Phaneuf\phanedi01,30,TOT,D,71,4,28,32,-7,90,4.7,4,0,0,0,17,9,2,144,1587,22:21,89,168,0,0
Blake Pietila\pietibl01,22,NJD,LW,7,1,1,2,0,2,0.2,1,0,0,0,1,0,0,10,84,12:02,3,19,0,0
Alex Pietrangelo\pietral01,26,STL,D,73,7,30,37,10,20,7.9,6,1,0,1,25,4,1,182,1920,26:18:00,136,48,0,0
Brandon Pirri\pirribr01,24,TOT,C,61,14,15,29,-4,30,3.2,11,3,0,3,8,7,0,128,886,14:31,14,66,66,77
Tomas Plekanec\plekato01,33,MTL,C,82,14,40,54,4,36,5.2,13,1,0,1,28,12,0,189,1520,18:32,46,60,804,811
Sergei Plotnikov\plotnse01,25,TOT,LW,45,0,3,3,-3,24,-0.6,0,0,0,0,3,0,0,41,445,9:53,10,107,1,1
Emile Poirier\poiriem01,21,CGY,LW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,28,13:54,1,4,0,0
Roman Polak\polakro01,29,TOT,D,79,1,15,16,6,72,3.9,1,0,0,0,15,0,0,91,1513,19:09,146,303,1,0
Jason Pominville\pominja01,33,MIN,RW,75,11,25,36,10,12,3.8,8,3,0,2,18,7,0,187,1227,16:22,31,31,37,45
Chris Porter\portech01,31,MIN,LW,61,4,3,7,-6,6,0.1,4,0,0,0,3,0,0,45,588,9:38,12,157,0,1
Kevin Porter\porteke01,29,PIT,C,41,0,3,3,-2,0,-0.6,0,0,0,0,3,0,0,34,464,11:19,25,96,44,43
Paul Postma\postmpa01,26,WPG,D,26,2,0,2,-3,4,0.4,2,0,0,0,0,0,0,24,298,11:27,14,13,0,0
Corey Potter\potteco01,32,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14:44,1,0,0,0
Benoit Pouliot\poulibe01,29,EDM,LW,55,14,22,36,-6,30,4,8,5,1,0,18,4,0,109,883,16:03,25,35,20,29
Derrick Pouliot\poulide01,22,PIT,D,22,0,7,7,4,2,1.3,0,0,0,0,7,0,0,25,340,15:27,18,16,0,0
Shane Prince\princsh01,23,TOT,LW,62,6,11,17,5,10,1.6,6,0,0,1,11,0,0,88,696,11:14,14,24,4,1
Nate Prosser\prossna01,29,MIN,D,54,0,3,3,1,39,1.1,0,0,0,0,2,0,1,20,615,11:23,73,34,0,0
Dalton Prout\proutda01,25,CBJ,D,64,3,6,9,-6,102,1.6,3,0,0,0,6,0,0,69,1035,16:10,70,139,0,1
Brandon Prust\prustbr01,31,VAN,LW,35,1,6,7,-3,59,0.1,1,0,0,1,6,0,0,19,447,12:47,15,40,6,5
Matt Puempel\puempma01,23,OTT,LW,26,2,1,3,-3,9,-0.1,2,0,0,1,1,0,0,26,295,11:20,10,18,1,1
Teemu Pulkkinen\pulkkte01,24,DET,LW,36,6,6,12,2,14,1.4,5,1,0,1,4,2,0,65,416,11:34,8,5,0,1
Ryan Pulock\pulocry01,21,NYI,D,15,2,2,4,1,5,1,2,0,0,0,2,0,0,15,236,15:44,11,13,0,0
Teddy Purcell\purcete01,30,TOT,RW,76,14,29,43,-11,12,3.9,12,2,0,2,20,8,1,149,1279,16:50,15,31,2,4
Mark Pysyk\pysykma01,24,BUF,D,55,1,10,11,-1,32,2.4,1,0,0,0,8,1,1,44,875,15:54,49,37,0,0
Kyle Quincey\quincky01,30,DET,D,47,4,7,11,1,36,2.8,4,0,0,2,7,0,0,62,929,19:46,62,49,0,0
Alan Quine\quineal01,22,NYI,C,2,1,0,1,0,0,0.2,0,0,1,0,0,0,0,5,36,17:46,3,3,16,10
Michael Raffl\rafflmi01,27,PHI,LW,82,13,18,31,9,30,3.4,12,1,0,4,17,1,0,132,1173,14:18,34,135,33,49
Rickard Rakell\rakelri01,22,ANA,C,72,20,23,43,-1,19,5.4,16,4,0,7,17,6,0,169,1157,16:04,30,121,197,254
John Ramage\ramagjo01,24,CBJ,D,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,0,14,14:09,4,0,0,0
Tyler Randell\randety01,24,BOS,RW,27,6,0,6,-2,47,0.9,6,0,0,1,0,0,0,18,189,6:59,8,39,0,0
Mikko Rantanen\rantami01,19,COL,RW,9,0,0,0,-7,2,-0.4,0,0,0,0,0,0,0,9,81,8:57,11,0,13,11
Victor Rask\raskvi01,22,CAR,C,80,21,27,48,-6,24,5.6,16,5,0,5,14,13,0,160,1359,16:59,34,32,479,456
Dennis Rasmussen\rasmude01,25,CHI,C,44,4,5,9,9,4,1.2,4,0,0,1,5,0,0,42,403,9:10,20,36,144,163
Ty Rattie\rattity01,22,STL,RW,13,4,2,6,1,4,1,4,0,0,0,2,0,0,16,121,9:17,2,6,0,0
Kyle Rau\rauky01,23,FLA,C,9,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,15,113,12:35,3,4,0,0
Mason Raymond\raymoma01,30,CGY,LW,29,4,1,5,-3,8,0.2,4,0,0,0,1,0,0,53,358,12:20,7,12,3,4
Matt Read\readma01,29,PHI,RW,79,11,15,26,-5,27,1.9,9,2,0,2,10,5,0,127,1205,15:15,60,81,24,26
Ryan Reaves\reavery01,29,STL,RW,64,3,1,4,-6,68,-0.3,3,0,0,0,1,0,0,31,514,8:02,10,206,1,1
Zach Redmond\redmoza01,27,COL,D,37,2,4,6,5,10,1.7,1,1,0,0,4,0,0,22,436,11:47,39,47,0,0
Brent Regner\regnebr01,26,FLA,D,7,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,7,81,11:35,7,4,0,0
Mike Reilly\reillmi01,22,MIN,D,29,1,6,7,-4,8,0.9,1,0,0,0,4,2,0,27,350,12:05,23,3,0,0
Griffin Reinhart\reinhgr01,22,EDM,D,29,0,1,1,-6,20,0.2,0,0,0,0,1,0,0,24,524,18:04,46,62,0,0
Sam Reinhart\reinhsa01,20,BUF,C,79,23,19,42,-8,8,5.2,15,8,0,3,17,2,0,165,1330,16:50,26,26,36,72
Borna Rendulic\rendubo01,23,COL,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,23,7:32,3,1,0,3
Mike Ribeiro\ribeimi01,35,NSH,C,81,7,43,50,11,62,4.6,5,2,0,0,30,13,0,76,1413,17:27,20,61,288,472
Brad Richards\richabr01,35,DET,C,68,10,18,28,4,8,2.8,6,4,0,1,8,10,0,164,1006,14:48,12,16,124,126
Mike Richards\richami02,30,WSH,C,39,2,3,5,-2,8,-0.1,2,0,0,1,3,0,0,46,475,12:11,19,39,235,240
Brad Richardson\richabr02,30,ARI,RW,82,11,20,31,8,46,2.9,11,0,0,3,20,0,0,117,1281,15:37,53,57,523,438
Tobias Rieder\riedeto01,23,ARI,RW,82,14,23,37,-21,10,2.5,12,2,0,1,16,6,1,189,1419,17:18,43,54,10,19
Morgan Rielly\riellmo01,21,TOR,D,82,9,27,36,-17,28,5.6,6,2,1,0,21,6,0,167,1905,23:14,122,58,0,0
Zac Rinaldo\rinalza01,25,BOS,C,52,1,2,3,-5,83,-0.5,1,0,0,0,2,0,0,38,431,8:18,15,154,0,1
Rasmus Ristolainen\ristora01,21,BUF,D,82,9,32,41,-21,33,6.7,5,4,0,1,15,17,0,202,2073,25:17:00,137,139,0,0
Brett Ritchie\ritchbr01,22,DAL,RW,8,0,1,1,-3,7,-0.2,0,0,0,0,1,0,0,15,93,11:36,3,30,0,0
Nick Ritchie\ritchni01,20,ANA,LW,33,2,2,4,-2,37,0,2,0,0,0,2,0,0,55,388,11:46,10,93,1,2
Buddy Robinson\robinbu01,24,OTT,RW,3,1,1,2,2,4,0.4,1,0,0,1,1,0,0,5,26,8:36,1,11,0,1
Evan Rodrigues\rodriev01,22,BUF,C,2,1,1,2,2,0,0.4,1,0,0,0,1,0,0,8,24,11:45,0,3,0,0
Antoine Roussel\roussan01,26,DAL,LW,80,13,16,29,11,123,3.2,13,0,0,6,14,1,1,111,1109,13:51,58,123,15,20
Michal Rozsival\rozsimi01,37,CHI,D,51,1,12,13,3,33,2.5,1,0,0,0,9,2,1,41,824,16:10,63,81,0,0
Chad Ruhwedel\ruhwech01,25,BUF,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,16,15:30,2,3,0,0
David Rundblad\rundbda01,25,CHI,D,9,0,2,2,-2,6,0.2,0,0,0,0,0,2,0,13,129,14:22,3,3,0,0
Kris Russell\russekr01,28,TOT,D,62,4,15,19,-5,10,2.8,2,2,0,1,13,2,0,70,1431,23:05,210,40,0,1
Bryan Rust\rustbr01,23,PIT,RW,41,4,7,11,1,12,0.8,4,0,0,1,6,1,0,68,512,12:30,23,62,1,3
Tuomo Ruutu\ruututu01,32,NJD,LW,33,0,1,1,-7,8,-0.7,0,0,0,0,1,0,0,34,380,11:30,8,63,2,3
Bobby Ryan\ryanbo01,28,OTT,RW,81,22,34,56,-9,28,6,16,6,0,2,24,10,0,183,1391,17:10,24,106,3,8
Derek Ryan\ryande01,29,CAR,C,6,2,0,2,1,2,0.4,1,1,0,0,0,0,0,5,73,12:12,0,2,35,24
Kerby Rychel\rycheke01,21,CBJ,LW,32,2,7,9,5,15,0.9,2,0,0,0,7,0,0,32,304,9:31,9,39,1,2
Brandon Saad\saadbr01,23,CBJ,LW,78,31,22,53,1,14,7.2,25,6,0,7,19,2,1,233,1343,17:13,25,43,19,15
Miikka Salomaki\salommi01,22,NSH,RW,61,5,5,10,-1,28,0.4,5,0,0,1,4,0,1,61,732,12:00,30,164,2,1
Philip Samuelsson\samueph01,24,ARI,D,4,0,0,0,0,2,0,0,0,0,0,0,0,0,5,64,15:53,11,3,0,0
Steven Santini\santist01,20,NJD,D,1,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,15,14:35,2,0,0,0
Mike Santorelli\santomi01,30,ANA,C,70,9,9,18,-4,8,1.9,8,1,0,1,7,2,0,81,706,10:06,20,28,75,83
David Savard\savarda01,25,CBJ,D,65,4,21,25,-7,45,3.8,3,1,0,0,16,4,1,122,1506,23:10,111,122,0,0
Luca Sbisa\sbisalu01,26,VAN,D,41,2,6,8,5,26,2.4,2,0,0,1,5,0,1,29,712,17:23,58,71,0,0
Marco Scandella\scandma01,25,MIN,D,73,5,16,21,6,22,5,3,2,0,0,14,1,1,126,1511,20:42,105,66,0,0
Colton Sceviour\scevico01,26,DAL,C,71,11,12,23,6,21,2.4,10,1,0,1,9,2,1,125,900,12:40,52,71,9,15
Tim Schaller\schalti01,25,BUF,C,17,1,2,3,3,2,0.4,0,0,1,1,2,0,0,18,142,8:19,9,13,40,73
Mark Scheifele\scheima01,22,WPG,C,71,29,32,61,16,48,8.6,22,7,0,3,28,4,0,194,1317,18:33,36,53,515,651
Brayden Schenn\schenbr01,24,PHI,C,80,26,33,59,3,33,7.4,15,11,0,5,22,11,0,178,1352,16:54,30,187,52,64
Luke Schenn\schenlu01,26,TOT,D,72,4,12,16,-2,82,3.3,3,1,0,0,12,0,0,76,1265,17:34,106,234,1,1
David Schlemko\schleda01,28,NJD,D,67,6,13,19,-22,16,3.1,5,1,0,3,2,11,0,104,1249,18:39,88,47,0,0
Nate Schmidt\schmina01,24,WSH,D,72,2,14,16,12,16,4,2,0,0,1,14,0,0,80,1301,18:04,111,69,0,0
Cole Schneider\schneco02,25,BUF,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,12:38,0,3,0,0
Jordan Schroeder\schrojo01,25,MIN,C,26,2,2,4,2,2,0.4,2,0,0,0,2,0,0,30,245,9:25,13,15,1,2
Jeff Schultz\schulje02,29,LAK,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,18,18:15,2,0,0,0
Justin Schultz\schulju01,25,TOT,D,63,4,14,18,-15,16,2.3,2,2,0,0,8,6,0,82,1162,18:27,72,36,0,2
Nick Schultz\schulni01,33,PHI,D,81,1,9,10,-1,42,2.5,1,0,0,0,9,0,0,70,1454,17:57,174,85,1,0
Jaden Schwartz\schwaja01,23,STL,LW,33,8,14,22,8,8,2.8,7,1,0,1,10,4,0,63,568,17:12,21,26,15,17
John Scott\scottjo01,33,TOT,LW,12,0,1,1,-1,27,-0.1,0,0,0,0,1,0,0,6,78,6:32,3,23,0,0
Rob Scuderi\scudero01,37,TOT,D,63,0,10,10,7,10,2.5,0,0,0,0,9,0,1,35,996,15:49,75,31,0,1
Brent Seabrook\seabrbr01,30,CHI,D,81,14,35,49,6,32,9.2,8,6,0,3,16,19,0,167,1849,22:49,150,121,0,0
Daniel Sedin\sedinda01,35,VAN,LW,82,28,33,61,7,36,8,20,8,0,6,21,11,1,258,1503,18:20,19,20,5,14
Henrik Sedin\sedinhe01,35,VAN,C,74,11,44,55,0,24,5.4,5,5,1,0,29,15,0,99,1360,18:23,19,9,620,727
Tyler Seguin\seguity01,24,DAL,C,72,33,40,73,2,16,9.6,26,7,0,6,23,17,0,278,1400,19:27,27,80,470,376
Dennis Seidenberg\seidede01,34,BOS,D,61,1,11,12,-1,24,2,1,0,0,0,10,1,0,66,1183,19:24,120,127,0,0
Jiri Sekac\sekacji01,23,TOT,LW,39,1,5,6,-5,16,-0.1,0,1,0,0,4,1,0,49,455,11:40,18,50,2,2
Andrej Sekera\sekeran01,29,EDM,D,81,6,24,30,-15,12,4.7,4,2,0,2,11,12,1,155,1769,21:50,156,60,0,0
Eric Selleck\selleer01,28,ARI,RW,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,9:33,0,3,0,0
Alexander Semin\seminal01,31,MTL,LW,15,1,3,4,1,12,0.3,1,0,0,0,3,0,0,18,185,12:20,4,6,1,0
Tom Sestito\sestito01,28,PIT,LW,4,0,1,1,1,19,0.1,0,0,0,0,1,0,0,1,23,5:48,1,13,0,0
Damon Severson\severda01,21,NJD,D,72,1,20,21,-8,32,4,1,0,0,0,15,5,0,94,1308,18:10,41,66,0,0
Michael Sgarbossa\sgarbmi01,23,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8:21,2,0,2,2
Patrick Sharp\sharppa01,34,DAL,LW,76,20,35,55,-3,27,5.9,13,7,0,6,18,17,0,226,1339,17:37,24,76,16,17
Kevin Shattenkirk\shattke01,27,STL,D,72,14,30,44,-14,51,7.1,8,6,0,1,9,20,1,180,1614,22:25,113,82,0,0
Andrew Shaw\shawan01,24,CHI,RW,78,14,20,34,11,69,3.9,10,4,0,2,16,4,0,153,1143,14:39,21,148,146,168
Logan Shaw\shawlo01,24,FLA,RW,53,5,2,7,-7,13,-0.1,4,1,0,1,2,0,0,72,649,12:14,20,88,16,21
Riley Sheahan\sheahri01,24,DET,C,81,14,11,25,-8,12,2.1,10,3,1,2,10,1,0,128,1234,15:14,40,72,358,424
Conor Sheary\shearco01,23,PIT,LW,44,7,3,10,-1,8,1.1,7,0,0,0,3,0,0,51,429,9:45,5,15,1,7
Hunter Shinkaruk\shinkhu01,21,TOT,C,8,2,1,3,-4,2,0.2,1,1,0,0,0,1,0,12,120,14:58,3,9,0,1
Devin Shore\shorede01,21,DAL,C,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,36,12:07,0,2,0,1
Drew Shore\shoredr01,25,CGY,C,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,3,28,14:00,1,0,4,6
Nick Shore\shoreni01,23,LAK,C,68,3,7,10,-10,32,-0.4,3,0,0,1,5,2,0,90,844,12:24,17,97,384,357
Patrick Sieloff\sielopa01,21,CGY,D,1,1,0,1,1,2,0.3,1,0,0,1,0,0,0,1,18,17:59,2,3,0,0
Jakob Silfverberg\silfvja01,25,ANA,RW,82,20,19,39,8,32,5,18,2,0,2,16,2,1,215,1392,16:58,58,87,4,16
Zach Sill\sillza01,27,WSH,C,10,1,0,1,0,2,0.1,1,0,0,0,0,0,0,13,99,9:56,6,20,33,44
Wayne Simmonds\simmowa01,27,PHI,RW,81,32,28,60,-7,147,7.6,19,13,0,5,20,8,0,229,1396,17:14,44,192,5,2
Dominik Simon\simondo01,21,PIT,C,3,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,18,6:04,1,1,0,0
Mike Sislo\sislomi01,28,NJD,RW,18,3,1,4,-2,4,0.4,2,1,0,0,1,0,0,29,224,12:26,6,25,0,2
Colton Sissons\sissoco01,22,NSH,C,34,4,2,6,5,12,0.8,4,0,0,0,2,0,0,25,339,9:58,20,35,141,111
Jack Skille\skillja01,28,COL,RW,74,8,6,14,-4,11,1.2,8,0,0,0,6,0,0,106,654,8:50,25,97,4,15
Jeff Skinner\skinnje01,23,CAR,LW,82,28,23,51,-1,38,7,24,4,0,7,20,3,0,258,1336,16:17,17,21,20,27
Brady Skjei\skjeibr01,21,NYR,D,7,0,0,0,1,4,0.1,0,0,0,0,0,0,0,6,124,17:44,11,11,0,0
Jaccob Slavin\slavija01,21,CAR,D,63,2,18,20,1,8,4.5,2,0,0,0,13,4,1,84,1322,20:59,119,41,0,0
Anton Slepyshev\slepyan01,21,EDM,RW,11,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,5,96,8:41,1,13,1,0
Ladislav Smid\smidla01,29,CGY,D,22,0,0,0,-7,6,-0.5,0,0,0,0,0,0,0,11,255,11:35,33,39,0,0
Ben Smith\smithbe01,27,TOT,RW,22,2,4,6,2,0,0.5,2,0,0,1,4,0,0,17,266,12:06,16,18,100,85
Brendan Smith\smithbr05,26,DET,D,63,3,12,15,1,62,3.4,2,1,0,0,12,0,0,82,1109,17:36,42,94,0,0
Craig Smith\smithcr01,26,NSH,RW,82,21,16,37,4,40,4.7,19,2,0,6,13,3,0,199,1245,15:11,18,84,76,154
Reilly Smith\smithre01,24,FLA,RW,82,25,25,50,19,31,6.6,20,5,0,3,18,6,1,173,1526,18:37,39,85,0,2
Zack Smith\smithza01,27,OTT,C,81,25,11,36,16,80,5.4,16,4,5,4,9,1,1,121,1247,15:24,26,175,380,349
Devante Smith-Pelly\smithde06,23,TOT,RW,64,14,11,25,-3,30,3.1,14,0,0,5,10,1,0,94,787,12:18,23,105,2,3
Carl Soderberg\soderca01,30,COL,C,82,12,39,51,-7,32,4.3,8,3,1,0,27,11,1,163,1477,18:01,71,27,338,381
Nikita Soshnikov\soshnni01,22,TOR,RW,11,2,3,5,-4,6,0.3,1,1,0,0,3,0,0,33,172,15:37,6,34,0,1
Nick Spaling\spalini01,27,TOT,C,58,3,10,13,-2,24,0.4,3,0,0,0,10,0,0,53,828,14:17,45,65,309,292
Jason Spezza\spezzja01,32,DAL,C,75,33,30,63,4,22,8.8,24,9,0,7,15,15,0,202,1239,16:31,20,9,538,443
Ryan Spooner\spoonry01,24,BOS,C,80,13,36,49,-9,35,4.5,7,6,0,4,25,11,0,162,1211,15:08,19,53,304,407
Daniel Sprong\spronda01,18,PIT,RW,18,2,0,2,-1,0,0.1,2,0,0,0,0,0,0,23,157,8:44,3,14,1,1
Jared Spurgeon\spurgja01,26,MIN,D,77,11,18,29,10,14,7.2,6,5,0,2,7,8,3,122,1746,22:41,157,51,0,0
Eric Staal\staaler01,31,TOT,C,83,13,26,39,-3,34,3.4,12,1,0,0,20,6,0,199,1540,18:33,33,74,446,396
Jordan Staal\staaljo01,27,CAR,C,82,20,28,48,6,34,5.8,14,6,0,4,22,4,2,151,1501,18:18,31,165,806,589
Marc Staal\staalma01,29,NYR,D,77,2,13,15,2,36,2.8,2,0,0,1,13,0,0,65,1515,19:41,120,65,1,3
Drew Stafford\staffdr01,30,WPG,RW,78,21,17,38,-23,28,3.3,14,6,1,6,12,3,2,187,1394,17:52,15,59,51,50
Matt Stajan\stajama01,32,CGY,C,80,6,11,17,-4,52,0.5,4,0,2,0,10,0,1,58,1016,12:42,45,77,373,415
Viktor Stalberg\stalbvi01,30,NYR,LW,75,9,11,20,6,22,1.8,9,0,0,0,11,0,0,125,915,12:12,33,144,2,4
Steven Stamkos\stamkst01,25,TBL,C,77,36,28,64,3,38,9.2,21,14,1,8,17,9,2,216,1521,19:45,35,109,463,464
Ryan Stanton\stantry01,26,WSH,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,9,8:41,0,0,0,0
Paul Stastny\stastpa01,30,STL,C,64,10,39,49,3,26,4.9,8,2,0,2,27,12,0,103,1226,19:09,40,32,684,536
Alex Steen\steenal01,31,STL,LW,67,17,35,52,3,48,5.8,14,2,1,2,16,19,0,172,1365,20:22,35,50,159,198
Lee Stempniak\stemple01,32,TOT,RW,82,19,32,51,4,38,6.1,15,3,1,4,23,9,0,146,1471,17:57,34,113,2,11
Derek Stepan\stepade01,25,NYR,C,72,22,31,53,5,20,6.4,14,5,3,5,22,9,0,192,1278,17:45,39,38,515,589
Chandler Stephenson\stephch02,21,WSH,C,9,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,2,71,7:51,4,5,30,25
Chris Stewart\stewach02,28,ANA,RW,56,8,12,20,2,73,2.4,7,1,0,1,8,4,0,78,605,10:48,10,72,3,6
Jarret Stoll\stollja01,33,TOT,C,80,4,5,9,-1,36,-0.2,4,0,0,0,5,0,0,49,974,12:11,69,117,481,362
Mark Stone\stonema01,23,OTT,RW,75,23,38,61,-4,38,6.7,17,5,1,1,26,10,2,151,1508,20:06,54,55,8,11
Michael Stone\stonemi01,25,ARI,D,75,6,30,36,-10,62,5.1,6,0,0,1,16,14,0,161,1687,22:29,143,137,0,2
Clayton Stoner\stonecl01,30,ANA,D,50,1,5,6,4,67,2.2,1,0,0,0,4,0,1,32,768,15:22,55,123,0,0
Tyson Strachan\stracty01,31,MIN,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,15,7:33,0,4,0,0
Brian Strait\straibr01,28,NYI,D,52,1,5,6,1,31,1.6,1,0,0,0,4,0,1,43,803,15:26,65,106,0,0
Anton Stralman\stralan01,29,TBL,D,73,9,25,34,16,20,7.9,8,1,0,0,14,11,0,127,1612,22:05,73,99,0,0
Ben Street\streebe01,28,COL,C,7,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,8,51,7:21,4,6,26,21
Mark Streit\streima01,38,PHI,D,62,6,17,23,-1,18,4.4,4,2,0,1,11,6,0,110,1356,21:52,90,28,0,0
Ryan Strome\stromry01,22,NYI,RW,71,8,20,28,-9,28,1.8,7,1,0,0,17,3,0,132,1112,15:39,19,77,39,56
