Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
28,2011,Martin Gerber\gerbema01,36,EDM,3,3,3,0,0,4,95,91,0.958,1.3,0,1.1,185,3,1,0,,,0,1,1,0
29,2011,Jean-Sebastien Giguere\gigueje01,33,TOR,33,26,11,11,4,78,777,699,0.9,2.87,0,3.4,1633,13,0.5,3,115,-10.31,0,0,0,4
30,2011,Jonas Gustavsson\gustajo01,26,TOR,23,21,6,13,2,68,620,552,0.89,3.28,0,2.1,1242,6,0.286,4,126,-13.99,0,0,0,0
31,2011,Jaroslav Halak\halakja01,25,STL,57,57,27,21,7,136,1518,1382,0.91,2.48,7,8.6,3294,32,0.561,7,103,-3.76,0,0,0,6
32,2011,Johan Hedberg\hedbejo01,37,NJD,34,27,15,12,2,68,777,709,0.912,2.38,3,4.6,1717,17,0.63,4,100,-0.31,0,1,1,4
33,2011,Jonas Hiller\hillejo01,28,ANA,49,46,26,16,3,114,1493,1379,0.924,2.56,5,10.8,2672,26,0.565,5,88,16.06,0,1,1,0
34,2011,Braden Holtby\holtbbr01,21,WSH,14,12,10,2,2,22,332,310,0.934,1.79,2,2.8,736,8,0.667,2,76,6.92,0,1,1,0
35,2011,Jimmy Howard\howarja02,26,DET,63,63,37,17,5,168,1830,1662,0.908,2.79,2,9.9,3615,30,0.476,8,105,-8.58,0,1,1,4
36,2011,Brent Johnson\johnsbr02,33,PIT,23,20,13,5,3,47,604,557,0.922,2.17,1,4.3,1297,15,0.75,4,89,5.62,0,1,1,24
37,2011,Chad Johnson\johnsch02,24,NYR,1,0,0,0,0,2,11,9,0.818,6,0,-0.1,20,0,,0,,,0,0,0,0
38,2011,Henrik Karlsson\karlshe01,27,CGY,17,11,4,5,6,36,391,355,0.908,2.58,0,2.1,838,6,0.545,3,106,-1.94,0,0,0,0
39,2011,Nikolai Khabibulin\khabini01,38,EDM,47,46,10,32,4,153,1389,1236,0.89,3.4,2,4.5,2701,15,0.326,12,126,-32,0,0,0,12
40,2011,Anton Khudobin\khudoan01,24,MIN,4,3,2,1,0,5,86,81,0.942,1.59,1,0.8,189,2,0.667,1,,,0,0,0,0
41,2011,Miikka Kiprusoff\kiprumi01,34,CGY,71,71,37,24,6,182,1935,1753,0.906,2.63,6,10,4156,39,0.549,14,108,-13.43,0,1,1,2
42,2011,Mikko Koskinen\koskimi01,22,NYI,4,4,2,1,0,15,118,103,0.873,4.33,0,0.1,208,2,0.5,2,,,0,0,0,0
43,2011,Jason LaBarbera\labarja01,31,PHX,17,15,7,6,3,48,529,481,0.909,3.26,2,2.9,883,10,0.667,3,104,-1.92,0,0,0,2
44,2011,Patrick Lalime\lalimpa01,36,BUF,7,4,0,5,0,18,163,145,0.89,2.96,0,0.5,365,0,0,1,,,0,1,1,0
45,2011,Nathan Lawson\lawsona01,27,NYI,10,7,1,4,2,26,243,217,0.893,4.06,0,0.9,384,3,0.429,2,,,0,0,0,0
46,2011,Pascal Leclaire\leclapa01,28,OTT,14,13,4,7,1,36,391,355,0.908,2.83,0,2.1,763,8,0.615,1,106,-1.94,0,0,0,0
47,2011,Robin Lehner\lehnero01,19,OTT,8,5,1,4,0,20,178,158,0.888,3.52,0,0.5,341,1,0.2,2,,,0,0,0,2
48,2011,Kari Lehtonen\lehtoka01,27,DAL,69,68,34,24,11,175,2043,1868,0.914,2.55,3,12.5,4119,38,0.559,8,98,2.98,0,6,6,6
49,2011,Michael Leighton\leighmi01,29,PHI,1,1,1,0,0,4,36,32,0.889,4.01,0,0.1,60,0,0,0,,,0,0,0,0
50,2011,David LeNeveu\lenevda01,27,CBJ,1,0,0,0,0,2,12,10,0.833,6,0,0,20,0,,0,,,0,0,0,0
51,2011,Anders Lindback\lindban01,22,NSH,22,18,11,5,2,49,576,527,0.915,2.6,2,3.6,1131,12,0.667,2,98,1.18,0,0,0,0
52,2011,Henrik Lundqvist\lundqhe01,28,NYR,68,67,36,27,5,152,1965,1813,0.923,2.28,11,14,4007,36,0.537,9,89,19.18,0,4,4,6
53,2011,Roberto Luongo\luongro01,31,VAN,60,60,38,15,7,126,1753,1627,0.928,2.11,4,13.6,3590,40,0.667,4,83,26.71,0,3,3,2
54,2011,Joey MacDonald\macdojo01,30,DET,15,9,5,5,3,31,372,341,0.917,2.58,1,2.4,721,3,0.333,2,96,1.41,0,0,0,0
55,2011,Peter Mannino\mannipe01,26,ATL,2,0,0,0,0,5,36,31,0.861,4.12,0,0,73,0,,0,,,0,0,0,0
56,2011,Jacob Markstrom\marksja02,21,FLA,1,0,0,1,0,2,14,12,0.857,3.01,0,0,40,0,,0,,,0,0,0,0
57,2011,Chris Mason\masonch02,34,ATL,33,27,13,13,3,95,882,787,0.892,3.39,1,3.1,1682,9,0.333,6,124,-18.16,0,0,0,4
58,2011,Steve Mason\masonst01,22,CBJ,54,53,24,21,7,153,1541,1388,0.901,3.03,3,7,3027,25,0.472,14,114,-18.75,0,1,1,2
59,2011,Thomas McCollum\mccolth01,21,DET,1,0,0,0,0,3,8,5,0.625,12.31,0,-0.2,15,0,,0,,,0,0,0,0
60,2011,Curtis McElhinney\mcelhcu01,27,TOT,28,22,9,13,1,74,721,647,0.897,3.18,2,3,1395,9,0.409,7,118,-11.19,0,1,1,0
60,2011,Curtis McElhinney\mcelhcu01,27,ANA,21,16,6,9,1,57,516,459,0.89,3.43,2,1.7,996,6,0.375,6,127,-12.05,0,1,1,0
60,2011,Curtis McElhinney\mcelhcu01,27,OTT,7,6,3,4,0,17,205,188,0.917,2.56,0,1.3,399,3,0.5,1,,,0,0,0,0
61,2011,Mike McKenna\mckenmi01,27,NJD,2,1,0,1,0,6,56,50,0.893,3.05,0,0.2,118,0,0,0,,,0,0,0,0
62,2011,Ryan Miller\millery01,30,BUF,66,65,34,22,8,165,1964,1799,0.916,2.59,5,12.4,3829,39,0.6,9,96,6.1,0,2,2,6
63,2011,Al Montoya\montoal01,25,NYI,20,18,9,5,5,46,585,539,0.921,2.39,1,4.1,1154,13,0.722,0,90,4.96,0,1,1,2
64,2011,Michal Neuvirth\neuvimi01,22,WSH,48,44,27,12,4,110,1283,1173,0.914,2.45,4,7.8,2689,21,0.477,4,98,1.77,0,0,0,0
65,2011,Antti Niemi\niemian02,27,SJS,60,60,35,18,6,140,1741,1601,0.92,2.38,6,11.7,3524,37,0.617,6,92,11.67,0,1,1,2
66,2011,Antero Niittymaki\niittan01,30,SJS,24,22,12,7,3,64,615,551,0.896,2.71,0,2.4,1414,11,0.5,5,119,-10.42,0,0,0,2
67,2011,Chris Osgood\osgooch01,38,DET,11,10,5,3,2,29,298,269,0.903,2.77,0,1.4,629,5,0.5,2,,,0,0,0,4
68,2011,Ondrej Pavelec\pavelon01,23,ATL,58,54,21,23,9,147,1705,1558,0.914,2.73,4,10.3,3225,26,0.481,8,99,1.53,0,0,0,4
69,2011,Justin Peters\peterju01,24,CAR,12,8,3,5,1,43,343,300,0.875,3.98,0,0.5,648,3,0.375,1,144,-13.12,0,0,0,4
70,2011,Timo Pielmeier\pielmti01,21,ANA,1,0,0,0,0,5,12,7,0.583,7.5,0,-0.4,40,0,,0,,,0,0,0,0
71,2011,Kevin Poulin\poulike01,20,NYI,10,7,4,2,1,20,262,242,0.924,2.44,0,1.9,491,5,0.714,1,,,0,0,0,0
72,2011,Carey Price\priceca01,23,MTL,72,70,38,28,6,165,2147,1982,0.923,2.35,8,15.4,4206,42,0.6,9,88,22.04,0,2,2,13
73,2011,Jonathan Quick\quickjo01,25,LAK,61,60,35,22,3,134,1631,1497,0.918,2.24,6,10.7,3591,37,0.617,7,94,8.09,0,2,2,0
74,2011,Tuukka Rask\rasktu01,23,BOS,29,27,11,14,2,71,866,795,0.918,2.67,2,5.7,1594,16,0.593,4,94,4.44,0,0,0,2
75,2011,Andrew Raycroft\raycran01,30,DAL,19,14,8,5,0,40,446,406,0.91,2.83,2,2.5,847,7,0.5,4,103,-1.15,0,0,0,0
76,2011,James Reimer\reimeja01,22,TOR,37,35,20,10,5,90,1134,1044,0.921,2.6,3,7.8,2080,21,0.6,4,91,8.79,0,1,1,2
77,2011,Pekka Rinne\rinnepe01,28,NSH,64,64,33,22,9,134,1905,1771,0.93,2.12,6,15.1,3789,43,0.672,8,81,31.96,0,0,0,12
78,2011,Dwayne Roloson\rolosdw01,41,TOT,54,54,24,25,5,138,1596,1458,0.914,2.59,4,9.6,3199,30,0.556,8,99,1.04,0,2,2,8
78,2011,Dwayne Roloson\rolosdw01,41,TBL,34,34,18,12,4,85,967,882,0.912,2.56,4,5.7,1993,18,0.529,7,101,-0.76,0,1,1,6
78,2011,Dwayne Roloson\rolosdw01,41,NYI,20,20,6,13,1,53,629,576,0.916,2.64,0,4,1206,12,0.6,1,97,1.8,0,1,1,2
79,2011,Cory Schneider\schneco01,24,VAN,25,22,16,4,2,51,714,663,0.929,2.23,1,5.6,1372,15,0.682,3,82,11.2,0,3,3,0
80,2011,Mike Smith\smithmi01,28,TBL,22,20,13,6,1,58,576,518,0.899,2.89,1,2.5,1202,10,0.5,5,116,-7.82,0,1,1,2
81,2011,Alex Stalock\staloal01,23,SJS,1,0,1,0,0,0,9,9,1,0,0,0.1,30,0,,0,,,0,0,0,0
82,2011,Jose Theodore\theodjo01,34,MIN,32,29,15,11,3,81,963,882,0.916,2.71,1,6.1,1793,16,0.552,2,97,2.89,0,0,0,2
83,2011,Tim Thomas\thomati01,36,BOS,57,55,35,11,9,112,1811,1699,0.938,2,9,16.2,3364,41,0.745,3,71,45.77,0,3,3,13
84,2011,Marty Turco\turcoma01,35,CHI,29,27,11,11,3,82,799,717,0.897,3.02,1,3.3,1631,10,0.37,5,118,-12.39,0,0,0,6
85,2011,Semyon Varlamov\varlasi01,22,WSH,27,25,11,9,5,58,759,701,0.924,2.23,2,5.5,1560,18,0.72,2,88,8.12,0,0,0,2
86,2011,Tomas Vokoun\vokouto01,34,FLA,57,57,22,28,5,137,1753,1616,0.922,2.55,6,12.3,3224,31,0.544,8,90,15.71,0,1,1,2
87,2011,Cam Ward\wardca01,26,CAR,74,73,37,26,10,184,2375,2191,0.923,2.56,4,16.8,4318,43,0.589,8,89,22.9,0,1,1,0
