Y,X,NHL Player,fWHR,Player Photo
0.787389583,46,David Perron,2.104477612,"<a href=""http://www.espn.com/nhl/player/_/id/3792""><img src=""../NHL/images3792.png""></a>"
0.767486482,4,David Rittich,2.051282051,"<a href=""http://www.espn.com/nhl/player/_/id/4063288""><img src=""../NHL/images4063288.png""></a>"
0.774647887,36,David Savard,2.070422535,"<a href=""http://www.espn.com/nhl/player/_/id/5427""><img src=""../NHL/images5427.png""></a>"
0.79442736,6,Dean Kukan,2.123287671,"<a href=""http://www.espn.com/nhl/player/_/id/3899730""><img src=""../NHL/images3899730.png""></a>"
0.819827931,14,Denis Malgin,2.191176471,"<a href=""http://www.espn.com/nhl/player/_/id/3942715""><img src=""../NHL/images3942715.png""></a>"
0.783932621,0,Dennis Seidenberg,2.095238095,"<a href=""http://www.espn.com/nhl/player/_/id/2001""><img src=""../NHL/images2001.png""></a>"
0.74829932,52,Derek Forbort,2,"<a href=""http://www.espn.com/nhl/player/_/id/5829""><img src=""../NHL/images5829.png""></a>"
0.800104657,14,Derek Grant,2.138461538,"<a href=""http://www.espn.com/nhl/player/_/id/2525884""><img src=""../NHL/images2525884.png""></a>"
0.727797969,0,Derek MacKenzie,1.945205479,"<a href=""http://www.espn.com/nhl/player/_/id/1446""><img src=""../NHL/images1446.png""></a>"
0.920040147,24,Derek Ryan,2.459016393,"<a href=""http://www.espn.com/nhl/player/_/id/3902133""><img src=""../NHL/images3902133.png""></a>"
0.812439261,14,Derek Stepan,2.171428571,"<a href=""http://www.espn.com/nhl/player/_/id/5731""><img src=""../NHL/images5731.png""></a>"
0.782836211,39,Derick Brassard,2.092307692,"<a href=""http://www.espn.com/nhl/player/_/id/3506""><img src=""../NHL/images3506.png""></a>"
0.699708455,30,Derrick Pouliot,1.87012987,"<a href=""http://www.espn.com/nhl/player/_/id/2976834""><img src=""../NHL/images2976834.png""></a>"
0.703992123,18,Deryk Engelland,1.881578947,"<a href=""http://www.espn.com/nhl/player/_/id/2207""><img src=""../NHL/images2207.png""></a>"
0.769378174,2,Devan Dubnyk,2.056338028,"<a href=""http://www.espn.com/nhl/player/_/id/3242""><img src=""../NHL/images3242.png""></a>"
0.858963304,15,Devante Smith-Pelly,2.295774648,"<a href=""http://www.espn.com/nhl/player/_/id/5542""><img src=""../NHL/images5542.png""></a>"
0.838819399,13,Devin Shore,2.241935484,"<a href=""http://www.espn.com/nhl/player/_/id/3069353""><img src=""../NHL/images3069353.png""></a>"
0.758276644,4,Devon Toews,2.026666667,"<a href=""http://www.espn.com/nhl/player/_/id/3096249""><img src=""../NHL/images3096249.png""></a>"
0.863845538,4,Dillon Dube,2.308823529,"<a href=""http://www.espn.com/nhl/player/_/id/4063268""><img src=""../NHL/images4063268.png""></a>"
0.789871504,0,Dillon Heatherington,2.111111111,"<a href=""http://www.espn.com/nhl/player/_/id/3042040""><img src=""../NHL/images3042040.png""></a>"
0.738453276,53,Dion Phaneuf,1.973684211,"<a href=""http://www.espn.com/nhl/player/_/id/2282""><img src=""../NHL/images2282.png""></a>"
0.802523908,6,Dmitrij Jaskin,2.144927536,"<a href=""http://www.espn.com/nhl/player/_/id/2563053""><img src=""../NHL/images2563053.png""></a>"
0.811535882,47,Dmitry Kulikov,2.169014085,"<a href=""http://www.espn.com/nhl/player/_/id/5328""><img src=""../NHL/images5328.png""></a>"
0.808348031,33,Dmitry Orlov,2.160493827,"<a href=""http://www.espn.com/nhl/player/_/id/5646""><img src=""../NHL/images5646.png""></a>"
0.74829932,6,Dominik Kahun,2,"<a href=""http://www.espn.com/nhl/player/_/id/4294651""><img src=""../NHL/images4294651.png""></a>"
0.820895522,18,Dominik Simon,2.194029851,"<a href=""http://www.espn.com/nhl/player/_/id/3913226""><img src=""../NHL/images3913226.png""></a>"
0.862958086,54,Dougie Hamilton,2.306451613,"<a href=""http://www.espn.com/nhl/player/_/id/2562605""><img src=""../NHL/images2562605.png""></a>"
0.807688155,28,Drake Caggiula,2.158730159,"<a href=""http://www.espn.com/nhl/player/_/id/3025590""><img src=""../NHL/images3025590.png""></a>"
0.779917601,44,Drew Doughty,2.084507042,"<a href=""http://www.espn.com/nhl/player/_/id/3995""><img src=""../NHL/images3995.png""></a>"
#N/A,18,Drew Stafford,#N/A,"<a href=""http://www.espn.com/nhl/player/_/id/3327""><img src=""../NHL/images3327.png""></a>"
0.74829932,70,Duncan Keith,2,"<a href=""http://www.espn.com/nhl/player/_/id/2306""><img src=""../NHL/images2306.png""></a>"
0.804678036,24,Dustin Brown,2.150684932,"<a href=""http://www.espn.com/nhl/player/_/id/2288""><img src=""../NHL/images2288.png""></a>"
0.833819242,69,Dustin Byfuglien,2.228571429,"<a href=""http://www.espn.com/nhl/player/_/id/3070""><img src=""../NHL/images3070.png""></a>"
0.825330132,2,Dylan Gambrell,2.205882353,"<a href=""http://www.espn.com/nhl/player/_/id/3988778""><img src=""../NHL/images3988778.png""></a>"
0.863422292,32,Dylan DeMelo,2.307692308,"<a href=""http://www.espn.com/nhl/player/_/id/2590861""><img src=""../NHL/images2590861.png""></a>"
0.803321329,75,Dylan Larkin,2.147058824,"<a href=""http://www.espn.com/nhl/player/_/id/3114755""><img src=""../NHL/images3114755.png""></a>"
0.820054049,4,Dylan McIlrath,2.191780822,"<a href=""http://www.espn.com/nhl/player/_/id/5834""><img src=""../NHL/images5834.png""></a>"
0.758276644,20,Dylan Strome,2.026666667,"<a href=""http://www.espn.com/nhl/player/_/id/3899933""><img src=""../NHL/images3899933.png""></a>"
0.84048112,6,Egor Yakovlev,2.246376812,"<a href=""http://www.espn.com/nhl/player/_/id/4297649""><img src=""../NHL/images4297649.png""></a>"
0.764805922,20,Elias Lindholm,2.044117647,"<a href=""http://www.espn.com/nhl/player/_/id/3041994""><img src=""../NHL/images3041994.png""></a>"
0.753355396,12,Elias Pettersson,2.013513514,"<a href=""http://www.espn.com/nhl/player/_/id/4233566""><img src=""../NHL/images4233566.png""></a>"
0.753495843,0,Eric Comrie,2.013888889,"<a href=""http://www.espn.com/nhl/player/_/id/3042057""><img src=""../NHL/images3042057.png""></a>"
0.814928711,30,Eric Fehr,2.178082192,"<a href=""http://www.espn.com/nhl/player/_/id/2290""><img src=""../NHL/images2290.png""></a>"
0.833106576,0,Eric Robinson,2.226666667,"<a href=""http://www.espn.com/nhl/player/_/id/4319879""><img src=""../NHL/images4319879.png""></a>"
0.849260339,34,Eric Staal,2.26984127,"<a href=""http://www.espn.com/nhl/player/_/id/2378""><img src=""../NHL/images2378.png""></a>"
0.758838747,22,Erik Karlsson,2.028169014,"<a href=""http://www.espn.com/nhl/player/_/id/5164""><img src=""../NHL/images5164.png""></a>"
0.705128205,34,Erik Gustafsson,1.884615385,"<a href=""http://www.espn.com/nhl/player/_/id/3891922""><img src=""../NHL/images3891922.png""></a>"
0.73313109,10,Erik Haula,1.959459459,"<a href=""http://www.espn.com/nhl/player/_/id/2593311""><img src=""../NHL/images2593311.png""></a>"
0.798185941,38,Erik Johnson,2.133333333,"<a href=""http://www.espn.com/nhl/player/_/id/3649""><img src=""../NHL/images3649.png""></a>"
0.75898931,33,Esa Lindell,2.028571429,"<a href=""http://www.espn.com/nhl/player/_/id/3069352""><img src=""../NHL/images3069352.png""></a>"
0.758411473,25,Evan Rodrigues,2.027027027,"<a href=""http://www.espn.com/nhl/player/_/id/3648008""><img src=""../NHL/images3648008.png""></a>"
0.711923658,153,Evander Kane,1.902777778,"<a href=""http://www.espn.com/nhl/player/_/id/5251""><img src=""../NHL/images5251.png""></a>"
0.790457028,89,Evgeni Malkin,2.112676056,"<a href=""http://www.espn.com/nhl/player/_/id/3124""><img src=""../NHL/images3124.png""></a>"
0.791059281,8,Evgenii Dadonov,2.114285714,"<a href=""http://www.espn.com/nhl/player/_/id/4969""><img src=""../NHL/images4969.png""></a>"
0.827067669,50,Evgeny Kuznetsov,2.210526316,"<a href=""http://www.espn.com/nhl/player/_/id/5647""><img src=""../NHL/images5647.png""></a>"
0.810657596,8,Filip Chytil,2.166666667,"<a href=""http://www.espn.com/nhl/player/_/id/4233643""><img src=""../NHL/images4233643.png""></a>"
0.76410846,26,Filip Forsberg,2.042253521,"<a href=""http://www.espn.com/nhl/player/_/id/2968772""><img src=""../NHL/images2968772.png""></a>"
0.848817139,38,Frank Vatrano,2.268656716,"<a href=""http://www.espn.com/nhl/player/_/id/3527554""><img src=""../NHL/images3527554.png""></a>"
0.806760204,14,Frans Nielsen,2.15625,"<a href=""http://www.espn.com/nhl/player/_/id/3367""><img src=""../NHL/images3367.png""></a>"
0.727797969,2,Frederick Gaudreau,1.945205479,"<a href=""http://www.espn.com/nhl/player/_/id/3149649""><img src=""../NHL/images3149649.png""></a>"
0.800104657,2,Frederik Andersen,2.138461538,"<a href=""http://www.espn.com/nhl/player/_/id/2517899""><img src=""../NHL/images2517899.png""></a>"
0.731292517,12,Frederik Gauthier,1.954545455,"<a href=""http://www.espn.com/nhl/player/_/id/3042039""><img src=""../NHL/images3042039.png""></a>"
0.796267225,9,Fredrik Claesson,2.128205128,"<a href=""http://www.espn.com/nhl/player/_/id/2564148""><img src=""../NHL/images2564148.png""></a>"
0.763675333,10,Gabriel Bourque,2.04109589,"<a href=""http://www.espn.com/nhl/player/_/id/5185""><img src=""../NHL/images5185.png""></a>"
0.777837451,51,Gabriel Landeskog,2.078947368,"<a href=""http://www.espn.com/nhl/player/_/id/2562609""><img src=""../NHL/images2562609.png""></a>"
0.792973906,56,Garnet Hathaway,2.119402985,"<a href=""http://www.espn.com/nhl/player/_/id/3149633""><img src=""../NHL/images3149633.png""></a>"
0.653514739,0,Garret Sparks,1.746666667,"<a href=""http://www.espn.com/nhl/player/_/id/2590569""><img src=""../NHL/images2590569.png""></a>"
0.738945578,18,Garrett Wilson,1.975,"<a href=""http://www.espn.com/nhl/player/_/id/5337""><img src=""../NHL/images5337.png""></a>"
0.811616954,8,Greg McKegg,2.169230769,"<a href=""http://www.espn.com/nhl/player/_/id/3965273""><img src=""../NHL/images3965273.png""></a>"
0.783932621,41,Greg Pateryn,2.095238095,"<a href=""http://www.espn.com/nhl/player/_/id/4924""><img src=""../NHL/images4924.png""></a>"
0.758276644,0,Guillaume Brisebois,2.026666667,"<a href=""http://www.espn.com/nhl/player/_/id/3942866""><img src=""../NHL/images3942866.png""></a>"
0.780834073,12,Gustav Nyquist,2.086956522,"<a href=""http://www.espn.com/nhl/player/_/id/5823""><img src=""../NHL/images5823.png""></a>"
0.743563248,30,Gustav Forsling,1.987341772,"<a href=""http://www.espn.com/nhl/player/_/id/3151784""><img src=""../NHL/images3151784.png""></a>"
0.819827931,44,Hampus Lindholm,2.191176471,"<a href=""http://www.espn.com/nhl/player/_/id/2968818""><img src=""../NHL/images2968818.png""></a>"
0.8288854,2,Haydn Fleury,2.215384615,"<a href=""http://www.espn.com/nhl/player/_/id/3114735""><img src=""../NHL/images3114735.png""></a>"
0.821050642,4,Henrik Borgstrom,2.194444444,"<a href=""http://www.espn.com/nhl/player/_/id/4024977""><img src=""../NHL/images4024977.png""></a>"
0.69286974,0,Henrik Lundqvist,1.851851852,"<a href=""http://www.espn.com/nhl/player/_/id/3081""><img src=""../NHL/images3081.png""></a>"
0.706727135,115,Ian Cole,1.888888889,"<a href=""http://www.espn.com/nhl/player/_/id/4991""><img src=""../NHL/images4991.png""></a>"
0.759637188,8,Ian McCoshen,2.03030303,"<a href=""http://www.espn.com/nhl/player/_/id/3041989""><img src=""../NHL/images3041989.png""></a>"
0.743029606,14,Igor Ozhiganov,1.985915493,"<a href=""http://www.espn.com/nhl/player/_/id/4340228""><img src=""../NHL/images4340228.png""></a>"
0.709426628,10,Ilya Kovalchuk,1.896103896,"<a href=""http://www.espn.com/nhl/player/_/id/1175""><img src=""../NHL/images1175.png""></a>"
0.729112158,13,Ilya Lyubushkin,1.948717949,"<a href=""http://www.espn.com/nhl/player/_/id/4342107""><img src=""../NHL/images4342107.png""></a>"
0.782312925,17,Ivan Barbashev,2.090909091,"<a href=""http://www.espn.com/nhl/player/_/id/3114985""><img src=""../NHL/images3114985.png""></a>"
0.732709751,32,Ivan Provorov,1.958333333,"<a href=""http://www.espn.com/nhl/player/_/id/3899939""><img src=""../NHL/images3899939.png""></a>"
0.732264334,30,J.T. Miller,1.957142857,"<a href=""http://www.espn.com/nhl/player/_/id/2590852""><img src=""../NHL/images2590852.png""></a>"
0.819827931,29,J.T. Brown,2.191176471,"<a href=""http://www.espn.com/nhl/player/_/id/2952877""><img src=""../NHL/images2952877.png""></a>"
0.835058661,31,J.T. Compher,2.231884058,"<a href=""http://www.espn.com/nhl/player/_/id/3041995""><img src=""../NHL/images3041995.png""></a>"
0.806760204,18,Jaccob Slavin,2.15625,"<a href=""http://www.espn.com/nhl/player/_/id/3069836""><img src=""../NHL/images3069836.png""></a>"
0.743173982,0,Jack Campbell,1.98630137,"<a href=""http://www.espn.com/nhl/player/_/id/5473""><img src=""../NHL/images5473.png""></a>"
0.898998488,26,Jack Eichel,2.402777778,"<a href=""http://www.espn.com/nhl/player/_/id/3648002""><img src=""../NHL/images3648002.png""></a>"
0.7696793,41,Jack Johnson,2.057142857,"<a href=""http://www.espn.com/nhl/player/_/id/3583""><img src=""../NHL/images3583.png""></a>"
0.804988662,4,Jack Roslovic,2.151515152,"<a href=""http://www.espn.com/nhl/player/_/id/3904098""><img src=""../NHL/images3904098.png""></a>"
0.806266168,16,Jacob de la Rose,2.154929577,"<a href=""http://www.espn.com/nhl/player/_/id/3041993""><img src=""../NHL/images3041993.png""></a>"
0.705128205,2,Jacob Markstrom,1.884615385,"<a href=""http://www.espn.com/nhl/player/_/id/5452""><img src=""../NHL/images5452.png""></a>"
0.74829932,16,Jaden Schwartz,2,"<a href=""http://www.espn.com/nhl/player/_/id/5835""><img src=""../NHL/images5835.png""></a>"
0.704567541,0,Jake Allen,1.883116883,"<a href=""http://www.espn.com/nhl/player/_/id/5111""><img src=""../NHL/images5111.png""></a>"
0.871234208,2,Jake Bean,2.328571429,"<a href=""http://www.espn.com/nhl/player/_/id/4024916""><img src=""../NHL/images4024916.png""></a>"
0.926173748,18,Jake DeBrusk,2.475409836,"<a href=""http://www.espn.com/nhl/player/_/id/3900240""><img src=""../NHL/images3900240.png""></a>"
0.787981859,26,Jake Gardiner,2.106060606,"<a href=""http://www.espn.com/nhl/player/_/id/5830""><img src=""../NHL/images5830.png""></a>"
0.863845538,26,Jake Guentzel,2.308823529,"<a href=""http://www.espn.com/nhl/player/_/id/3042083""><img src=""../NHL/images3042083.png""></a>"
0.773579702,35,Jake McCabe,2.067567568,"<a href=""http://www.espn.com/nhl/player/_/id/3020803""><img src=""../NHL/images3020803.png""></a>"
0.792316927,47,Jake Muzzin,2.117647059,"<a href=""http://www.espn.com/nhl/player/_/id/4906""><img src=""../NHL/images4906.png""></a>"
0.79442736,44,Jake Virtanen,2.123287671,"<a href=""http://www.espn.com/nhl/player/_/id/3114734""><img src=""../NHL/images3114734.png""></a>"
0.843232816,28,Jakob Chychrun,2.253731343,"<a href=""http://www.espn.com/nhl/player/_/id/4024950""><img src=""../NHL/images4024950.png""></a>"
0.859985785,28,Jakob Silfverberg,2.298507463,"<a href=""http://www.espn.com/nhl/player/_/id/2590549""><img src=""../NHL/images2590549.png""></a>"
0.799319728,25,Jakub Voracek,2.136363636,"<a href=""http://www.espn.com/nhl/player/_/id/3781""><img src=""../NHL/images3781.png""></a>"
0.827067669,27,Jakub Vrana,2.210526316,"<a href=""http://www.espn.com/nhl/player/_/id/3114747""><img src=""../NHL/images3114747.png""></a>"
0.771323914,28,James Neal,2.061538462,"<a href=""http://www.espn.com/nhl/player/_/id/3227""><img src=""../NHL/images3227.png""></a>"
0.758549995,0,James Reimer,2.02739726,"<a href=""http://www.espn.com/nhl/player/_/id/3870""><img src=""../NHL/images3870.png""></a>"
0.810657596,18,James van Riemsdyk,2.166666667,"<a href=""http://www.espn.com/nhl/player/_/id/3822""><img src=""../NHL/images3822.png""></a>"
0.873015873,6,Jamie McGinn,2.333333333,"<a href=""http://www.espn.com/nhl/player/_/id/3652""><img src=""../NHL/images3652.png""></a>"
0.781805259,45,Jamie Oleksiak,2.089552239,"<a href=""http://www.espn.com/nhl/player/_/id/2562625""><img src=""../NHL/images2562625.png""></a>"
0.77324263,16,Jan Rutta,2.066666667,"<a href=""http://www.espn.com/nhl/player/_/id/4230583""><img src=""../NHL/images4230583.png""></a>"
0.808823529,31,Jared McCann,2.161764706,"<a href=""http://www.espn.com/nhl/player/_/id/3114777""><img src=""../NHL/images3114777.png""></a>"
0.743102797,20,Jared Spurgeon,1.986111111,"<a href=""http://www.espn.com/nhl/player/_/id/5079""><img src=""../NHL/images5079.png""></a>"
0.718761189,0,Jaroslav Halak,1.921052632,"<a href=""http://www.espn.com/nhl/player/_/id/3116""><img src=""../NHL/images3116.png""></a>"
0.763265306,12,Jason Demers,2.04,"<a href=""http://www.espn.com/nhl/player/_/id/5125""><img src=""../NHL/images5125.png""></a>"
0.858704137,23,Jason Dickinson,2.295081967,"<a href=""http://www.espn.com/nhl/player/_/id/3042062""><img src=""../NHL/images3042062.png""></a>"
0.753222342,4,Jason Pominville,2.013157895,"<a href=""http://www.espn.com/nhl/player/_/id/1531""><img src=""../NHL/images1531.png""></a>"
0.717120181,29,Jason Spezza,1.916666667,"<a href=""http://www.espn.com/nhl/player/_/id/1183""><img src=""../NHL/images1183.png""></a>"
0.74829932,28,Jason Zucker,2,"<a href=""http://www.espn.com/nhl/player/_/id/2593315""><img src=""../NHL/images2593315.png""></a>"
0.76410846,18,Jay Beagle,2.042253521,"<a href=""http://www.espn.com/nhl/player/_/id/3879""><img src=""../NHL/images3879.png""></a>"
0.737906274,40,Jay Bouwmeester,1.972222222,"<a href=""http://www.espn.com/nhl/player/_/id/1565""><img src=""../NHL/images1565.png""></a>"
0.79167899,14,Jean-Gabriel Pageau,2.115942029,"<a href=""http://www.espn.com/nhl/player/_/id/2593131""><img src=""../NHL/images2593131.png""></a>"
0.694849368,42,Jeff Carter,1.857142857,"<a href=""http://www.espn.com/nhl/player/_/id/2383""><img src=""../NHL/images2383.png""></a>"
0.807094266,28,Jeff Petry,2.157142857,"<a href=""http://www.espn.com/nhl/player/_/id/5407""><img src=""../NHL/images5407.png""></a>"
0.792031098,36,Jeff Skinner,2.116883117,"<a href=""http://www.espn.com/nhl/player/_/id/5540""><img src=""../NHL/images5540.png""></a>"
0.869178441,6,Jesper Bratt,2.323076923,"<a href=""http://www.espn.com/nhl/player/_/id/4268771""><img src=""../NHL/images4268771.png""></a>"
0.799552698,26,Jesper Fast,2.136986301,"<a href=""http://www.espn.com/nhl/player/_/id/2590847""><img src=""../NHL/images2590847.png""></a>"
0.845680738,26,Jesperi Kotkaniemi,2.260273973,"<a href=""http://www.espn.com/nhl/player/_/id/4352692""><img src=""../NHL/images4352692.png""></a>"
0.828036132,16,Jesse Puljujarvi,2.213114754,"<a href=""http://www.espn.com/nhl/player/_/id/4024839""><img src=""../NHL/images4024839.png""></a>"
0.712421955,2,Jimmy Howard,1.904109589,"<a href=""http://www.espn.com/nhl/player/_/id/3170""><img src=""../NHL/images3170.png""></a>"
0.797101449,21,Jimmy Vesey,2.130434783,"<a href=""http://www.espn.com/nhl/player/_/id/3069397""><img src=""../NHL/images3069397.png""></a>"
0.824213743,15,Joakim Ryan,2.202898551,"<a href=""http://www.espn.com/nhl/player/_/id/3069521""><img src=""../NHL/images3069521.png""></a>"
0.727513228,13,Joakim Nordstrom,1.944444444,"<a href=""http://www.espn.com/nhl/player/_/id/5756""><img src=""../NHL/images5756.png""></a>"
0.828036132,22,Joe Pavelski,2.213114754,"<a href=""http://www.espn.com/nhl/player/_/id/3451""><img src=""../NHL/images3451.png""></a>"
0.628036929,20,Joe Thornton,1.678571429,"<a href=""http://www.espn.com/nhl/player/_/id/939""><img src=""../NHL/images939.png""></a>"
0.682570325,20,Joe Morrow,1.824324324,"<a href=""http://www.espn.com/nhl/player/_/id/2562617""><img src=""../NHL/images2562617.png""></a>"
0.785714286,14,Joel Armia,2.1,"<a href=""http://www.espn.com/nhl/player/_/id/2562596""><img src=""../NHL/images2562596.png""></a>"
0.722672631,68,Joel Edmundson,1.931506849,"<a href=""http://www.espn.com/nhl/player/_/id/2563034""><img src=""../NHL/images2563034.png""></a>"
0.834641549,20,Joel Eriksson Ek,2.230769231,"<a href=""http://www.espn.com/nhl/player/_/id/3904091""><img src=""../NHL/images3904091.png""></a>"
0.781805259,2,Joel Hanley,2.089552239,"<a href=""http://www.espn.com/nhl/player/_/id/3149612""><img src=""../NHL/images3149612.png""></a>"
0.86707699,6,Joey Anderson,2.317460317,"<a href=""http://www.espn.com/nhl/player/_/id/4197161""><img src=""../NHL/images4197161.png""></a>"
0.86707699,2,Joey Anderson,2.317460317,"<a href=""http://www.espn.com/nhl/player/_/id/4197161""><img src=""../NHL/images4197161.png""></a>"
0.816805595,37,Johan Larsson,2.183098592,"<a href=""http://www.espn.com/nhl/player/_/id/2593312""><img src=""../NHL/images2593312.png""></a>"
0.80026455,34,John Carlson,2.138888889,"<a href=""http://www.espn.com/nhl/player/_/id/5118""><img src=""../NHL/images5118.png""></a>"
0.742954325,2,John Gibson,1.985714286,"<a href=""http://www.espn.com/nhl/player/_/id/2590824""><img src=""../NHL/images2590824.png""></a>"
0.75286212,27,John Hayden,2.012195122,"<a href=""http://www.espn.com/nhl/player/_/id/3042080""><img src=""../NHL/images3042080.png""></a>"
0.819565922,12,John Klingberg,2.19047619,"<a href=""http://www.espn.com/nhl/player/_/id/2590751""><img src=""../NHL/images2590751.png""></a>"
0.73154635,26,John Moore,1.955223881,"<a href=""http://www.espn.com/nhl/player/_/id/5204""><img src=""../NHL/images5204.png""></a>"
0.707850708,34,John Tavares,1.891891892,"<a href=""http://www.espn.com/nhl/player/_/id/5160""><img src=""../NHL/images5160.png""></a>"
0.795726741,25,Johnny Boychuk,2.126760563,"<a href=""http://www.espn.com/nhl/player/_/id/2072""><img src=""../NHL/images2072.png""></a>"
0.769989155,24,Johnny Gaudreau,2.057971014,"<a href=""http://www.espn.com/nhl/player/_/id/2563039""><img src=""../NHL/images2563039.png""></a>"
0.846436935,0,Jon Gillies,2.262295082,"<a href=""http://www.espn.com/nhl/player/_/id/3068664""><img src=""../NHL/images3068664.png""></a>"
0.706727135,53,Jon Merrill,1.888888889,"<a href=""http://www.espn.com/nhl/player/_/id/3059403""><img src=""../NHL/images3059403.png""></a>"
0.764334305,30,Jonas Brodin,2.042857143,"<a href=""http://www.espn.com/nhl/player/_/id/2562600""><img src=""../NHL/images2562600.png""></a>"
0.777080063,6,Jonathan Quick,2.076923077,"<a href=""http://www.espn.com/nhl/player/_/id/3634""><img src=""../NHL/images3634.png""></a>"
0.770636613,0,Jonathan Bernier,2.059701493,"<a href=""http://www.espn.com/nhl/player/_/id/3533""><img src=""../NHL/images3533.png""></a>"
0.816805595,26,Jonathan Drouin,2.183098592,"<a href=""http://www.espn.com/nhl/player/_/id/3041971""><img src=""../NHL/images3041971.png""></a>"
0.75898931,35,Jonathan Ericsson,2.028571429,"<a href=""http://www.espn.com/nhl/player/_/id/3355""><img src=""../NHL/images3355.png""></a>"
0.839002268,40,Jonathan Huberdeau,2.242424242,"<a href=""http://www.espn.com/nhl/player/_/id/2562606""><img src=""../NHL/images2562606.png""></a>"
0.837382572,40,Jonathan Toews,2.238095238,"<a href=""http://www.espn.com/nhl/player/_/id/3669""><img src=""../NHL/images3669.png""></a>"
0.882759354,2,Jonny Brodzinski,2.359375,"<a href=""http://www.espn.com/nhl/player/_/id/3025614""><img src=""../NHL/images3025614.png""></a>"
0.718761189,10,Joonas Donskoi,1.921052632,"<a href=""http://www.espn.com/nhl/player/_/id/2590379""><img src=""../NHL/images2590379.png""></a>"
0.743440233,0,Joonas Korpisalo,1.987012987,"<a href=""http://www.espn.com/nhl/player/_/id/3069266""><img src=""../NHL/images3069266.png""></a>"
0.738048644,0,Jordan Binnington,1.97260274,"<a href=""http://www.espn.com/nhl/player/_/id/2590874""><img src=""../NHL/images2590874.png""></a>"
0.769989155,17,Jordan Eberle,2.057971014,"<a href=""http://www.espn.com/nhl/player/_/id/5032""><img src=""../NHL/images5032.png""></a>"
0.824298469,29,Jordan Greenway,2.203125,"<a href=""http://www.espn.com/nhl/player/_/id/3900260""><img src=""../NHL/images3900260.png""></a>"
0.853528912,38,Jordan Martinook,2.28125,"<a href=""http://www.espn.com/nhl/player/_/id/2989376""><img src=""../NHL/images2989376.png""></a>"
0.758017493,12,Jordan Oesterle,2.025974026,"<a href=""http://www.espn.com/nhl/player/_/id/3097115""><img src=""../NHL/images3097115.png""></a>"
0.792316927,26,Jordan Staal,2.117647059,"<a href=""http://www.espn.com/nhl/player/_/id/3541""><img src=""../NHL/images3541.png""></a>"
0.817784257,18,Jordan Weal,2.185714286,"<a href=""http://www.espn.com/nhl/player/_/id/5557""><img src=""../NHL/images5557.png""></a>"
0.811616954,39,Jordie Benn,2.169230769,"<a href=""http://www.espn.com/nhl/player/_/id/5461""><img src=""../NHL/images5461.png""></a>"
0.849854227,15,Josh Archibald,2.271428571,"<a href=""http://www.espn.com/nhl/player/_/id/2591154""><img src=""../NHL/images2591154.png""></a>"
0.764805922,21,Josh Bailey,2.044117647,"<a href=""http://www.espn.com/nhl/player/_/id/5056""><img src=""../NHL/images5056.png""></a>"
0.702794631,32,Josh Leivo,1.878378378,"<a href=""http://www.espn.com/nhl/player/_/id/2590559""><img src=""../NHL/images2590559.png""></a>"
0.81432573,14,Josh Morrissey,2.176470588,"<a href=""http://www.espn.com/nhl/player/_/id/3042016""><img src=""../NHL/images3042016.png""></a>"
0.759991497,43,Jujhar Khaira,2.03125,"<a href=""http://www.espn.com/nhl/player/_/id/3068670""><img src=""../NHL/images3068670.png""></a>"
0.805860806,10,Julius Honka,2.153846154,"<a href=""http://www.espn.com/nhl/player/_/id/3114754""><img src=""../NHL/images3114754.png""></a>"
0.715146818,35,Justin Braun,1.911392405,"<a href=""http://www.espn.com/nhl/player/_/id/5470""><img src=""../NHL/images5470.png""></a>"
0.77324263,38,Justin Abdelkader,2.066666667,"<a href=""http://www.espn.com/nhl/player/_/id/3898""><img src=""../NHL/images3898.png""></a>"
0.814028314,2,Justin Bailey,2.175675676,"<a href=""http://www.espn.com/nhl/player/_/id/3042043""><img src=""../NHL/images3042043.png""></a>"
0.709924996,0,Justin Dowling,1.897435897,"<a href=""http://www.espn.com/nhl/player/_/id/3067879""><img src=""../NHL/images3067879.png""></a>"
0.718367347,47,Justin Faulk,1.92,"<a href=""http://www.espn.com/nhl/player/_/id/5746""><img src=""../NHL/images5746.png""></a>"
0.781312525,2,Justin Holl,2.088235294,"<a href=""http://www.espn.com/nhl/player/_/id/5763""><img src=""../NHL/images5763.png""></a>"
0.764334305,4,Justin Schultz,2.042857143,"<a href=""http://www.espn.com/nhl/player/_/id/2501067""><img src=""../NHL/images2501067.png""></a>"
0.770636613,44,Justin Williams,2.059701493,"<a href=""http://www.espn.com/nhl/player/_/id/1023""><img src=""../NHL/images1023.png""></a>"
0.707850708,0,Juuse Saros,1.891891892,"<a href=""http://www.espn.com/nhl/player/_/id/3042109""><img src=""../NHL/images3042109.png""></a>"
0.764805922,12,Juuso Valimaki,2.044117647,"<a href=""http://www.espn.com/nhl/player/_/id/4233611""><img src=""../NHL/images4233611.png""></a>"
0.929705215,2,Karson Kuhlman,2.484848485,"<a href=""http://www.espn.com/nhl/player/_/id/3652602""><img src=""../NHL/images3652602.png""></a>"
0.911989796,27,Kasperi Kapanen,2.4375,"<a href=""http://www.espn.com/nhl/player/_/id/3114775""><img src=""../NHL/images3114775.png""></a>"
