Player Photo,NHL Player,Games,Penalties,Minors,Penalty Minutes,PIM/Game,fWHR,scaled
"<a href=""http://www.espn.com/nhl/player/_/id/3067849""><img src=""../NHL/images3067849.png""></a>",Connor Carrick,34,8,7,19,0.6,2.069444444,0.774281935
"<a href=""http://www.espn.com/nhl/player/_/id/2590377""><img src=""../NHL/images2590377.png""></a>",Connor Brickley,14,3,2,9,0.6,2.328125,0.871067177
"<a href=""http://www.espn.com/nhl/player/_/id/3067951""><img src=""../NHL/images3067951.png""></a>",Connor Brown,82,8,8,16,0.2,2.085714286,0.780369291
"<a href=""http://www.espn.com/nhl/player/_/id/3042191""><img src=""../NHL/images3042191.png""></a>",Connor Clifton,19,6,5,15,0.8,2.208955224,0.826479846
"<a href=""http://www.espn.com/nhl/player/_/id/3020225""><img src=""../NHL/images3020225.png""></a>",Connor Hellebuyck,63,2,2,4,0.1,1.98630137,0.743173982
"<a href=""http://www.espn.com/nhl/player/_/id/3895074""><img src=""../NHL/images3895074.png""></a>",Connor McDavid,78,10,10,20,0.3,2.106060606,0.787981859
"<a href=""http://www.espn.com/nhl/player/_/id/2562618""><img src=""../NHL/images2562618.png""></a>",Connor Murphy,52,20,20,40,0.8,2.225352113,0.832614736
"<a href=""http://www.espn.com/nhl/player/_/id/3149827""><img src=""../NHL/images3149827.png""></a>",Conor Sheary,78,6,6,12,0.2,2.253731343,0.843232816
"<a href=""http://www.espn.com/nhl/player/_/id/2339""><img src=""../NHL/images2339.png""></a>",Corey Crawford,39,0,0,0,0,2.185714286,0.817784257
"<a href=""http://www.espn.com/nhl/player/_/id/2273""><img src=""../NHL/images2273.png""></a>",Corey Perry,31,12,11,27,0.9,2.028985507,0.759144237
"<a href=""http://www.espn.com/nhl/player/_/id/3750""><img src=""../NHL/images3750.png""></a>",Cory Schneider,26,0,0,0,0,2.261538462,0.846153846
"<a href=""http://www.espn.com/nhl/player/_/id/1929""><img src=""../NHL/images1929.png""></a>",Craig Anderson,50,0,0,0,0,1.88,0.703401361
"<a href=""http://www.espn.com/nhl/player/_/id/2570752""><img src=""../NHL/images2570752.png""></a>",Craig Smith,76,10,10,20,0.3,2.101449275,0.786256532
"<a href=""http://www.espn.com/nhl/player/_/id/3042023""><img src=""../NHL/images3042023.png""></a>",Curtis Lazar,1,0,0,0,0,2.202898551,0.824213743
"<a href=""http://www.espn.com/nhl/player/_/id/3187""><img src=""../NHL/images3187.png""></a>",Curtis McElhinney,33,0,0,0,0,1.985714286,0.742954325
"<a href=""http://www.espn.com/nhl/player/_/id/5067""><img src=""../NHL/images5067.png""></a>",Dale Weise,51,8,7,19,0.4,1.855072464,0.694074731
"<a href=""http://www.espn.com/nhl/player/_/id/5528""><img src=""../NHL/images5528.png""></a>",Dalton Prout,20,4,4,8,0.4,2.08974359,0.781876853
"<a href=""http://www.espn.com/nhl/player/_/id/3068087""><img src=""../NHL/images3068087.png""></a>",Damon Severson,82,25,24,58,0.7,1.970149254,0.737130673
"<a href=""http://www.espn.com/nhl/player/_/id/3423""><img src=""../NHL/images3423.png""></a>",Dan Girardi,62,6,6,12,0.2,1.888888889,0.706727135
"<a href=""http://www.espn.com/nhl/player/_/id/1466""><img src=""../NHL/images1466.png""></a>",Dan Hamhuis,57,14,14,28,0.5,1.904109589,0.712421955
"<a href=""http://www.espn.com/nhl/player/_/id/3904181""><img src=""../NHL/images3904181.png""></a>",Daniel Sprong,63,5,5,10,0.2,2.058823529,0.770308123
"<a href=""http://www.espn.com/nhl/player/_/id/3025991""><img src=""../NHL/images3025991.png""></a>",Danny DeKeyser,52,18,17,39,0.8,2.046153846,0.765567766
"<a href=""http://www.espn.com/nhl/player/_/id/3151741""><img src=""../NHL/images3151741.png""></a>",Danton Heinen,77,8,8,16,0.2,2.173913043,0.813368826
"<a href=""http://www.espn.com/nhl/player/_/id/2610321""><img src=""../NHL/images2610321.png""></a>",Darcy Kuemper,55,7,7,14,0.3,2.027777778,0.758692366
"<a href=""http://www.espn.com/nhl/player/_/id/3041997""><img src=""../NHL/images3041997.png""></a>",Darnell Nurse,82,31,26,87,1.1,2.347826087,0.878438332
"<a href=""http://www.espn.com/nhl/player/_/id/3521""><img src=""../NHL/images3521.png""></a>",Darren Helm,61,10,10,20,0.3,1.944444444,0.727513228
"<a href=""http://www.espn.com/nhl/player/_/id/3301""><img src=""../NHL/images3301.png""></a>",David Backes,70,11,8,31,0.4,1.96,0.733333333
"<a href=""http://www.espn.com/nhl/player/_/id/4267976""><img src=""../NHL/images4267976.png""></a>",David Kampf,63,6,5,14,0.2,2.375,0.888605442
"<a href=""http://www.espn.com/nhl/player/_/id/3343""><img src=""../NHL/images3343.png""></a>",David Krejci,81,8,8,16,0.2,2.171875,0.812606293
"<a href=""http://www.espn.com/nhl/player/_/id/3114778""><img src=""../NHL/images3114778.png""></a>",David Pastrnak,66,15,14,32,0.5,2.209677419,0.826750055
"<a href=""http://www.espn.com/nhl/player/_/id/3792""><img src=""../NHL/images3792.png""></a>",David Perron,57,22,21,46,0.8,2.104477612,0.787389583
"<a href=""http://www.espn.com/nhl/player/_/id/4063288""><img src=""../NHL/images4063288.png""></a>",David Rittich,45,2,2,4,0.1,2.051282051,0.767486482
"<a href=""http://www.espn.com/nhl/player/_/id/5427""><img src=""../NHL/images5427.png""></a>",David Savard,82,18,18,36,0.4,2.070422535,0.774647887
"<a href=""http://www.espn.com/nhl/player/_/id/3899730""><img src=""../NHL/images3899730.png""></a>",Dean Kukan,25,3,3,6,0.2,2.123287671,0.79442736
"<a href=""http://www.espn.com/nhl/player/_/id/3942715""><img src=""../NHL/images3942715.png""></a>",Denis Malgin,50,7,7,14,0.3,2.191176471,0.819827931
"<a href=""http://www.espn.com/nhl/player/_/id/2001""><img src=""../NHL/images2001.png""></a>",Dennis Seidenberg,0,0,0,0,0,2.095238095,0.783932621
"<a href=""http://www.espn.com/nhl/player/_/id/5829""><img src=""../NHL/images5829.png""></a>",Derek Forbort,81,18,15,52,0.6,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/2525884""><img src=""../NHL/images2525884.png""></a>",Derek Grant,56,7,7,14,0.3,2.138461538,0.800104657
"<a href=""http://www.espn.com/nhl/player/_/id/1446""><img src=""../NHL/images1446.png""></a>",Derek MacKenzie,1,0,0,0,0,1.945205479,0.727797969
"<a href=""http://www.espn.com/nhl/player/_/id/3902133""><img src=""../NHL/images3902133.png""></a>",Derek Ryan,81,12,12,24,0.3,2.459016393,0.920040147
"<a href=""http://www.espn.com/nhl/player/_/id/5731""><img src=""../NHL/images5731.png""></a>",Derek Stepan,72,7,7,14,0.2,2.171428571,0.812439261
"<a href=""http://www.espn.com/nhl/player/_/id/3506""><img src=""../NHL/images3506.png""></a>",Derick Brassard,70,14,12,39,0.6,2.092307692,0.782836211
"<a href=""http://www.espn.com/nhl/player/_/id/2976834""><img src=""../NHL/images2976834.png""></a>",Derrick Pouliot,62,14,13,30,0.5,1.87012987,0.699708455
"<a href=""http://www.espn.com/nhl/player/_/id/2207""><img src=""../NHL/images2207.png""></a>",Deryk Engelland,74,9,9,18,0.2,1.881578947,0.703992123
"<a href=""http://www.espn.com/nhl/player/_/id/3242""><img src=""../NHL/images3242.png""></a>",Devan Dubnyk,67,1,1,2,0,2.056338028,0.769378174
"<a href=""http://www.espn.com/nhl/player/_/id/5542""><img src=""../NHL/images5542.png""></a>",Devante Smith-Pelly,54,6,5,15,0.3,2.295774648,0.858963304
"<a href=""http://www.espn.com/nhl/player/_/id/3069353""><img src=""../NHL/images3069353.png""></a>",Devin Shore,76,5,4,13,0.2,2.241935484,0.838819399
"<a href=""http://www.espn.com/nhl/player/_/id/3096249""><img src=""../NHL/images3096249.png""></a>",Devon Toews,48,2,2,4,0.1,2.026666667,0.758276644
"<a href=""http://www.espn.com/nhl/player/_/id/4063268""><img src=""../NHL/images4063268.png""></a>",Dillon Dube,25,2,2,4,0.2,2.308823529,0.863845538
"<a href=""http://www.espn.com/nhl/player/_/id/3042040""><img src=""../NHL/images3042040.png""></a>",Dillon Heatherington,5,0,0,0,0,2.111111111,0.789871504
"<a href=""http://www.espn.com/nhl/player/_/id/2282""><img src=""../NHL/images2282.png""></a>",Dion Phaneuf,67,22,19,53,0.8,1.973684211,0.738453276
"<a href=""http://www.espn.com/nhl/player/_/id/2563053""><img src=""../NHL/images2563053.png""></a>",Dmitrij Jaskin,37,3,3,6,0.2,2.144927536,0.802523908
"<a href=""http://www.espn.com/nhl/player/_/id/5328""><img src=""../NHL/images5328.png""></a>",Dmitry Kulikov,57,17,14,47,0.8,2.169014085,0.811535882
"<a href=""http://www.espn.com/nhl/player/_/id/5646""><img src=""../NHL/images5646.png""></a>",Dmitry Orlov,82,15,14,33,0.4,2.160493827,0.808348031
"<a href=""http://www.espn.com/nhl/player/_/id/4294651""><img src=""../NHL/images4294651.png""></a>",Dominik Kahun,82,3,3,6,0.1,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3913226""><img src=""../NHL/images3913226.png""></a>",Dominik Simon,71,9,9,18,0.3,2.194029851,0.820895522
"<a href=""http://www.espn.com/nhl/player/_/id/2562605""><img src=""../NHL/images2562605.png""></a>",Dougie Hamilton,82,23,22,54,0.7,2.306451613,0.862958086
"<a href=""http://www.espn.com/nhl/player/_/id/3025590""><img src=""../NHL/images3025590.png""></a>",Drake Caggiula,55,10,7,28,0.5,2.158730159,0.807688155
"<a href=""http://www.espn.com/nhl/player/_/id/3995""><img src=""../NHL/images3995.png""></a>",Drew Doughty,82,22,21,44,0.5,2.084507042,0.779917601
"<a href=""http://www.espn.com/nhl/player/_/id/3327""><img src=""../NHL/images3327.png""></a>",Drew Stafford,57,9,9,18,0.3,#N/A,#N/A
"<a href=""http://www.espn.com/nhl/player/_/id/2306""><img src=""../NHL/images2306.png""></a>",Duncan Keith,82,20,15,70,0.9,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/2288""><img src=""../NHL/images2288.png""></a>",Dustin Brown,72,12,12,24,0.3,2.150684932,0.804678036
"<a href=""http://www.espn.com/nhl/player/_/id/3070""><img src=""../NHL/images3070.png""></a>",Dustin Byfuglien,42,29,27,69,1.6,2.228571429,0.833819242
"<a href=""http://www.espn.com/nhl/player/_/id/3988778""><img src=""../NHL/images3988778.png""></a>",Dylan Gambrell,8,1,1,2,0.3,2.205882353,0.825330132
"<a href=""http://www.espn.com/nhl/player/_/id/2590861""><img src=""../NHL/images2590861.png""></a>",Dylan DeMelo,77,16,16,32,0.4,2.307692308,0.863422292
"<a href=""http://www.espn.com/nhl/player/_/id/3114755""><img src=""../NHL/images3114755.png""></a>",Dylan Larkin,76,32,30,75,1,2.147058824,0.803321329
"<a href=""http://www.espn.com/nhl/player/_/id/5834""><img src=""../NHL/images5834.png""></a>",Dylan McIlrath,7,2,2,4,0.6,2.191780822,0.820054049
"<a href=""http://www.espn.com/nhl/player/_/id/3899933""><img src=""../NHL/images3899933.png""></a>",Dylan Strome,78,10,10,20,0.3,2.026666667,0.758276644
"<a href=""http://www.espn.com/nhl/player/_/id/4297649""><img src=""../NHL/images4297649.png""></a>",Egor Yakovlev,25,3,3,6,0.2,2.246376812,0.84048112
"<a href=""http://www.espn.com/nhl/player/_/id/3041994""><img src=""../NHL/images3041994.png""></a>",Elias Lindholm,81,9,8,20,0.3,2.044117647,0.764805922
"<a href=""http://www.espn.com/nhl/player/_/id/4233566""><img src=""../NHL/images4233566.png""></a>",Elias Pettersson,71,6,6,12,0.2,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/3042057""><img src=""../NHL/images3042057.png""></a>",Eric Comrie,1,0,0,0,0,2.013888889,0.753495843
"<a href=""http://www.espn.com/nhl/player/_/id/2290""><img src=""../NHL/images2290.png""></a>",Eric Fehr,72,15,15,30,0.4,2.178082192,0.814928711
"<a href=""http://www.espn.com/nhl/player/_/id/4319879""><img src=""../NHL/images4319879.png""></a>",Eric Robinson,13,0,0,0,0,2.226666667,0.833106576
"<a href=""http://www.espn.com/nhl/player/_/id/2378""><img src=""../NHL/images2378.png""></a>",Eric Staal,81,17,17,34,0.4,2.26984127,0.849260339
"<a href=""http://www.espn.com/nhl/player/_/id/5164""><img src=""../NHL/images5164.png""></a>",Erik Karlsson,53,10,9,22,0.4,2.028169014,0.758838747
"<a href=""http://www.espn.com/nhl/player/_/id/3891922""><img src=""../NHL/images3891922.png""></a>",Erik Gustafsson,79,17,17,34,0.4,1.884615385,0.705128205
"<a href=""http://www.espn.com/nhl/player/_/id/2593311""><img src=""../NHL/images2593311.png""></a>",Erik Haula,15,5,5,10,0.7,1.959459459,0.73313109
"<a href=""http://www.espn.com/nhl/player/_/id/3649""><img src=""../NHL/images3649.png""></a>",Erik Johnson,80,12,9,38,0.5,2.133333333,0.798185941
"<a href=""http://www.espn.com/nhl/player/_/id/3069352""><img src=""../NHL/images3069352.png""></a>",Esa Lindell,82,15,14,33,0.4,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/3648008""><img src=""../NHL/images3648008.png""></a>",Evan Rodrigues,74,11,10,25,0.3,2.027027027,0.758411473
"<a href=""http://www.espn.com/nhl/player/_/id/5251""><img src=""../NHL/images5251.png""></a>",Evander Kane,75,47,37,153,2,1.902777778,0.711923658
"<a href=""http://www.espn.com/nhl/player/_/id/3124""><img src=""../NHL/images3124.png""></a>",Evgeni Malkin,68,31,27,89,1.3,2.112676056,0.790457028
"<a href=""http://www.espn.com/nhl/player/_/id/4969""><img src=""../NHL/images4969.png""></a>",Evgenii Dadonov,82,4,4,8,0.1,2.114285714,0.791059281
"<a href=""http://www.espn.com/nhl/player/_/id/5647""><img src=""../NHL/images5647.png""></a>",Evgeny Kuznetsov,76,25,25,50,0.7,2.210526316,0.827067669
"<a href=""http://www.espn.com/nhl/player/_/id/4233643""><img src=""../NHL/images4233643.png""></a>",Filip Chytil,75,4,4,8,0.1,2.166666667,0.810657596
"<a href=""http://www.espn.com/nhl/player/_/id/2968772""><img src=""../NHL/images2968772.png""></a>",Filip Forsberg,64,13,13,26,0.4,2.042253521,0.76410846
"<a href=""http://www.espn.com/nhl/player/_/id/3527554""><img src=""../NHL/images3527554.png""></a>",Frank Vatrano,81,19,19,38,0.5,2.268656716,0.848817139
"<a href=""http://www.espn.com/nhl/player/_/id/3367""><img src=""../NHL/images3367.png""></a>",Frans Nielsen,72,7,7,14,0.2,2.15625,0.806760204
"<a href=""http://www.espn.com/nhl/player/_/id/3149649""><img src=""../NHL/images3149649.png""></a>",Frederick Gaudreau,55,1,1,2,0,1.945205479,0.727797969
"<a href=""http://www.espn.com/nhl/player/_/id/2517899""><img src=""../NHL/images2517899.png""></a>",Frederik Andersen,60,1,1,2,0,2.138461538,0.800104657
"<a href=""http://www.espn.com/nhl/player/_/id/3042039""><img src=""../NHL/images3042039.png""></a>",Frederik Gauthier,70,6,6,12,0.2,1.954545455,0.731292517
"<a href=""http://www.espn.com/nhl/player/_/id/2564148""><img src=""../NHL/images2564148.png""></a>",Fredrik Claesson,37,3,2,9,0.2,2.128205128,0.796267225
"<a href=""http://www.espn.com/nhl/player/_/id/5185""><img src=""../NHL/images5185.png""></a>",Gabriel Bourque,55,5,5,10,0.2,2.04109589,0.763675333
"<a href=""http://www.espn.com/nhl/player/_/id/2562609""><img src=""../NHL/images2562609.png""></a>",Gabriel Landeskog,73,22,19,51,0.7,2.078947368,0.777837451
"<a href=""http://www.espn.com/nhl/player/_/id/3149633""><img src=""../NHL/images3149633.png""></a>",Garnet Hathaway,76,21,18,56,0.7,2.119402985,0.792973906
"<a href=""http://www.espn.com/nhl/player/_/id/2590569""><img src=""../NHL/images2590569.png""></a>",Garret Sparks,20,0,0,0,0,1.746666667,0.653514739
"<a href=""http://www.espn.com/nhl/player/_/id/5337""><img src=""../NHL/images5337.png""></a>",Garrett Wilson,50,6,4,18,0.4,1.975,0.738945578
"<a href=""http://www.espn.com/nhl/player/_/id/3965273""><img src=""../NHL/images3965273.png""></a>",Greg McKegg,41,4,4,8,0.2,2.169230769,0.811616954
"<a href=""http://www.espn.com/nhl/player/_/id/4924""><img src=""../NHL/images4924.png""></a>",Greg Pateryn,80,19,18,41,0.5,2.095238095,0.783932621
"<a href=""http://www.espn.com/nhl/player/_/id/3942866""><img src=""../NHL/images3942866.png""></a>",Guillaume Brisebois,8,0,0,0,0,2.026666667,0.758276644
"<a href=""http://www.espn.com/nhl/player/_/id/5823""><img src=""../NHL/images5823.png""></a>",Gustav Nyquist,81,6,6,12,0.1,2.086956522,0.780834073
"<a href=""http://www.espn.com/nhl/player/_/id/3151784""><img src=""../NHL/images3151784.png""></a>",Gustav Forsling,43,15,15,30,0.7,1.987341772,0.743563248
"<a href=""http://www.espn.com/nhl/player/_/id/2968818""><img src=""../NHL/images2968818.png""></a>",Hampus Lindholm,76,22,22,44,0.6,2.191176471,0.819827931
"<a href=""http://www.espn.com/nhl/player/_/id/3114735""><img src=""../NHL/images3114735.png""></a>",Haydn Fleury,20,1,1,2,0.1,2.215384615,0.8288854
"<a href=""http://www.espn.com/nhl/player/_/id/4024977""><img src=""../NHL/images4024977.png""></a>",Henrik Borgstrom,50,2,2,4,0.1,2.194444444,0.821050642
"<a href=""http://www.espn.com/nhl/player/_/id/3081""><img src=""../NHL/images3081.png""></a>",Henrik Lundqvist,52,0,0,0,0,1.851851852,0.69286974
"<a href=""http://www.espn.com/nhl/player/_/id/4991""><img src=""../NHL/images4991.png""></a>",Ian Cole,71,35,25,115,1.6,1.888888889,0.706727135
"<a href=""http://www.espn.com/nhl/player/_/id/3041989""><img src=""../NHL/images3041989.png""></a>",Ian McCoshen,19,4,4,8,0.4,2.03030303,0.759637188
"<a href=""http://www.espn.com/nhl/player/_/id/4340228""><img src=""../NHL/images4340228.png""></a>",Igor Ozhiganov,53,7,7,14,0.3,1.985915493,0.743029606
"<a href=""http://www.espn.com/nhl/player/_/id/1175""><img src=""../NHL/images1175.png""></a>",Ilya Kovalchuk,64,5,5,10,0.2,1.896103896,0.709426628
"<a href=""http://www.espn.com/nhl/player/_/id/4342107""><img src=""../NHL/images4342107.png""></a>",Ilya Lyubushkin,41,5,4,13,0.3,1.948717949,0.729112158
"<a href=""http://www.espn.com/nhl/player/_/id/3114985""><img src=""../NHL/images3114985.png""></a>",Ivan Barbashev,80,7,6,17,0.2,2.090909091,0.782312925
"<a href=""http://www.espn.com/nhl/player/_/id/3899939""><img src=""../NHL/images3899939.png""></a>",Ivan Provorov,82,12,11,32,0.4,1.958333333,0.732709751
"<a href=""http://www.espn.com/nhl/player/_/id/2590852""><img src=""../NHL/images2590852.png""></a>",J.T. Miller,75,14,13,30,0.4,1.957142857,0.732264334
"<a href=""http://www.espn.com/nhl/player/_/id/2952877""><img src=""../NHL/images2952877.png""></a>",J.T. Brown,56,9,7,29,0.5,2.191176471,0.819827931
"<a href=""http://www.espn.com/nhl/player/_/id/3041995""><img src=""../NHL/images3041995.png""></a>",J.T. Compher,66,13,11,31,0.5,2.231884058,0.835058661
"<a href=""http://www.espn.com/nhl/player/_/id/3069836""><img src=""../NHL/images3069836.png""></a>",Jaccob Slavin,82,9,9,18,0.2,2.15625,0.806760204
"<a href=""http://www.espn.com/nhl/player/_/id/5473""><img src=""../NHL/images5473.png""></a>",Jack Campbell,31,0,0,0,0,1.98630137,0.743173982
"<a href=""http://www.espn.com/nhl/player/_/id/3648002""><img src=""../NHL/images3648002.png""></a>",Jack Eichel,77,12,11,26,0.3,2.402777778,0.898998488
"<a href=""http://www.espn.com/nhl/player/_/id/3583""><img src=""../NHL/images3583.png""></a>",Jack Johnson,82,18,16,41,0.5,2.057142857,0.7696793
"<a href=""http://www.espn.com/nhl/player/_/id/3904098""><img src=""../NHL/images3904098.png""></a>",Jack Roslovic,77,2,2,4,0.1,2.151515152,0.804988662
"<a href=""http://www.espn.com/nhl/player/_/id/3041993""><img src=""../NHL/images3041993.png""></a>",Jacob de la Rose,60,7,6,16,0.3,2.154929577,0.806266168
"<a href=""http://www.espn.com/nhl/player/_/id/5452""><img src=""../NHL/images5452.png""></a>",Jacob Markstrom,60,1,1,2,0,1.884615385,0.705128205
"<a href=""http://www.espn.com/nhl/player/_/id/5835""><img src=""../NHL/images5835.png""></a>",Jaden Schwartz,69,8,8,16,0.2,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/5111""><img src=""../NHL/images5111.png""></a>",Jake Allen,46,0,0,0,0,1.883116883,0.704567541
"<a href=""http://www.espn.com/nhl/player/_/id/4024916""><img src=""../NHL/images4024916.png""></a>",Jake Bean,2,1,1,2,1,2.328571429,0.871234208
"<a href=""http://www.espn.com/nhl/player/_/id/3900240""><img src=""../NHL/images3900240.png""></a>",Jake DeBrusk,68,9,9,18,0.3,2.475409836,0.926173748
"<a href=""http://www.espn.com/nhl/player/_/id/5830""><img src=""../NHL/images5830.png""></a>",Jake Gardiner,62,12,11,26,0.4,2.106060606,0.787981859
"<a href=""http://www.espn.com/nhl/player/_/id/3042083""><img src=""../NHL/images3042083.png""></a>",Jake Guentzel,82,13,13,26,0.3,2.308823529,0.863845538
"<a href=""http://www.espn.com/nhl/player/_/id/3020803""><img src=""../NHL/images3020803.png""></a>",Jake McCabe,59,16,15,35,0.6,2.067567568,0.773579702
"<a href=""http://www.espn.com/nhl/player/_/id/4906""><img src=""../NHL/images4906.png""></a>",Jake Muzzin,80,22,21,47,0.6,2.117647059,0.792316927
"<a href=""http://www.espn.com/nhl/player/_/id/3114734""><img src=""../NHL/images3114734.png""></a>",Jake Virtanen,70,21,20,44,0.6,2.123287671,0.79442736
"<a href=""http://www.espn.com/nhl/player/_/id/4024950""><img src=""../NHL/images4024950.png""></a>",Jakob Chychrun,53,14,14,28,0.5,2.253731343,0.843232816
"<a href=""http://www.espn.com/nhl/player/_/id/2590549""><img src=""../NHL/images2590549.png""></a>",Jakob Silfverberg,73,14,14,28,0.4,2.298507463,0.859985785
"<a href=""http://www.espn.com/nhl/player/_/id/3781""><img src=""../NHL/images3781.png""></a>",Jakub Voracek,78,11,10,25,0.3,2.136363636,0.799319728
"<a href=""http://www.espn.com/nhl/player/_/id/3114747""><img src=""../NHL/images3114747.png""></a>",Jakub Vrana,82,12,11,27,0.3,2.210526316,0.827067669
"<a href=""http://www.espn.com/nhl/player/_/id/3227""><img src=""../NHL/images3227.png""></a>",James Neal,63,13,12,28,0.4,2.061538462,0.771323914
"<a href=""http://www.espn.com/nhl/player/_/id/3870""><img src=""../NHL/images3870.png""></a>",James Reimer,36,0,0,0,0,2.02739726,0.758549995
"<a href=""http://www.espn.com/nhl/player/_/id/3822""><img src=""../NHL/images3822.png""></a>",James van Riemsdyk,66,9,9,18,0.3,2.166666667,0.810657596
"<a href=""http://www.espn.com/nhl/player/_/id/3652""><img src=""../NHL/images3652.png""></a>",Jamie McGinn,19,3,3,6,0.3,2.333333333,0.873015873
"<a href=""http://www.espn.com/nhl/player/_/id/2562625""><img src=""../NHL/images2562625.png""></a>",Jamie Oleksiak,57,18,15,45,0.8,2.089552239,0.781805259
"<a href=""http://www.espn.com/nhl/player/_/id/4230583""><img src=""../NHL/images4230583.png""></a>",Jan Rutta,37,8,8,16,0.4,2.066666667,0.77324263
"<a href=""http://www.espn.com/nhl/player/_/id/3114777""><img src=""../NHL/images3114777.png""></a>",Jared McCann,78,14,13,31,0.4,2.161764706,0.808823529
"<a href=""http://www.espn.com/nhl/player/_/id/5079""><img src=""../NHL/images5079.png""></a>",Jared Spurgeon,82,10,10,20,0.2,1.986111111,0.743102797
"<a href=""http://www.espn.com/nhl/player/_/id/3116""><img src=""../NHL/images3116.png""></a>",Jaroslav Halak,40,0,0,0,0,1.921052632,0.718761189
"<a href=""http://www.espn.com/nhl/player/_/id/5125""><img src=""../NHL/images5125.png""></a>",Jason Demers,35,6,6,12,0.3,2.04,0.763265306
"<a href=""http://www.espn.com/nhl/player/_/id/3042062""><img src=""../NHL/images3042062.png""></a>",Jason Dickinson,67,10,9,23,0.3,2.295081967,0.858704137
"<a href=""http://www.espn.com/nhl/player/_/id/1531""><img src=""../NHL/images1531.png""></a>",Jason Pominville,73,2,2,4,0.1,2.013157895,0.753222342
"<a href=""http://www.espn.com/nhl/player/_/id/1183""><img src=""../NHL/images1183.png""></a>",Jason Spezza,76,13,12,29,0.4,1.916666667,0.717120181
"<a href=""http://www.espn.com/nhl/player/_/id/2593315""><img src=""../NHL/images2593315.png""></a>",Jason Zucker,81,14,14,28,0.4,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3879""><img src=""../NHL/images3879.png""></a>",Jay Beagle,57,9,9,18,0.3,2.042253521,0.76410846
"<a href=""http://www.espn.com/nhl/player/_/id/1565""><img src=""../NHL/images1565.png""></a>",Jay Bouwmeester,78,20,20,40,0.5,1.972222222,0.737906274
"<a href=""http://www.espn.com/nhl/player/_/id/2593131""><img src=""../NHL/images2593131.png""></a>",Jean-Gabriel Pageau,39,3,2,14,0.4,2.115942029,0.79167899
"<a href=""http://www.espn.com/nhl/player/_/id/2383""><img src=""../NHL/images2383.png""></a>",Jeff Carter,76,21,21,42,0.6,1.857142857,0.694849368
"<a href=""http://www.espn.com/nhl/player/_/id/5407""><img src=""../NHL/images5407.png""></a>",Jeff Petry,82,14,14,28,0.3,2.157142857,0.807094266
"<a href=""http://www.espn.com/nhl/player/_/id/5540""><img src=""../NHL/images5540.png""></a>",Jeff Skinner,82,18,18,36,0.4,2.116883117,0.792031098
"<a href=""http://www.espn.com/nhl/player/_/id/4268771""><img src=""../NHL/images4268771.png""></a>",Jesper Bratt,51,3,3,6,0.1,2.323076923,0.869178441
"<a href=""http://www.espn.com/nhl/player/_/id/2590847""><img src=""../NHL/images2590847.png""></a>",Jesper Fast,66,13,13,26,0.4,2.136986301,0.799552698
"<a href=""http://www.espn.com/nhl/player/_/id/4352692""><img src=""../NHL/images4352692.png""></a>",Jesperi Kotkaniemi,79,13,13,26,0.3,2.260273973,0.845680738
"<a href=""http://www.espn.com/nhl/player/_/id/4024839""><img src=""../NHL/images4024839.png""></a>",Jesse Puljujarvi,46,8,8,16,0.4,2.213114754,0.828036132
"<a href=""http://www.espn.com/nhl/player/_/id/3170""><img src=""../NHL/images3170.png""></a>",Jimmy Howard,55,1,1,2,0,1.904109589,0.712421955
"<a href=""http://www.espn.com/nhl/player/_/id/3069397""><img src=""../NHL/images3069397.png""></a>",Jimmy Vesey,81,9,8,21,0.3,2.130434783,0.797101449
"<a href=""http://www.espn.com/nhl/player/_/id/3069521""><img src=""../NHL/images3069521.png""></a>",Joakim Ryan,44,6,5,15,0.3,2.202898551,0.824213743
"<a href=""http://www.espn.com/nhl/player/_/id/5756""><img src=""../NHL/images5756.png""></a>",Joakim Nordstrom,70,5,4,13,0.2,1.944444444,0.727513228
"<a href=""http://www.espn.com/nhl/player/_/id/3451""><img src=""../NHL/images3451.png""></a>",Joe Pavelski,75,11,11,22,0.3,2.213114754,0.828036132
"<a href=""http://www.espn.com/nhl/player/_/id/939""><img src=""../NHL/images939.png""></a>",Joe Thornton,73,10,10,20,0.3,1.678571429,0.628036929
"<a href=""http://www.espn.com/nhl/player/_/id/2562617""><img src=""../NHL/images2562617.png""></a>",Joe Morrow,41,7,5,20,0.5,1.824324324,0.682570325
"<a href=""http://www.espn.com/nhl/player/_/id/2562596""><img src=""../NHL/images2562596.png""></a>",Joel Armia,57,7,7,14,0.3,2.1,0.785714286
"<a href=""http://www.espn.com/nhl/player/_/id/2563034""><img src=""../NHL/images2563034.png""></a>",Joel Edmundson,64,31,29,68,1.1,1.931506849,0.722672631
"<a href=""http://www.espn.com/nhl/player/_/id/3904091""><img src=""../NHL/images3904091.png""></a>",Joel Eriksson Ek,58,9,8,20,0.3,2.230769231,0.834641549
