Player Photo,NHL Player,Games,Penalties,Minors,Penalty Minutes,PIM/Game,fWHR,scaled
"<a href=""http://www.espn.com/nhl/player/_/id/3988847""><img src=""../NHL/images3988847.png""></a>",Neal Pionk,73,13,10,35,0.5,2.147058824,0.803321329
"<a href=""http://www.espn.com/nhl/player/_/id/3025616""><img src=""../NHL/images3025616.png""></a>",Nic Dowd,64,9,8,20,0.3,2.279411765,0.852841136
"<a href=""http://www.espn.com/nhl/player/_/id/3042018""><img src=""../NHL/images3042018.png""></a>",Nic Petan,18,1,1,2,0.1,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/5828""><img src=""../NHL/images5828.png""></a>",Nick Bjugstad,64,15,14,30,0.5,2.095890411,0.784176684
"<a href=""http://www.espn.com/nhl/player/_/id/4927""><img src=""../NHL/images4927.png""></a>",Nick Bonino,81,9,9,18,0.2,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/2563027""><img src=""../NHL/images2563027.png""></a>",Nick Cousins,81,16,15,35,0.4,2.097222222,0.784674981
"<a href=""http://www.espn.com/nhl/player/_/id/3535""><img src=""../NHL/images3535.png""></a>",Nick Foligno,73,16,12,44,0.6,2.051948052,0.767735666
"<a href=""http://www.espn.com/nhl/player/_/id/3884""><img src=""../NHL/images3884.png""></a>",Nick Holden,61,7,7,14,0.2,2.1,0.785714286
"<a href=""http://www.espn.com/nhl/player/_/id/3025608""><img src=""../NHL/images3025608.png""></a>",Nick Jensen,80,9,8,21,0.3,2.142857143,0.801749271
"<a href=""http://www.espn.com/nhl/player/_/id/5447""><img src=""../NHL/images5447.png""></a>",Nick Leddy,82,9,9,18,0.2,2.086956522,0.780834073
"<a href=""http://www.espn.com/nhl/player/_/id/3114742""><img src=""../NHL/images3114742.png""></a>",Nick Ritchie,60,29,26,82,1.4,1.947368421,0.728607232
"<a href=""http://www.espn.com/nhl/player/_/id/3114770""><img src=""../NHL/images3114770.png""></a>",Nick Schmaltz,40,4,4,8,0.2,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/2564164""><img src=""../NHL/images2564164.png""></a>",Nick Seeler,71,22,17,64,0.9,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/3666""><img src=""../NHL/images3666.png""></a>",Nicklas Backstrom,80,15,15,30,0.4,1.964705882,0.735094038
"<a href=""http://www.espn.com/nhl/player/_/id/4233555""><img src=""../NHL/images4233555.png""></a>",Nico Hischier,69,8,7,24,0.4,2.3,0.860544218
"<a href=""http://www.espn.com/nhl/player/_/id/5193""><img src=""../NHL/images5193.png""></a>",Nicolas Deslauriers,48,8,6,22,0.5,2.194444444,0.821050642
"<a href=""http://www.espn.com/nhl/player/_/id/3042021""><img src=""../NHL/images3042021.png""></a>",Nikita Zadorov,70,33,30,75,1.1,2.271428571,0.849854227
"<a href=""http://www.espn.com/nhl/player/_/id/4010739""><img src=""../NHL/images4010739.png""></a>",Nikita Zaitsev,81,9,9,18,0.2,1.931506849,0.722672631
"<a href=""http://www.espn.com/nhl/player/_/id/3697""><img src=""../NHL/images3697.png""></a>",Niklas Hjalmarsson,82,22,22,44,0.5,2.210526316,0.827067669
"<a href=""http://www.espn.com/nhl/player/_/id/2127""><img src=""../NHL/images2127.png""></a>",Niklas Kronwall,79,20,20,40,0.5,1.957142857,0.732264334
"<a href=""http://www.espn.com/nhl/player/_/id/3114741""><img src=""../NHL/images3114741.png""></a>",Nikolaj Ehlers,62,6,5,15,0.2,2.149253731,0.804142553
"<a href=""http://www.espn.com/nhl/player/_/id/3114786""><img src=""../NHL/images3114786.png""></a>",Nikolay Goldobin,63,9,9,18,0.3,2.041666667,0.763888889
"<a href=""http://www.espn.com/nhl/player/_/id/5511""><img src=""../NHL/images5511.png""></a>",Nino Niederreiter,82,15,15,30,0.4,2.28358209,0.854401462
"<a href=""http://www.espn.com/nhl/player/_/id/3652964""><img src=""../NHL/images3652964.png""></a>",Noah Hanifin,80,6,6,12,0.2,2.147058824,0.803321329
"<a href=""http://www.espn.com/nhl/player/_/id/3096237""><img src=""../NHL/images3096237.png""></a>",Noel Acciari,72,15,11,47,0.7,2.071428571,0.775024295
"<a href=""http://www.espn.com/nhl/player/_/id/4233544""><img src=""../NHL/images4233544.png""></a>",Nolan Patrick,72,12,11,27,0.4,1.986486486,0.743243243
"<a href=""http://www.espn.com/nhl/player/_/id/3042095""><img src=""../NHL/images3042095.png""></a>",Oliver Bjorkstrand,77,4,4,8,0.1,1.987012987,0.743440233
"<a href=""http://www.espn.com/nhl/player/_/id/5488""><img src=""../NHL/images5488.png""></a>",Oliver Ekman-Larsson,81,25,24,52,0.6,2.178082192,0.814928711
"<a href=""http://www.espn.com/nhl/player/_/id/2976850""><img src=""../NHL/images2976850.png""></a>",Olli Maatta,60,6,6,12,0.2,2.208333333,0.826247166
"<a href=""http://www.espn.com/nhl/player/_/id/2590389""><img src=""../NHL/images2590389.png""></a>",Ondrej Palat,64,10,10,20,0.3,1.916666667,0.717120181
"<a href=""http://www.espn.com/nhl/player/_/id/4217973""><img src=""../NHL/images4217973.png""></a>",Oscar Fantenberg,61,7,6,17,0.3,1.972222222,0.737906274
"<a href=""http://www.espn.com/nhl/player/_/id/2562608""><img src=""../NHL/images2562608.png""></a>",Oscar Klefbom,61,8,8,16,0.3,2.046875,0.765837585
"<a href=""http://www.espn.com/nhl/player/_/id/2590850""><img src=""../NHL/images2590850.png""></a>",Oscar Lindberg,55,14,14,28,0.5,2.123076923,0.794348509
"<a href=""http://www.espn.com/nhl/player/_/id/3151326""><img src=""../NHL/images3151326.png""></a>",Oskar Lindblom,81,10,10,20,0.3,2.231884058,0.835058661
"<a href=""http://www.espn.com/nhl/player/_/id/3069277""><img src=""../NHL/images3069277.png""></a>",Oskar Sundqvist,74,11,11,22,0.3,1.95890411,0.732923306
"<a href=""http://www.espn.com/nhl/player/_/id/4294165""><img src=""../NHL/images4294165.png""></a>",Par Lindholm,65,9,9,18,0.3,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3699""><img src=""../NHL/images3699.png""></a>",Patric Hornqvist,69,9,8,26,0.4,2.076923077,0.777080063
"<a href=""http://www.espn.com/nhl/player/_/id/2280""><img src=""../NHL/images2280.png""></a>",Patrice Bergeron,65,15,15,30,0.5,1.909090909,0.714285714
"<a href=""http://www.espn.com/nhl/player/_/id/3735""><img src=""../NHL/images3735.png""></a>",Patrick Kane,81,11,11,22,0.3,2.183098592,0.816805595
"<a href=""http://www.espn.com/nhl/player/_/id/576""><img src=""../NHL/images576.png""></a>",Patrick Marleau,82,14,14,28,0.3,2.073529412,0.775810324
"<a href=""http://www.espn.com/nhl/player/_/id/3853""><img src=""../NHL/images3853.png""></a>",Patrick Maroon,74,23,17,64,0.9,2.057142857,0.7696793
"<a href=""http://www.espn.com/nhl/player/_/id/4024820""><img src=""../NHL/images4024820.png""></a>",Patrik Laine,82,20,19,42,0.5,1.923076923,0.719518577
"<a href=""http://www.espn.com/nhl/player/_/id/2590752""><img src=""../NHL/images2590752.png""></a>",Patrik Nemeth,74,21,19,53,0.7,2.146666667,0.803174603
"<a href=""http://www.espn.com/nhl/player/_/id/3069360""><img src=""../NHL/images3069360.png""></a>",Paul LaDue,33,2,1,12,0.4,2.064935065,0.772594752
"<a href=""http://www.espn.com/nhl/player/_/id/4568""><img src=""../NHL/images4568.png""></a>",Paul Byron,56,7,6,17,0.3,2.257142857,0.844509232
"<a href=""http://www.espn.com/nhl/player/_/id/3467""><img src=""../NHL/images3467.png""></a>",Paul Stastny,50,15,15,30,0.6,1.9,0.710884354
"<a href=""http://www.espn.com/nhl/player/_/id/3899949""><img src=""../NHL/images3899949.png""></a>",Pavel Zacha,61,6,5,15,0.3,1.971830986,0.737759893
"<a href=""http://www.espn.com/nhl/player/_/id/3042081""><img src=""../NHL/images3042081.png""></a>",Pavel Buchnevich,64,5,4,13,0.2,2.114285714,0.791059281
"<a href=""http://www.espn.com/nhl/player/_/id/3157""><img src=""../NHL/images3157.png""></a>",Pekka Rinne,56,2,2,4,0.1,1.797468354,0.672522173
"<a href=""http://www.espn.com/nhl/player/_/id/5619""><img src=""../NHL/images5619.png""></a>",Petr Mrazek,40,3,3,6,0.2,2.166666667,0.810657596
"<a href=""http://www.espn.com/nhl/player/_/id/3095330""><img src=""../NHL/images3095330.png""></a>",Pheonix Copley,27,0,0,0,0,2.125,0.795068027
"<a href=""http://www.espn.com/nhl/player/_/id/3479""><img src=""../NHL/images3479.png""></a>",Phil Kessel,82,13,12,28,0.3,2.194029851,0.820895522
"<a href=""http://www.espn.com/nhl/player/_/id/5657""><img src=""../NHL/images5657.png""></a>",Philipp Grubauer,37,0,0,0,0,2.026666667,0.758276644
"<a href=""http://www.espn.com/nhl/player/_/id/2562602""><img src=""../NHL/images2562602.png""></a>",Phillip Danault,81,18,17,39,0.5,2.068493151,0.773926009
"<a href=""http://www.espn.com/nhl/player/_/id/3111908""><img src=""../NHL/images3111908.png""></a>",Pierre-Edouard Bellemare,76,3,3,6,0.1,2.121212121,0.793650794
"<a href=""http://www.espn.com/nhl/player/_/id/4024833""><img src=""../NHL/images4024833.png""></a>",Pierre-Luc Dubois,82,32,32,64,0.8,1.851851852,0.69286974
"<a href=""http://www.espn.com/nhl/player/_/id/3069396""><img src=""../NHL/images3069396.png""></a>",Pontus Aberg,59,10,10,20,0.3,1.985714286,0.742954325
"<a href=""http://www.espn.com/nhl/player/_/id/2976842""><img src=""../NHL/images2976842.png""></a>",Radek Faksa,81,24,22,54,0.7,1.938461538,0.725274725
"<a href=""http://www.espn.com/nhl/player/_/id/4226783""><img src=""../NHL/images4226783.png""></a>",Radim Simek,41,4,4,8,0.2,2.059701493,0.770636613
"<a href=""http://www.espn.com/nhl/player/_/id/3904186""><img src=""../NHL/images3904186.png""></a>",Rasmus Andersson,79,6,4,23,0.3,2.433333333,0.910430839
"<a href=""http://www.espn.com/nhl/player/_/id/4294163""><img src=""../NHL/images4294163.png""></a>",Rasmus Dahlin,82,17,17,34,0.4,2.183098592,0.816805595
"<a href=""http://www.espn.com/nhl/player/_/id/3041999""><img src=""../NHL/images3041999.png""></a>",Rasmus Ristolainen,78,19,19,38,0.5,2.024691358,0.757537583
"<a href=""http://www.espn.com/nhl/player/_/id/2500990""><img src=""../NHL/images2500990.png""></a>",Reilly Smith,74,7,7,14,0.2,1.956521739,0.732031943
"<a href=""http://www.espn.com/nhl/player/_/id/5332""><img src=""../NHL/images5332.png""></a>",Richard Panik,75,22,22,44,0.6,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/2562629""><img src=""../NHL/images2562629.png""></a>",Rickard Rakell,69,8,6,27,0.4,2.222222222,0.831443689
"<a href=""http://www.espn.com/nhl/player/_/id/5005""><img src=""../NHL/images5005.png""></a>",Riley Nash,78,8,7,19,0.2,1.901234568,0.711346267
"<a href=""http://www.espn.com/nhl/player/_/id/5836""><img src=""../NHL/images5836.png""></a>",Riley Sheahan,82,7,6,17,0.2,2.233333333,0.835600907
"<a href=""http://www.espn.com/nhl/player/_/id/3114774""><img src=""../NHL/images3114774.png""></a>",Robby Fabbri,32,3,3,6,0.2,2.058823529,0.770308123
"<a href=""http://www.espn.com/nhl/player/_/id/4916""><img src=""../NHL/images4916.png""></a>",Robert Bortuzzo,59,21,19,47,0.8,1.932432432,0.723018937
"<a href=""http://www.espn.com/nhl/player/_/id/3042013""><img src=""../NHL/images3042013.png""></a>",Robert Hagg,82,24,20,63,0.8,1.985915493,0.743029606
"<a href=""http://www.espn.com/nhl/player/_/id/551""><img src=""../NHL/images551.png""></a>",Roberto Luongo,43,0,0,0,0,1.8875,0.706207483
"<a href=""http://www.espn.com/nhl/player/_/id/5283""><img src=""../NHL/images5283.png""></a>",Robin Lehner,46,0,0,0,0,2.369230769,0.886446886
"<a href=""http://www.espn.com/nhl/player/_/id/2563044""><img src=""../NHL/images2563044.png""></a>",Rocco Grimaldi,53,5,5,10,0.2,2.384615385,0.892203035
"<a href=""http://www.espn.com/nhl/player/_/id/5436""><img src=""../NHL/images5436.png""></a>",Roman Josi,82,17,16,42,0.5,2.013888889,0.753495843
"<a href=""http://www.espn.com/nhl/player/_/id/2722""><img src=""../NHL/images2722.png""></a>",Ron Hainsey,81,9,8,21,0.3,1.972972973,0.738187167
"<a href=""http://www.espn.com/nhl/player/_/id/3067822""><img src=""../NHL/images3067822.png""></a>",Ross Johnston,17,7,4,23,1.4,2.230769231,0.834641549
"<a href=""http://www.espn.com/nhl/player/_/id/3331""><img src=""../NHL/images3331.png""></a>",Ryan Callahan,52,7,7,14,0.3,1.921052632,0.718761189
"<a href=""http://www.espn.com/nhl/player/_/id/4954""><img src=""../NHL/images4954.png""></a>",Ryan McDonagh,82,17,17,34,0.4,2.014285714,0.753644315
"<a href=""http://www.espn.com/nhl/player/_/id/3096605""><img src=""../NHL/images3096605.png""></a>",Ryan Carpenter,68,4,4,8,0.1,2.202898551,0.824213743
"<a href=""http://www.espn.com/nhl/player/_/id/3115033""><img src=""../NHL/images3115033.png""></a>",Ryan Donato,56,2,1,6,0.1,2.338461538,0.874934589
"<a href=""http://www.espn.com/nhl/player/_/id/3070196""><img src=""../NHL/images3070196.png""></a>",Ryan Dzingel,78,13,12,29,0.4,2.3,0.860544218
"<a href=""http://www.espn.com/nhl/player/_/id/5169""><img src=""../NHL/images5169.png""></a>",Ryan Ellis,82,10,10,20,0.2,2.164179104,0.809726876
"<a href=""http://www.espn.com/nhl/player/_/id/2310""><img src=""../NHL/images2310.png""></a>",Ryan Getzlaf,67,22,19,58,0.9,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/3042063""><img src=""../NHL/images3042063.png""></a>",Ryan Hartman,83,29,25,74,0.9,2.117647059,0.792316927
"<a href=""http://www.espn.com/nhl/player/_/id/5434""><img src=""../NHL/images5434.png""></a>",Ryan Johansen,80,20,19,42,0.5,1.944444444,0.727513228
"<a href=""http://www.espn.com/nhl/player/_/id/2175""><img src=""../NHL/images2175.png""></a>",Ryan Kesler,60,18,15,44,0.7,1.984848485,0.742630385
"<a href=""http://www.espn.com/nhl/player/_/id/1549""><img src=""../NHL/images1549.png""></a>",Ryan Miller,20,0,0,0,0,2.086956522,0.780834073
"<a href=""http://www.espn.com/nhl/player/_/id/2966501""><img src=""../NHL/images2966501.png""></a>",Ryan Murray,56,5,5,10,0.2,2.186666667,0.81814059
"<a href=""http://www.espn.com/nhl/player/_/id/2562624""><img src=""../NHL/images2562624.png""></a>",Ryan Nugent-Hopkins,82,13,13,26,0.3,1.942857143,0.726919339
"<a href=""http://www.espn.com/nhl/player/_/id/5208""><img src=""../NHL/images5208.png""></a>",Ryan O'Reilly,82,6,6,12,0.2,1.971830986,0.737759893
"<a href=""http://www.espn.com/nhl/player/_/id/3042019""><img src=""../NHL/images3042019.png""></a>",Ryan Pulock,82,11,11,22,0.3,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3683""><img src=""../NHL/images3683.png""></a>",Ryan Reaves,80,19,12,74,0.9,2.095890411,0.784176684
"<a href=""http://www.espn.com/nhl/player/_/id/5544""><img src=""../NHL/images5544.png""></a>",Ryan Spooner,52,1,1,2,0,2.013157895,0.753222342
"<a href=""http://www.espn.com/nhl/player/_/id/2562636""><img src=""../NHL/images2562636.png""></a>",Ryan Strome,81,25,22,64,0.8,1.890410959,0.707296617
"<a href=""http://www.espn.com/nhl/player/_/id/3047""><img src=""../NHL/images3047.png""></a>",Ryan Suter,82,19,18,41,0.5,2.164179104,0.809726876
"<a href=""http://www.espn.com/nhl/player/_/id/3114732""><img src=""../NHL/images3114732.png""></a>",Sam Bennett,71,31,24,93,1.3,2.507692308,0.938252224
"<a href=""http://www.espn.com/nhl/player/_/id/3808""><img src=""../NHL/images3808.png""></a>",Sam Gagner,32,7,7,14,0.4,1.839506173,0.688250609
"<a href=""http://www.espn.com/nhl/player/_/id/3114722""><img src=""../NHL/images3114722.png""></a>",Sam Reinhart,82,8,8,16,0.2,2.409090909,0.901360544
"<a href=""http://www.espn.com/nhl/player/_/id/2590835""><img src=""../NHL/images2590835.png""></a>",Sami Vatanen,50,11,10,22,0.4,1.972972973,0.738187167
"<a href=""http://www.espn.com/nhl/player/_/id/3149697""><img src=""../NHL/images3149697.png""></a>",Sammy Blais,32,2,1,6,0.2,2.316666667,0.866780045
"<a href=""http://www.espn.com/nhl/player/_/id/4063401""><img src=""../NHL/images4063401.png""></a>",Samuel Girard,82,3,3,6,0.1,2.197368421,0.822144647
"<a href=""http://www.espn.com/nhl/player/_/id/3042012""><img src=""../NHL/images3042012.png""></a>",Samuel Morin,5,2,2,4,0.8,2.279411765,0.852841136
"<a href=""http://www.espn.com/nhl/player/_/id/2563045""><img src=""../NHL/images2563045.png""></a>",Scott Harrington,73,10,9,23,0.3,2.296875,0.859375
"<a href=""http://www.espn.com/nhl/player/_/id/2976848""><img src=""../NHL/images2976848.png""></a>",Scott Laughton,82,21,19,53,0.7,2.333333333,0.873015873
"<a href=""http://www.espn.com/nhl/player/_/id/2563069""><img src=""../NHL/images2563069.png""></a>",Scott Mayfield,79,24,19,68,0.9,2.223880597,0.832064169
"<a href=""http://www.espn.com/nhl/player/_/id/2591166""><img src=""../NHL/images2591166.png""></a>",Scott Wilson,15,1,0,4,0.3,2.041666667,0.763888889
"<a href=""http://www.espn.com/nhl/player/_/id/2562601""><img src=""../NHL/images2562601.png""></a>",Sean Couturier,80,13,12,34,0.4,2.044776119,0.76505229
"<a href=""http://www.espn.com/nhl/player/_/id/2564154""><img src=""../NHL/images2564154.png""></a>",Sean Kuraly,71,16,14,38,0.5,2.212121212,0.827664399
"<a href=""http://www.espn.com/nhl/player/_/id/3041996""><img src=""../NHL/images3041996.png""></a>",Sean Monahan,78,6,6,12,0.2,2.09375,0.78337585
"<a href=""http://www.espn.com/nhl/player/_/id/3904173""><img src=""../NHL/images3904173.png""></a>",Sebastian Aho,82,13,13,26,0.3,2.220588235,0.830832333
"<a href=""http://www.espn.com/nhl/player/_/id/3759""><img src=""../NHL/images3759.png""></a>",Semyon Varlamov,49,1,1,2,0,2.053333333,0.768253968
"<a href=""http://www.espn.com/nhl/player/_/id/5571""><img src=""../NHL/images5571.png""></a>",Sergei Bobrovsky,62,1,1,2,0,1.962025316,0.734091105
"<a href=""http://www.espn.com/nhl/player/_/id/3041992""><img src=""../NHL/images3041992.png""></a>",Seth Jones,75,14,14,28,0.4,2.194805195,0.821185617
"<a href=""http://www.espn.com/nhl/player/_/id/3025662""><img src=""../NHL/images3025662.png""></a>",Shayne Gostisbehere,78,11,11,22,0.3,2.057142857,0.7696793
"<a href=""http://www.espn.com/nhl/player/_/id/3042055""><img src=""../NHL/images3042055.png""></a>",Shea Theodore,79,9,8,20,0.3,2.14084507,0.800996455
"<a href=""http://www.espn.com/nhl/player/_/id/2278""><img src=""../NHL/images2278.png""></a>",Shea Weber,58,14,14,28,0.5,1.940298507,0.725962027
"<a href=""http://www.espn.com/nhl/player/_/id/3114""><img src=""../NHL/images3114.png""></a>",Sidney Crosby,79,13,11,36,0.5,2.058823529,0.770308123
"<a href=""http://www.espn.com/nhl/player/_/id/2976840""><img src=""../NHL/images2976840.png""></a>",Slater Koekkoek,31,7,7,14,0.5,2.014084507,0.753569033
"<a href=""http://www.espn.com/nhl/player/_/id/2562623""><img src=""../NHL/images2562623.png""></a>",Stefan Noesen,41,14,14,28,0.7,1.985915493,0.743029606
"<a href=""http://www.espn.com/nhl/player/_/id/5037""><img src=""../NHL/images5037.png""></a>",Steven Stamkos,82,17,16,37,0.5,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/4911""><img src=""../NHL/images4911.png""></a>",Steven Kampfer,35,11,11,22,0.6,2,0.74829932
"<a href=""http://www.espn.com/nhl/player/_/id/3042092""><img src=""../NHL/images3042092.png""></a>",Sven Andrighetto,64,7,7,14,0.2,2.333333333,0.873015873
"<a href=""http://www.espn.com/nhl/player/_/id/2562597""><img src=""../NHL/images2562597.png""></a>",Sven Baertschi,26,3,3,6,0.2,2.027027027,0.758411473
"<a href=""http://www.espn.com/nhl/player/_/id/5162""><img src=""../NHL/images5162.png""></a>",T.J. Brodie,79,12,12,24,0.3,2.253968254,0.843321456
"<a href=""http://www.espn.com/nhl/player/_/id/5034""><img src=""../NHL/images5034.png""></a>",T.J. Oshie,69,17,16,36,0.5,2.283783784,0.854476926
"<a href=""http://www.espn.com/nhl/player/_/id/2976860""><img src=""../NHL/images2976860.png""></a>",Tanner Pearson,80,11,10,25,0.3,2.092105263,0.782760473
"<a href=""http://www.espn.com/nhl/player/_/id/5428""><img src=""../NHL/images5428.png""></a>",Taylor Hall,33,8,8,16,0.5,2.138461538,0.800104657
"<a href=""http://www.espn.com/nhl/player/_/id/2304599""><img src=""../NHL/images2304599.png""></a>",Taylor Fedun,54,7,7,14,0.3,1.986486486,0.743243243
"<a href=""http://www.espn.com/nhl/player/_/id/2592095""><img src=""../NHL/images2592095.png""></a>",Teuvo Teravainen,82,6,6,12,0.2,2.14084507,0.800996455
"<a href=""http://www.espn.com/nhl/player/_/id/3096217""><img src=""../NHL/images3096217.png""></a>",Thatcher Demko,9,0,0,0,0,2.174603175,0.813627038
"<a href=""http://www.espn.com/nhl/player/_/id/3900219""><img src=""../NHL/images3900219.png""></a>",Thomas Chabot,70,16,16,32,0.5,2.070422535,0.774647887
"<a href=""http://www.espn.com/nhl/player/_/id/3375""><img src=""../NHL/images3375.png""></a>",Thomas Greiss,43,2,2,4,0.1,2.101449275,0.786256532
"<a href=""http://www.espn.com/nhl/player/_/id/3769""><img src=""../NHL/images3769.png""></a>",Thomas Hickey,40,14,12,33,0.8,2.03030303,0.759637188
"<a href=""http://www.espn.com/nhl/player/_/id/3045""><img src=""../NHL/images3045.png""></a>",Thomas Vanek,64,13,13,26,0.4,2.272727273,0.850340136
"<a href=""http://www.espn.com/nhl/player/_/id/2590825""><img src=""../NHL/images2590825.png""></a>",Tim Heed,37,5,5,10,0.3,1.92,0.718367347
"<a href=""http://www.espn.com/nhl/player/_/id/3069290""><img src=""../NHL/images3069290.png""></a>",Tim Schaller,47,3,2,9,0.2,1.87012987,0.699708455
"<a href=""http://www.espn.com/nhl/player/_/id/3899978""><img src=""../NHL/images3899978.png""></a>",Timo Meier,78,25,23,55,0.7,2.051948052,0.767735666
"<a href=""http://www.espn.com/nhl/player/_/id/2564163""><img src=""../NHL/images2564163.png""></a>",Tobias Rieder,67,4,4,8,0.1,2.125,0.795068027
"<a href=""http://www.espn.com/nhl/player/_/id/2591152""><img src=""../NHL/images2591152.png""></a>",Tom Kuhnhackl,36,5,5,10,0.3,2.028571429,0.75898931
"<a href=""http://www.espn.com/nhl/player/_/id/2970615""><img src=""../NHL/images2970615.png""></a>",Tom Wilson,63,35,24,128,2,2.148648649,0.803916161
"<a href=""http://www.espn.com/nhl/player/_/id/2976844""><img src=""../NHL/images2976844.png""></a>",Tomas Hertl,77,9,9,18,0.2,2.205882353,0.825330132
"<a href=""http://www.espn.com/nhl/player/_/id/3112266""><img src=""../NHL/images3112266.png""></a>",Tomas Nosek,68,9,9,18,0.3,1.95890411,0.732923306
"<a href=""http://www.espn.com/nhl/player/_/id/5227""><img src=""../NHL/images5227.png""></a>",Tomas Tatar,80,17,17,34,0.4,2.149253731,0.804142553
"<a href=""http://www.espn.com/nhl/player/_/id/2952729""><img src=""../NHL/images2952729.png""></a>",Torey Krug,64,11,9,33,0.5,2.196969697,0.821995465
"<a href=""http://www.espn.com/nhl/player/_/id/3321""><img src=""../NHL/images3321.png""></a>",Travis Zajac,80,10,10,20,0.3,1.875,0.701530612
"<a href=""http://www.espn.com/nhl/player/_/id/3024784""><img src=""../NHL/images3024784.png""></a>",Travis Boyd,53,3,3,6,0.1,2.037037037,0.762156715
"<a href=""http://www.espn.com/nhl/player/_/id/3904172""><img src=""../NHL/images3904172.png""></a>",Travis Dermott,64,11,11,22,0.3,2.013513514,0.753355396
"<a href=""http://www.espn.com/nhl/player/_/id/5073""><img src=""../NHL/images5073.png""></a>",Travis Hamonic,69,15,14,33,0.5,1.956521739,0.732031943
"<a href=""http://www.espn.com/nhl/player/_/id/3900169""><img src=""../NHL/images3900169.png""></a>",Travis Konecny,82,17,15,40,0.5,2.287878788,0.85600907
"<a href=""http://www.espn.com/nhl/player/_/id/3114757""><img src=""../NHL/images3114757.png""></a>",Travis Sanheim,82,11,11,22,0.3,2.055555556,0.769085412
"<a href=""http://www.espn.com/nhl/player/_/id/3454""><img src=""../NHL/images3454.png""></a>",Trevor Lewis,44,3,2,9,0.2,2.08,0.778231293
"<a href=""http://www.espn.com/nhl/player/_/id/1978""><img src=""../NHL/images1978.png""></a>",Trevor Daley,44,6,6,12,0.3,2.2,0.823129252
"<a href=""http://www.espn.com/nhl/player/_/id/3025524""><img src=""../NHL/images3025524.png""></a>",Trevor van Riemsdyk,78,5,5,10,0.1,2.136363636,0.799319728
"<a href=""http://www.espn.com/nhl/player/_/id/3042020""><img src=""../NHL/images3042020.png""></a>",Tristan Jarry,2,0,0,0,0,2.059701493,0.770636613
"<a href=""http://www.espn.com/nhl/player/_/id/3394""><img src=""../NHL/images3394.png""></a>",Troy Brouwer,75,15,11,47,0.6,1.913580247,0.715965399
"<a href=""http://www.espn.com/nhl/player/_/id/3096102""><img src=""../NHL/images3096102.png""></a>",Troy Stecher,78,16,16,32,0.4,2.158730159,0.807688155
"<a href=""http://www.espn.com/nhl/player/_/id/3942905""><img src=""../NHL/images3942905.png""></a>",Troy Terry,32,1,1,2,0.1,2.205882353,0.825330132
"<a href=""http://www.espn.com/nhl/player/_/id/3405""><img src=""../NHL/images3405.png""></a>",Tuukka Rask,46,2,2,4,0.1,2.044117647,0.764805922
"<a href=""http://www.espn.com/nhl/player/_/id/2563082""><img src=""../NHL/images2563082.png""></a>",Ty Rattie,50,2,2,4,0.1,2.1875,0.818452381
"<a href=""http://www.espn.com/nhl/player/_/id/5706""><img src=""../NHL/images5706.png""></a>",Tyler Johnson,80,14,14,28,0.4,2.058823529,0.770308123
"<a href=""http://www.espn.com/nhl/player/_/id/5550""><img src=""../NHL/images5550.png""></a>",Tyler Toffoli,82,10,9,23,0.3,2.25,0.841836735
"<a href=""http://www.espn.com/nhl/player/_/id/3042056""><img src=""../NHL/images3042056.png""></a>",Tyler Bertuzzi,73,13,9,36,0.5,2.25,0.841836735
"<a href=""http://www.espn.com/nhl/player/_/id/5347""><img src=""../NHL/images5347.png""></a>",Tyler Bozak,72,10,10,20,0.3,2.171875,0.812606293
"<a href=""http://www.espn.com/nhl/player/_/id/5069""><img src=""../NHL/images5069.png""></a>",Tyler Ennis,51,1,1,2,0,2.109375,0.789221939
"<a href=""http://www.espn.com/nhl/player/_/id/3042138""><img src=""../NHL/images3042138.png""></a>",Tyler Motte,74,5,5,10,0.1,1.946666667,0.728344671
"<a href=""http://www.espn.com/nhl/player/_/id/5526""><img src=""../NHL/images5526.png""></a>",Tyler Pitlick,47,3,3,6,0.1,2.164179104,0.809726876
"<a href=""http://www.espn.com/nhl/player/_/id/5430""><img src=""../NHL/images5430.png""></a>",Tyler Seguin,82,9,9,18,0.2,2.14516129,0.802611367
"<a href=""http://www.espn.com/nhl/player/_/id/5181""><img src=""../NHL/images5181.png""></a>",Tyson Barrie,78,17,16,36,0.5,2.051948052,0.767735666
"<a href=""http://www.espn.com/nhl/player/_/id/4024879""><img src=""../NHL/images4024879.png""></a>",Tyson Jost,70,7,7,14,0.2,2.393939394,0.89569161
"<a href=""http://www.espn.com/nhl/player/_/id/3042001""><img src=""../NHL/images3042001.png""></a>",Valentin Zykov,28,1,1,2,0.1,1.916666667,0.717120181
